time,ID,r,z,u_r,u_z,rho,pressure,pairAr,pairAz,totalAr,totalAz
0.47,1048,3.87476,8.10455,0.00344307,-0.51621,1000.22,2122.98,-0.989965,1.64474,-0.442183,-8.16526
0.48,1048,3.87477,8.099,-0.00154809,-0.591716,1000.36,3504.54,-1.35638,2.78049,-0.452246,-7.02951
0.49,1048,3.87474,8.09275,-0.00432086,-0.657247,1000.59,5768.58,-1.58025,3.85377,-0.0923577,-5.95623
0.5,1048,3.87469,8.08591,-0.00388984,-0.706843,1000.96,9419.41,-2.28444,6.03819,0.144241,-3.77181
0.51,1048,3.87466,8.0787,-0.0018656,-0.731072,1001.49,14688.4,-3.53601,8.71661,0.249241,-1.09339
0.52,1048,3.87466,8.07137,0.000900142,-0.729794,1002.11,20818,-5.06987,11.109,0.291684,1.299
0.53,1048,3.87468,8.06418,0.00370628,-0.705635,1002.71,26784,-6.63848,13.3245,0.255419,3.51454
0.54,1048,3.87473,8.05733,0.00564303,-0.66002,1003.18,31539,-8.00928,15.3806,0.104533,5.57064
0.55,1048,3.87479,8.05104,0.00516055,-0.595154,1003.48,34453.7,-9.08752,17.1511,-0.22655,7.34108
0.56,1048,3.87482,8.04548,0.00129027,-0.51481,1003.61,35781,-9.69275,18.4349,-0.491708,8.62492
0.57,1048,3.87481,8.04078,-0.00299147,-0.424648,1003.66,36299.7,-9.61526,19.1326,-0.281307,9.32255
0.58,1048,3.87477,8.037,-0.00372484,-0.329509,1003.68,36505.3,-9.28001,19.4668,0.106722,9.65682
0.59,1048,3.87475,8.03419,-0.0018772,-0.232726,1003.67,36424.4,-9.14548,19.4347,0.22059,9.62468
0.6,1048,3.87474,8.03234,0.000405602,-0.138016,1003.66,36293.4,-9.10053,19.1275,0.231988,9.31753
0.61,1048,3.87475,8.03143,0.00231537,-0.0453803,1003.65,36202.9,-9.20045,19.0863,0.108857,9.27633
0.62,1048,3.87478,8.03144,0.00208443,0.047994,1003.61,35839.6,-9.3595,19.1795,-0.143346,9.36951
0.63,1048,3.87479,8.03238,0.000302607,0.141028,1003.57,35435.8,-9.27552,19.009,-0.16287,9.19903
0.64,1048,3.87479,8.03425,-0.000692971,0.231751,1003.56,35261.7,-9.10596,18.7522,-0.0379176,8.94217
0.65,1048,3.87478,8.03701,-0.000630563,0.319403,1003.52,34939.9,-8.94125,18.3542,0.04435,8.5442
0.66,1048,3.87478,8.04062,3.58894e-05,0.40198,1003.45,34200.7,-8.72648,17.7753,0.0696566,7.96529
0.67,1048,3.87478,8.04503,0.00018309,0.478905,1003.33,33012.9,-8.56013,17.2277,-0.0684637,7.41765
0.68,1048,3.87477,8.05018,-0.00151255,0.54947,1003.17,31364.5,-8.32845,16.4225,-0.259477,6.61249
0.69,1048,3.87474,8.05598,-0.00461875,0.60942,1002.96,29272.1,-7.87406,15.1133,-0.341731,5.3033
0.7,1048,3.87468,8.06232,-0.00799203,0.654534,1002.69,26568.7,-7.15106,13.4906,-0.312413,3.68061
0.71,1048,3.87459,8.06902,-0.0103987,0.682254,1002.34,23068.2,-6.086,11.6311,-0.146158,1.82107
0.72,1048,3.87448,8.0759,-0.0106817,0.690236,1001.9,18766.7,-4.74581,9.55849,0.0886545,-0.251513
0.73,1048,3.87438,8.08275,-0.00880533,0.676982,1001.41,13857.3,-3.29762,7.41464,0.274,-2.39536
0.74,1048,3.87431,8.08937,-0.00546436,0.642829,1000.91,8966.24,-1.93422,5.42335,0.377959,-4.38665
0.75,1048,3.87427,8.09555,-0.00166051,0.590457,1000.51,4966.9,-0.923804,3.78493,0.35757,-6.02507
0.76,1048,3.87427,8.10113,0.00122673,0.523265,1000.24,2380.57,-0.412718,2.43112,0.20159,-7.37888
0.77,1048,3.87429,8.10597,0.00217152,0.443634,1000.12,1180.67,-0.320127,1.32208,-0.0154199,-8.48792
0.78,1048,3.87431,8.10997,0.000985493,0.355232,1000.1,970.559,-0.463456,0.72653,-0.212969,-9.08347
0.79,1048,3.8743,8.11306,-0.00181012,0.263938,1000.13,1254.38,-0.650229,0.710768,-0.326501,-9.09923
0.8,1048,3.87427,8.11525,-0.00509439,0.174029,1000.18,1719.22,-0.749781,0.938073,-0.306105,-8.87193
0.81,1048,3.8742,8.11655,-0.00752745,0.0864597,1000.23,2290.44,-0.756433,1.16448,-0.165369,-8.64552
0.82,1048,3.87412,8.11699,-0.00822809,0.00117263,1000.3,2911.41,-0.721821,1.40691,0.0294584,-8.40309
0.83,1048,3.87405,8.11659,-0.00693074,-0.0814329,1000.35,3403.21,-0.653708,1.69518,0.224452,-8.11482
0.84,1048,3.87399,8.11537,-0.00408335,-0.161263,1000.37,3648.21,-0.628733,1.94247,0.312635,-7.86753
0.85,1048,3.87396,8.11337,-0.00146405,-0.239106,1000.39,3792.84,-0.803655,2.10005,0.175026,-7.70995
0.86,1048,3.87396,8.11059,-0.000824614,-0.315341,1000.41,4071.24,-1.08109,2.29297,-0.0305977,-7.51703
0.87,1048,3.87394,8.10707,-0.00141087,-0.388954,1000.46,4566.75,-1.22967,2.62948,-0.0513832,-7.18052
0.88,1048,3.87393,8.10283,-0.001504,-0.45851,1000.54,5316.98,-1.33922,3.10399,0.0325401,-6.70601
0.89,1048,3.87392,8.09792,-0.000885854,-0.522365,1000.66,6451.85,-1.5773,3.79827,0.0870678,-6.01173
0.9,1048,3.87391,8.09241,0.000228643,-0.577386,1000.83,8164.67,-1.97266,4.89878,0.133201,-4.91122
0.91,1048,3.87392,8.08641,0.00157962,-0.619038,1001.09,10717.2,-2.64124,6.46096,0.12224,-3.34904
0.92,1048,3.87394,8.08009,0.00249218,-0.643338,1001.46,14347.7,-3.63788,8.3341,0.0603869,-1.4759
0.93,1048,3.87397,8.07361,0.00288607,-0.648141,1001.92,18931.6,-4.85657,10.3376,0.0209556,0.52755
0.94,1048,3.874,8.06719,0.00279112,-0.632647,1002.42,23866.3,-6.19813,12.3833,-0.0523419,2.57332
0.95,1048,3.87402,8.06103,0.00166998,-0.596849,1002.87,28408.5,-7.48309,14.37,-0.17101,4.56003
0.96,1048,3.87403,8.05532,-0.000403888,-0.542403,1003.23,31976.5,-8.45313,16.0676,-0.225623,6.2576
0.97,1048,3.87401,8.05023,-0.00251568,-0.473332,1003.46,34260,-8.99831,17.2803,-0.185236,7.47034
0.98,1048,3.87398,8.04588,-0.00403014,-0.394463,1003.56,35303.4,-9.20087,18.0518,-0.120239,8.24177
0.99,1048,3.87394,8.04236,-0.00502717,-0.309483,1003.57,35448.3,-9.20168,18.5181,-0.083815,8.70807
1,1048,3.87388,8.03971,-0.00569738,-0.22123,1003.54,35144.1,-9.08397,18.7045,-0.0439553,8.89451
1.01,1048,3.87382,8.03794,-0.00573671,-0.132396,1003.51,34786,-8.90544,18.6526,0.0429151,8.84255
1.02,1048,3.87377,8.03705,-0.00485004,-0.0446742,1003.49,34578.3,-8.76983,18.5086,0.125405,8.69859
1.03,1048,3.87373,8.03704,-0.00350623,0.0416002,1003.48,34473.7,-8.74026,18.3662,0.128261,8.55616
1.04,1048,3.8737,8.03788,-0.00247092,0.126317,1003.46,34295,-8.74565,18.1835,0.0771221,8.37352
1.05,1048,3.87368,8.03956,-0.0018536,0.208738,1003.42,33917.8,-8.66979,17.9036,0.0563091,8.09361
1.06,1048,3.87366,8.04204,-0.00118694,0.287903,1003.36,33302,-8.48876,17.5361,0.0794856,7.72613
1.07,1048,3.87365,8.0453,-0.00037535,0.362941,1003.27,32417.3,-8.27158,17.0679,0.0697952,7.25794
1.08,1048,3.87365,8.04928,-0.000102141,0.432428,1003.15,31226.6,-8.06621,16.409,-0.0302725,6.59897
1.09,1048,3.87365,8.05392,-0.00116665,0.494073,1003,29693.4,-7.82772,15.4967,-0.185158,5.68665
1.1,1048,3.87362,8.05913,-0.00371456,0.545382,1002.8,27745.4,-7.45619,14.3482,-0.313582,4.5382
1.11,1048,3.87357,8.06479,-0.00714787,0.584157,1002.56,25285.2,-6.8666,12.9923,-0.355638,3.18232
1.12,1048,3.87348,8.07077,-0.0104885,0.608343,1002.25,22262.1,-6.03076,11.4291,-0.296374,1.61912
1.13,1048,3.87336,8.0769,-0.0128207,0.615884,1001.9,18710.1,-4.98185,9.67039,-0.160538,-0.139609
1.14,1048,3.87323,8.08302,-0.0135853,0.605224,1001.5,14780.3,-3.80025,7.81745,0.0100475,-1.99255
1.15,1048,3.8731,8.08894,-0.0126416,0.576425,1001.1,10818.3,-2.61659,6.08135,0.173529,-3.72865
1.16,1048,3.87298,8.0945,-0.010311,0.531583,1000.75,7332.87,-1.61436,4.6194,0.277569,-5.1906
1.17,1048,3.87289,8.09953,-0.00744508,0.473438,1000.48,4751.82,-0.949662,3.4079,0.276687,-6.4021
1.18,1048,3.87283,8.10393,-0.00506992,0.404294,1000.33,3209.18,-0.639158,2.43195,0.18921,-7.37805
1.19,1048,3.87279,8.10759,-0.00370536,0.327104,1000.26,2575.46,-0.577766,1.8243,0.0870742,-7.9857
1.2,1048,3.87275,8.11046,-0.00321726,0.245983,1000.26,2583.86,-0.650772,1.63114,0.0162424,-8.17886
1.21,1048,3.87272,8.11251,-0.00330748,0.164281,1000.3,2936.4,-0.790696,1.66856,-0.0326967,-8.14144
1.22,1048,3.87269,8.11375,-0.00386611,0.0833768,1000.35,3431.72,-0.964802,1.7815,-0.078977,-8.0285
1.23,1048,3.87264,8.11418,-0.00485403,0.00402768,1000.41,3991.2,-1.14425,1.98921,-0.114057,-7.82079
1.24,1048,3.87259,8.11384,-0.00598691,-0.0726956,1000.46,4533.4,-1.27144,2.2955,-0.101344,-7.5145
1.25,1048,3.87253,8.11274,-0.0066787,-0.146315,1000.5,4949.65,-1.30845,2.58771,-0.0309516,-7.22229
1.26,1048,3.87246,8.11092,-0.00664464,-0.217439,1000.53,5242.31,-1.32475,2.79662,0.0282689,-7.01338
1.27,1048,3.87239,8.1084,-0.00633259,-0.286565,1000.56,5547.28,-1.40519,3.01169,0.0265189,-6.79831
1.28,1048,3.87233,8.1052,-0.00610273,-0.352972,1000.61,5999.54,-1.52165,3.35332,0.0267415,-6.45668
1.29,1048,3.87227,8.10135,-0.00566757,-0.415201,1000.68,6703.55,-1.66888,3.84654,0.0611041,-5.96346
1.3,1048,3.87222,8.09691,-0.00501975,-0.471635,1000.79,7814.36,-1.9596,4.52785,0.056853,-5.28215
1.31,1048,3.87217,8.09195,-0.00468057,-0.519821,1000.97,9506.58,-2.4415,5.51608,0.0112292,-4.29392
1.32,1048,3.87212,8.08655,-0.00464355,-0.556346,1001.21,11884.1,-3.05799,6.85132,0.00744491,-2.95868
1.33,1048,3.87208,8.08087,-0.00437355,-0.578219,1001.52,14968.7,-3.81087,8.42272,0.0490834,-1.38728
1.34,1048,3.87204,8.07504,-0.0037155,-0.583659,1001.89,18656.6,-4.73282,10.1284,0.0763818,0.318393
1.35,1048,3.872,8.06925,-0.00298577,-0.571522,1002.29,22646.8,-5.77342,11.9308,0.062063,2.12082
1.36,1048,3.87198,8.06367,-0.00261244,-0.541243,1002.68,26517.4,-6.82353,13.7287,0.00669467,3.9187
1.37,1048,3.87195,8.05849,-0.00290923,-0.493848,1003.02,29870.1,-7.75652,15.316,-0.0652438,5.50596
1.38,1048,3.87192,8.05384,-0.00383746,-0.432409,1003.27,32402.7,-8.45576,16.52,-0.114401,6.70996
1.39,1048,3.87187,8.04987,-0.00509001,-0.361002,1003.43,33957.6,-8.87245,17.3177,-0.132054,7.50767
1.4,1048,3.87181,8.04665,-0.00642144,-0.283358,1003.49,34559.1,-9.02638,17.7797,-0.13158,7.96965
1.41,1048,3.87174,8.04421,-0.00765771,-0.20255,1003.47,34394.3,-8.96492,17.9548,-0.112216,8.14476
1.42,1048,3.87166,8.0426,-0.00862031,-0.121303,1003.41,33764.1,-8.77107,17.8778,-0.0798465,8.06777
1.43,1048,3.87157,8.04178,-0.0092845,-0.0417106,1003.33,32998.6,-8.5508,17.6454,-0.0557935,7.83542
1.44,1048,3.87148,8.04175,-0.00978547,0.0352859,1003.26,32344.3,-8.37306,17.3737,-0.0457492,7.56372
1.45,1048,3.87138,8.04248,-0.0101898,0.109587,1003.22,31896.8,-8.2456,17.1073,-0.032912,7.29725
1.46,1048,3.87127,8.04394,-0.0103839,0.181224,1003.19,31613.5,-8.14298,16.8393,-0.00278906,7.02926
1.47,1048,3.87117,8.04609,-0.0102098,0.250153,1003.17,31358.6,-8.03759,16.564,0.0373966,6.75398
1.48,1048,3.87107,8.04893,-0.00969097,0.316149,1003.13,30950.8,-7.90939,16.2393,0.0611169,6.42928
1.49,1048,3.87098,8.0524,-0.00911491,0.378225,1003.05,30207.1,-7.73237,15.7597,0.0473745,5.94972
1.5,1048,3.87089,8.05647,-0.00884702,0.434329,1002.93,28977.4,-7.46124,15.0366,0.00287807,5.22659
1.51,1048,3.8708,8.06106,-0.00908273,0.481915,1002.75,27180.3,-7.0524,14.0597,-0.0497558,4.24972
1.52,1048,3.8707,8.06608,-0.0098204,0.51858,1002.51,24836.2,-6.49638,12.8568,-0.0960182,3.04681
1.53,1048,3.8706,8.07139,-0.0109491,0.542156,1002.23,22046.5,-5.8088,11.4434,-0.125588,1.63339
1.54,1048,3.87048,8.07687,-0.0122215,0.550615,1001.92,18917.3,-5.0002,9.84048,-0.121981,0.0304835
1.55,1048,3.87036,8.08235,-0.0132546,0.542419,1001.58,15529.9,-4.08499,8.13587,-0.0787723,-1.67413
1.56,1048,3.87022,8.08766,-0.0137298,0.517375,1001.22,12041.2,-3.12319,6.50409,-0.0157395,-3.30591
1.57,1048,3.87008,8.09264,-0.0136173,0.477069,1000.89,8777.99,-2.2329,5.09892,0.0332421,-4.71108
1.58,1048,3.86995,8.09716,-0.0131848,0.42396,1000.62,6137.24,-1.53762,3.93692,0.0472625,-5.87308
1.59,1048,3.86982,8.10109,-0.012747,0.360347,1000.45,4378.01,-1.09159,3.00477,0.0392262,-6.80523
1.6,1048,3.8697,8.10434,-0.0123661,0.288959,1000.36,3535.79,-0.872785,2.40629,0.0405996,-7.40371
1.61,1048,3.86957,8.10685,-0.0118686,0.21365,1000.35,3459.75,-0.833375,2.2157,0.0604003,-7.5943
1.62,1048,3.86946,8.10861,-0.0111867,0.137979,1000.4,3883.29,-0.931377,2.2978,0.0718009,-7.5122
1.63,1048,3.86935,8.10962,-0.0105361,0.0636815,1000.46,4550.37,-1.12211,2.47061,0.0533511,-7.33939
1.64,1048,3.86925,8.10989,-0.0101669,-0.00860689,1000.54,5301.44,-1.34776,2.70652,0.0216509,-7.10348
1.65,1048,3.86915,8.10945,-0.0100062,-0.0780785,1000.61,6011.62,-1.53468,3.03152,0.0180993,-6.77848
1.66,1048,3.86905,8.10834,-0.00967377,-0.144115,1000.67,6555.65,-1.64168,3.37456,0.0515749,-6.43544
1.67,1048,3.86895,8.10658,-0.00902604,-0.207029,1000.7,6916.07,-1.71602,3.64981,0.0703048,-6.16019
1.68,1048,3.86887,8.10421,-0.00843104,-0.267431,1000.73,7221.01,-1.82174,3.89362,0.0433324,-5.91638
1.69,1048,3.86878,8.10124,-0.00813862,-0.325108,1000.78,7633.31,-1.94941,4.2098,0.0221079,-5.6002
1.7,1048,3.8687,8.09772,-0.00782497,-0.379028,1000.84,8284.78,-2.09308,4.6481,0.0466087,-5.1619
1.71,1048,3.86863,8.09368,-0.00720619,-0.427863,1000.94,9294.38,-2.32867,5.23505,0.0715595,-4.57495
1.72,1048,3.86856,8.08918,-0.00653966,-0.4698,1001.09,10754.8,-2.72151,6.04141,0.0555175,-3.76859
1.73,1048,3.8685,8.08432,-0.00613838,-0.502348,1001.29,12711.4,-3.25524,7.11292,0.0264136,-2.69708
1.74,1048,3.86844,8.07918,-0.00594788,-0.523005,1001.54,15184.4,-3.90445,8.40711,0.014716,-1.40289
1.75,1048,3.86838,8.0739,-0.00582317,-0.529896,1001.84,18153.2,-4.67483,9.85702,0.00926605,0.047022
1.76,1048,3.86832,8.06863,-0.00580421,-0.521696,1002.18,21481.6,-5.54918,11.4173,-0.00802601,1.60726
1.77,1048,3.86826,8.06352,-0.00602353,-0.497631,1002.52,24904.6,-6.45892,13.0115,-0.0369166,3.20151
1.78,1048,3.8682,8.05873,-0.00653212,-0.458003,1002.84,28099.7,-7.30601,14.5037,-0.0623102,4.69372
1.79,1048,3.86813,8.05441,-0.00718139,-0.404562,1003.11,30761.2,-7.98916,15.7542,-0.0613104,5.94419
1.8,1048,3.86806,8.05068,-0.00762545,-0.340188,1003.3,32664.2,-8.43767,16.6831,-0.0208025,6.87309
1.81,1048,3.86798,8.04763,-0.00748742,-0.268223,1003.4,33715.7,-8.63448,17.2724,0.0525965,7.46241
1.82,1048,3.86791,8.04533,-0.00653192,-0.192027,1003.43,33963.3,-8.61293,17.5334,0.137885,7.72337
1.83,1048,3.86785,8.04379,-0.00481097,-0.114702,1003.39,33576.1,-8.45308,17.5092,0.198428,7.69919
1.84,1048,3.86781,8.04303,-0.00277647,-0.0387194,1003.31,32801.9,-8.25724,17.28,0.195512,7.47001
1.85,1048,3.86779,8.04301,-0.00114383,0.0342941,1003.22,31885.5,-8.09664,16.9269,0.120756,7.11693
1.86,1048,3.86779,8.0437,-0.000474835,0.103383,1003.13,30994.8,-7.97628,16.5018,0.0123057,6.69179
1.87,1048,3.86778,8.04506,-0.000816185,0.168029,1003.05,30208.1,-7.85883,16.0467,-0.0724021,6.23665
1.88,1048,3.86777,8.04704,-0.00172671,0.22818,1002.98,29534.1,-7.71253,15.6095,-0.0992879,5.79948
1.89,1048,3.86775,8.04961,-0.00263382,0.284112,1002.92,28919.4,-7.53143,15.1977,-0.0761549,5.38768
1.9,1048,3.86772,8.05271,-0.00319431,0.335807,1002.85,28248,-7.31856,14.747,-0.0358278,4.93699
1.91,1048,3.86768,8.05631,-0.00338131,0.382445,1002.77,27361.3,-7.05891,14.1748,-0.00408421,4.36478
1.92,1048,3.86765,8.06034,-0.00332872,0.422557,1002.64,26103,-6.71946,13.4384,0.0118287,3.62843
1.93,1048,3.86762,8.06473,-0.00319984,0.454433,1002.47,24377.4,-6.27626,12.5258,0.0111866,2.71582
1.94,1048,3.86759,8.0694,-0.00314301,0.476245,1002.25,22183.7,-5.72309,11.4226,-0.000155173,1.61264
1.95,1048,3.86755,8.07422,-0.00315815,0.486012,1001.98,19582.6,-5.05125,10.1172,0.00201575,0.307222
1.96,1048,3.86752,8.07907,-0.00298284,0.481857,1001.69,16650.8,-4.25912,8.65418,0.0389215,-1.15582
1.97,1048,3.8675,8.0838,-0.00231679,0.462847,1001.37,13526.7,-3.39882,7.17753,0.0939172,-2.63247
1.98,1048,3.86748,8.08828,-0.00118191,0.42972,1001.07,10491.4,-2.58339,5.85066,0.126455,-3.95934
1.99,1048,3.86747,8.09236,7.25652e-05,0.384298,1000.8,7902.57,-1.92377,4.71408,0.11793,-5.09592
2,1048,3.86748,8.09593,0.00108406,0.328345,1000.61,6012.81,-1.47227,3.74763,0.0814881,-6.06237
2.01,1048,3.86749,8.0989,0.00168021,0.263929,1000.5,4896.48,-1.22745,3.04838,0.0379832,-6.76162
2.02,1048,3.86751,8.10119,0.00186831,0.194413,1000.46,4489.72,-1.15868,2.7347,0.00166671,-7.0753
2.03,1048,3.86753,8.10278,0.00175636,0.123466,1000.47,4627.53,-1.21801,2.73325,-0.0220662,-7.07675
2.04,1048,3.86755,8.10366,0.00145413,0.0533224,1000.52,5122.34,-1.36117,2.87189,-0.0374228,-6.93811
2.05,1048,3.86756,8.10385,0.00103329,-0.0150487,1000.59,5844.21,-1.55473,3.08912,-0.0445416,-6.72088
2.06,1048,3.86757,8.10337,0.000630672,-0.0807539,1000.68,6671.01,-1.75527,3.40685,-0.0315769,-6.40315
2.07,1048,3.86757,8.10225,0.00048127,-0.142888,1000.76,7443.19,-1.91863,3.79043,0.00442684,-6.01957
2.08,1048,3.86758,8.10053,0.000724633,-0.201194,1000.82,8065.97,-2.04182,4.16216,0.0420022,-5.64784
2.09,1048,3.86759,8.09824,0.00124473,-0.255941,1000.87,8577.1,-2.15839,4.50767,0.0573673,-5.30233
2.1,1048,3.8676,8.09542,0.00179547,-0.307146,1000.92,9086.13,-2.29686,4.88108,0.0502593,-4.92892
2.11,1048,3.86762,8.09211,0.00224064,-0.354267,1000.99,9735.12,-2.47409,5.33028,0.0405079,-4.47972
2.12,1048,3.86765,8.08835,0.00268059,-0.396366,1001.09,10682.4,-2.706,5.89419,0.0530071,-3.91581
2.13,1048,3.86768,8.0842,0.00341213,-0.432004,1001.22,12025.7,-3.00763,6.63246,0.0978671,-3.17754
2.14,1048,3.86772,8.07974,0.00466703,-0.459242,1001.4,13772.2,-3.40498,7.572,0.150854,-2.238
2.15,1048,3.86777,8.07505,0.00631514,-0.476254,1001.61,15903.6,-3.93485,8.66608,0.170352,-1.14392
2.16,1048,3.86784,8.07025,0.00789715,-0.481798,1001.86,18384.1,-4.60687,9.85965,0.137344,0.0496458
2.17,1048,3.86793,8.06546,0.00891889,-0.475001,1002.14,21098.1,-5.3818,11.1313,0.0612048,1.32135
2.18,1048,3.86802,8.06079,0.00904474,-0.455233,1002.41,23860.9,-6.19179,12.4425,-0.0378824,2.6325
2.19,1048,3.86811,8.0564,0.00817503,-0.422522,1002.68,26478,-6.95949,13.7012,-0.132564,3.89117
2.2,1048,3.86818,8.05238,0.00651739,-0.377937,1002.91,28764.6,-7.60464,14.8015,-0.189988,4.99154
2.21,1048,3.86824,8.04887,0.00459208,-0.323445,1003.09,30562.4,-8.05892,15.6758,-0.18236,5.86583
2.22,1048,3.86827,8.04594,0.00311036,-0.261444,1003.21,31772.8,-8.29079,16.3009,-0.103348,6.49087
2.23,1048,3.8683,8.04366,0.00266443,-0.194476,1003.27,32365.3,-8.32239,16.6692,0.0171535,6.8592
2.24,1048,3.86833,8.04206,0.0034275,-0.125072,1003.27,32382.5,-8.21357,16.793,0.130338,6.98302
2.25,1048,3.86837,8.04116,0.00512002,-0.0554783,1003.23,31953.5,-8.03506,16.7164,0.198571,6.90642
