dr0,0.00141421
r0,0.05
R,2
R/r0,40
Nr,20
Ntheta,222.144
Nboundary,223
Nfluid,4460
Nparticles,4683
Apolar,0.311157
Bpolar,0.00387451

ID,r,theta,x,y,Type
957,0.0595764,1.83848,-0.0157577,0.0574547,fluid
958,0.0595764,1.86676,-0.0173763,0.0569861,fluid
959,0.0595764,1.89505,-0.0189809,0.0564719,fluid
960,0.0595764,1.92333,-0.0205704,0.0559125,fluid
961,0.0595764,1.95161,-0.0221434,0.0553084,fluid
962,0.0595764,1.9799,-0.0236987,0.0546601,fluid
963,0.0595764,2.00818,-0.025235,0.053968,fluid
964,0.0595764,2.03647,-0.0267512,0.0532328,fluid
965,0.0595764,2.06475,-0.0282459,0.0524549,fluid
966,0.0595764,2.09304,-0.0297181,0.0516351,fluid
967,0.0595764,2.12132,-0.0311665,0.0507741,fluid
968,0.0595764,2.1496,-0.0325899,0.0498723,fluid
969,0.0595764,2.17789,-0.0339873,0.0489307,fluid
970,0.0595764,2.20617,-0.0353575,0.04795,fluid
971,0.0595764,2.23446,-0.0366994,0.0469309,fluid
972,0.0595764,2.26274,-0.0380119,0.0458742,fluid
973,0.0595764,2.29103,-0.0392941,0.0447809,fluid
974,0.0595764,2.31931,-0.0405448,0.0436517,fluid
975,0.0595764,2.34759,-0.0417631,0.0424876,fluid
976,0.0595764,2.37588,-0.0429479,0.0412896,fluid
977,0.0595764,2.40416,-0.0440984,0.0400585,fluid
978,0.0595764,2.43245,-0.0452137,0.0387953,fluid
979,0.0595764,2.46073,-0.0462927,0.0375011,fluid
980,0.0595764,2.48902,-0.0473348,0.0361769,fluid
981,0.0595764,2.5173,-0.0483389,0.0348238,fluid
982,0.0595764,2.54558,-0.0493044,0.0334428,fluid
983,0.0595764,2.57387,-0.0502305,0.0320351,fluid
984,0.0595764,2.60215,-0.0511164,0.0306018,fluid
985,0.0595764,2.63044,-0.0519614,0.0291439,fluid
986,0.0595764,2.65872,-0.0527648,0.0276628,fluid
987,0.0595764,2.68701,-0.053526,0.0261595,fluid
988,0.0595764,2.71529,-0.0542444,0.0246353,fluid
989,0.0595764,2.74357,-0.0549194,0.0230914,fluid
990,0.0595764,2.77186,-0.0555505,0.021529,fluid
991,0.0595764,2.80014,-0.0561371,0.0199494,fluid
992,0.0595764,2.82843,-0.0566788,0.0183538,fluid
993,0.0595764,2.85671,-0.0571752,0.0167436,fluid
994,0.0595764,2.885,-0.0576259,0.0151199,fluid
995,0.0595764,2.91328,-0.0580304,0.0134842,fluid
996,0.0595764,2.94156,-0.0583885,0.0118377,fluid
997,0.0595764,2.96985,-0.0587,0.0101817,fluid
998,0.0595764,2.99813,-0.0589644,0.00851754,fluid
999,0.0595764,3.02642,-0.0591817,0.00684659,fluid
1000,0.0595764,3.0547,-0.0593517,0.00517017,fluid
1001,0.0595764,3.08299,-0.0594742,0.0034896,fluid
1002,0.0595764,3.11127,-0.0595491,0.00180625,fluid
1003,0.0595764,3.13955,-0.0595763,0.000121449,fluid
1004,0.0595764,3.16784,-0.0595559,-0.00156345,fluid
1005,0.0595764,3.19612,-0.0594879,-0.00324709,fluid
1006,0.0595764,3.22441,-0.0593723,-0.00492814,fluid
1007,0.0595764,3.25269,-0.0592091,-0.00660525,fluid
1008,0.0595764,3.28098,-0.0589987,-0.00827707,fluid
1009,0.0595764,3.30926,-0.058741,-0.00994227,fluid
1010,0.0595764,3.33754,-0.0584363,-0.0115995,fluid
1011,0.0595764,3.36583,-0.0580849,-0.0132475,fluid
1012,0.0595764,3.39411,-0.057687,-0.0148849,fluid
1013,0.0595764,3.4224,-0.057243,-0.0165103,fluid
1014,0.0595764,3.45068,-0.0567532,-0.0181226,fluid
1015,0.0595764,3.47897,-0.056218,-0.0197203,fluid
1016,0.0595764,3.50725,-0.0556378,-0.0213023,fluid
1017,0.0595764,3.53553,-0.0550131,-0.0228673,fluid
1018,0.0595764,3.56382,-0.0543444,-0.0244139,fluid
1019,0.0595764,3.5921,-0.0536322,-0.025941,fluid
1020,0.0595764,3.62039,-0.0528771,-0.0274474,fluid
1021,0.0595764,3.64867,-0.0520798,-0.0289318,fluid
1022,0.0595764,3.67696,-0.0512407,-0.0303931,fluid
1023,0.0595764,3.70524,-0.0503607,-0.0318301,fluid
1024,0.0595764,3.73352,-0.0494404,-0.0332415,fluid
1025,0.0595764,3.76181,-0.0484805,-0.0346265,fluid
1026,0.0595764,3.79009,-0.0474819,-0.0359837,fluid
1027,0.0595764,3.81838,-0.0464453,-0.0373121,fluid
1028,0.0595764,3.84666,-0.0453715,-0.0386106,fluid
1029,0.0595764,3.87495,-0.0442614,-0.0398783,fluid
1030,0.0595764,3.90323,-0.0431159,-0.0411141,fluid
1031,0.0595764,3.93151,-0.0419359,-0.042317,fluid
1032,0.0595764,3.9598,-0.0407224,-0.0434861,fluid
1033,0.0595764,3.98808,-0.0394763,-0.0446203,fluid
1034,0.0595764,4.01637,-0.0381987,-0.0457189,fluid
1035,0.0595764,4.04465,-0.0368904,-0.0467809,fluid
1036,0.0595764,4.07294,-0.0355527,-0.0478054,fluid
1037,0.0595764,4.10122,-0.0341865,-0.0487918,fluid
1038,0.0595764,4.1295,-0.032793,-0.0497391,fluid
1039,0.0595764,4.15779,-0.0313732,-0.0506466,fluid
1040,0.0595764,4.18607,-0.0299283,-0.0515136,fluid
1041,0.0595764,4.21436,-0.0284595,-0.0523393,fluid
1042,0.0595764,4.24264,-0.026968,-0.0531233,fluid
1043,0.0595764,4.27092,-0.0254548,-0.0538647,fluid
1044,0.0595764,4.29921,-0.0239213,-0.054563,fluid
1045,0.0595764,4.32749,-0.0223687,-0.0552177,fluid
1046,0.0595764,4.35578,-0.0207982,-0.0558282,fluid
1047,0.0595764,4.38406,-0.019211,-0.0563941,fluid
1048,0.0595764,4.41235,-0.0176085,-0.0569148,fluid
1049,0.0595764,4.44063,-0.0159918,-0.05739,fluid
1050,0.0595764,4.46891,-0.0143624,-0.0578193,fluid
1051,0.0595764,4.4972,-0.0127215,-0.0582024,fluid
1052,0.0595764,4.52548,-0.0110705,-0.0585389,fluid
1053,0.0595764,4.55377,-0.00941051,-0.0588285,fluid
1054,0.0595764,4.58205,-0.00774305,-0.0590711,fluid
1055,0.0595764,4.61034,-0.00606939,-0.0592665,fluid
1056,0.0595764,4.63862,-0.00439088,-0.0594144,fluid
1057,0.0595764,4.6669,-0.00270885,-0.0595148,fluid
1058,0.0595764,4.69519,-0.00102466,-0.0595676,fluid
1059,0.0595764,4.72347,0.000660351,-0.0595728,fluid
1060,0.0595764,4.75176,0.00234483,-0.0595303,fluid
1061,0.0595764,4.78004,0.00402744,-0.0594402,fluid
1062,0.0595764,4.80833,0.00570683,-0.0593025,fluid
1063,0.0595764,4.83661,0.00738165,-0.0591174,fluid
1064,0.0595764,4.86489,0.00905057,-0.058885,fluid
1065,0.0595764,4.89318,0.0107122,-0.0586055,fluid
1066,0.0595764,4.92146,0.0123654,-0.0582791,fluid
1067,0.0595764,4.94975,0.0140086,-0.0579061,fluid
1068,0.0595764,4.97803,0.0156406,-0.0574867,fluid
1069,0.0595764,5.00632,0.0172601,-0.0570214,fluid
1070,0.0595764,5.0346,0.0188658,-0.0565105,fluid
1071,0.0595764,5.06288,0.0204564,-0.0559544,fluid
1072,0.0595764,5.09117,0.0220306,-0.0553535,fluid
1073,0.0595764,5.11945,0.0235872,-0.0547083,fluid
1074,0.0595764,5.14774,0.025125,-0.0540193,fluid
1075,0.0595764,5.17602,0.0266426,-0.0532872,fluid
1076,0.0595764,5.20431,0.0281389,-0.0525124,fluid
1077,0.0595764,5.23259,0.0296128,-0.0516956,fluid
1078,0.0595764,5.26087,0.0310629,-0.0508375,fluid
1079,0.0595764,5.28916,0.0324882,-0.0499387,fluid
1080,0.0595764,5.31744,0.0338875,-0.0489999,fluid
1081,0.0595764,5.34573,0.0352597,-0.048022,fluid
1082,0.0595764,5.37401,0.0366036,-0.0470056,fluid
1083,0.0595764,5.4023,0.0379183,-0.0459516,fluid
1084,0.0595764,5.43058,0.0392027,-0.0448609,fluid
1085,0.0595764,5.45886,0.0404557,-0.0437343,fluid
1086,0.0595764,5.48715,0.0416764,-0.0425727,fluid
1087,0.0595764,5.51543,0.0428637,-0.041377,fluid
1088,0.0595764,5.54372,0.0440167,-0.0401483,fluid
1089,0.0595764,5.572,0.0451345,-0.0388874,fluid
1090,0.0595764,5.60029,0.0462162,-0.0375954,fluid
1091,0.0595764,5.62857,0.0472609,-0.0362734,fluid
1092,0.0595764,5.65685,0.0482679,-0.0349223,fluid
1093,0.0595764,5.68514,0.0492362,-0.0335433,fluid
1094,0.0595764,5.71342,0.0501651,-0.0321374,fluid
1095,0.0595764,5.74171,0.0510539,-0.0307059,fluid
1096,0.0595764,5.76999,0.0519019,-0.0292498,fluid
1097,0.0595764,5.79828,0.0527083,-0.0277703,fluid
1098,0.0595764,5.82656,0.0534726,-0.0262686,fluid
1099,0.0595764,5.85484,0.0541941,-0.0247458,fluid
1100,0.0595764,5.88313,0.0548722,-0.0232033,fluid
1101,0.0595764,5.91141,0.0555065,-0.0216422,fluid
1102,0.0595764,5.9397,0.0560963,-0.0200638,fluid
1103,0.0595764,5.96798,0.0566413,-0.0184693,fluid
1104,0.0595764,5.99627,0.057141,-0.0168601,fluid
1105,0.0595764,6.02455,0.0575949,-0.0152374,fluid
1106,0.0595764,6.05283,0.0580028,-0.0136025,fluid
1107,0.0595764,6.08112,0.0583643,-0.0119567,fluid
1108,0.0595764,6.1094,0.0586791,-0.0103013,fluid
1109,0.0595764,6.13769,0.0589469,-0.00863773,fluid
1110,0.0595764,6.16597,0.0591676,-0.00696722,fluid
1111,0.0595764,6.19426,0.059341,-0.00529115,fluid
1112,0.0595764,6.22254,0.0594669,-0.00361084,fluid
1113,0.0595764,6.25082,0.0595452,-0.00192764,fluid
1114,0.0595764,6.27911,0.0595759,-0.000242898,fluid
1115,0.0644861,0,0.0644861,0,fluid
1116,0.0644861,0.0282843,0.0644603,0.0018237,fluid
1117,0.0644861,0.0565685,0.0643829,0.00364594,fluid
1118,0.0644861,0.0848528,0.0642541,0.00546526,fluid
1119,0.0644861,0.113137,0.0640738,0.00728021,fluid
1120,0.0644861,0.141421,0.0638423,0.00908934,fluid
1121,0.0644861,0.169706,0.0635597,0.0108912,fluid
1122,0.0644861,0.19799,0.0632263,0.0126843,fluid
1123,0.0644861,0.226274,0.0628423,0.0144673,fluid
1124,0.0644861,0.254558,0.062408,0.0162388,fluid
1125,0.0644861,0.282843,0.0619238,0.0179972,fluid
1126,0.0644861,0.311127,0.0613901,0.0197412,fluid
1127,0.0644861,0.339411,0.0608072,0.0214695,fluid
1128,0.0644861,0.367696,0.0601757,0.0231806,fluid
1129,0.0644861,0.39598,0.0594961,0.0248731,fluid
1130,0.0644861,0.424264,0.0587689,0.0265457,fluid
1131,0.0644861,0.452548,0.0579946,0.0281971,fluid
1132,0.0644861,0.480833,0.057174,0.0298259,fluid
1133,0.0644861,0.509117,0.0563077,0.0314309,fluid
1134,0.0644861,0.537401,0.0553963,0.0330108,fluid
1135,0.0644861,0.565685,0.0544405,0.0345642,fluid
1136,0.0644861,0.59397,0.0534413,0.03609,fluid
1137,0.0644861,0.622254,0.0523993,0.0375869,fluid
1138,0.0644861,0.650538,0.0513153,0.0390537,fluid
1139,0.0644861,0.678823,0.0501903,0.0404893,fluid
1140,0.0644861,0.707107,0.0490252,0.0418925,fluid
1141,0.0644861,0.735391,0.0478209,0.0432623,fluid
1142,0.0644861,0.763675,0.0465782,0.0445973,fluid
1143,0.0644861,0.79196,0.0452984,0.0458968,fluid
1144,0.0644861,0.820244,0.0439823,0.0471595,fluid
1145,0.0644861,0.848528,0.042631,0.0483844,fluid
1146,0.0644861,0.876812,0.0412456,0.0495707,fluid
1147,0.0644861,0.905097,0.0398272,0.0507173,fluid
1148,0.0644861,0.933381,0.038377,0.0518234,fluid
1149,0.0644861,0.961665,0.036896,0.052888,fluid
1150,0.0644861,0.989949,0.0353856,0.0539103,fluid
1151,0.0644861,1.01823,0.0338468,0.0548894,fluid
1152,0.0644861,1.04652,0.032281,0.0558247,fluid
1153,0.0644861,1.0748,0.0306893,0.0567153,fluid
1154,0.0644861,1.10309,0.0290731,0.0575605,fluid
1155,0.0644861,1.13137,0.0274336,0.0583597,fluid
1156,0.0644861,1.15966,0.0257722,0.0591122,fluid
1157,0.0644861,1.18794,0.0240902,0.0598174,fluid
1158,0.0644861,1.21622,0.0223889,0.0604747,fluid
1159,0.0644861,1.24451,0.0206697,0.0610837,fluid
1160,0.0644861,1.27279,0.0189339,0.0616438,fluid
1161,0.0644861,1.30108,0.0171831,0.0621546,fluid
1162,0.0644861,1.32936,0.0154184,0.0626157,fluid
1163,0.0644861,1.35765,0.0136414,0.0630267,fluid
1164,0.0644861,1.38593,0.0118536,0.0633873,fluid
1165,0.0644861,1.41421,0.0100562,0.0636972,fluid
1166,0.0644861,1.4425,0.00825079,0.0639561,fluid
1167,0.0644861,1.47078,0.00643878,0.0641638,fluid
1168,0.0644861,1.49907,0.00462162,0.0643203,fluid
1169,0.0644861,1.52735,0.00280076,0.0644252,fluid
1170,0.0644861,1.55563,0.000977663,0.0644787,fluid
1171,0.0644861,1.58392,-0.000846218,0.0644805,fluid
1172,0.0644861,1.6122,-0.00266942,0.0644308,fluid
1173,0.0644861,1.64049,-0.00449049,0.0643296,fluid
1174,0.0644861,1.66877,-0.00630797,0.0641768,fluid
1175,0.0644861,1.69706,-0.0081204,0.0639728,fluid
1176,0.0644861,1.72534,-0.00992633,0.0637175,fluid
1177,0.0644861,1.75362,-0.0117243,0.0634113,fluid
1178,0.0644861,1.78191,-0.0135129,0.0630544,fluid
1179,0.0644861,1.81019,-0.0152907,0.062647,fluid
1180,0.0644861,1.83848,-0.0170563,0.0621895,fluid
1181,0.0644861,1.86676,-0.0188082,0.0616823,fluid
1182,0.0644861,1.89505,-0.0205451,0.0611257,fluid
1183,0.0644861,1.92333,-0.0222656,0.0605202,fluid
1184,0.0644861,1.95161,-0.0239682,0.0598664,fluid
1185,0.0644861,1.9799,-0.0256517,0.0591646,fluid
1186,0.0644861,2.00818,-0.0273146,0.0584155,fluid
1187,0.0644861,2.03647,-0.0289557,0.0576196,fluid
1188,0.0644861,2.06475,-0.0305736,0.0567777,fluid
1189,0.0644861,2.09304,-0.0321671,0.0558904,fluid
1190,0.0644861,2.12132,-0.0337349,0.0549583,fluid
1191,0.0644861,2.1496,-0.0352756,0.0539823,fluid
1192,0.0644861,2.17789,-0.0367882,0.0529631,fluid
1193,0.0644861,2.20617,-0.0382713,0.0519015,fluid
1194,0.0644861,2.23446,-0.0397238,0.0507984,fluid
1195,0.0644861,2.26274,-0.0411445,0.0496547,fluid
1196,0.0644861,2.29103,-0.0425323,0.0484712,fluid
1197,0.0644861,2.31931,-0.0438861,0.047249,fluid
1198,0.0644861,2.34759,-0.0452047,0.045989,fluid
1199,0.0644861,2.37588,-0.0464872,0.0446922,fluid
1200,0.0644861,2.40416,-0.0477326,0.0433596,fluid
1201,0.0644861,2.43245,-0.0489397,0.0419924,fluid
1202,0.0644861,2.46073,-0.0501077,0.0405916,fluid
1203,0.0644861,2.48902,-0.0512356,0.0391583,fluid
1204,0.0644861,2.5173,-0.0523225,0.0376936,fluid
1205,0.0644861,2.54558,-0.0533676,0.0361988,fluid
1206,0.0644861,2.57387,-0.05437,0.0346751,fluid
1207,0.0644861,2.60215,-0.0553289,0.0331236,fluid
1208,0.0644861,2.63044,-0.0562435,0.0315457,fluid
1209,0.0644861,2.65872,-0.0571131,0.0299424,fluid
1210,0.0644861,2.68701,-0.057937,0.0283153,fluid
1211,0.0644861,2.71529,-0.0587146,0.0266655,fluid
1212,0.0644861,2.74357,-0.0594453,0.0249943,fluid
1213,0.0644861,2.77186,-0.0601283,0.0233032,fluid
1214,0.0644861,2.80014,-0.0607633,0.0215934,fluid
1215,0.0644861,2.82843,-0.0613497,0.0198663,fluid
1216,0.0644861,2.85671,-0.061887,0.0181234,fluid
1217,0.0644861,2.885,-0.0623748,0.016366,fluid
1218,0.0644861,2.91328,-0.0628127,0.0145954,fluid
1219,0.0644861,2.94156,-0.0632003,0.0128132,fluid
1220,0.0644861,2.96985,-0.0635374,0.0110207,fluid
1221,0.0644861,2.99813,-0.0638236,0.00921947,fluid
1222,0.0644861,3.02642,-0.0640588,0.00741082,fluid
1223,0.0644861,3.0547,-0.0642428,0.00559624,fluid
1224,0.0644861,3.08299,-0.0643754,0.00377718,fluid
1225,0.0644861,3.11127,-0.0644565,0.0019551,fluid
1226,0.0644861,3.13955,-0.064486,0.000131458,fluid
1227,0.0644861,3.16784,-0.0644639,-0.00169229,fluid
1228,0.0644861,3.19612,-0.0643902,-0.00351468,fluid
1229,0.0644861,3.22441,-0.0642651,-0.00533427,fluid
1230,0.0644861,3.25269,-0.0640885,-0.00714958,fluid
1231,0.0644861,3.28098,-0.0638607,-0.00895918,fluid
1232,0.0644861,3.30926,-0.0635818,-0.0107616,fluid
1233,0.0644861,3.33754,-0.063252,-0.0125554,fluid
1234,0.0644861,3.36583,-0.0628716,-0.0143392,fluid
1235,0.0644861,3.39411,-0.062441,-0.0161115,fluid
1236,0.0644861,3.4224,-0.0619604,-0.0178709,fluid
1237,0.0644861,3.45068,-0.0614302,-0.0196161,fluid
1238,0.0644861,3.47897,-0.0608509,-0.0213455,fluid
1239,0.0644861,3.50725,-0.0602229,-0.0230578,fluid
1240,0.0644861,3.53553,-0.0595467,-0.0247517,fluid
1241,0.0644861,3.56382,-0.0588229,-0.0264259,fluid
1242,0.0644861,3.5921,-0.058052,-0.0280788,fluid
1243,0.0644861,3.62039,-0.0572347,-0.0297093,fluid
1244,0.0644861,3.64867,-0.0563716,-0.0313161,fluid
1245,0.0644861,3.67696,-0.0554634,-0.0328978,fluid
1246,0.0644861,3.70524,-0.0545109,-0.0344531,fluid
1247,0.0644861,3.73352,-0.0535147,-0.035981,fluid
1248,0.0644861,3.76181,-0.0524758,-0.03748,fluid
1249,0.0644861,3.79009,-0.0513948,-0.038949,fluid
1250,0.0644861,3.81838,-0.0502728,-0.0403869,fluid
1251,0.0644861,3.84666,-0.0491105,-0.0417925,fluid
1252,0.0644861,3.87495,-0.0479089,-0.0431647,fluid
1253,0.0644861,3.90323,-0.0466691,-0.0445023,fluid
1254,0.0644861,3.93151,-0.0453919,-0.0458043,fluid
1255,0.0644861,3.9598,-0.0440783,-0.0470697,fluid
1256,0.0644861,3.98808,-0.0427295,-0.0482974,fluid
1257,0.0644861,4.01637,-0.0413466,-0.0494865,fluid
1258,0.0644861,4.04465,-0.0399305,-0.050636,fluid
1259,0.0644861,4.07294,-0.0384826,-0.051745,fluid
1260,0.0644861,4.10122,-0.0370038,-0.0528127,fluid
1261,0.0644861,4.1295,-0.0354954,-0.053838,fluid
1262,0.0644861,4.15779,-0.0339587,-0.0548203,fluid
1263,0.0644861,4.18607,-0.0323947,-0.0557588,fluid
1264,0.0644861,4.21436,-0.0308049,-0.0566526,fluid
1265,0.0644861,4.24264,-0.0291904,-0.0575011,fluid
1266,0.0644861,4.27092,-0.0275526,-0.0583036,fluid
1267,0.0644861,4.29921,-0.0258927,-0.0590595,fluid
1268,0.0644861,4.32749,-0.0242121,-0.0597681,fluid
1269,0.0644861,4.35578,-0.0225121,-0.060429,fluid
1270,0.0644861,4.38406,-0.0207942,-0.0610415,fluid
1271,0.0644861,4.41235,-0.0190596,-0.0616051,fluid
1272,0.0644861,4.44063,-0.0173097,-0.0621195,fluid
1273,0.0644861,4.46891,-0.015546,-0.0625842,fluid
1274,0.0644861,4.4972,-0.0137699,-0.0629988,fluid
1275,0.0644861,4.52548,-0.0119828,-0.063363,fluid
1276,0.0644861,4.55377,-0.010186,-0.0636765,fluid
1277,0.0644861,4.58205,-0.00838115,-0.0639391,fluid
1278,0.0644861,4.61034,-0.00656957,-0.0641506,fluid
1279,0.0644861,4.63862,-0.00475273,-0.0643107,fluid
1280,0.0644861,4.6669,-0.00293209,-0.0644194,fluid
1281,0.0644861,4.69519,-0.0011091,-0.0644766,fluid
1282,0.0644861,4.72347,0.00071477,-0.0644821,fluid
1283,0.0644861,4.75176,0.00253807,-0.0644361,fluid
1284,0.0644861,4.78004,0.00435934,-0.0643386,fluid
1285,0.0644861,4.80833,0.00617713,-0.0641896,fluid
1286,0.0644861,4.83661,0.00798997,-0.0639892,fluid
1287,0.0644861,4.86489,0.00979642,-0.0637376,fluid
1288,0.0644861,4.89318,0.011595,-0.0634351,fluid
1289,0.0644861,4.92146,0.0133844,-0.0630818,fluid
1290,0.0644861,4.94975,0.015163,-0.0626781,fluid
1291,0.0644861,4.97803,0.0169295,-0.0622242,fluid
1292,0.0644861,5.00632,0.0186825,-0.0617205,fluid
1293,0.0644861,5.0346,0.0204205,-0.0611675,fluid
1294,0.0644861,5.06288,0.0221422,-0.0605655,fluid
1295,0.0644861,5.09117,0.0238461,-0.0599151,fluid
1296,0.0644861,5.11945,0.025531,-0.0592168,fluid
1297,0.0644861,5.14774,0.0271955,-0.058471,fluid
1298,0.0644861,5.17602,0.0288382,-0.0576785,fluid
1299,0.0644861,5.20431,0.0304578,-0.0568399,fluid
1300,0.0644861,5.23259,0.0320531,-0.0559558,fluid
1301,0.0644861,5.26087,0.0336228,-0.055027,fluid
1302,0.0644861,5.28916,0.0351655,-0.0540541,fluid
1303,0.0644861,5.31744,0.0366801,-0.053038,fluid
1304,0.0644861,5.34573,0.0381654,-0.0519794,fluid
1305,0.0644861,5.37401,0.0396201,-0.0508793,fluid
1306,0.0644861,5.4023,0.0410432,-0.0497385,fluid
1307,0.0644861,5.43058,0.0424334,-0.0485579,fluid
1308,0.0644861,5.45886,0.0437896,-0.0473384,fluid
1309,0.0644861,5.48715,0.0451109,-0.0460811,fluid
1310,0.0644861,5.51543,0.046396,-0.0447869,fluid
1311,0.0644861,5.54372,0.0476441,-0.0434569,fluid
1312,0.0644861,5.572,0.048854,-0.0420921,fluid
1313,0.0644861,5.60029,0.0500248,-0.0406936,fluid
1314,0.0644861,5.62857,0.0511557,-0.0392626,fluid
1315,0.0644861,5.65685,0.0522456,-0.0378002,fluid
1316,0.0644861,5.68514,0.0532937,-0.0363076,fluid
1317,0.0644861,5.71342,0.0542992,-0.0347859,fluid
1318,0.0644861,5.74171,0.0552612,-0.0332363,fluid
1319,0.0644861,5.76999,0.056179,-0.0316602,fluid
1320,0.0644861,5.79828,0.0570519,-0.0300588,fluid
1321,0.0644861,5.82656,0.0578792,-0.0284333,fluid
1322,0.0644861,5.85484,0.0586602,-0.0267851,fluid
1323,0.0644861,5.88313,0.0593942,-0.0251154,fluid
1324,0.0644861,5.91141,0.0600807,-0.0234257,fluid
1325,0.0644861,5.9397,0.0607192,-0.0217172,fluid
1326,0.0644861,5.96798,0.0613091,-0.0199914,fluid
1327,0.0644861,5.99627,0.0618499,-0.0182495,fluid
1328,0.0644861,6.02455,0.0623413,-0.0164931,fluid
1329,0.0644861,6.05283,0.0627828,-0.0147234,fluid
1330,0.0644861,6.08112,0.063174,-0.012942,fluid
1331,0.0644861,6.1094,0.0635148,-0.0111502,fluid
1332,0.0644861,6.13769,0.0638047,-0.00934956,fluid
1333,0.0644861,6.16597,0.0640436,-0.00754139,fluid
1334,0.0644861,6.19426,0.0642313,-0.00572719,fluid
1335,0.0644861,6.22254,0.0643675,-0.0039084,fluid
1336,0.0644861,6.25082,0.0644523,-0.00208649,fluid
1337,0.0644861,6.27911,0.0644856,-0.000262915,fluid
1338,0.0711878,0,0.0711878,0,fluid
1339,0.0711878,0.0282843,0.0711593,0.00201323,fluid
1340,0.0711878,0.0565685,0.0710739,0.00402484,fluid
1341,0.0711878,0.0848528,0.0709317,0.00603324,fluid
1342,0.0711878,0.113137,0.0707327,0.00803681,fluid
1343,0.0711878,0.141421,0.0704771,0.0100339,fluid
1344,0.0711878,0.169706,0.0701651,0.0120231,fluid
1345,0.0711878,0.19799,0.0697971,0.0140026,fluid
1346,0.0711878,0.226274,0.0693731,0.0159709,fluid
1347,0.0711878,0.254558,0.0688937,0.0179264,fluid
1348,0.0711878,0.282843,0.0683592,0.0198676,fluid
1349,0.0711878,0.311127,0.06777,0.0217928,fluid
1350,0.0711878,0.339411,0.0671266,0.0237007,fluid
1351,0.0711878,0.367696,0.0664295,0.0255896,fluid
1352,0.0711878,0.39598,0.0656792,0.027458,fluid
1353,0.0711878,0.424264,0.0648764,0.0293045,fluid
1354,0.0711878,0.452548,0.0640217,0.0311275,fluid
1355,0.0711878,0.480833,0.0631158,0.0329256,fluid
1356,0.0711878,0.509117,0.0621594,0.0346974,fluid
1357,0.0711878,0.537401,0.0611533,0.0364414,fluid
1358,0.0711878,0.565685,0.0600983,0.0381563,fluid
1359,0.0711878,0.59397,0.0589951,0.0398406,fluid
1360,0.0711878,0.622254,0.0578448,0.0414931,fluid
1361,0.0711878,0.650538,0.0566483,0.0431124,fluid
1362,0.0711878,0.678823,0.0554064,0.0446972,fluid
1363,0.0711878,0.707107,0.0541201,0.0462462,fluid
1364,0.0711878,0.735391,0.0527906,0.0477583,fluid
1365,0.0711878,0.763675,0.0514189,0.0492321,fluid
1366,0.0711878,0.79196,0.050006,0.0506666,fluid
1367,0.0711878,0.820244,0.0485531,0.0520605,fluid
1368,0.0711878,0.848528,0.0470614,0.0534128,fluid
1369,0.0711878,0.876812,0.045532,0.0547223,fluid
1370,0.0711878,0.905097,0.0439663,0.0559881,fluid
1371,0.0711878,0.933381,0.0423653,0.0572091,fluid
1372,0.0711878,0.961665,0.0407305,0.0583843,fluid
1373,0.0711878,0.989949,0.039063,0.0595129,fluid
1374,0.0711878,1.01823,0.0373643,0.0605938,fluid
1375,0.0711878,1.04652,0.0356358,0.0616262,fluid
1376,0.0711878,1.0748,0.0338787,0.0626094,fluid
1377,0.0711878,1.10309,0.0320945,0.0635424,fluid
1378,0.0711878,1.13137,0.0302847,0.0644247,fluid
1379,0.0711878,1.15966,0.0284506,0.0652554,fluid
1380,0.0711878,1.18794,0.0265938,0.0660339,fluid
1381,0.0711878,1.21622,0.0247157,0.0667596,fluid
1382,0.0711878,1.24451,0.0228178,0.0674318,fluid
1383,0.0711878,1.27279,0.0209017,0.0680501,fluid
1384,0.0711878,1.30108,0.0189688,0.068614,fluid
1385,0.0711878,1.32936,0.0170208,0.069123,fluid
1386,0.0711878,1.35765,0.0150591,0.0695768,fluid
1387,0.0711878,1.38593,0.0130854,0.0699748,fluid
1388,0.0711878,1.41421,0.0111013,0.0703169,fluid
1389,0.0711878,1.4425,0.00910825,0.0706027,fluid
1390,0.0711878,1.47078,0.00710793,0.070832,fluid
1391,0.0711878,1.49907,0.00510192,0.0710047,fluid
1392,0.0711878,1.52735,0.00309183,0.0711206,fluid
1393,0.0711878,1.55563,0.00107927,0.0711796,fluid
1394,0.0711878,1.58392,-0.000934161,0.0711817,fluid
1395,0.0711878,1.6122,-0.00294684,0.0711268,fluid
1396,0.0711878,1.64049,-0.00495716,0.071015,fluid
1397,0.0711878,1.66877,-0.00696352,0.0708464,fluid
1398,0.0711878,1.69706,-0.00896431,0.0706211,fluid
1399,0.0711878,1.72534,-0.0109579,0.0703394,fluid
1400,0.0711878,1.75362,-0.0129428,0.0700013,fluid
1401,0.0711878,1.78191,-0.0149173,0.0696073,fluid
1402,0.0711878,1.81019,-0.0168798,0.0691576,fluid
1403,0.0711878,1.83848,-0.0188289,0.0686526,fluid
1404,0.0711878,1.86676,-0.0207629,0.0680926,fluid
1405,0.0711878,1.89505,-0.0226803,0.0674782,fluid
1406,0.0711878,1.92333,-0.0245795,0.0668098,fluid
1407,0.0711878,1.95161,-0.0264591,0.066088,fluid
1408,0.0711878,1.9799,-0.0283175,0.0653132,fluid
