tU_D,y_D,v_U,Cd,Cl,inlet_U_fraction,rho_min,rho_max
60.650000000000006,0.2234871030354784,-0.21225017901593843,2.43583221016909,1.0768218546543376,1.0,1.0467731103159705,1.058418048460202
60.7,0.21253081651527353,-0.2259028256724115,2.46233936795764,0.9848997498596799,1.0,1.046854946094722,1.0584899419914744
60.75,0.20090710556823344,-0.23893862563145218,2.492158742236725,0.8924567149141913,1.0,1.0468970254223868,1.058551921616176
60.800000000000004,0.18864788159532164,-0.2513186769389406,2.520935406218745,0.7933387068908759,1.0,1.046796611853227,1.0585923971192033
60.85,0.1757865919510898,-0.26301625210210755,2.547487950366458,0.6892738522237802,1.0,1.0465923433382198,1.0586540978336914
60.900000000000006,0.1623582835389902,-0.2739910058176327,2.5773591100714,0.5873491645589793,1.0,1.0463867857175833,1.0587057942825904
60.95,0.14840041414249758,-0.2841903833039502,2.615524987694114,0.4879634696698563,1.0,1.0461573064515532,1.0587300913771345
61.0,0.13395279882978797,-0.29357678720415864,2.6569553353944224,0.38426335377038334,1.0,1.045902115517238,1.0587289366857227
61.050000000000004,0.11905654593193997,-0.30213367061676455,2.69186344364057,0.2742069832960128,1.0,1.04565344331879,1.0587475490378673
61.1,0.10375359093491515,-0.3098394806400427,2.7232471668325124,0.16477195444254877,1.0,1.0454263797247536,1.058752376215477
61.150000000000006,0.08808744525938833,-0.3166540190576105,2.7650171729236837,0.060157587424391416,1.0,1.0451752605286957,1.0587231077291228
61.2,0.07210361692833017,-0.322543308125863,2.813409446155994,-0.04566082523915154,1.0,1.044895232186178,1.0586817031177
61.25,0.05584867028633957,-0.32749866424228297,2.851407456765879,-0.15744888724013087,1.0,1.0446690876110982,1.058682625194051
61.300000000000004,0.039369387350854386,-0.331514251880677,2.881649577934963,-0.2694406348598884,1.0,1.0444756498763819,1.0586778321842925
61.35,0.022713302213836807,-0.3345657938968069,2.922476013254471,-0.3762640438865639,1.0,1.0442367536082247,1.0586383939820463
61.400000000000006,0.005929264494373524,-0.33663008887351614,2.9649193346920906,-0.4817418544756185,1.0,1.044016467449884,1.0586047431373509
61.45,-0.010933173414392844,-0.3377016360172952,2.990149259844955,-0.5882274498377447,1.0,1.0438911465012133,1.0586181957258431
61.5,-0.02782426829586787,-0.3377742269128726,3.010601361144587,-0.6909243251905114,1.0,1.0437672055223173,1.0586363426664
61.550000000000004,-0.04469370985694595,-0.33683359265679835,3.041547695666808,-0.7893129347456538,1.0,1.0436345389428483,1.0586202173085513
61.6,-0.06149071868072715,-0.3348783330438908,3.0631509508447503,-0.8881296459595563,1.0,1.0435284248020686,1.058616724480493
61.650000000000006,-0.07816482174235695,-0.33191861273541123,3.0633645344765643,-0.9855532433812,1.0,1.0434472322181396,1.0586209552152805
61.7,-0.09466583090328198,-0.3279531037754397,3.066214412503982,-1.0755645690996862,1.0,1.0434070059945346,1.0586232990464017
61.75,-0.11094326313128994,-0.3229757308163049,3.078878002574421,-1.1602266101675078,1.0,1.043353641723946,1.0586058781315528
61.800000000000004,-0.12694674867579317,-0.31699887545820055,3.078587121689016,-1.2444474765507882,1.0,1.0432656956186708,1.058603501777716
61.85,-0.14262686837320301,-0.31004400729692105,3.060868734425159,-1.3254925666503694,1.0,1.0432980770423723,1.0585835372346264
61.900000000000006,-0.1579350269605382,-0.30212121513881407,3.0481925636749274,-1.3984823703338494,1.0,1.04331180974963,1.0585145816028434
61.95,-0.17282299557405087,-0.2932390542163599,3.0435802927979547,-1.4658358057326872,1.0,1.0432158326803815,1.0584368628978125
62.0,-0.18724337124966864,-0.28342316190624156,3.0302891407553547,-1.5318393389137428,1.0,1.0431558797172968,1.0583885526833199
62.050000000000004,-0.2011503508925706,-0.27270897194124283,3.002297738731584,-1.595468428747457,1.0,1.0432185612610507,1.058348855647079
62.1,-0.21449982523494152,-0.2611277608844297,2.9746257935759886,-1.6539990139364382,1.0,1.0432892856747908,1.0582734426379636
62.150000000000006,-0.22724918142346437,-0.24870973413645822,2.956944389266982,-1.7076988681605973,1.0,1.043236717344008,1.0582082251930691
62.2,-0.2393574682075858,-0.2354918064089537,2.939596213526484,-1.7580622613198607,1.0,1.0431977455391954,1.0581770305292946
