dr0,0.00141421
r0,0.05
R,2
R/r0,40
Nr,100
Ntheta,222
Nboundary,222
Nfluid,22200
Nparticles,22422
Apolar,0.0406364
Bpolar,0.0340993

L2normPGauss,L2normPCubic,L2normPWedn,L2normdrhodtGauss,L2normdrhodtCubic,L2normdrhodtWedn
0.0747322,0.0726964,0.0703849,0,0,0

ID,r,theta,x,y,Type,,PGauss,PCubic,PWed,,dPGaussX,dPGaussY,,dPCubicX,dPCubicY,,dPWednX,dPWednY,,drhodtGauss,drhodtCubic,drhodtWedn
0,0.05,0,0.05,0,boundary,,0.508725,0.509446,0.523526,,316.66,-3.65743e-13,,359.243,1.73372e-12,,352.481,2.57216e-12,,0,0,0,
1,0.05,0.0283026,0.04998,0.00141494,boundary,,0.508725,0.509446,0.523526,,316.533,8.96112,,359.099,10.1662,,352.34,9.9748,,0,0,0,
2,0.05,0.0566053,0.0499199,0.00282875,boundary,,0.508725,0.509446,0.523526,,316.153,17.9151,,358.668,20.3242,,351.916,19.9416,,0,0,0,
3,0.05,0.0849079,0.0498199,0.0042403,boundary,,0.508725,0.509446,0.523526,,315.519,26.8546,,357.949,30.4659,,351.211,29.8925,,0,0,0,
4,0.05,0.113211,0.0496799,0.00564844,boundary,,0.508725,0.509446,0.523526,,314.633,35.7727,,356.943,40.5833,,350.224,39.8193,,0,0,0,
5,0.05,0.141513,0.0495002,0.00705207,boundary,,0.508725,0.509446,0.523526,,313.495,44.6621,,355.652,50.6681,,348.957,49.7143,,0,0,0,
6,0.05,0.169816,0.0492808,0.00845004,boundary,,0.508725,0.509446,0.523526,,312.105,53.5158,,354.076,60.7124,,347.411,59.5695,,0,0,0,
7,0.05,0.198118,0.0490219,0.00984125,boundary,,0.508725,0.509446,0.523526,,310.466,62.3266,,352.216,70.708,,345.586,69.377,,0,0,0,
8,0.05,0.226421,0.0487238,0.0112246,boundary,,0.508725,0.509446,0.523526,,308.578,71.0874,,350.074,80.647,,343.484,79.1289,,0,0,0,
9,0.05,0.254724,0.0483866,0.0125989,boundary,,0.508725,0.509446,0.523526,,306.442,79.7914,,347.651,90.5214,,341.107,88.8174,,0,0,0,
10,0.05,0.283026,0.0480107,0.0139631,boundary,,0.508725,0.509446,0.523526,,304.062,88.4314,,344.951,100.323,,338.457,98.4348,,0,0,0,
11,0.05,0.311329,0.0475964,0.0153162,boundary,,0.508725,0.509446,0.523526,,301.437,97.0006,,341.973,110.045,,335.536,107.973,,0,0,0,
12,0.05,0.339632,0.0471439,0.016657,boundary,,0.508725,0.509446,0.523526,,298.572,105.492,,338.722,119.678,,332.346,117.425,,0,0,0,
13,0.05,0.367934,0.0466536,0.0179844,boundary,,0.508725,0.509446,0.523526,,295.467,113.899,,335.2,129.216,,328.89,126.783,,0,0,0,
14,0.05,0.396237,0.046126,0.0192975,boundary,,0.508725,0.509446,0.523526,,292.125,122.215,,331.409,138.65,,325.17,136.04,,0,0,0,
15,0.05,0.42454,0.0455614,0.0205951,boundary,,0.508725,0.509446,0.523526,,288.55,130.433,,327.353,147.973,,321.19,145.187,,0,0,0,
16,0.05,0.452842,0.0449604,0.0218762,boundary,,0.508725,0.509446,0.523526,,284.743,138.546,,323.034,157.177,,316.953,154.218,,0,0,0,
17,0.05,0.481145,0.0443233,0.0231397,boundary,,0.508725,0.509446,0.523526,,280.708,146.548,,318.457,166.256,,312.462,163.126,,0,0,0,
18,0.05,0.509447,0.0436507,0.0243847,boundary,,0.508725,0.509446,0.523526,,276.449,154.433,,313.624,175.201,,307.721,171.903,,0,0,0,
19,0.05,0.53775,0.0429432,0.0256102,boundary,,0.508725,0.509446,0.523526,,271.968,162.195,,308.541,184.006,,302.733,180.542,,0,0,0,
20,0.05,0.566053,0.0422012,0.0268152,boundary,,0.508725,0.509446,0.523526,,267.269,169.826,,303.21,192.664,,297.502,189.037,,0,0,0,
21,0.05,0.594355,0.0414255,0.0279987,boundary,,0.508725,0.509446,0.523526,,262.356,177.322,,297.636,201.167,,292.034,197.38,,0,0,0,
22,0.05,0.622658,0.0406166,0.0291598,boundary,,0.508725,0.509446,0.523526,,257.233,184.675,,291.824,209.509,,286.331,205.565,,0,0,0,
23,0.05,0.650961,0.0397751,0.0302975,boundary,,0.508725,0.509446,0.523526,,251.904,191.88,,285.779,217.684,,280.399,213.586,,0,0,0,
24,0.05,0.679263,0.0389018,0.031411,boundary,,0.508725,0.509446,0.523526,,246.373,198.932,,279.504,225.684,,274.243,221.435,,0,0,0,
25,0.05,0.707566,0.0379973,0.0324993,boundary,,0.508725,0.509446,0.523526,,240.645,205.825,,273.005,233.503,,267.866,229.107,,0,0,0,
26,0.05,0.735869,0.0370624,0.0335616,boundary,,0.508725,0.509446,0.523526,,234.724,212.552,,266.288,241.135,,261.276,236.596,,0,0,0,
27,0.05,0.764171,0.0360978,0.0345969,boundary,,0.508725,0.509446,0.523526,,228.615,219.109,,259.358,248.574,,254.476,243.895,,0,0,0,
28,0.05,0.792474,0.0351043,0.0356046,boundary,,0.508725,0.509446,0.523526,,222.323,225.491,,252.22,255.814,,247.472,250.999,,0,0,0,
29,0.05,0.820776,0.0340827,0.0365838,boundary,,0.508725,0.509446,0.523526,,215.852,231.692,,244.879,262.849,,240.27,257.901,,0,0,0,
30,0.05,0.849079,0.0330337,0.0375336,boundary,,0.508725,0.509446,0.523526,,209.209,237.708,,237.343,269.674,,232.875,264.597,,0,0,0,
31,0.05,0.877382,0.0319583,0.0384534,boundary,,0.508725,0.509446,0.523526,,202.399,243.533,,229.616,276.282,,225.294,271.082,,0,0,0,
32,0.05,0.905684,0.0308574,0.0393424,boundary,,0.508725,0.509446,0.523526,,195.426,249.163,,221.706,282.67,,217.532,277.349,,0,0,0,
33,0.05,0.933987,0.0297317,0.0401999,boundary,,0.508725,0.509446,0.523526,,188.297,254.594,,213.618,288.83,,209.597,283.393,,0,0,0,
34,0.05,0.96229,0.0285821,0.0410251,boundary,,0.508725,0.509446,0.523526,,181.016,259.82,,205.359,294.76,,201.493,289.211,,0,0,0,
35,0.05,0.990592,0.0274097,0.0418175,boundary,,0.508725,0.509446,0.523526,,173.591,264.839,,196.935,300.453,,193.228,294.798,,0,0,0,
36,0.05,1.01889,0.0262154,0.0425765,boundary,,0.508725,0.509446,0.523526,,166.027,269.645,,188.354,305.906,,184.808,300.148,,0,0,0,
37,0.05,1.0472,0.025,0.0433013,boundary,,0.508725,0.509446,0.523526,,158.33,274.236,,179.622,311.114,,176.24,305.257,,0,0,0,
38,0.05,1.0755,0.0237646,0.0439914,boundary,,0.508725,0.509446,0.523526,,150.506,278.606,,170.745,316.072,,167.531,310.122,,0,0,0,
39,0.05,1.1038,0.0225102,0.0446463,boundary,,0.508725,0.509446,0.523526,,142.562,282.754,,161.733,320.777,,158.688,314.739,,0,0,0,
40,0.05,1.13211,0.0212377,0.0452654,boundary,,0.508725,0.509446,0.523526,,134.503,286.675,,152.59,325.226,,149.718,319.104,,0,0,0,
41,0.05,1.16041,0.0199483,0.0458483,boundary,,0.508725,0.509446,0.523526,,126.336,290.366,,143.326,329.414,,140.628,323.213,,0,0,0,
42,0.05,1.18871,0.0186428,0.0463945,boundary,,0.508725,0.509446,0.523526,,118.069,293.825,,133.946,333.338,,131.425,327.063,,0,0,0,
43,0.05,1.21701,0.0173224,0.0469034,boundary,,0.508725,0.509446,0.523526,,109.707,297.049,,124.459,336.995,,122.117,330.651,,0,0,0,
44,0.05,1.24532,0.0159882,0.0473749,boundary,,0.508725,0.509446,0.523526,,101.256,300.034,,114.873,340.382,,112.711,333.974,,0,0,0,
45,0.05,1.27362,0.0146411,0.0478083,boundary,,0.508725,0.509446,0.523526,,92.7253,302.78,,105.195,343.496,,103.214,337.03,,0,0,0,
46,0.05,1.30192,0.0132824,0.0482035,boundary,,0.508725,0.509446,0.523526,,84.1198,305.283,,95.4319,346.336,,93.6355,339.816,,0,0,0,
47,0.05,1.33022,0.0119129,0.0485601,boundary,,0.508725,0.509446,0.523526,,75.447,307.541,,85.5928,348.898,,83.9816,342.33,,0,0,0,
48,0.05,1.35853,0.010534,0.0488778,boundary,,0.508725,0.509446,0.523526,,66.7137,309.553,,75.6851,351.18,,74.2604,344.569,,0,0,0,
49,0.05,1.38683,0.00914656,0.0491563,boundary,,0.508725,0.509446,0.523526,,57.927,311.317,,65.7168,353.181,,64.4797,346.533,,0,0,0,
50,0.05,1.41513,0.00775183,0.0493954,boundary,,0.508725,0.509446,0.523526,,49.0939,312.831,,55.6958,354.899,,54.6474,348.219,,0,0,0,
51,0.05,1.44343,0.00635089,0.049595,boundary,,0.508725,0.509446,0.523526,,40.2215,314.095,,45.6303,356.333,,44.7713,349.626,,0,0,0,
52,0.05,1.47174,0.00494487,0.0497549,boundary,,0.508725,0.509446,0.523526,,31.3168,315.108,,35.5282,357.482,,34.8594,350.753,,0,0,0,
53,0.05,1.50004,0.00353488,0.0498749,boundary,,0.508725,0.509446,0.523526,,22.3871,315.868,,25.3976,358.344,,24.9195,351.599,,0,0,0,
54,0.05,1.52834,0.00212206,0.0499549,boundary,,0.508725,0.509446,0.523526,,13.4394,316.375,,15.2467,358.919,,14.9597,352.163,,0,0,0,
55,0.05,1.55665,0.000707542,0.049995,boundary,,0.508725,0.509446,0.523526,,4.48101,316.628,,5.08359,359.207,,4.9879,352.445,,0,0,0,
56,0.05,1.58495,-0.000707542,0.049995,boundary,,0.508725,0.509446,0.523526,,-4.48101,316.628,,-5.08359,359.207,,-4.9879,352.445,,0,0,0,
57,0.05,1.61325,-0.00212206,0.0499549,boundary,,0.508725,0.509446,0.523526,,-13.4394,316.375,,-15.2467,358.919,,-14.9597,352.163,,0,0,0,
58,0.05,1.64155,-0.00353488,0.0498749,boundary,,0.508725,0.509446,0.523526,,-22.3871,315.868,,-25.3976,358.344,,-24.9195,351.599,,0,0,0,
59,0.05,1.66986,-0.00494487,0.0497549,boundary,,0.508725,0.509446,0.523526,,-31.3168,315.108,,-35.5282,357.482,,-34.8594,350.753,,0,0,0,
60,0.05,1.69816,-0.00635089,0.049595,boundary,,0.508725,0.509446,0.523526,,-40.2215,314.095,,-45.6303,356.333,,-44.7713,349.626,,0,0,0,
61,0.05,1.72646,-0.00775183,0.0493954,boundary,,0.508725,0.509446,0.523526,,-49.0939,312.831,,-55.6958,354.899,,-54.6474,348.219,,0,0,0,
62,0.05,1.75476,-0.00914656,0.0491563,boundary,,0.508725,0.509446,0.523526,,-57.927,311.317,,-65.7168,353.181,,-64.4797,346.533,,0,0,0,
63,0.05,1.78307,-0.010534,0.0488778,boundary,,0.508725,0.509446,0.523526,,-66.7137,309.553,,-75.6851,351.18,,-74.2604,344.569,,0,0,0,
64,0.05,1.81137,-0.0119129,0.0485601,boundary,,0.508725,0.509446,0.523526,,-75.447,307.541,,-85.5928,348.898,,-83.9816,342.33,,0,0,0,
65,0.05,1.83967,-0.0132824,0.0482035,boundary,,0.508725,0.509446,0.523526,,-84.1198,305.283,,-95.4319,346.336,,-93.6355,339.816,,0,0,0,
66,0.05,1.86797,-0.0146411,0.0478083,boundary,,0.508725,0.509446,0.523526,,-92.7253,302.78,,-105.195,343.496,,-103.214,337.03,,0,0,0,
67,0.05,1.89628,-0.0159882,0.0473749,boundary,,0.508725,0.509446,0.523526,,-101.256,300.034,,-114.873,340.382,,-112.711,333.974,,0,0,0,
68,0.05,1.92458,-0.0173224,0.0469034,boundary,,0.508725,0.509446,0.523526,,-109.707,297.049,,-124.459,336.995,,-122.117,330.651,,0,0,0,
69,0.05,1.95288,-0.0186428,0.0463945,boundary,,0.508725,0.509446,0.523526,,-118.069,293.825,,-133.946,333.338,,-131.425,327.063,,0,0,0,
70,0.05,1.98118,-0.0199483,0.0458483,boundary,,0.508725,0.509446,0.523526,,-126.336,290.366,,-143.326,329.414,,-140.628,323.213,,0,0,0,
71,0.05,2.00949,-0.0212377,0.0452654,boundary,,0.508725,0.509446,0.523526,,-134.503,286.675,,-152.59,325.226,,-149.718,319.104,,0,0,0,
72,0.05,2.03779,-0.0225102,0.0446463,boundary,,0.508725,0.509446,0.523526,,-142.562,282.754,,-161.733,320.777,,-158.688,314.739,,0,0,0,
73,0.05,2.06609,-0.0237646,0.0439914,boundary,,0.508725,0.509446,0.523526,,-150.506,278.606,,-170.745,316.072,,-167.531,310.122,,0,0,0,
74,0.05,2.0944,-0.025,0.0433013,boundary,,0.508725,0.509446,0.523526,,-158.33,274.236,,-179.622,311.114,,-176.24,305.257,,0,0,0,
75,0.05,2.1227,-0.0262154,0.0425765,boundary,,0.508725,0.509446,0.523526,,-166.027,269.645,,-188.354,305.906,,-184.808,300.148,,0,0,0,
76,0.05,2.151,-0.0274097,0.0418175,boundary,,0.508725,0.509446,0.523526,,-173.591,264.839,,-196.935,300.453,,-193.228,294.798,,0,0,0,
77,0.05,2.1793,-0.0285821,0.0410251,boundary,,0.508725,0.509446,0.523526,,-181.016,259.82,,-205.359,294.76,,-201.493,289.211,,0,0,0,
78,0.05,2.20761,-0.0297317,0.0401999,boundary,,0.508725,0.509446,0.523526,,-188.297,254.594,,-213.618,288.83,,-209.597,283.393,,0,0,0,
79,0.05,2.23591,-0.0308574,0.0393424,boundary,,0.508725,0.509446,0.523526,,-195.426,249.163,,-221.706,282.67,,-217.532,277.349,,0,0,0,
80,0.05,2.26421,-0.0319583,0.0384534,boundary,,0.508725,0.509446,0.523526,,-202.399,243.533,,-229.616,276.282,,-225.294,271.082,,0,0,0,
81,0.05,2.29251,-0.0330337,0.0375336,boundary,,0.508725,0.509446,0.523526,,-209.209,237.708,,-237.343,269.674,,-232.875,264.597,,0,0,0,
82,0.05,2.32082,-0.0340827,0.0365838,boundary,,0.508725,0.509446,0.523526,,-215.852,231.692,,-244.879,262.849,,-240.27,257.901,,0,0,0,
83,0.05,2.34912,-0.0351043,0.0356046,boundary,,0.508725,0.509446,0.523526,,-222.323,225.491,,-252.22,255.814,,-247.472,250.999,,0,0,0,
84,0.05,2.37742,-0.0360978,0.0345969,boundary,,0.508725,0.509446,0.523526,,-228.615,219.109,,-259.358,248.574,,-254.476,243.895,,0,0,0,
85,0.05,2.40572,-0.0370624,0.0335616,boundary,,0.508725,0.509446,0.523526,,-234.724,212.552,,-266.288,241.135,,-261.276,236.596,,0,0,0,
86,0.05,2.43403,-0.0379973,0.0324993,boundary,,0.508725,0.509446,0.523526,,-240.645,205.825,,-273.005,233.503,,-267.866,229.107,,0,0,0,
87,0.05,2.46233,-0.0389018,0.031411,boundary,,0.508725,0.509446,0.523526,,-246.373,198.932,,-279.504,225.684,,-274.243,221.435,,0,0,0,
88,0.05,2.49063,-0.0397751,0.0302975,boundary,,0.508725,0.509446,0.523526,,-251.904,191.88,,-285.779,217.684,,-280.399,213.586,,0,0,0,
89,0.05,2.51893,-0.0406166,0.0291598,boundary,,0.508725,0.509446,0.523526,,-257.233,184.675,,-291.824,209.509,,-286.331,205.565,,0,0,0,
90,0.05,2.54724,-0.0414255,0.0279987,boundary,,0.508725,0.509446,0.523526,,-262.356,177.322,,-297.636,201.167,,-292.034,197.38,,0,0,0,
91,0.05,2.57554,-0.0422012,0.0268152,boundary,,0.508725,0.509446,0.523526,,-267.269,169.826,,-303.21,192.664,,-297.502,189.037,,0,0,0,
92,0.05,2.60384,-0.0429432,0.0256102,boundary,,0.508725,0.509446,0.523526,,-271.968,162.195,,-308.541,184.006,,-302.733,180.542,,0,0,0,
93,0.05,2.63215,-0.0436507,0.0243847,boundary,,0.508725,0.509446,0.523526,,-276.449,154.433,,-313.624,175.201,,-307.721,171.903,,0,0,0,
94,0.05,2.66045,-0.0443233,0.0231397,boundary,,0.508725,0.509446,0.523526,,-280.708,146.548,,-318.457,166.256,,-312.462,163.126,,0,0,0,
95,0.05,2.68875,-0.0449604,0.0218762,boundary,,0.508725,0.509446,0.523526,,-284.743,138.546,,-323.034,157.177,,-316.953,154.218,,0,0,0,
96,0.05,2.71705,-0.0455614,0.0205951,boundary,,0.508725,0.509446,0.523526,,-288.55,130.433,,-327.353,147.973,,-321.19,145.187,,0,0,0,
97,0.05,2.74536,-0.046126,0.0192975,boundary,,0.508725,0.509446,0.523526,,-292.125,122.215,,-331.409,138.65,,-325.17,136.04,,0,0,0,
98,0.05,2.77366,-0.0466536,0.0179844,boundary,,0.508725,0.509446,0.523526,,-295.467,113.899,,-335.2,129.216,,-328.89,126.783,,0,0,0,
99,0.05,2.80196,-0.0471439,0.016657,boundary,,0.508725,0.509446,0.523526,,-298.572,105.492,,-338.722,119.678,,-332.346,117.425,,0,0,0,
100,0.05,2.83026,-0.0475964,0.0153162,boundary,,0.508725,0.509446,0.523526,,-301.437,97.0006,,-341.973,110.045,,-335.536,107.973,,0,0,0,
101,0.05,2.85857,-0.0480107,0.0139631,boundary,,0.508725,0.509446,0.523526,,-304.062,88.4314,,-344.951,100.323,,-338.457,98.4348,,0,0,0,
102,0.05,2.88687,-0.0483866,0.0125989,boundary,,0.508725,0.509446,0.523526,,-306.442,79.7914,,-347.651,90.5214,,-341.107,88.8174,,0,0,0,
103,0.05,2.91517,-0.0487238,0.0112246,boundary,,0.508725,0.509446,0.523526,,-308.578,71.0874,,-350.074,80.647,,-343.484,79.1289,,0,0,0,
104,0.05,2.94347,-0.0490219,0.00984125,boundary,,0.508725,0.509446,0.523526,,-310.466,62.3266,,-352.216,70.708,,-345.586,69.377,,0,0,0,
105,0.05,2.97178,-0.0492808,0.00845004,boundary,,0.508725,0.509446,0.523526,,-312.105,53.5158,,-354.076,60.7124,,-347.411,59.5695,,0,0,0,
106,0.05,3.00008,-0.0495002,0.00705207,boundary,,0.508725,0.509446,0.523526,,-313.495,44.6621,,-355.652,50.6681,,-348.957,49.7143,,0,0,0,
107,0.05,3.02838,-0.0496799,0.00564844,boundary,,0.508725,0.509446,0.523526,,-314.633,35.7727,,-356.943,40.5833,,-350.224,39.8193,,0,0,0,
108,0.05,3.05668,-0.0498199,0.0042403,boundary,,0.508725,0.509446,0.523526,,-315.519,26.8546,,-357.949,30.4659,,-351.211,29.8925,,0,0,0,
109,0.05,3.08499,-0.0499199,0.00282875,boundary,,0.508725,0.509446,0.523526,,-316.153,17.9151,,-358.668,20.3242,,-351.916,19.9416,,0,0,0,
110,0.05,3.11329,-0.04998,0.00141494,boundary,,0.508725,0.509446,0.523526,,-316.533,8.96112,,-359.099,10.1662,,-352.34,9.9748,,0,0,0,
111,0.05,3.14159,-0.05,6.12323e-18,boundary,,0.508725,0.509446,0.523526,,-316.66,2.79934e-12,,-359.243,4.59027e-12,,-352.481,5.2083e-12,,0,0,0,
112,0.05,3.1699,-0.04998,-0.00141494,boundary,,0.508725,0.509446,0.523526,,-316.533,-8.96112,,-359.099,-10.1662,,-352.34,-9.9748,,0,0,0,
113,0.05,3.1982,-0.0499199,-0.00282875,boundary,,0.508725,0.509446,0.523526,,-316.153,-17.9151,,-358.668,-20.3242,,-351.916,-19.9416,,0,0,0,
114,0.05,3.2265,-0.0498199,-0.0042403,boundary,,0.508725,0.509446,0.523526,,-315.519,-26.8546,,-357.949,-30.4659,,-351.211,-29.8925,,0,0,0,
115,0.05,3.2548,-0.0496799,-0.00564844,boundary,,0.508725,0.509446,0.523526,,-314.633,-35.7727,,-356.943,-40.5833,,-350.224,-39.8193,,0,0,0,
116,0.05,3.28311,-0.0495002,-0.00705207,boundary,,0.508725,0.509446,0.523526,,-313.495,-44.6621,,-355.652,-50.6681,,-348.957,-49.7143,,0,0,0,
117,0.05,3.31141,-0.0492808,-0.00845004,boundary,,0.508725,0.509446,0.523526,,-312.105,-53.5158,,-354.076,-60.7124,,-347.411,-59.5695,,0,0,0,
118,0.05,3.33971,-0.0490219,-0.00984125,boundary,,0.508725,0.509446,0.523526,,-310.466,-62.3266,,-352.216,-70.708,,-345.586,-69.377,,0,0,0,
119,0.05,3.36801,-0.0487238,-0.0112246,boundary,,0.508725,0.509446,0.523526,,-308.578,-71.0874,,-350.074,-80.647,,-343.484,-79.1289,,0,0,0,
120,0.05,3.39632,-0.0483866,-0.0125989,boundary,,0.508725,0.509446,0.523526,,-306.442,-79.7914,,-347.651,-90.5214,,-341.107,-88.8174,,0,0,0,
121,0.05,3.42462,-0.0480107,-0.0139631,boundary,,0.508725,0.509446,0.523526,,-304.062,-88.4314,,-344.951,-100.323,,-338.457,-98.4348,,0,0,0,
122,0.05,3.45292,-0.0475964,-0.0153162,boundary,,0.508725,0.509446,0.523526,,-301.437,-97.0006,,-341.973,-110.045,,-335.536,-107.973,,0,0,0,
123,0.05,3.48122,-0.0471439,-0.016657,boundary,,0.508725,0.509446,0.523526,,-298.572,-105.492,,-338.722,-119.678,,-332.346,-117.425,,0,0,0,
124,0.05,3.50953,-0.0466536,-0.0179844,boundary,,0.508725,0.509446,0.523526,,-295.467,-113.899,,-335.2,-129.216,,-328.89,-126.783,,0,0,0,
125,0.05,3.53783,-0.046126,-0.0192975,boundary,,0.508725,0.509446,0.523526,,-292.125,-122.215,,-331.409,-138.65,,-325.17,-136.04,,0,0,0,
126,0.05,3.56613,-0.0455614,-0.0205951,boundary,,0.508725,0.509446,0.523526,,-288.55,-130.433,,-327.353,-147.973,,-321.19,-145.187,,0,0,0,
127,0.05,3.59443,-0.0449604,-0.0218762,boundary,,0.508725,0.509446,0.523526,,-284.743,-138.546,,-323.034,-157.177,,-316.953,-154.218,,0,0,0,
128,0.05,3.62274,-0.0443233,-0.0231397,boundary,,0.508725,0.509446,0.523526,,-280.708,-146.548,,-318.457,-166.256,,-312.462,-163.126,,0,0,0,
129,0.05,3.65104,-0.0436507,-0.0243847,boundary,,0.508725,0.509446,0.523526,,-276.449,-154.433,,-313.624,-175.201,,-307.721,-171.903,,0,0,0,
130,0.05,3.67934,-0.0429432,-0.0256102,boundary,,0.508725,0.509446,0.523526,,-271.968,-162.195,,-308.541,-184.006,,-302.733,-180.542,,0,0,0,
