dr0,0.000447214
r0,0.005
R,0.2
R/r0,40
Nr,20
Ntheta,70.2481
Nboundary,71
Nfluid,1420
Nparticles,1491
Apolar,0.238789
Bpolar,0.00165812

ID,r,theta,x,y,Type
448,0.0102896,1.96774,-0.00397799,0.0094896,fluid
449,0.0102896,2.05718,-0.00480973,0.00909633,fluid
450,0.0102896,2.14663,-0.00560302,0.00863035,fluid
451,0.0102896,2.23607,-0.00635152,0.00809537,fluid
452,0.0102896,2.32551,-0.00704924,0.00749567,fluid
453,0.0102896,2.41495,-0.0076906,0.00683605,fluid
454,0.0102896,2.5044,-0.00827048,0.00612177,fluid
455,0.0102896,2.59384,-0.00878423,0.00535855,fluid
456,0.0102896,2.68328,-0.00922777,0.00455249,fluid
457,0.0102896,2.77272,-0.00959752,0.00371004,fluid
458,0.0102896,2.86217,-0.00989055,0.00283792,fluid
459,0.0102896,2.95161,-0.0101045,0.00194312,fluid
460,0.0102896,3.04105,-0.0102377,0.00103278,fluid
461,0.0102896,3.1305,-0.010289,0.000114187,fluid
462,0.0102896,3.21994,-0.0102581,-0.00080532,fluid
463,0.0102896,3.30938,-0.0101451,-0.00171839,fluid
464,0.0102896,3.39882,-0.0099511,-0.00261772,fluid
465,0.0102896,3.48827,-0.0096775,-0.00349612,fluid
466,0.0102896,3.57771,-0.00932653,-0.00434658,fluid
467,0.0102896,3.66715,-0.00890099,-0.00516228,fluid
468,0.0102896,3.75659,-0.0084043,-0.00593671,fluid
469,0.0102896,3.84604,-0.00784042,-0.00666368,fluid
470,0.0102896,3.93548,-0.00721385,-0.00733738,fluid
471,0.0102896,4.02492,-0.00652962,-0.00795242,fluid
472,0.0102896,4.11437,-0.00579318,-0.00850388,fluid
473,0.0102896,4.20381,-0.00501042,-0.00898735,fluid
474,0.0102896,4.29325,-0.00418761,-0.00939897,fluid
475,0.0102896,4.38269,-0.00333133,-0.00973546,fluid
476,0.0102896,4.47214,-0.0024484,-0.00999411,fluid
477,0.0102896,4.56158,-0.00154591,-0.0101729,fluid
478,0.0102896,4.65102,-0.000631055,-0.0102703,fluid
479,0.0102896,4.74046,0.000288845,-0.0102856,fluid
480,0.0102896,4.82991,0.00120644,-0.0102187,fluid
481,0.0102896,4.91935,0.00211438,-0.0100701,fluid
482,0.0102896,5.00879,0.00300542,-0.00984095,fluid
483,0.0102896,5.09823,0.00387244,-0.00953316,fluid
484,0.0102896,5.18768,0.00470849,-0.00914915,fluid
485,0.0102896,5.27712,0.00550691,-0.008692,fluid
486,0.0102896,5.36656,0.00626129,-0.00816536,fluid
487,0.0102896,5.45601,0.00696562,-0.00757344,fluid
488,0.0102896,5.54545,0.00761426,-0.00692097,fluid
489,0.0102896,5.63489,0.00820203,-0.00621317,fluid
490,0.0102896,5.72433,0.00872423,-0.0054557,fluid
491,0.0102896,5.81378,0.00917668,-0.00465461,fluid
492,0.0102896,5.90322,0.00955576,-0.00381631,fluid
493,0.0102896,5.99266,0.00985845,-0.0029475,fluid
494,0.0102896,6.0821,0.0100823,-0.00205513,fluid
495,0.0102896,6.17155,0.0102256,-0.00114633,fluid
496,0.0102896,6.26099,0.0102871,-0.00022836,fluid
497,0.0121635,0,0.0121635,0,fluid
498,0.0121635,0.0894427,0.0121149,0.00108649,fluid
499,0.0121635,0.178885,0.0119694,0.00216429,fluid
500,0.0121635,0.268328,0.0117283,0.00322479,fluid
501,0.0121635,0.357771,0.0113933,0.00425951,fluid
502,0.0121635,0.447214,0.0109673,0.00526018,fluid
503,0.0121635,0.536656,0.0104536,0.00621879,fluid
504,0.0121635,0.626099,0.00985635,0.00712769,fluid
505,0.0121635,0.715542,0.00918028,0.0079796,fluid
506,0.0121635,0.804984,0.00843082,0.00876772,fluid
507,0.0121635,0.894427,0.00761395,0.00948574,fluid
508,0.0121635,0.98387,0.00673622,0.0101279,fluid
509,0.0121635,1.07331,0.00580463,0.0106891,fluid
510,0.0121635,1.16276,0.00482663,0.0111649,fluid
511,0.0121635,1.2522,0.00381005,0.0115514,fluid
512,0.0121635,1.34164,0.00276301,0.0118456,fluid
513,0.0121635,1.43108,0.00169388,0.012045,fluid
514,0.0121635,1.52053,0.000611205,0.0121482,fluid
515,0.0121635,1.60997,-0.000476356,0.0121542,fluid
516,0.0121635,1.69941,-0.00156011,0.0120631,fluid
517,0.0121635,1.78885,-0.00263139,0.0118755,fluid
518,0.0121635,1.8783,-0.00368163,0.011593,fluid
519,0.0121635,1.96774,-0.00470244,0.0112178,fluid
520,0.0121635,2.05718,-0.00568565,0.0107529,fluid
521,0.0121635,2.14663,-0.00662341,0.0102021,fluid
522,0.0121635,2.23607,-0.00750822,0.00956965,fluid
523,0.0121635,2.32551,-0.008333,0.00886074,fluid
524,0.0121635,2.41495,-0.00909116,0.00808098,fluid
525,0.0121635,2.5044,-0.00977664,0.00723663,fluid
526,0.0121635,2.59384,-0.010384,0.00633442,fluid
527,0.0121635,2.68328,-0.0109083,0.00538156,fluid
528,0.0121635,2.77272,-0.0113454,0.00438569,fluid
529,0.0121635,2.86217,-0.0116918,0.00335475,fluid
530,0.0121635,2.95161,-0.0119447,0.00229699,fluid
531,0.0121635,3.04105,-0.0121021,0.00122086,fluid
532,0.0121635,3.1305,-0.0121628,0.000134982,fluid
533,0.0121635,3.21994,-0.0121262,-0.00095198,fluid
534,0.0121635,3.30938,-0.0119927,-0.00203133,fluid
535,0.0121635,3.39882,-0.0117633,-0.00309444,fluid
536,0.0121635,3.48827,-0.0114399,-0.00413282,fluid
537,0.0121635,3.57771,-0.011025,-0.00513815,fluid
538,0.0121635,3.66715,-0.010522,-0.0061024,fluid
539,0.0121635,3.75659,-0.00993484,-0.00701787,fluid
540,0.0121635,3.84604,-0.00926827,-0.00787723,fluid
541,0.0121635,3.93548,-0.0085276,-0.00867362,fluid
542,0.0121635,4.02492,-0.00771875,-0.00940066,fluid
543,0.0121635,4.11437,-0.0068482,-0.0100525,fluid
544,0.0121635,4.20381,-0.00592289,-0.0106241,fluid
545,0.0121635,4.29325,-0.00495024,-0.0111107,fluid
546,0.0121635,4.38269,-0.00393801,-0.0115084,fluid
547,0.0121635,4.47214,-0.00289429,-0.0118142,fluid
548,0.0121635,4.56158,-0.00182744,-0.0120255,fluid
549,0.0121635,4.65102,-0.000745978,-0.0121406,fluid
550,0.0121635,4.74046,0.000341448,-0.0121587,fluid
551,0.0121635,4.82991,0.00142614,-0.0120796,fluid
552,0.0121635,4.91935,0.00249944,-0.011904,fluid
553,0.0121635,5.00879,0.00355275,-0.0116331,fluid
554,0.0121635,5.09823,0.00457766,-0.0112693,fluid
555,0.0121635,5.18768,0.00556597,-0.0108153,fluid
556,0.0121635,5.27712,0.00650979,-0.0102749,fluid
557,0.0121635,5.36656,0.00740156,-0.00965238,fluid
558,0.0121635,5.45601,0.00823416,-0.00895266,fluid
559,0.0121635,5.54545,0.00900093,-0.00818137,fluid
560,0.0121635,5.63489,0.00969574,-0.00734468,fluid
561,0.0121635,5.72433,0.010313,-0.00644926,fluid
562,0.0121635,5.81378,0.0108479,-0.00550228,fluid
563,0.0121635,5.90322,0.011296,-0.00451132,fluid
564,0.0121635,5.99266,0.0116538,-0.00348429,fluid
565,0.0121635,6.0821,0.0119185,-0.0024294,fluid
566,0.0121635,6.17155,0.0120878,-0.00135509,fluid
567,0.0121635,6.26099,0.0121605,-0.000269947,fluid
568,0.0145428,0,0.0145428,0,fluid
569,0.0145428,0.0894427,0.0144847,0.00129902,fluid
570,0.0145428,0.178885,0.0143108,0.00258765,fluid
571,0.0145428,0.268328,0.0140224,0.00385559,fluid
572,0.0145428,0.357771,0.013622,0.00509271,fluid
573,0.0145428,0.447214,0.0131126,0.00628912,fluid
574,0.0145428,0.536656,0.0124984,0.00743524,fluid
575,0.0145428,0.626099,0.0117843,0.00852193,fluid
576,0.0145428,0.715542,0.010976,0.00954048,fluid
577,0.0145428,0.804984,0.01008,0.0104828,fluid
578,0.0145428,0.894427,0.00910331,0.0113412,fluid
579,0.0145428,0.98387,0.00805388,0.012109,fluid
580,0.0145428,1.07331,0.00694007,0.01278,fluid
581,0.0145428,1.16276,0.00577077,0.0133489,fluid
582,0.0145428,1.2522,0.00455533,0.013811,fluid
583,0.0145428,1.34164,0.00330348,0.0141627,fluid
584,0.0145428,1.43108,0.00202522,0.0144011,fluid
585,0.0145428,1.52053,0.000730762,0.0145245,fluid
586,0.0145428,1.60997,-0.000569535,0.0145317,fluid
587,0.0145428,1.69941,-0.00186528,0.0144227,fluid
588,0.0145428,1.78885,-0.00314611,0.0141984,fluid
589,0.0145428,1.8783,-0.00440179,0.0138607,fluid
590,0.0145428,1.96774,-0.00562228,0.0134121,fluid
591,0.0145428,2.05718,-0.00679782,0.0128563,fluid
592,0.0145428,2.14663,-0.00791901,0.0121977,fluid
593,0.0145428,2.23607,-0.00897689,0.0114416,fluid
594,0.0145428,2.32551,-0.00996301,0.010594,fluid
595,0.0145428,2.41495,-0.0108695,0.0096617,fluid
596,0.0145428,2.5044,-0.011689,0.00865217,fluid
597,0.0145428,2.59384,-0.0124152,0.00757348,fluid
598,0.0145428,2.68328,-0.013042,0.00643424,fluid
599,0.0145428,2.77272,-0.0135646,0.00524356,fluid
600,0.0145428,2.86217,-0.0139788,0.00401096,fluid
601,0.0145428,2.95161,-0.0142812,0.0027463,fluid
602,0.0145428,3.04105,-0.0144694,0.00145968,fluid
603,0.0145428,3.1305,-0.0145419,0.000161386,fluid
604,0.0145428,3.21994,-0.0144982,-0.0011382,fluid
605,0.0145428,3.30938,-0.0143386,-0.00242868,fluid
606,0.0145428,3.39882,-0.0140643,-0.00369974,fluid
607,0.0145428,3.48827,-0.0136776,-0.00494123,fluid
608,0.0145428,3.57771,-0.0131816,-0.00614322,fluid
609,0.0145428,3.66715,-0.0125802,-0.00729609,fluid
610,0.0145428,3.75659,-0.0118782,-0.00839063,fluid
611,0.0145428,3.84604,-0.0110812,-0.00941809,fluid
612,0.0145428,3.93548,-0.0101957,-0.0103703,fluid
613,0.0145428,4.02492,-0.00922861,-0.0112395,fluid
614,0.0145428,4.11437,-0.00818776,-0.0120189,fluid
615,0.0145428,4.20381,-0.00708146,-0.0127022,fluid
616,0.0145428,4.29325,-0.00591855,-0.013284,fluid
617,0.0145428,4.38269,-0.00470832,-0.0137596,fluid
618,0.0145428,4.47214,-0.00346044,-0.0141251,fluid
619,0.0145428,4.56158,-0.0021849,-0.0143778,fluid
620,0.0145428,4.65102,-0.000891898,-0.0145155,fluid
621,0.0145428,4.74046,0.000408238,-0.0145371,fluid
622,0.0145428,4.82991,0.00170511,-0.0144425,fluid
623,0.0145428,4.91935,0.00298835,-0.0142325,fluid
624,0.0145428,5.00879,0.0042477,-0.0139087,fluid
625,0.0145428,5.09823,0.00547309,-0.0134736,fluid
626,0.0145428,5.18768,0.00665473,-0.0129309,fluid
627,0.0145428,5.27712,0.00778316,-0.0122848,fluid
628,0.0145428,5.36656,0.00884937,-0.0115405,fluid
629,0.0145428,5.45601,0.00984483,-0.0107039,fluid
630,0.0145428,5.54545,0.0107616,-0.00978172,fluid
631,0.0145428,5.63489,0.0115923,-0.00878136,fluid
632,0.0145428,5.72433,0.0123304,-0.00771079,fluid
633,0.0145428,5.81378,0.0129698,-0.00657858,fluid
634,0.0145428,5.90322,0.0135056,-0.00539377,fluid
635,0.0145428,5.99266,0.0139334,-0.00416584,fluid
636,0.0145428,6.0821,0.0142498,-0.00290461,fluid
637,0.0145428,6.17155,0.0144523,-0.00162016,fluid
638,0.0145428,6.26099,0.0145392,-0.000322751,fluid
639,0.0175638,0,0.0175638,0,fluid
640,0.0175638,0.0894427,0.0174936,0.00156886,fluid
641,0.0175638,0.178885,0.0172836,0.00312519,fluid
642,0.0175638,0.268328,0.0169353,0.00465652,fluid
643,0.0175638,0.357771,0.0164517,0.00615063,fluid
644,0.0175638,0.447214,0.0158365,0.00759557,fluid
645,0.0175638,0.536656,0.0150948,0.00897978,fluid
646,0.0175638,0.626099,0.0142323,0.0102922,fluid
647,0.0175638,0.715542,0.0132561,0.0115223,fluid
648,0.0175638,0.804984,0.0121739,0.0126604,fluid
649,0.0175638,0.894427,0.0109944,0.0136972,fluid
650,0.0175638,0.98387,0.00972693,0.0146245,fluid
651,0.0175638,1.07331,0.00838174,0.0154349,fluid
652,0.0175638,1.16276,0.00696954,0.0161219,fluid
653,0.0175638,1.2522,0.00550162,0.01668,fluid
654,0.0175638,1.34164,0.00398972,0.0171047,fluid
655,0.0175638,1.43108,0.00244592,0.0173927,fluid
656,0.0175638,1.52053,0.000882564,0.0175417,fluid
657,0.0175638,1.60997,-0.000687846,0.0175504,fluid
658,0.0175638,1.69941,-0.00225276,0.0174188,fluid
659,0.0175638,1.78885,-0.00379966,0.0171479,fluid
660,0.0175638,1.8783,-0.00531618,0.01674,fluid
661,0.0175638,1.96774,-0.0067902,0.0161982,fluid
662,0.0175638,2.05718,-0.00820994,0.0155269,fluid
663,0.0175638,2.14663,-0.00956404,0.0147315,fluid
664,0.0175638,2.23607,-0.0108417,0.0138183,fluid
665,0.0175638,2.32551,-0.0120326,0.0127947,fluid
666,0.0175638,2.41495,-0.0131274,0.0116687,fluid
667,0.0175638,2.5044,-0.0141172,0.0104495,fluid
668,0.0175638,2.59384,-0.0149942,0.00914674,fluid
669,0.0175638,2.68328,-0.0157513,0.00777084,fluid
670,0.0175638,2.77272,-0.0163824,0.00633282,fluid
671,0.0175638,2.86217,-0.0168826,0.00484417,fluid
672,0.0175638,2.95161,-0.0172478,0.00331679,fluid
673,0.0175638,3.04105,-0.0174751,0.0017629,fluid
674,0.0175638,3.1305,-0.0175628,0.00019491,fluid
675,0.0175638,3.21994,-0.01751,-0.00137464,fluid
676,0.0175638,3.30938,-0.0173172,-0.00293319,fluid
677,0.0175638,3.39882,-0.016986,-0.0044683,fluid
678,0.0175638,3.48827,-0.0165189,-0.00596768,fluid
679,0.0175638,3.57771,-0.0159199,-0.00741936,fluid
680,0.0175638,3.66715,-0.0151935,-0.00881172,fluid
681,0.0175638,3.75659,-0.0143457,-0.0101336,fluid
682,0.0175638,3.84604,-0.0133831,-0.0113745,fluid
683,0.0175638,3.93548,-0.0123136,-0.0125245,fluid
684,0.0175638,4.02492,-0.0111457,-0.0135743,fluid
685,0.0175638,4.11437,-0.00988863,-0.0145156,fluid
686,0.0175638,4.20381,-0.00855251,-0.0153409,fluid
687,0.0175638,4.29325,-0.00714802,-0.0160435,fluid
688,0.0175638,4.38269,-0.00568639,-0.0166179,fluid
689,0.0175638,4.47214,-0.00417929,-0.0170594,fluid
690,0.0175638,4.56158,-0.00263878,-0.0173645,fluid
691,0.0175638,4.65102,-0.00107717,-0.0175308,fluid
692,0.0175638,4.74046,0.000493042,-0.0175569,fluid
693,0.0175638,4.82991,0.00205932,-0.0174427,fluid
694,0.0175638,4.91935,0.00360913,-0.017189,fluid
695,0.0175638,5.00879,0.00513009,-0.0167979,fluid
696,0.0175638,5.09823,0.00661003,-0.0162726,fluid
697,0.0175638,5.18768,0.00803713,-0.0156171,fluid
698,0.0175638,5.27712,0.00939998,-0.0148367,fluid
699,0.0175638,5.36656,0.0106877,-0.0139378,fluid
700,0.0175638,5.45601,0.0118899,-0.0129274,fluid
701,0.0175638,5.54545,0.0129971,-0.0118137,fluid
702,0.0175638,5.63489,0.0140004,-0.0106055,fluid
703,0.0175638,5.72433,0.0148918,-0.00931257,fluid
704,0.0175638,5.81378,0.0156641,-0.00794516,fluid
705,0.0175638,5.90322,0.0163111,-0.00651423,fluid
706,0.0175638,5.99266,0.0168278,-0.00503122,fluid
707,0.0175638,6.0821,0.01721,-0.00350799,fluid
708,0.0175638,6.17155,0.0174545,-0.00195672,fluid
709,0.0175638,6.26099,0.0175595,-0.000389797,fluid
710,0.0213997,0,0.0213997,0,fluid
711,0.0213997,0.0894427,0.0213141,0.00191149,fluid
712,0.0213997,0.178885,0.0210582,0.0038077,fluid
713,0.0213997,0.268328,0.0206339,0.00567347,fluid
714,0.0213997,0.357771,0.0200446,0.00749389,fluid
715,0.0213997,0.447214,0.0192951,0.00925439,fluid
716,0.0213997,0.536656,0.0183914,0.0109409,fluid
717,0.0213997,0.626099,0.0173406,0.0125399,fluid
718,0.0213997,0.715542,0.0161511,0.0140387,fluid
719,0.0213997,0.804984,0.0148326,0.0154253,fluid
720,0.0213997,0.894427,0.0133955,0.0166885,fluid
721,0.0213997,0.98387,0.0118512,0.0178184,fluid
722,0.0213997,1.07331,0.0102123,0.0188057,fluid
723,0.0213997,1.16276,0.00849164,0.0196427,fluid
724,0.0213997,1.2522,0.00670314,0.0203227,fluid
725,0.0213997,1.34164,0.00486104,0.0208402,fluid
726,0.0213997,1.43108,0.00298009,0.0211911,fluid
727,0.0213997,1.52053,0.00107531,0.0213726,fluid
728,0.0213997,1.60997,-0.000838066,0.0213832,fluid
729,0.0213997,1.69941,-0.00274474,0.0212229,fluid
730,0.0213997,1.78885,-0.00462948,0.0208929,fluid
731,0.0213997,1.8783,-0.0064772,0.0203959,fluid
732,0.0213997,1.96774,-0.00827314,0.0197358,fluid
733,0.0213997,2.05718,-0.0100029,0.0189179,fluid
734,0.0213997,2.14663,-0.0116528,0.0179488,fluid
735,0.0213997,2.23607,-0.0132094,0.0168362,fluid
736,0.0213997,2.32551,-0.0146605,0.015589,fluid
737,0.0213997,2.41495,-0.0159943,0.0142171,fluid
738,0.0213997,2.5044,-0.0172003,0.0127316,fluid
739,0.0213997,2.59384,-0.0182688,0.0111443,fluid
740,0.0213997,2.68328,-0.0191912,0.00946794,fluid
741,0.0213997,2.77272,-0.0199602,0.00771586,fluid
742,0.0213997,2.86217,-0.0205697,0.0059021,fluid
743,0.0213997,2.95161,-0.0210146,0.00404116,fluid
744,0.0213997,3.04105,-0.0212916,0.0021479,fluid
745,0.0213997,3.1305,-0.0213983,0.000237478,fluid
746,0.0213997,3.21994,-0.021334,-0.00167485,fluid
747,0.0213997,3.30938,-0.0210991,-0.00357378,fluid
748,0.0213997,3.39882,-0.0206956,-0.00544414,fluid
749,0.0213997,3.48827,-0.0201266,-0.00727098,fluid
750,0.0213997,3.57771,-0.0193966,-0.00903969,fluid
751,0.0213997,3.66715,-0.0185116,-0.0107361,fluid
752,0.0213997,3.75659,-0.0174787,-0.0123467,fluid
753,0.0213997,3.84604,-0.0163059,-0.0138586,fluid
754,0.0213997,3.93548,-0.0150028,-0.0152597,fluid
755,0.0213997,4.02492,-0.0135798,-0.0165389,fluid
756,0.0213997,4.11437,-0.0120482,-0.0176857,fluid
757,0.0213997,4.20381,-0.0104203,-0.0186912,fluid
758,0.0213997,4.29325,-0.0087091,-0.0195473,fluid
759,0.0213997,4.38269,-0.00692825,-0.0202471,fluid
760,0.0213997,4.47214,-0.00509201,-0.020785,fluid
761,0.0213997,4.56158,-0.00321507,-0.0211568,fluid
762,0.0213997,4.65102,-0.00131242,-0.0213594,fluid
763,0.0213997,4.74046,0.000600719,-0.0213912,fluid
764,0.0213997,4.82991,0.00250906,-0.0212521,fluid
765,0.0213997,4.91935,0.00439734,-0.020943,fluid
766,0.0213997,5.00879,0.00625046,-0.0204665,fluid
767,0.0213997,5.09823,0.00805361,-0.0198264,fluid
768,0.0213997,5.18768,0.00979238,-0.0190277,fluid
769,0.0213997,5.27712,0.0114529,-0.018077,fluid
770,0.0213997,5.36656,0.0130218,-0.0169817,fluid
771,0.0213997,5.45601,0.0144866,-0.0157507,fluid
772,0.0213997,5.54545,0.0158356,-0.0143937,fluid
773,0.0213997,5.63489,0.017058,-0.0129217,fluid
774,0.0213997,5.72433,0.018144,-0.0113464,fluid
775,0.0213997,5.81378,0.019085,-0.00968033,fluid
776,0.0213997,5.90322,0.0198734,-0.00793689,fluid
777,0.0213997,5.99266,0.0205029,-0.00613001,fluid
778,0.0213997,6.0821,0.0209685,-0.00427411,fluid
779,0.0213997,6.17155,0.0212664,-0.00238405,fluid
780,0.0213997,6.26099,0.0213944,-0.000474926,fluid
781,0.02627,0,0.02627,0,fluid
782,0.02627,0.0894427,0.026165,0.00234653,fluid
783,0.02627,0.178885,0.0258508,0.0046743,fluid
784,0.02627,0.268328,0.02533,0.00696471,fluid
785,0.02627,0.357771,0.0246066,0.00919943,fluid
786,0.02627,0.447214,0.0236865,0.0113606,fluid
787,0.02627,0.536656,0.0225771,0.013431,fluid
788,0.02627,0.626099,0.0212871,0.0153939,fluid
789,0.02627,0.715542,0.019827,0.0172338,fluid
790,0.02627,0.804984,0.0182084,0.018936,fluid
791,0.02627,0.894427,0.0164441,0.0204867,fluid
792,0.02627,0.98387,0.0145485,0.0218737,fluid
793,0.02627,1.07331,0.0125365,0.0230857,fluid
794,0.02627,1.16276,0.0104243,0.0241133,fluid
795,0.02627,1.2522,0.00822871,0.024948,fluid
796,0.02627,1.34164,0.00596738,0.0255833,fluid
797,0.02627,1.43108,0.00365833,0.0260141,fluid
798,0.02627,1.52053,0.00132004,0.0262368,fluid
799,0.02627,1.60997,-0.0010288,0.0262499,fluid
800,0.02627,1.69941,-0.00336942,0.0260531,fluid
801,0.02627,1.78885,-0.0056831,0.0256479,fluid
802,0.02627,1.8783,-0.00795135,0.0250378,fluid
803,0.02627,1.96774,-0.010156,0.0242275,fluid
804,0.02627,2.05718,-0.0122795,0.0232234,fluid
805,0.02627,2.14663,-0.0143048,0.0220338,fluid
806,0.02627,2.23607,-0.0162158,0.0206679,fluid
807,0.02627,2.32551,-0.0179971,0.0191369,fluid
808,0.02627,2.41495,-0.0196345,0.0174528,fluid
809,0.02627,2.5044,-0.021115,0.0156292,fluid
810,0.02627,2.59384,-0.0224266,0.0136807,fluid
811,0.02627,2.68328,-0.023559,0.0116228,fluid
812,0.02627,2.77272,-0.024503,0.00947193,fluid
813,0.02627,2.86217,-0.0252511,0.00724537,fluid
814,0.02627,2.95161,-0.0257974,0.00496089,fluid
815,0.02627,3.04105,-0.0261374,0.00263675,fluid
816,0.02627,3.1305,-0.0262684,0.000291525,fluid
817,0.02627,3.21994,-0.0261895,-0.00205603,fluid
818,0.02627,3.30938,-0.0259011,-0.00438714,fluid
819,0.02627,3.39882,-0.0254057,-0.00668318,fluid
820,0.02627,3.48827,-0.0247072,-0.0089258,fluid
821,0.02627,3.57771,-0.0238111,-0.011097,fluid
822,0.02627,3.66715,-0.0227247,-0.0131796,fluid
823,0.02627,3.75659,-0.0214566,-0.0151568,fluid
824,0.02627,3.84604,-0.020017,-0.0170127,fluid
825,0.02627,3.93548,-0.0184174,-0.0187327,fluid
826,0.02627,4.02492,-0.0166705,-0.020303,fluid
827,0.02627,4.11437,-0.0147903,-0.0217109,fluid
828,0.02627,4.20381,-0.0127919,-0.0229452,fluid
829,0.02627,4.29325,-0.0106912,-0.0239961,fluid
830,0.02627,4.38269,-0.00850506,-0.0248552,fluid
831,0.02627,4.47214,-0.00625091,-0.0255155,fluid
832,0.02627,4.56158,-0.00394679,-0.0259719,fluid
833,0.02627,4.65102,-0.00161112,-0.0262206,fluid
834,0.02627,4.74046,0.000737438,-0.0262597,fluid
835,0.02627,4.82991,0.0030801,-0.0260888,fluid
836,0.02627,4.91935,0.00539813,-0.0257094,fluid
837,0.02627,5.00879,0.00767301,-0.0251245,fluid
838,0.02627,5.09823,0.00988655,-0.0243387,fluid
839,0.02627,5.18768,0.012021,-0.0233583,fluid
840,0.02627,5.27712,0.0140594,-0.0221911,fluid
841,0.02627,5.36656,0.0159854,-0.0208466,fluid
842,0.02627,5.45601,0.0177836,-0.0193354,fluid
843,0.02627,5.54545,0.0194396,-0.0176696,fluid
844,0.02627,5.63489,0.0209402,-0.0158626,fluid
845,0.02627,5.72433,0.0222734,-0.0139287,fluid
846,0.02627,5.81378,0.0234286,-0.0118835,fluid
847,0.02627,5.90322,0.0243964,-0.00974326,fluid
848,0.02627,5.99266,0.0251692,-0.00752514,fluid
849,0.02627,6.0821,0.0257407,-0.00524686,fluid
850,0.02627,6.17155,0.0261065,-0.00292664,fluid
851,0.02627,6.26099,0.0262636,-0.000583015,fluid
852,0.032454,0,0.032454,0,fluid
853,0.032454,0.0894427,0.0323243,0.00289891,fluid
854,0.032454,0.178885,0.0319361,0.00577464,fluid
855,0.032454,0.268328,0.0312927,0.0086042,fluid
856,0.032454,0.357771,0.030399,0.011365,fluid
857,0.032454,0.447214,0.0292623,0.0140349,fluid
858,0.032454,0.536656,0.0278917,0.0165926,fluid
859,0.032454,0.626099,0.0262981,0.0190177,fluid
860,0.032454,0.715542,0.0244943,0.0212907,fluid
861,0.032454,0.804984,0.0224946,0.0233935,fluid
862,0.032454,0.894427,0.0203151,0.0253093,fluid
863,0.032454,0.98387,0.0179732,0.0270227,fluid
864,0.032454,1.07331,0.0154876,0.0285201,fluid
865,0.032454,1.16276,0.0128781,0.0297895,fluid
866,0.032454,1.2522,0.0101658,0.0308208,fluid
867,0.032454,1.34164,0.0073721,0.0316056,fluid
868,0.032454,1.43108,0.0045195,0.0321378,fluid
869,0.032454,1.52053,0.00163078,0.032413,fluid
870,0.032454,1.60997,-0.00127098,0.0324291,fluid
871,0.032454,1.69941,-0.00416258,0.0321859,fluid
872,0.032454,1.78885,-0.00702091,0.0316855,fluid
873,0.032454,1.8783,-0.0098231,0.0309317,fluid
874,0.032454,1.96774,-0.0125468,0.0299306,fluid
875,0.032454,2.05718,-0.0151701,0.0286902,fluid
876,0.032454,2.14663,-0.0176722,0.0272205,fluid
877,0.032454,2.23607,-0.020033,0.0255332,fluid
878,0.032454,2.32551,-0.0222336,0.0236417,fluid
879,0.032454,2.41495,-0.0242565,0.0215612,fluid
880,0.032454,2.5044,-0.0260855,0.0193083,fluid
881,0.032454,2.59384,-0.0277059,0.0169011,fluid
882,0.032454,2.68328,-0.0291048,0.0143588,fluid
883,0.032454,2.77272,-0.030271,0.0117016,fluid
884,0.032454,2.86217,-0.0311952,0.00895093,fluid
885,0.032454,2.95161,-0.0318701,0.00612868,fluid
886,0.032454,3.04105,-0.0322901,0.00325744,fluid
887,0.032454,3.1305,-0.032452,0.00036015,fluid
888,0.032454,3.21994,-0.0323545,-0.00254002,fluid
889,0.032454,3.30938,-0.0319982,-0.00541988,fluid
890,0.032454,3.39882,-0.0313862,-0.00825641,fluid
891,0.032454,3.48827,-0.0305233,-0.0110269,fluid
892,0.032454,3.57771,-0.0294163,-0.0137093,fluid
893,0.032454,3.66715,-0.0280741,-0.0162821,fluid
894,0.032454,3.75659,-0.0265075,-0.0187247,fluid
895,0.032454,3.84604,-0.024729,-0.0210176,fluid
896,0.032454,3.93548,-0.0227528,-0.0231424,fluid
897,0.032454,4.02492,-0.0205947,-0.0250823,fluid
898,0.032454,4.11437,-0.0182719,-0.0268216,fluid
899,0.032454,4.20381,-0.0158031,-0.0283465,fluid
900,0.032454,4.29325,-0.0132079,-0.0296448,fluid
901,0.032454,4.38269,-0.0105072,-0.0307061,fluid
902,0.032454,4.47214,-0.00772238,-0.0315219,fluid
903,0.032454,4.56158,-0.00487587,-0.0320856,fluid
904,0.032454,4.65102,-0.00199037,-0.0323929,fluid
905,0.032454,4.74046,0.000911031,-0.0324412,fluid
906,0.032454,4.82991,0.00380515,-0.0322302,fluid
907,0.032454,4.91935,0.00666885,-0.0317614,fluid
908,0.032454,5.00879,0.00947924,-0.0310388,fluid
909,0.032454,5.09823,0.0122138,-0.030068,fluid
910,0.032454,5.18768,0.0148508,-0.0288568,fluid
911,0.032454,5.27712,0.017369,-0.0274149,fluid
912,0.032454,5.36656,0.0197484,-0.0257539,fluid
913,0.032454,5.45601,0.0219699,-0.023887,fluid
914,0.032454,5.54545,0.0240157,-0.021829,fluid
915,0.032454,5.63489,0.0258696,-0.0195966,fluid
916,0.032454,5.72433,0.0275166,-0.0172075,fluid
917,0.032454,5.81378,0.0289436,-0.0146809,fluid
