h/dp :,2
L2normdrhodt,dp,Nparticles
99.8823,0.5,1070

t,0.9
x,y,,rho,drhodt,pressure,,u,v,,dudt,dvdt
0.25,-0.25,,1120,-46.6655,679063,,0,0,,0,0
0.75,-0.25,,1046.43,-280.922,211077,,0,0,,0,0
1.25,-0.25,,1039.56,-252.619,176182,,0,0,,0,0
1.75,-0.25,,1044.47,-112.316,200178,,0,0,,0,0
2.25,-0.25,,1051.35,-230.398,236565,,0,0,,0,0
2.75,-0.25,,1040.93,-80.974,182134,,0,0,,0,0
3.25,-0.25,,1039.66,-7.1338,175467,,0,0,,0,0
3.75,-0.25,,1043.9,-66.7625,197024,,0,0,,0,0
4.25,-0.25,,1042.13,-69.4016,188092,,0,0,,0,0
4.75,-0.25,,1041.28,-102.98,184021,,0,0,,0,0
5.25,-0.25,,1038.91,-187.505,172609,,0,0,,0,0
5.75,-0.25,,1036.21,-118.707,159050,,0,0,,0,0
6.25,-0.25,,1037.52,-23.1006,164969,,0,0,,0,0
6.75,-0.25,,1038.17,-62.5541,168371,,0,0,,0,0
7.25,-0.25,,1036.8,-97.9818,161850,,0,0,,0,0
7.75,-0.25,,1035.27,-44.2467,154130,,0,0,,0,0
8.25,-0.25,,1035.18,0.605366,153482,,0,0,,0,0
8.75,-0.25,,1036.26,-1.33451,158721,,0,0,,0,0
9.25,-0.25,,1035.84,6.55052,156653,,0,0,,0,0
9.75,-0.25,,1034.54,28.7646,150297,,0,0,,0,0
10.25,-0.25,,1035.25,46.6493,153636,,0,0,,0,0
10.75,-0.25,,1036.5,53.8824,159623,,0,0,,0,0
11.25,-0.25,,1035.55,37.9486,155098,,0,0,,0,0
11.75,-0.25,,1034.8,50.6966,151434,,0,0,,0,0
12.25,-0.25,,1035.95,104.707,156711,,0,0,,0,0
12.75,-0.25,,1035.84,99.0487,156219,,0,0,,0,0
13.25,-0.25,,1034.79,45.147,151420,,0,0,,0,0
13.75,-0.25,,1035.72,41.489,155929,,0,0,,0,0
14.25,-0.25,,1036.39,60.8221,159076,,0,0,,0,0
14.75,-0.25,,1034.94,56.1601,152092,,0,0,,0,0
15.25,-0.25,,1034.43,40.9406,149702,,0,0,,0,0
15.75,-0.25,,1035.67,20.4565,155792,,0,0,,0,0
16.25,-0.25,,1035.67,17.0962,155795,,0,0,,0,0
16.75,-0.25,,1034.44,18.9745,149854,,0,0,,0,0
17.25,-0.25,,1034.58,-28.2534,150757,,0,0,,0,0
17.75,-0.25,,1035.96,-74.7143,157629,,0,0,,0,0
18.25,-0.25,,1037.18,-34.6123,163391,,0,0,,0,0
