h/dp :,2
L2normdrhodt,dp,Nparticles
53.8238,0.1,12201

t,0.01
IDx,y,,rho,drhodt,pressure,,u,v,,dudt,dvdt,type
343,2.65,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
344,2.75,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
345,2.85,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
346,2.95,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
347,3.05,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
348,3.15,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
349,3.25,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
350,3.35,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
351,3.45,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
352,3.55,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
353,3.65,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
354,3.75,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
355,3.85,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
356,3.95,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
357,4.05,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
358,4.15,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
359,4.25,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
360,4.35,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
361,4.45,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
362,4.55,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
363,4.65,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
364,4.75,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
365,4.85,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
366,4.95,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
367,5.05,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
368,5.15,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
369,5.25,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
370,5.35,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
371,5.45,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
372,5.55,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
373,5.65,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
374,5.75,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
375,5.85,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
376,5.95,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
377,6.05,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
378,6.15,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
379,6.25,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
380,6.35,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
381,6.45,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
382,6.55,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
383,6.65,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
384,6.75,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
385,6.85,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
386,6.95,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
387,7.05,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
388,7.15,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
389,7.25,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
390,7.35,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
391,7.45,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
392,7.55,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
393,7.65,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
394,7.75,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
395,7.85,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
396,7.95,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
397,8.05,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
398,8.15,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
399,8.25,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
400,8.35,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
401,8.45,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
402,8.55,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
403,8.65,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
404,8.75,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
405,8.85,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
406,8.95,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
407,9.05,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
408,9.15,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
409,9.25,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
410,9.35,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
411,9.45,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
412,9.55,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
413,9.65,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
414,9.75,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
415,9.85,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
416,9.95,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
417,10.05,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
418,10.15,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
419,10.25,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
420,10.35,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
421,10.45,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
422,10.55,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
423,10.65,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
424,10.75,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
425,10.85,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
426,10.95,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
427,11.05,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
428,11.15,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
429,11.25,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
430,11.35,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
431,11.45,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
432,11.55,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
433,11.65,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
434,11.75,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
435,11.85,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
436,11.95,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
437,12.05,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
438,12.15,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
439,12.25,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
440,12.35,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
441,12.45,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
442,12.55,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
443,12.65,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
444,12.75,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
445,12.85,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
446,12.95,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
447,13.05,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
448,13.15,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
449,13.25,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
450,13.35,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
451,13.45,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
452,13.55,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
453,13.65,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
454,13.75,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
455,13.85,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
456,13.95,-0.25,,1000.1,17.676,59.9831,,0,0,,0,0,boundary
457,14.05,-0.25,,1000.1,17.6759,59.9831,,0,0,,0,0,boundary
458,14.15,-0.25,,1000.1,17.6759,59.983,,0,0,,0,0,boundary
459,14.25,-0.25,,1000.1,17.6758,59.983,,0,0,,0,0,boundary
460,14.35,-0.25,,1000.1,17.6754,59.9827,,0,0,,0,0,boundary
461,14.45,-0.25,,1000.1,17.6738,59.9808,,0,0,,0,0,boundary
462,14.55,-0.25,,1000.1,17.6681,59.9736,,0,0,,0,0,boundary
463,14.65,-0.25,,1000.1,17.6588,59.9617,,0,0,,0,0,boundary
464,14.75,-0.25,,1000.1,17.6725,59.9811,,0,0,,0,0,boundary
465,14.85,-0.25,,1000.1,17.3006,58.5136,,0,0,,0,0,boundary
466,14.95,-0.25,,1000.07,12.9407,43.3841,,0,0,,0,0,boundary
467,15.05,-0.25,,1000.03,5.20572,17.2282,,0,0,,0,0,boundary
468,15.15,-0.25,,1000,0.509331,1.6527,,0,0,,0,0,boundary
469,15.25,-0.25,,1000,0,0,,0,0,,0,0,boundary
470,15.35,-0.25,,1000,0,0,,0,0,,0,0,boundary
471,-0.05,0.05,,1000.58,106.999,351.435,,0,0,,0,0,boundary
472,-0.05,0.15,,1000.25,49.1884,150.534,,0,0,,0,0,boundary
473,-0.05,0.25,,1000.05,13.5833,27.3722,,0,0,,0,0,boundary
474,-0.05,0.35,,1000.01,5.88911,6.46081,,0,0,,0,0,boundary
475,-0.05,0.45,,1000,1.36617,-0.0875417,,0,0,,0,0,boundary
476,-0.05,0.55,,999.992,-1.63728,-4.42861,,0,0,,0,0,boundary
477,-0.05,0.65,,999.989,-2.78937,-6.06394,,0,0,,0,0,boundary
478,-0.05,0.75,,999.988,-3.10537,-6.46917,,0,0,,0,0,boundary
479,-0.05,0.85,,999.988,-3.19887,-6.56153,,0,0,,0,0,boundary
480,-0.05,0.95,,999.988,-3.23453,-6.59075,,0,0,,0,0,boundary
481,-0.05,1.05,,999.988,-3.24695,-6.60049,,0,0,,0,0,boundary
482,-0.05,1.15,,999.988,-3.25038,-6.60306,,0,0,,0,0,boundary
483,-0.05,1.25,,999.988,-3.25122,-6.60362,,0,0,,0,0,boundary
484,-0.05,1.35,,999.988,-3.25143,-6.60374,,0,0,,0,0,boundary
485,-0.05,1.45,,999.988,-3.2515,-6.60377,,0,0,,0,0,boundary
486,-0.05,1.55,,999.988,-3.25151,-6.60378,,0,0,,0,0,boundary
487,-0.05,1.65,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
488,-0.05,1.75,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
489,-0.05,1.85,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
490,-0.05,1.95,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
491,-0.05,2.05,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
492,-0.05,2.15,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
493,-0.05,2.25,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
494,-0.05,2.35,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
495,-0.05,2.45,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
496,-0.05,2.55,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
497,-0.05,2.65,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
498,-0.05,2.75,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
499,-0.05,2.85,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
500,-0.05,2.95,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
501,-0.05,3.05,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
502,-0.05,3.15,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
503,-0.05,3.25,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
504,-0.05,3.35,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
505,-0.05,3.45,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
506,-0.05,3.55,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
507,-0.05,3.65,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
508,-0.05,3.75,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
509,-0.05,3.85,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
510,-0.05,3.95,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
511,-0.05,4.05,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
512,-0.05,4.15,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
513,-0.05,4.25,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
514,-0.05,4.35,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
515,-0.05,4.45,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
516,-0.05,4.55,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
517,-0.05,4.65,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
518,-0.05,4.75,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
519,-0.05,4.85,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
520,-0.05,4.95,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
521,-0.05,5.05,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
522,-0.05,5.15,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
523,-0.05,5.25,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
524,-0.05,5.35,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
525,-0.05,5.45,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
526,-0.05,5.55,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
527,-0.05,5.65,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
528,-0.05,5.75,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
529,-0.05,5.85,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
530,-0.05,5.95,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
531,-0.05,6.05,,999.988,-3.25152,-6.60378,,0,0,,0,0,boundary
532,-0.05,6.15,,999.988,-3.25152,-6.60379,,0,0,,0,0,boundary
533,-0.05,6.25,,999.988,-3.25154,-6.60379,,0,0,,0,0,boundary
534,-0.05,6.35,,999.988,-3.2516,-6.60384,,0,0,,0,0,boundary
535,-0.05,6.45,,999.988,-3.25188,-6.6041,,0,0,,0,0,boundary
536,-0.05,6.55,,999.988,-3.25293,-6.60505,,0,0,,0,0,boundary
537,-0.05,6.65,,999.988,-3.25527,-6.6072,,0,0,,0,0,boundary
538,-0.05,6.75,,999.988,-3.25864,-6.61203,,0,0,,0,0,boundary
539,-0.05,6.85,,999.988,-3.27337,-6.64348,,0,0,,0,0,boundary
540,-0.05,6.95,,999.987,-3.35052,-6.7948,,0,0,,0,0,boundary
541,-0.05,7.05,,999.987,-3.47167,-7.03442,,0,0,,0,0,boundary
542,-0.05,7.15,,999.988,-3.06662,-6.38662,,0,0,,0,0,boundary
543,-0.05,7.25,,999.965,-6.49859,-20.6694,,0,0,,0,0,boundary
544,-0.05,7.35,,999.761,-42.9799,-144.475,,0,0,,0,0,boundary
545,-0.05,7.45,,999.416,-105.71,-351.544,,0,0,,0,0,boundary
546,-0.05,7.55,,999.414,-106.418,-352.333,,0,0,,0,0,boundary
547,-0.05,7.65,,999.76,-43.6904,-144.707,,0,0,,0,0,boundary
548,-0.05,7.75,,999.971,-5.17838,-17.2479,,0,0,,0,0,boundary
549,-0.05,7.85,,1000,0,0,,0,0,,0,0,boundary
550,-0.05,7.95,,1000,0,0,,0,0,,0,0,boundary
551,-0.15,0.05,,1000.15,27.8258,87.4755,,0,0,,0,0,boundary
552,-0.15,0.15,,1000.06,12.5453,34.8395,,0,0,,0,0,boundary
553,-0.15,0.25,,1000.01,3.20304,4.56838,,0,0,,0,0,boundary
554,-0.15,0.35,,1000,1.10252,0.564962,,0,0,,0,0,boundary
555,-0.15,0.45,,999.997,-0.44939,-1.68911,,0,0,,0,0,boundary
556,-0.15,0.55,,999.995,-1.28252,-2.88605,,0,0,,0,0,boundary
557,-0.15,0.65,,999.994,-1.56593,-3.27727,,0,0,,0,0,boundary
558,-0.15,0.75,,999.994,-1.64188,-3.36732,,0,0,,0,0,boundary
559,-0.15,0.85,,999.994,-1.66632,-3.38949,,0,0,,0,0,boundary
560,-0.15,0.95,,999.994,-1.67563,-3.39696,,0,0,,0,0,boundary
561,-0.15,1.05,,999.994,-1.67865,-3.39929,,0,0,,0,0,boundary
562,-0.15,1.15,,999.994,-1.67943,-3.39986,,0,0,,0,0,boundary
563,-0.15,1.25,,999.994,-1.67962,-3.39998,,0,0,,0,0,boundary
564,-0.15,1.35,,999.994,-1.67967,-3.40001,,0,0,,0,0,boundary
565,-0.15,1.45,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
566,-0.15,1.55,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
567,-0.15,1.65,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
568,-0.15,1.75,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
569,-0.15,1.85,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
570,-0.15,1.95,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
571,-0.15,2.05,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
572,-0.15,2.15,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
573,-0.15,2.25,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
574,-0.15,2.35,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
575,-0.15,2.45,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
576,-0.15,2.55,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
577,-0.15,2.65,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
578,-0.15,2.75,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
579,-0.15,2.85,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
580,-0.15,2.95,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
581,-0.15,3.05,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
582,-0.15,3.15,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
583,-0.15,3.25,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
584,-0.15,3.35,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
585,-0.15,3.45,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
586,-0.15,3.55,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
587,-0.15,3.65,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
588,-0.15,3.75,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
589,-0.15,3.85,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
590,-0.15,3.95,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
591,-0.15,4.05,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
592,-0.15,4.15,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
593,-0.15,4.25,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
594,-0.15,4.35,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
595,-0.15,4.45,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
596,-0.15,4.55,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
597,-0.15,4.65,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
598,-0.15,4.75,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
599,-0.15,4.85,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
600,-0.15,4.95,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
601,-0.15,5.05,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
602,-0.15,5.15,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
603,-0.15,5.25,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
604,-0.15,5.35,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
605,-0.15,5.45,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
606,-0.15,5.55,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
607,-0.15,5.65,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
608,-0.15,5.75,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
609,-0.15,5.85,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
610,-0.15,5.95,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
611,-0.15,6.05,,999.994,-1.67969,-3.40002,,0,0,,0,0,boundary
612,-0.15,6.15,,999.994,-1.6797,-3.40002,,0,0,,0,0,boundary
613,-0.15,6.25,,999.994,-1.6797,-3.40002,,0,0,,0,0,boundary
614,-0.15,6.35,,999.994,-1.67971,-3.40003,,0,0,,0,0,boundary
615,-0.15,6.45,,999.994,-1.67977,-3.40009,,0,0,,0,0,boundary
616,-0.15,6.55,,999.994,-1.68003,-3.40032,,0,0,,0,0,boundary
617,-0.15,6.65,,999.994,-1.68072,-3.40094,,0,0,,0,0,boundary
618,-0.15,6.75,,999.994,-1.68179,-3.40211,,0,0,,0,0,boundary
619,-0.15,6.85,,999.994,-1.6843,-3.40741,,0,0,,0,0,boundary
620,-0.15,6.95,,999.994,-1.69698,-3.43608,,0,0,,0,0,boundary
621,-0.15,7.05,,999.994,-1.71113,-3.48498,,0,0,,0,0,boundary
622,-0.15,7.15,,999.994,-1.56258,-3.29848,,0,0,,0,0,boundary
623,-0.15,7.25,,999.993,-1.41567,-3.96543,,0,0,,0,0,boundary
624,-0.15,7.35,,999.947,-9.53174,-32.2582,,0,0,,0,0,boundary
625,-0.15,7.45,,999.858,-25.5329,-85.5508,,0,0,,0,0,boundary
626,-0.15,7.55,,999.858,-25.6372,-85.398,,0,0,,0,0,boundary
627,-0.15,7.65,,999.948,-9.39898,-31.2914,,0,0,,0,0,boundary
628,-0.15,7.75,,999.997,-0.480523,-1.6176,,0,0,,0,0,boundary
629,-0.15,7.85,,1000,0,0,,0,0,,0,0,boundary
630,-0.15,7.95,,1000,0,0,,0,0,,0,0,boundary
631,-0.25,0.05,,1000.01,2.37976,6.88817,,0,0,,0,0,boundary
632,-0.25,0.15,,1000,0.852761,1.71701,,0,0,,0,0,boundary
633,-0.25,0.25,,1000,0.28335,0.269023,,0,0,,0,0,boundary
634,-0.25,0.35,,1000,0.0172877,-0.123091,,0,0,,0,0,boundary
635,-0.25,0.45,,999.999,-0.149121,-0.365617,,0,0,,0,0,boundary
636,-0.25,0.55,,999.999,-0.215943,-0.460396,,0,0,,0,0,boundary
637,-0.25,0.65,,999.999,-0.235231,-0.485202,,0,0,,0,0,boundary
638,-0.25,0.75,,999.999,-0.240847,-0.490883,,0,0,,0,0,boundary
639,-0.25,0.85,,999.999,-0.242921,-0.492609,,0,0,,0,0,boundary
640,-0.25,0.95,,999.999,-0.243652,-0.493186,,0,0,,0,0,boundary
641,-0.25,1.05,,999.999,-0.243859,-0.493342,,0,0,,0,0,boundary
642,-0.25,1.15,,999.999,-0.24391,-0.493376,,0,0,,0,0,boundary
643,-0.25,1.25,,999.999,-0.243923,-0.493384,,0,0,,0,0,boundary
644,-0.25,1.35,,999.999,-0.243927,-0.493386,,0,0,,0,0,boundary
645,-0.25,1.45,,999.999,-0.243928,-0.493386,,0,0,,0,0,boundary
646,-0.25,1.55,,999.999,-0.243928,-0.493386,,0,0,,0,0,boundary
647,-0.25,1.65,,999.999,-0.243928,-0.493387,,0,0,,0,0,boundary
648,-0.25,1.75,,999.999,-0.243928,-0.493387,,0,0,,0,0,boundary
649,-0.25,1.85,,999.999,-0.243928,-0.493387,,0,0,,0,0,boundary
650,-0.25,1.95,,999.999,-0.243928,-0.493387,,0,0,,0,0,boundary
651,-0.25,2.05,,999.999,-0.243928,-0.493387,,0,0,,0,0,boundary
652,-0.25,2.15,,999.999,-0.243928,-0.493387,,0,0,,0,0,boundary
653,-0.25,2.25,,999.999,-0.243928,-0.493387,,0,0,,0,0,boundary
654,-0.25,2.35,,999.999,-0.243928,-0.493387,,0,0,,0,0,boundary
655,-0.25,2.45,,999.999,-0.243928,-0.493387,,0,0,,0,0,boundary
656,-0.25,2.55,,999.999,-0.243928,-0.493387,,0,0,,0,0,boundary
657,-0.25,2.65,,999.999,-0.243928,-0.493387,,0,0,,0,0,boundary
658,-0.25,2.75,,999.999,-0.243928,-0.493387,,0,0,,0,0,boundary
659,-0.25,2.85,,999.999,-0.243928,-0.493387,,0,0,,0,0,boundary
660,-0.25,2.95,,999.999,-0.243928,-0.493387,,0,0,,0,0,boundary
661,-0.25,3.05,,999.999,-0.243928,-0.493387,,0,0,,0,0,boundary
662,-0.25,3.15,,999.999,-0.243928,-0.493387,,0,0,,0,0,boundary
663,-0.25,3.25,,999.999,-0.243928,-0.493387,,0,0,,0,0,boundary
664,-0.25,3.35,,999.999,-0.243928,-0.493387,,0,0,,0,0,boundary
665,-0.25,3.45,,999.999,-0.243928,-0.493387,,0,0,,0,0,boundary
666,-0.25,3.55,,999.999,-0.243928,-0.493387,,0,0,,0,0,boundary
667,-0.25,3.65,,999.999,-0.243928,-0.493387,,0,0,,0,0,boundary
668,-0.25,3.75,,999.999,-0.243928,-0.493387,,0,0,,0,0,boundary
669,-0.25,3.85,,999.999,-0.243928,-0.493387,,0,0,,0,0,boundary
670,-0.25,3.95,,999.999,-0.243928,-0.493387,,0,0,,0,0,boundary
671,-0.25,4.05,,999.999,-0.243928,-0.493387,,0,0,,0,0,boundary
672,-0.25,4.15,,999.999,-0.243928,-0.493387,,0,0,,0,0,boundary
673,-0.25,4.25,,999.999,-0.243928,-0.493387,,0,0,,0,0,boundary
674,-0.25,4.35,,999.999,-0.243928,-0.493387,,0,0,,0,0,boundary
675,-0.25,4.45,,999.999,-0.243928,-0.493387,,0,0,,0,0,boundary
676,-0.25,4.55,,999.999,-0.243928,-0.493387,,0,0,,0,0,boundary
677,-0.25,4.65,,999.999,-0.243928,-0.493387,,0,0,,0,0,boundary
678,-0.25,4.75,,999.999,-0.243928,-0.493387,,0,0,,0,0,boundary
679,-0.25,4.85,,999.999,-0.243928,-0.493387,,0,0,,0,0,boundary
680,-0.25,4.95,,999.999,-0.243928,-0.493387,,0,0,,0,0,boundary
681,-0.25,5.05,,999.999,-0.243928,-0.493387,,0,0,,0,0,boundary
