h/dp :,2
L2norm Pressure,KE,dp,Nparticles
7217.28,21411.3,0.25,2048

t,4.26
ID,r,z,,rho,drhodt,pressure,,u_r,u_z,velocity,,pairAr,pairAz,totalAr,totalAz,Type
0,0.125,-0.125,,1009.65,0,155953,,0,0,0,,0,0,1235.69,-9.81,boundary
1,0.375,-0.125,,1009.83,0,158937,,0,0,0,,0,0,419.706,-9.81,boundary
2,0.625,-0.125,,1009.9,0,160092,,0,0,0,,0,0,253.635,-9.81,boundary
3,0.875,-0.125,,1009.85,0,159239,,0,0,0,,0,0,180.212,-9.81,boundary
4,1.125,-0.125,,1009.79,0,158326,,0,0,0,,0,0,139.369,-9.81,boundary
5,1.375,-0.125,,1009.77,0,157908,,0,0,0,,0,0,113.731,-9.81,boundary
6,1.625,-0.125,,1009.76,0,157734,,0,0,0,,0,0,96.1291,-9.81,boundary
7,1.875,-0.125,,1009.76,0,157749,,0,0,0,,0,0,83.3196,-9.81,boundary
8,2.125,-0.125,,1009.77,0,157960,,0,0,0,,0,0,73.6146,-9.81,boundary
9,2.375,-0.125,,1009.79,0,158302,,0,0,0,,0,0,66.0069,-9.81,boundary
10,2.625,-0.125,,1009.82,0,158695,,0,0,0,,0,0,59.8675,-9.81,boundary
11,2.875,-0.125,,1009.84,0,159097,,0,0,0,,0,0,54.7988,-9.81,boundary
12,3.125,-0.125,,1009.86,0,159478,,0,0,0,,0,0,50.5344,-9.81,boundary
13,3.375,-0.125,,1009.88,0,159799,,0,0,0,,0,0,46.8844,-9.81,boundary
14,3.625,-0.125,,1009.9,0,160010,,0,0,0,,0,0,43.7081,-9.81,boundary
15,3.875,-0.125,,1009.9,0,160088,,0,0,0,,0,0,40.908,-9.81,boundary
16,4.125,-0.125,,1009.9,0,160057,,0,0,0,,0,0,38.4215,-9.81,boundary
17,4.375,-0.125,,1009.89,0,159970,,0,0,0,,0,0,36.2064,-9.81,boundary
18,4.625,-0.125,,1009.89,0,159864,,0,0,0,,0,0,34.2267,-9.81,boundary
19,4.875,-0.125,,1009.88,0,159758,,0,0,0,,0,0,32.4502,-9.81,boundary
20,5.125,-0.125,,1009.88,0,159668,,0,0,0,,0,0,30.8501,-9.81,boundary
21,5.375,-0.125,,1009.87,0,159616,,0,0,0,,0,0,29.4057,-9.81,boundary
22,5.625,-0.125,,1009.87,0,159621,,0,0,0,,0,0,28.0997,-9.81,boundary
23,5.875,-0.125,,1009.88,0,159682,,0,0,0,,0,0,26.9141,-9.81,boundary
24,6.125,-0.125,,1009.88,0,159786,,0,0,0,,0,0,25.8322,-9.81,boundary
25,6.375,-0.125,,1009.89,0,159931,,0,0,0,,0,0,24.8415,-9.81,boundary
26,6.625,-0.125,,1009.9,0,160104,,0,0,0,,0,0,23.9296,-9.81,boundary
27,6.875,-0.125,,1009.91,0,160276,,0,0,0,,0,0,23.084,-9.81,boundary
28,7.125,-0.125,,1009.92,0,160439,,0,0,0,,0,0,22.2965,-9.81,boundary
29,7.375,-0.125,,1009.93,0,160585,,0,0,0,,0,0,21.5602,-9.81,boundary
30,7.625,-0.125,,1009.94,0,160694,,0,0,0,,0,0,20.8673,-9.81,boundary
31,7.875,-0.125,,1009.94,0,160766,,0,0,0,,0,0,20.2138,-9.81,boundary
32,8.125,-0.125,,1009.94,0,160800,,0,0,0,,0,0,19.596,-9.81,boundary
33,8.375,-0.125,,1009.95,0,160862,,0,0,0,,0,0,19.0182,-9.81,boundary
34,8.625,-0.125,,1009.96,0,161080,,0,0,0,,0,0,18.4917,-9.81,boundary
35,8.875,-0.125,,1009.97,0,161321,,0,0,0,,0,0,17.9975,-9.81,boundary
36,0.125,-0.375,,1009.4,0,151768,,0,0,0,,0,0,1202.84,-9.81,boundary
37,0.375,-0.375,,1009.8,0,158355,,0,0,0,,0,0,418.182,-9.81,boundary
38,0.625,-0.375,,1010.03,0,162274,,0,0,0,,0,0,257.059,-9.81,boundary
39,0.875,-0.375,,1010.03,0,162286,,0,0,0,,0,0,183.628,-9.81,boundary
40,1.125,-0.375,,1009.97,0,161310,,0,0,0,,0,0,141.971,-9.81,boundary
41,1.375,-0.375,,1009.94,0,160750,,0,0,0,,0,0,115.758,-9.81,boundary
42,1.625,-0.375,,1009.92,0,160419,,0,0,0,,0,0,97.7499,-9.81,boundary
43,1.875,-0.375,,1009.91,0,160266,,0,0,0,,0,0,84.6366,-9.81,boundary
44,2.125,-0.375,,1009.92,0,160354,,0,0,0,,0,0,74.7197,-9.81,boundary
45,2.375,-0.375,,1009.93,0,160623,,0,0,0,,0,0,66.9654,-9.81,boundary
46,2.625,-0.375,,1009.95,0,160975,,0,0,0,,0,0,60.7195,-9.81,boundary
47,2.875,-0.375,,1009.98,0,161368,,0,0,0,,0,0,55.5735,-9.81,boundary
48,3.125,-0.375,,1010,0,161788,,0,0,0,,0,0,51.2596,-9.81,boundary
49,3.375,-0.375,,1010.03,0,162193,,0,0,0,,0,0,47.58,-9.81,boundary
50,3.625,-0.375,,1010.05,0,162505,,0,0,0,,0,0,44.3832,-9.81,boundary
51,3.875,-0.375,,1010.06,0,162667,,0,0,0,,0,0,41.5606,-9.81,boundary
52,4.125,-0.375,,1010.06,0,162674,,0,0,0,,0,0,39.0436,-9.81,boundary
