dx/h :,0.5
dy/h :,0.5
L2normdrhodt,dx,dy,Ncol,Nrow
37.3721,0.5,0.5,50,50

t,0.93
x,y,,rho,drhodt,pressure,,u,v,,dudt,dvdt
-1.5,-1.5,,1000,0.0116669,16.2777,,0,0,,0,0
-1.5,-1,,1000.71,1.83336,15954.9,,0,0,,0,0
-1.5,-0.5,,1002.76,5.50388,62687.5,,0,0,,0,0
-1.5,0,,1003.62,16.89,82577.2,,0,0,,0,0
-1.5,0.5,,1003.77,28.7897,86070.1,,0,0,,0,0
-1.5,1,,1003.29,21.9914,74889.9,,0,0,,0,0
-1.5,1.5,,1002.25,-0.515714,51221.8,,0,0,,0,0
-1.5,2,,1002.05,-6.47749,46505.1,,0,0,,0,0
-1.5,2.5,,1001.87,0.0289653,42453.8,,0,0,,0,0
-1.5,3,,1001.8,2.53205,40809.9,,0,0,,0,0
-1.5,3.5,,1001.78,2.74975,40362.6,,0,0,,0,0
-1.5,4,,1001.6,2.13675,36259.8,,0,0,,0,0
-1.5,4.5,,1001.4,2.98973,31821.2,,0,0,,0,0
-1.5,5,,1001.44,5.39557,32585.4,,0,0,,0,0
-1.5,5.5,,1001.36,4.45699,30912.6,,0,0,,0,0
-1.5,6,,1001.31,4.43745,29702.9,,0,0,,0,0
-1.5,6.5,,1001.34,4.40511,30323.1,,0,0,,0,0
-1.5,7,,1001.33,3.21782,30041.8,,0,0,,0,0
-1.5,7.5,,1001.32,3.60914,29903.6,,0,0,,0,0
-1.5,8,,1001.29,2.9866,29249.1,,0,0,,0,0
-1.5,8.5,,1001.23,2.097,27799.8,,0,0,,0,0
-1.5,9,,1001.22,2.35762,27706.1,,0,0,,0,0
-1.5,9.5,,1001.22,2.96326,27680.2,,0,0,,0,0
-1.5,10,,1001.21,4.70306,27339.7,,0,0,,0,0
-1.5,10.5,,1001.17,5.96078,26540.6,,0,0,,0,0
-1.5,11,,1001.12,5.64902,25265.7,,0,0,,0,0
-1.5,11.5,,1001.07,4.51307,24174.1,,0,0,,0,0
-1.5,12,,1001.02,3.26309,23070.5,,0,0,,0,0
-1.5,12.5,,1000.99,3.20034,22471.3,,0,0,,0,0
-1.5,13,,1000.97,3.89435,21907.5,,0,0,,0,0
-1.5,13.5,,1000.93,4.43019,20947.4,,0,0,,0,0
-1.5,14,,1000.85,3.92644,19332.8,,0,0,,0,0
-1.5,14.5,,1000.8,2.20953,18110,,0,0,,0,0
-1.5,15,,1000.77,1.11046,17499.2,,0,0,,0,0
-1.5,15.5,,1000.72,-0.102767,16373.4,,0,0,,0,0
-1.5,16,,1000.72,-1.26104,16206.9,,0,0,,0,0
-1.5,16.5,,1000.69,-0.852729,15560.2,,0,0,,0,0
-1.5,17,,1000.65,-0.183188,14658.2,,0,0,,0,0
-1.5,17.5,,1000.62,-0.142366,13963.1,,0,0,,0,0
-1.5,18,,1000.58,-0.877984,12996.3,,0,0,,0,0
-1.5,18.5,,1000.49,-1.50283,10976.2,,0,0,,0,0
-1.5,19,,1000.53,-1.18055,12017.1,,0,0,,0,0
-1.5,19.5,,1000.69,1.53262,15581.7,,0,0,,0,0
-1.5,20,,1000.35,1.32464,7837.33,,0,0,,0,0
-1.5,20.5,,1000.47,-3.15978,10626.5,,0,0,,0,0
-1.5,21,,1000.92,4.32301,20801.6,,0,0,,0,0
-1.5,21.5,,999.522,6.41456,-10777.1,,0,0,,0,0
-1.5,22,,999.265,-0.0249148,-16550.2,,0,0,,0,0
-1.5,22.5,,1002.9,13.2184,66060.7,,0,0,,0,0
-1.5,23,,1004.95,26.7127,113468,,0,0,,0,0
-1,-1.5,,1000.69,2.0915,15657.3,,0,0,,0,0
-1,-1,,1006.61,12.9987,152060,,0,0,,0,0
-1,-0.5,,1013.07,30.8764,306813,,0,0,,0,0
-1,0,,1014.31,52.9167,336967,,0,0,,0,0
-1,0.5,,1013.98,71.3382,328922,,0,0,,0,0
-1,1,,1013.36,39.9453,313690,,0,0,,0,0
-1,1.5,,1011.21,-5.06347,261665,,0,0,,0,0
-1,2,,1010.41,-16.6305,242405,,0,0,,0,0
-1,2.5,,1010.26,-1.43452,238678,,0,0,,0,0
-1,3,,1009.72,13.5513,225780,,0,0,,0,0
-1,3.5,,1009.96,20.152,231437,,0,0,,0,0
-1,4,,1009.43,18.3361,218964,,0,0,,0,0
-1,4.5,,1008.88,23.81,205848,,0,0,,0,0
-1,5,,1008.84,33.6568,204902,,0,0,,0,0
-1,5.5,,1008.67,29.2637,200672,,0,0,,0,0
-1,6,,1008.34,26.5955,193042,,0,0,,0,0
-1,6.5,,1008.39,25.7096,194089,,0,0,,0,0
-1,7,,1008.38,19.8831,193852,,0,0,,0,0
-1,7.5,,1008.26,19.9993,191133,,0,0,,0,0
-1,8,,1008.1,17.7045,187234,,0,0,,0,0
-1,8.5,,1007.83,13.7153,180818,,0,0,,0,0
-1,9,,1007.76,15.462,179117,,0,0,,0,0
-1,9.5,,1007.72,19.244,178217,,0,0,,0,0
-1,10,,1007.55,26.2979,174269,,0,0,,0,0
-1,10.5,,1007.33,31.6116,169137,,0,0,,0,0
-1,11,,1007.05,30.0497,162569,,0,0,,0,0
-1,11.5,,1006.76,24.0414,155565,,0,0,,0,0
