h/dp :,2
L2norm Pressure,KE,dr0,Nfluid
2.74914,16.7172,0.0141421,660

t,6.26021
ID,x,y,,rho,drhodt,pressure,,u,v,velocity,,dudt,dvdt,vorticity,type
0,0.05,0,,999.999,0,-2.79985,,-0,1.57356e-13,1.57356e-13,,0,0,0,boundary
1,0.0479746,0.0140866,,999.999,0,-2.37864,,0.00644281,-0.0219422,0.0228685,,0,0,0,boundary
2,0.0420627,0.027032,,999.999,0,-1.50197,,0.0256668,-0.0399384,0.0474749,,0,0,0,boundary
3,0.032743,0.0377875,,1000,0,-0.585878,,0.0542782,-0.0470324,0.0718204,,0,0,0,boundary
4,0.0207708,0.0454816,,1000,0,0.233223,,0.0839965,-0.0383599,0.0923412,,0,0,0,boundary
5,0.00711574,0.0494911,,1000,0,1.00469,,0.104825,-0.0150715,0.105903,,0,0,0,boundary
6,-0.00711574,0.0494911,,1000,0,1.86766,,0.109617,0.0157605,0.110744,,0,0,0,boundary
7,-0.0207708,0.0454816,,1000,0,2.73601,,0.09628,0.0439696,0.105845,,0,0,0,boundary
8,-0.032743,0.0377875,,1000,0,3.39659,,0.0675683,0.0585482,0.0894056,,0,0,0,boundary
9,-0.0420627,0.027032,,1000,0,3.84829,,0.0349225,0.0543405,0.0645947,,0,0,0,boundary
10,-0.0479746,0.0140866,,1000,0,4.16906,,0.00948554,0.0323048,0.0336686,,0,0,0,boundary
11,-0.05,6.12323e-18,,1000,0,4.2801,,-3.38414e-29,-2.76336e-13,2.76336e-13,,0,0,0,boundary
12,-0.0479746,-0.0140866,,1000,0,4.16906,,0.00948554,-0.0323048,0.0336686,,0,0,0,boundary
13,-0.0420627,-0.027032,,1000,0,3.84829,,0.0349225,-0.0543405,0.0645947,,0,0,0,boundary
14,-0.032743,-0.0377875,,1000,0,3.39659,,0.0675683,-0.0585482,0.0894056,,0,0,0,boundary
15,-0.0207708,-0.0454816,,1000,0,2.73601,,0.09628,-0.0439696,0.105845,,0,0,0,boundary
16,-0.00711574,-0.0494911,,1000,0,1.86766,,0.109617,-0.0157605,0.110744,,0,0,0,boundary
17,0.00711574,-0.0494911,,1000,0,1.00469,,0.104825,0.0150715,0.105903,,0,0,0,boundary
18,0.0207708,-0.0454816,,1000,0,0.233223,,0.0839965,0.0383599,0.0923412,,0,0,0,boundary
19,0.032743,-0.0377875,,1000,0,-0.585878,,0.0542782,0.0470324,0.0718204,,0,0,0,boundary
20,0.0420627,-0.027032,,999.999,0,-1.50197,,0.0256668,0.0399384,0.0474749,,0,0,0,boundary
21,0.0479746,-0.0140866,,999.999,0,-2.37864,,0.00644281,0.0219422,0.0228685,,0,0,0,boundary
22,0.0641421,0,,999.999,1.00864e-06,-1.69349,,0.0532302,1.57356e-13,0.0532302,,-3.92587e-05,-3.57413e-12,-2.8161e-12,fluid
23,0.0615439,0.0180709,,999.999,3.79358e-07,-1.52192,,0.0595472,-0.00634933,0.0598848,,-4.36205e-05,2.47416e-06,-0.440897,fluid
24,0.0539598,0.0346779,,1000,-3.41517e-07,-0.960913,,0.0748135,-0.00835373,0.0752785,,-5.04591e-05,1.6784e-06,-0.680089,fluid
25,0.0420042,0.0484754,,1000,-1.13447e-06,-0.0851422,,0.0909229,-0.00474216,0.0910465,,-5.3273e-05,8.60748e-07,-0.697748,fluid
26,0.0266456,0.0583457,,1000,-1.41834e-06,0.623406,,0.102206,0.00151336,0.102217,,-5.0709e-05,-2.46916e-06,-0.598664,fluid
27,0.00912838,0.0634893,,1000,-1.27126e-06,1.39308,,0.108113,0.00779937,0.108394,,-4.50414e-05,-1.97638e-06,-0.492798,fluid
28,-0.00912838,0.0634893,,1000,9.48808e-07,1.43961,,0.109766,0.0147222,0.110749,,-4.36424e-05,-2.89254e-06,-0.405785,fluid
29,-0.0266456,0.0583457,,1000,1.85995e-07,2.44225,,0.106367,0.0218828,0.108594,,-3.62025e-05,-5.17503e-06,-0.306021,fluid
30,-0.0420042,0.0484754,,1000,4.10362e-07,2.6887,,0.0974043,0.0241156,0.100345,,-3.47e-05,-5.66983e-06,-0.213909,fluid
31,-0.0539598,0.0346779,,1000,-9.06036e-07,3.03291,,0.0882477,0.0200705,0.0905013,,-2.96112e-05,-4.4209e-06,-0.127534,fluid
32,-0.0615439,0.0180709,,1000,-4.46635e-07,3.30762,,0.0817676,0.0110808,0.082515,,-2.60786e-05,-3.6505e-06,-0.0596543,fluid
33,-0.0641421,7.85515e-18,,1000,1.00885e-08,3.44625,,0.0796046,-2.76346e-13,0.0796046,,-2.28201e-05,3.27017e-12,7.10382e-13,fluid
34,-0.0615439,-0.0180709,,1000,-4.46405e-07,3.30762,,0.0817676,-0.0110808,0.082515,,-2.60786e-05,3.65051e-06,0.0596543,fluid
35,-0.0539598,-0.0346779,,1000,-9.05944e-07,3.03291,,0.0882477,-0.0200705,0.0905013,,-2.96112e-05,4.42091e-06,0.127534,fluid
36,-0.0420042,-0.0484754,,1000,4.10182e-07,2.6887,,0.0974043,-0.0241156,0.100345,,-3.47e-05,5.66985e-06,0.213909,fluid
37,-0.0266456,-0.0583457,,1000,1.85904e-07,2.44225,,0.106367,-0.0218828,0.108594,,-3.62025e-05,5.17504e-06,0.306021,fluid
38,-0.00912838,-0.0634893,,1000,9.49026e-07,1.43961,,0.109766,-0.0147222,0.110749,,-4.36424e-05,2.89255e-06,0.405785,fluid
39,0.00912838,-0.0634893,,1000,-1.27133e-06,1.39308,,0.108113,-0.00779937,0.108394,,-4.50414e-05,1.9764e-06,0.492798,fluid
40,0.0266456,-0.0583457,,1000,-1.41824e-06,0.623406,,0.102206,-0.00151336,0.102217,,-5.0709e-05,2.46917e-06,0.598664,fluid
41,0.0420042,-0.0484754,,1000,-1.13442e-06,-0.0851422,,0.0909229,0.00474216,0.0910465,,-5.32729e-05,-8.60746e-07,0.697748,fluid
42,0.0539598,-0.0346779,,1000,-3.41387e-07,-0.960913,,0.0748135,0.00835373,0.0752785,,-5.04591e-05,-1.6784e-06,0.680089,fluid
43,0.0615439,-0.0180709,,999.999,3.79418e-07,-1.52192,,0.0595472,0.00634933,0.0598848,,-4.36205e-05,-2.47417e-06,0.440897,fluid
44,0.0790004,0,,999.999,-3.01573e-06,-2.7189,,0.0530271,1.05328e-13,0.0530271,,-3.75718e-05,-1.17712e-12,-2.75632e-12,fluid
45,0.0758004,0.022257,,999.999,-1.7994e-06,-1.88033,,0.0612582,-0.00802727,0.0617819,,-4.35656e-05,8.31585e-06,-0.441694,fluid
46,0.0664594,0.0427109,,1000,-1.05182e-06,-0.943289,,0.0792004,-0.00952762,0.0797714,,-5.36416e-05,7.19766e-06,-0.653267,fluid
47,0.0517343,0.0597046,,1000,-8.43287e-07,0.117538,,0.0957143,-0.00454183,0.095822,,-5.43128e-05,1.07177e-05,-0.623588,fluid
48,0.032818,0.0718613,,1000,3.16061e-06,0.690079,,0.105464,0.00235566,0.10549,,-4.95655e-05,6.14078e-06,-0.480173,fluid
49,0.0112429,0.0781963,,1000,-1.01154e-06,0.933156,,0.10915,0.00823026,0.10946,,-4.63237e-05,4.49922e-06,-0.342519,fluid
50,-0.0112429,0.0781963,,1000,1.51619e-06,1.8528,,0.109294,0.0140371,0.110191,,-4.74242e-05,3.78741e-06,-0.239182,fluid
51,-0.032818,0.0718613,,1000,-4.25851e-09,2.92507,,0.104268,0.0187544,0.105941,,-3.49868e-05,-1.44068e-06,-0.1572,fluid
52,-0.0517343,0.0597046,,1000,2.70085e-06,3.94871,,0.0967603,0.0189974,0.0986076,,-3.28658e-05,4.93348e-07,-0.0866679,fluid
53,-0.0664594,0.0427109,,1000,-2.55521e-06,5.46204,,0.0903502,0.0155873,0.0916849,,-2.53771e-05,1.94118e-06,-0.0311159,fluid
54,-0.0758004,0.022257,,1000,-7.75706e-08,6.4456,,0.0855349,0.00865151,0.0859713,,-2.66788e-05,-2.79292e-06,-0.00635675,fluid
55,-0.0790004,9.67476e-18,,1000,-1.68003e-06,6.9963,,0.083885,-1.57142e-13,0.083885,,-2.2657e-05,4.14367e-12,9.38406e-13,fluid
56,-0.0758004,-0.022257,,1000,-7.75765e-08,6.4456,,0.0855349,-0.00865151,0.0859713,,-2.66788e-05,2.79293e-06,0.00635675,fluid
57,-0.0664594,-0.0427109,,1000,-2.55511e-06,5.46204,,0.0903502,-0.0155873,0.0916849,,-2.53771e-05,-1.94117e-06,0.0311159,fluid
58,-0.0517343,-0.0597046,,1000,2.7008e-06,3.94871,,0.0967603,-0.0189974,0.0986076,,-3.28658e-05,-4.93344e-07,0.0866679,fluid
59,-0.032818,-0.0718613,,1000,-4.25637e-09,2.92507,,0.104268,-0.0187544,0.105941,,-3.49868e-05,1.44068e-06,0.1572,fluid
60,-0.0112429,-0.0781963,,1000,1.51633e-06,1.8528,,0.109294,-0.0140371,0.110191,,-4.74242e-05,-3.78742e-06,0.239182,fluid
61,0.0112429,-0.0781963,,1000,-1.01139e-06,0.933156,,0.10915,-0.00823026,0.10946,,-4.63236e-05,-4.49923e-06,0.342519,fluid
62,0.032818,-0.0718613,,1000,3.16064e-06,0.690079,,0.105464,-0.00235566,0.10549,,-4.95654e-05,-6.14077e-06,0.480173,fluid
63,0.0517343,-0.0597046,,1000,-8.43347e-07,0.117538,,0.0957143,0.00454183,0.095822,,-5.43128e-05,-1.07177e-05,0.623588,fluid
64,0.0664594,-0.0427109,,1000,-1.05169e-06,-0.943289,,0.0792004,0.00952762,0.0797714,,-5.36416e-05,-7.19766e-06,0.653267,fluid
65,0.0758004,-0.022257,,999.999,-1.7995e-06,-1.88033,,0.0612582,0.00802727,0.0617819,,-4.35656e-05,-8.31585e-06,0.441694,fluid
