h/dp :,2
L2norm Pressure,KE,dr0,Nfluid
0,418.273,0.0141421,660

t,4.45002
ID,x,y,,rho,drhodt,pressure,,u,v,velocity,,dudt,dvdt,vorticity,type
0,0.05,0,,999.937,0,-124.44,,0,0,0,,0,0,0,boundary
1,0.0479746,0.0140866,,999.942,0,-113.125,,0,0,0,,0,0,0,boundary
2,0.0420627,0.027032,,999.954,0,-89.6695,,0,0,0,,0,0,0,boundary
3,0.032743,0.0377875,,999.965,0,-68.3772,,0,0,0,,0,0,0,boundary
4,0.0207708,0.0454816,,999.977,0,-45.352,,0,0,0,,0,0,0,boundary
5,0.00711574,0.0494911,,999.993,0,-13.1083,,0,0,0,,0,0,0,boundary
6,-0.00711574,0.0494911,,1000.01,0,22.7061,,0,0,0,,0,0,0,boundary
7,-0.0207708,0.0454816,,1000.03,0,51.4859,,0,0,0,,0,0,0,boundary
8,-0.032743,0.0377875,,1000.04,0,69.8195,,0,0,0,,0,0,0,boundary
9,-0.0420627,0.027032,,1000.04,0,81.6443,,0,0,0,,0,0,0,boundary
10,-0.0479746,0.0140866,,1000.05,0,89.4877,,0,0,0,,0,0,0,boundary
11,-0.05,6.12323e-18,,1000.05,0,92.5481,,0,0,0,,0,0,0,boundary
12,-0.0479746,-0.0140866,,1000.05,0,89.4877,,0,0,0,,0,0,0,boundary
13,-0.0420627,-0.027032,,1000.04,0,81.6443,,0,0,0,,0,0,0,boundary
14,-0.032743,-0.0377875,,1000.04,0,69.8195,,0,0,0,,0,0,0,boundary
15,-0.0207708,-0.0454816,,1000.03,0,51.4859,,0,0,0,,0,0,0,boundary
16,-0.00711574,-0.0494911,,1000.01,0,22.7061,,0,0,0,,0,0,0,boundary
17,0.00711574,-0.0494911,,999.993,0,-13.1083,,0,0,0,,0,0,0,boundary
18,0.0207708,-0.0454816,,999.977,0,-45.352,,0,0,0,,0,0,0,boundary
19,0.032743,-0.0377875,,999.965,0,-68.3772,,0,0,0,,0,0,0,boundary
20,0.0420627,-0.027032,,999.954,0,-89.6695,,0,0,0,,0,0,0,boundary
21,0.0479746,-0.0140866,,999.942,0,-113.125,,0,0,0,,0,0,0,boundary
22,0.0641421,0,,999.946,3.99443e-06,-105.458,,0.281777,9.74e-14,0.281777,,-0.000965082,4.83825e-13,-2.17343e-12,fluid
23,0.0615439,0.0180709,,999.954,6.94531e-05,-91.08,,0.321113,0.0539946,0.32562,,-0.000649218,-0.000315577,-4.46623,fluid
24,0.0539598,0.0346779,,999.967,9.59031e-05,-64.9554,,0.402666,0.0823497,0.411001,,-0.000128689,-0.000366766,-5.84587,fluid
25,0.0420042,0.0484754,,999.973,0.000102714,-52.6142,,0.470859,0.0944564,0.48024,,0.000152044,-0.000280735,-5.21326,fluid
26,0.0266456,0.0583457,,999.981,0.000108028,-38.1787,,0.521034,0.0914311,0.528996,,0.000264397,-0.000235675,-4.14419,fluid
27,0.00912838,0.0634893,,999.997,-3.59057e-05,-6.32104,,0.54745,0.0889419,0.554628,,0.000248937,-0.00022542,-3.39561,fluid
28,-0.00912838,0.0634893,,1000.01,-7.81389e-05,22.2504,,0.560446,0.0911683,0.567813,,-3.78382e-05,-0.00023374,-2.72918,fluid
29,-0.0266456,0.0583457,,1000.02,5.96891e-05,45.8517,,0.555853,0.0910912,0.563267,,0.000176431,-0.000220107,-2.0341,fluid
30,-0.0420042,0.0484754,,1000.03,8.88976e-05,50.2948,,0.539288,0.07162,0.544023,,-0.000198542,-0.000251288,-1.50649,fluid
31,-0.0539598,0.0346779,,1000.03,9.87516e-05,53.8573,,0.531252,0.0473587,0.533359,,-0.000978192,-0.000388634,-1.03136,fluid
32,-0.0615439,0.0180709,,1000.03,2.73378e-05,59.2713,,0.524349,0.0263584,0.525011,,-0.00149608,-3.21229e-05,-0.52971,fluid
33,-0.0641421,7.85515e-18,,1000.03,-8.7086e-05,60.6041,,0.519826,-1.01391e-13,0.519826,,-0.00185797,3.24634e-12,1.44334e-13,fluid
34,-0.0615439,-0.0180709,,1000.03,2.73378e-05,59.2713,,0.524349,-0.0263584,0.525011,,-0.00149608,3.21229e-05,0.52971,fluid
35,-0.0539598,-0.0346779,,1000.03,9.87516e-05,53.8573,,0.531252,-0.0473587,0.533359,,-0.000978192,0.000388634,1.03136,fluid
36,-0.0420042,-0.0484754,,1000.03,8.88977e-05,50.2948,,0.539288,-0.07162,0.544023,,-0.000198542,0.000251288,1.50649,fluid
37,-0.0266456,-0.0583457,,1000.02,5.96892e-05,45.8517,,0.555853,-0.0910912,0.563267,,0.000176431,0.000220107,2.0341,fluid
38,-0.00912838,-0.0634893,,1000.01,-7.81389e-05,22.2504,,0.560446,-0.0911683,0.567813,,-3.78382e-05,0.00023374,2.72918,fluid
39,0.00912838,-0.0634893,,999.997,-3.59059e-05,-6.32104,,0.54745,-0.0889419,0.554628,,0.000248937,0.00022542,3.39561,fluid
40,0.0266456,-0.0583457,,999.981,0.000108028,-38.1787,,0.521034,-0.0914311,0.528996,,0.000264397,0.000235675,4.14419,fluid
41,0.0420042,-0.0484754,,999.973,0.000102714,-52.6142,,0.470859,-0.0944564,0.48024,,0.000152044,0.000280735,5.21326,fluid
42,0.0539598,-0.0346779,,999.967,9.59034e-05,-64.9554,,0.402666,-0.0823497,0.411001,,-0.000128689,0.000366766,5.84587,fluid
43,0.0615439,-0.0180709,,999.954,6.94532e-05,-91.08,,0.321113,-0.0539946,0.32562,,-0.000649218,0.000315577,4.46623,fluid
44,0.0790004,0,,999.954,0.000232461,-90.1766,,0.146412,1.67716e-14,0.146412,,-0.000606845,3.31327e-13,-1.55832e-12,fluid
45,0.0758004,0.022257,,999.968,8.71444e-06,-62.1442,,0.243182,-0.0241123,0.244374,,-0.000274583,-0.000232905,-4.53623,fluid
46,0.0664594,0.0427109,,999.979,-3.88429e-05,-40.7609,,0.393467,0.00529315,0.393502,,0.000134304,-0.000181904,-5.68229,fluid
47,0.0517343,0.0597046,,999.987,-1.67828e-05,-26.0356,,0.488836,0.0334425,0.489979,,0.000292558,-0.000167314,-4.50924,fluid
48,0.032818,0.0718613,,999.99,8.01828e-05,-19.0787,,0.532856,0.0530621,0.535492,,0.000389316,-0.000140564,-3.07362,fluid
