h/dp :,2
L2norm Pressure,KE,dr0,Nfluid
0,418.24,0.0141421,660

t,3
ID,x,y,,rho,drhodt,pressure,,u,v,velocity,,dudt,dvdt,vorticity,type
0,0.05,0,,999.937,0,-122.9,,0,0,0,,0,0,0,boundary
1,0.0479746,0.0140866,,999.943,0,-111.582,,0,0,0,,0,0,0,boundary
2,0.0420627,0.027032,,999.955,0,-87.9987,,0,0,0,,0,0,0,boundary
3,0.032743,0.0377875,,999.966,0,-66.9763,,0,0,0,,0,0,0,boundary
4,0.0207708,0.0454816,,999.977,0,-44.2068,,0,0,0,,0,0,0,boundary
5,0.00711574,0.0494911,,999.994,0,-12.0948,,0,0,0,,0,0,0,boundary
6,-0.00711574,0.0494911,,1000.01,0,23.1917,,0,0,0,,0,0,0,boundary
7,-0.0207708,0.0454816,,1000.03,0,50.6631,,0,0,0,,0,0,0,boundary
8,-0.032743,0.0377875,,1000.03,0,67.6272,,0,0,0,,0,0,0,boundary
9,-0.0420627,0.027032,,1000.04,0,78.6508,,0,0,0,,0,0,0,boundary
10,-0.0479746,0.0140866,,1000.04,0,86.2493,,0,0,0,,0,0,0,boundary
11,-0.05,6.12323e-18,,1000.05,0,89.328,,0,0,0,,0,0,0,boundary
12,-0.0479746,-0.0140866,,1000.04,0,86.2493,,0,0,0,,0,0,0,boundary
13,-0.0420627,-0.027032,,1000.04,0,78.6508,,0,0,0,,0,0,0,boundary
14,-0.032743,-0.0377875,,1000.03,0,67.6272,,0,0,0,,0,0,0,boundary
15,-0.0207708,-0.0454816,,1000.03,0,50.6631,,0,0,0,,0,0,0,boundary
16,-0.00711574,-0.0494911,,1000.01,0,23.1917,,0,0,0,,0,0,0,boundary
17,0.00711574,-0.0494911,,999.994,0,-12.0948,,0,0,0,,0,0,0,boundary
18,0.0207708,-0.0454816,,999.977,0,-44.2068,,0,0,0,,0,0,0,boundary
19,0.032743,-0.0377875,,999.966,0,-66.9763,,0,0,0,,0,0,0,boundary
20,0.0420627,-0.027032,,999.955,0,-87.9987,,0,0,0,,0,0,0,boundary
21,0.0479746,-0.0140866,,999.943,0,-111.582,,0,0,0,,0,0,0,boundary
22,0.0641421,0,,999.947,9.85018e-05,-104.031,,0.287716,1.0963e-13,0.287716,,0.000218407,1.88202e-12,-2.46703e-12,fluid
23,0.0615439,0.0180709,,999.954,6.44026e-06,-89.9477,,0.325755,0.0592132,0.331092,,9.86215e-05,0.000114688,-4.54583,fluid
