h/dp :,2
L2norm Pressure,KE,dr0,Nfluid
0,418.28,0.0141421,660

t,5.43005
ID,x,y,,rho,drhodt,pressure,,u,v,velocity,,dudt,dvdt,vorticity,type
0,0.05,0,,999.937,0,-124.274,,0,0,0,,0,0,0,boundary
1,0.0479746,0.0140866,,999.942,0,-112.939,,0,0,0,,0,0,0,boundary
2,0.0420627,0.027032,,999.954,0,-89.4581,,0,0,0,,0,0,0,boundary
3,0.032743,0.0377875,,999.965,0,-68.1466,,0,0,0,,0,0,0,boundary
4,0.0207708,0.0454816,,999.977,0,-45.1614,,0,0,0,,0,0,0,boundary
5,0.00711574,0.0494911,,999.993,0,-13.1029,,0,0,0,,0,0,0,boundary
6,-0.00711574,0.0494911,,1000.01,0,22.6011,,0,0,0,,0,0,0,boundary
7,-0.0207708,0.0454816,,1000.03,0,51.5012,,0,0,0,,0,0,0,boundary
8,-0.032743,0.0377875,,1000.04,0,69.8748,,0,0,0,,0,0,0,boundary
9,-0.0420627,0.027032,,1000.04,0,81.6657,,0,0,0,,0,0,0,boundary
10,-0.0479746,0.0140866,,1000.05,0,89.4609,,0,0,0,,0,0,0,boundary
11,-0.05,6.12323e-18,,1000.05,0,92.468,,0,0,0,,0,0,0,boundary
12,-0.0479746,-0.0140866,,1000.05,0,89.4609,,0,0,0,,0,0,0,boundary
13,-0.0420627,-0.027032,,1000.04,0,81.6657,,0,0,0,,0,0,0,boundary
14,-0.032743,-0.0377875,,1000.04,0,69.8748,,0,0,0,,0,0,0,boundary
15,-0.0207708,-0.0454816,,1000.03,0,51.5012,,0,0,0,,0,0,0,boundary
16,-0.00711574,-0.0494911,,1000.01,0,22.6011,,0,0,0,,0,0,0,boundary
17,0.00711574,-0.0494911,,999.993,0,-13.1029,,0,0,0,,0,0,0,boundary
18,0.0207708,-0.0454816,,999.977,0,-45.1614,,0,0,0,,0,0,0,boundary
19,0.032743,-0.0377875,,999.965,0,-68.1466,,0,0,0,,0,0,0,boundary
20,0.0420627,-0.027032,,999.954,0,-89.4581,,0,0,0,,0,0,0,boundary
21,0.0479746,-0.0140866,,999.942,0,-112.939,,0,0,0,,0,0,0,boundary
22,0.0641421,0,,999.946,4.52379e-05,-105.393,,0.281014,9.68887e-14,0.281014,,-0.000496509,6.39837e-13,-2.50074e-12,fluid
23,0.0615439,0.0180709,,999.954,8.57135e-05,-90.9039,,0.320589,0.0537747,0.325068,,-0.000370565,-0.000133425,-4.47324,fluid
24,0.0539598,0.0346779,,999.967,0.000105125,-64.7288,,0.402509,0.082117,0.4108,,-0.000195925,-0.00015098,-5.85338,fluid
25,0.0420042,0.0484754,,999.973,8.77487e-05,-52.4098,,0.470839,0.0942836,0.480187,,-0.000167694,-0.00013618,-5.21936,fluid
26,0.0266456,0.0583457,,999.981,4.48591e-05,-38.0399,,0.521055,0.0912363,0.528982,,-0.000142609,-0.000188522,-4.14962,fluid
27,0.00912838,0.0634893,,999.997,-7.69725e-05,-6.44947,,0.547448,0.088714,0.55459,,-0.000158966,-0.000210508,-3.40341,fluid
28,-0.00912838,0.0634893,,1000.01,-3.78675e-05,22.1324,,0.560262,0.0909186,0.567591,,-0.000262714,-0.000221782,-2.74216,fluid
29,-0.0266456,0.0583457,,1000.02,6.1107e-05,45.9734,,0.555917,0.0909141,0.563302,,-6.56753e-06,-0.000119843,-2.04404,fluid
30,-0.0420042,0.0484754,,1000.03,2.78627e-05,50.4035,,0.538945,0.0714354,0.543659,,-0.000409277,-0.000132286,-1.5237,fluid
31,-0.0539598,0.0346779,,1000.03,3.69342e-05,53.9833,,0.530324,0.047034,0.532405,,-0.000814308,-0.000256082,-1.05619,fluid
32,-0.0615439,0.0180709,,1000.03,1.91756e-05,59.3226,,0.52314,0.0263668,0.523804,,-0.000933955,3.66852e-05,-0.544167,fluid
33,-0.0641421,7.85515e-18,,1000.03,-5.28355e-05,60.4746,,0.518354,-1.02781e-13,0.518354,,-0.00112613,1.47804e-12,2.5455e-15,fluid
34,-0.0615439,-0.0180709,,1000.03,1.91756e-05,59.3226,,0.52314,-0.0263668,0.523804,,-0.000933955,-3.66852e-05,0.544167,fluid
35,-0.0539598,-0.0346779,,1000.03,3.69343e-05,53.9833,,0.530324,-0.047034,0.532405,,-0.000814308,0.000256082,1.05619,fluid
36,-0.0420042,-0.0484754,,1000.03,2.78627e-05,50.4035,,0.538945,-0.0714354,0.543659,,-0.000409277,0.000132286,1.5237,fluid
37,-0.0266456,-0.0583457,,1000.02,6.11069e-05,45.9734,,0.555917,-0.0909141,0.563302,,-6.56753e-06,0.000119843,2.04404,fluid
38,-0.00912838,-0.0634893,,1000.01,-3.78676e-05,22.1324,,0.560262,-0.0909186,0.567591,,-0.000262714,0.000221782,2.74216,fluid
39,0.00912838,-0.0634893,,999.997,-7.69725e-05,-6.44947,,0.547448,-0.088714,0.55459,,-0.000158966,0.000210508,3.40341,fluid
40,0.0266456,-0.0583457,,999.981,4.48593e-05,-38.0399,,0.521055,-0.0912363,0.528982,,-0.000142609,0.000188522,4.14962,fluid
41,0.0420042,-0.0484754,,999.973,8.77488e-05,-52.4098,,0.470839,-0.0942836,0.480187,,-0.000167694,0.00013618,5.21936,fluid
42,0.0539598,-0.0346779,,999.967,0.000105125,-64.7288,,0.402509,-0.082117,0.4108,,-0.000195925,0.00015098,5.85338,fluid
43,0.0615439,-0.0180709,,999.954,8.57134e-05,-90.9039,,0.320589,-0.0537747,0.325068,,-0.000370565,0.000133425,4.47324,fluid
44,0.0790004,0,,999.954,0.000123686,-89.8555,,0.145911,2.27744e-14,0.145911,,-0.00032595,1.55793e-12,-1.93777e-12,fluid
45,0.0758004,0.022257,,999.968,3.39992e-05,-62.1364,,0.242946,-0.0242785,0.244156,,-0.000190143,-6.30868e-05,-4.54281,fluid
46,0.0664594,0.0427109,,999.979,2.83058e-05,-40.795,,0.393532,0.00516559,0.393565,,-6.02177e-05,-5.04662e-05,-5.68904,fluid
47,0.0517343,0.0597046,,999.987,8.53289e-05,-25.9527,,0.488961,0.033324,0.490095,,-7.01041e-05,-7.10534e-05,-4.51494,fluid
48,0.032818,0.0718613,,999.99,0.000125879,-18.8506,,0.533029,0.0529337,0.535651,,-1.17268e-05,-0.000106897,-3.07962,fluid
49,0.0112429,0.0781963,,999.999,0.000167574,-1.24942,,0.549574,0.0666908,0.553606,,0.00019462,-0.000239537,-2.02791,fluid
50,-0.0112429,0.0781963,,1000.01,-0.000145783,12.6602,,0.546996,0.0850912,0.553575,,-1.84779e-05,-0.000174999,-1.31883,fluid
51,-0.032818,0.0718613,,1000.02,-2.72365e-05,38.0192,,0.512443,0.0920297,0.520641,,-3.33864e-05,-0.000167577,-0.918005,fluid
52,-0.0517343,0.0597046,,1000.04,3.54209e-05,71.0709,,0.482213,0.082549,0.489228,,0.00012909,-7.41386e-05,-0.612268,fluid
53,-0.0664594,0.0427109,,1000.05,-0.000228958,98.1445,,0.457637,0.063661,0.462043,,-0.000331505,-8.63058e-05,-0.421248,fluid
54,-0.0758004,0.022257,,1000.06,-7.55234e-05,117.933,,0.433084,0.0346757,0.43447,,-0.000784841,-6.31812e-05,-0.278469,fluid
55,-0.0790004,9.67476e-18,,1000.06,3.34657e-05,122.408,,0.423241,-4.55946e-14,0.423241,,-0.0010185,7.64825e-13,-2.18058e-14,fluid
56,-0.0758004,-0.022257,,1000.06,-7.55233e-05,117.933,,0.433084,-0.0346757,0.43447,,-0.000784841,6.31812e-05,0.278469,fluid
