t,FxPressure,FyPressure,FxViscous,FyViscous,Fx,Fy,CD,CL
0.0226961,13.1961,-1.63405e-11,0,0,13.1961,-1.63405e-11,26.3921,-3.26811e-11
0.0229165,15.3049,-2.92557e-11,0,0,15.3049,-2.92557e-11,30.6099,-5.85113e-11
0.0231368,16.504,3.82093e-11,0,0,16.504,3.82093e-11,33.008,7.64186e-11
0.0233572,16.7737,-5.17919e-14,0,0,16.7737,-5.17919e-14,33.5473,-1.03584e-13
0.0235776,16.1409,2.46566e-11,0,0,16.1409,2.46566e-11,32.2818,4.93132e-11
0.023798,14.676,8.89527e-12,0,0,14.676,8.89527e-12,29.352,1.77905e-11
0.0240184,12.4877,-3.7238e-11,0,0,12.4877,-3.7238e-11,24.9753,-7.4476e-11
0.0242387,9.71642,-5.47005e-11,0,0,9.71642,-5.47005e-11,19.4328,-1.09401e-10
0.0244591,6.52623,-5.60055e-11,0,0,6.52623,-5.60055e-11,13.0525,-1.12011e-10
0.0246795,3.09573,1.6796e-11,0,0,3.09573,1.6796e-11,6.19145,3.3592e-11
0.0248999,-0.391134,-4.1842e-11,0,0,-0.391134,-4.1842e-11,-0.782268,-8.36841e-11
0.0251203,-3.75429,1.92983e-11,0,0,-3.75429,1.92983e-11,-7.50858,3.85967e-11
0.0253406,-6.82633,-4.73023e-11,0,0,-6.82633,-4.73023e-11,-13.6527,-9.46045e-11
0.025561,-9.4603,-8.55884e-11,0,0,-9.4603,-8.55884e-11,-18.9206,-1.71177e-10
0.0257814,-11.5363,-5.10325e-11,0,0,-11.5363,-5.10325e-11,-23.0726,-1.02065e-10
0.0260018,-12.9664,-7.29536e-11,0,0,-12.9664,-7.29536e-11,-25.9329,-1.45907e-10
0.0262222,-13.6981,-1.14289e-10,0,0,-13.6981,-1.14289e-10,-27.3963,-2.28578e-10
0.0264426,-13.7156,-8.658e-11,0,0,-13.7156,-8.658e-11,-27.4311,-1.7316e-10
0.0266629,-13.0393,-8.7525e-11,0,0,-13.0393,-8.7525e-11,-26.0785,-1.7505e-10
0.0268833,-11.7239,-1.23319e-10,0,0,-11.7239,-1.23319e-10,-23.4478,-2.46638e-10
0.0271037,-9.85448,-9.17682e-11,0,0,-9.85448,-9.17682e-11,-19.709,-1.83536e-10
0.0273241,-7.5411,-1.9136e-11,0,0,-7.5411,-1.9136e-11,-15.0822,-3.82719e-11
0.0275444,-4.91282,-9.98505e-11,0,0,-4.91282,-9.98505e-11,-9.82564,-1.99701e-10
0.0277648,-2.11071,-7.24595e-11,0,0,-2.11071,-7.24595e-11,-4.22142,-1.44919e-10
0.0279852,0.719518,-2.77446e-11,0,0,0.719518,-2.77446e-11,1.43904,-5.54891e-11
0.0282056,3.43478,5.52638e-11,0,0,3.43478,5.52638e-11,6.86957,1.10528e-10
0.0284259,5.9016,9.5586e-12,0,0,5.9016,9.5586e-12,11.8032,1.91172e-11
0.0286463,8.00236,-4.78097e-11,0,0,8.00236,-4.78097e-11,16.0047,-9.56193e-11
0.0288667,9.6406,-4.27131e-11,0,0,9.6406,-4.27131e-11,19.2812,-8.54262e-11
0.0290871,10.7451,3.23134e-11,0,0,10.7451,3.23134e-11,21.4903,6.46269e-11
0.0293074,11.2728,-5.27839e-12,0,0,11.2728,-5.27839e-12,22.5457,-1.05568e-11
0.0295278,11.2099,3.86994e-11,0,0,11.2099,3.86994e-11,22.4197,7.73988e-11
0.0297482,10.5716,2.79374e-11,0,0,10.5716,2.79374e-11,21.1433,5.58747e-11
0.0299686,9.40112,1.17003e-11,0,0,9.40112,1.17003e-11,18.8022,2.34005e-11
0.0301889,7.76598,-1.39371e-11,0,0,7.76598,-1.39371e-11,15.532,-2.78743e-11
0.0304093,5.75456,-4.08321e-11,0,0,5.75456,-4.08321e-11,11.5091,-8.16643e-11
0.0306297,3.47105,-3.3222e-11,0,0,3.47105,-3.3222e-11,6.94209,-6.6444e-11
0.03085,1.02993,-7.64706e-12,0,0,1.02993,-7.64706e-12,2.05985,-1.52941e-11
0.0310704,-1.44978,-3.79094e-11,0,0,-1.44978,-3.79094e-11,-2.89956,-7.58188e-11
0.0312907,-3.8504,-3.38103e-11,0,0,-3.8504,-3.38103e-11,-7.7008,-6.76206e-11
0.0315111,-6.06124,-7.96014e-11,0,0,-6.06124,-7.96014e-11,-12.1225,-1.59203e-10
0.0317315,-7.98364,-7.11126e-11,0,0,-7.98364,-7.11126e-11,-15.9673,-1.42225e-10
0.0319518,-9.53543,-3.43424e-11,0,0,-9.53543,-3.43424e-11,-19.0709,-6.86849e-11
0.0321722,-10.6543,-4.59532e-11,0,0,-10.6543,-4.59532e-11,-21.3086,-9.19063e-11
0.0323925,-11.3002,-7.74451e-11,0,0,-11.3002,-7.74451e-11,-22.6005,-1.5489e-10
0.0326129,-11.4567,-7.6911e-11,0,0,-11.4567,-7.6911e-11,-22.9135,-1.53822e-10
0.0328333,-11.1309,-4.96286e-11,0,0,-11.1309,-4.96286e-11,-22.2619,-9.92572e-11
0.0330536,-10.3525,-8.2494e-11,0,0,-10.3525,-8.2494e-11,-20.705,-1.64988e-10
0.033274,-9.17153,-1.43453e-10,0,0,-9.17153,-1.43453e-10,-18.3431,-2.86906e-10
0.0334944,-7.65557,-5.34158e-11,0,0,-7.65557,-5.34158e-11,-15.3111,-1.06832e-10
0.0337148,-5.88583,-3.38674e-11,0,0,-5.88583,-3.38674e-11,-11.7717,-6.77348e-11
0.0339352,-3.95285,1.74386e-12,0,0,-3.95285,1.74386e-12,-7.9057,3.48771e-12
0.0341555,-1.95195,-6.64415e-11,0,0,-1.95195,-6.64415e-11,-3.90389,-1.32883e-10
0.0343759,0.0215055,-9.74281e-11,0,0,0.0215055,-9.74281e-11,0.043011,-1.94856e-10
0.0345963,1.87661,-1.55134e-11,0,0,1.87661,-1.55134e-11,3.75322,-3.10269e-11
0.0348167,3.53112,-6.61541e-11,0,0,3.53112,-6.61541e-11,7.06224,-1.32308e-10
0.035037,4.9151,2.28595e-11,0,0,4.9151,2.28595e-11,9.83019,4.5719e-11
0.0352574,5.9738,-4.11898e-11,0,0,5.9738,-4.11898e-11,11.9476,-8.23796e-11
0.0354778,6.6698,-2.4681e-11,0,0,6.6698,-2.4681e-11,13.3396,-4.9362e-11
0.0356981,6.98418,3.33681e-11,0,0,6.98418,3.33681e-11,13.9684,6.67362e-11
0.0359185,6.91677,1.86226e-12,0,0,6.91677,1.86226e-12,13.8335,3.72452e-12
0.0361389,6.48555,-5.35172e-11,0,0,6.48555,-5.35172e-11,12.9711,-1.07034e-10
0.0363592,5.72513,4.31879e-11,0,0,5.72513,4.31879e-11,11.4503,8.63757e-11
0.0365796,4.68454,-8.23623e-11,0,0,4.68454,-8.23623e-11,9.36907,-1.64725e-10
0.0367999,3.42436,8.29328e-12,0,0,3.42436,8.29328e-12,6.84872,1.65866e-11
0.0370203,2.01345,1.85344e-11,0,0,2.01345,1.85344e-11,4.02689,3.70688e-11
0.0372406,0.525322,3.93856e-12,0,0,0.525322,3.93856e-12,1.05064,7.87713e-12
0.037461,-0.965502,2.00905e-11,0,0,-0.965502,2.00905e-11,-1.931,4.0181e-11
0.0376813,-2.38714,-4.66546e-11,0,0,-2.38714,-4.66546e-11,-4.77427,-9.33093e-11
0.0379017,-3.67367,5.48647e-12,0,0,-3.67367,5.48647e-12,-7.34734,1.09729e-11
0.038122,-4.76812,5.57135e-12,0,0,-4.76812,5.57135e-12,-9.53625,1.11427e-11
0.0383424,-5.62488,-6.07788e-11,0,0,-5.62488,-6.07788e-11,-11.2498,-1.21558e-10
0.0385627,-6.21148,-5.26529e-11,0,0,-6.21148,-5.26529e-11,-12.423,-1.05306e-10
0.0387831,-6.50972,-2.48824e-11,0,0,-6.50972,-2.48824e-11,-13.0194,-4.97647e-11
0.0390034,-6.51602,-4.67691e-11,0,0,-6.51602,-4.67691e-11,-13.032,-9.35382e-11
0.0392238,-6.24109,-3.68786e-11,0,0,-6.24109,-3.68786e-11,-12.4822,-7.37573e-11
0.0394441,-5.70889,8.42458e-12,0,0,-5.70889,8.42458e-12,-11.4178,1.68492e-11
0.0396645,-4.95505,-5.38811e-11,0,0,-4.95505,-5.38811e-11,-9.9101,-1.07762e-10
0.0398848,-4.02467,-6.07873e-11,0,0,-4.02467,-6.07873e-11,-8.04934,-1.21575e-10
0.0401052,-2.96987,-6.91063e-11,0,0,-2.96987,-6.91063e-11,-5.93973,-1.38213e-10
0.0403256,-1.84695,-2.50612e-11,0,0,-1.84695,-2.50612e-11,-3.6939,-5.01223e-11
0.0405459,-0.713583,3.59425e-11,0,0,-0.713583,3.59425e-11,-1.42717,7.18849e-11
0.0407663,0.374103,-3.26426e-11,0,0,0.374103,-3.26426e-11,0.748207,-6.52852e-11
0.0409866,1.36416,-3.43916e-11,0,0,1.36416,-3.43916e-11,2.72832,-6.87833e-11
0.041207,2.21121,-4.47633e-11,0,0,2.21121,-4.47633e-11,4.42242,-8.95267e-11
0.0414273,2.87843,-1.87885e-11,0,0,2.87843,-1.87885e-11,5.75685,-3.75769e-11
0.0416477,3.33905,-7.52509e-11,0,0,3.33905,-7.52509e-11,6.67809,-1.50502e-10
0.041868,3.57731,-4.1737e-11,0,0,3.57731,-4.1737e-11,7.15462,-8.3474e-11
0.0420884,3.58887,-2.42366e-11,0,0,3.58887,-2.42366e-11,7.17774,-4.84732e-11
0.0423087,3.38062,-5.04046e-11,0,0,3.38062,-5.04046e-11,6.76123,-1.00809e-10
0.0425291,2.96995,-5.73919e-12,0,0,2.96995,-5.73919e-12,5.93991,-1.14784e-11
0.0427494,2.38361,3.66052e-12,0,0,2.38361,3.66052e-12,4.76723,7.32103e-12
0.0429697,1.65604,-7.02222e-11,0,0,1.65604,-7.02222e-11,3.31208,-1.40444e-10
0.0431901,0.827452,-1.82274e-11,0,0,0.827452,-1.82274e-11,1.6549,-3.64548e-11
0.0434104,-0.0583035,-1.26974e-11,0,0,-0.0583035,-1.26974e-11,-0.116607,-2.53947e-11
0.0436307,-0.955996,-1.46129e-11,0,0,-0.955996,-1.46129e-11,-1.91199,-2.92259e-11
0.0438511,-1.82127,-4.79069e-11,0,0,-1.82127,-4.79069e-11,-3.64253,-9.58139e-11
0.0440714,-2.61275,-4.36212e-11,0,0,-2.61275,-4.36212e-11,-5.2255,-8.72423e-11
0.0442917,-3.29399,-6.50897e-11,0,0,-3.29399,-6.50897e-11,-6.58799,-1.30179e-10
0.0445121,-3.83507,-8.78365e-11,0,0,-3.83507,-8.78365e-11,-7.67014,-1.75673e-10
0.0447324,-4.21381,-2.95617e-11,0,0,-4.21381,-2.95617e-11,-8.42763,-5.91234e-11
0.0449527,-4.41667,-1.87217e-11,0,0,-4.41667,-1.87217e-11,-8.83333,-3.74434e-11
0.0451731,-4.43904,1.72076e-11,0,0,-4.43904,1.72076e-11,-8.87808,3.44152e-11
0.0453934,-4.28527,-9.62067e-11,0,0,-4.28527,-9.62067e-11,-8.57054,-1.92413e-10
0.0456137,-3.96811,-1.1157e-10,0,0,-3.96811,-1.1157e-10,-7.93622,-2.23141e-10
0.0458341,-3.50785,-7.46825e-11,0,0,-3.50785,-7.46825e-11,-7.01571,-1.49365e-10
0.0460544,-2.93112,-7.2721e-11,0,0,-2.93112,-7.2721e-11,-5.86224,-1.45442e-10
0.0462748,-2.26934,-3.6967e-11,0,0,-2.26934,-3.6967e-11,-4.53868,-7.39341e-11
0.0464951,-1.55711,-6.99437e-13,0,0,-1.55711,-6.99437e-13,-3.11422,-1.39887e-12
0.0467154,-0.830388,-8.22662e-11,0,0,-0.830388,-8.22662e-11,-1.66078,-1.64532e-10
0.0469358,-0.124741,-1.61243e-11,0,0,-0.124741,-1.61243e-11,-0.249482,-3.22486e-11
0.0471561,0.526386,-1.73868e-11,0,0,0.526386,-1.73868e-11,1.05277,-3.47736e-11
0.0473764,1.09321,1.36063e-12,0,0,1.09321,1.36063e-12,2.18642,2.72125e-12
0.0475968,1.55094,2.0682e-11,0,0,1.55094,2.0682e-11,3.10189,4.13641e-11
0.0478171,1.88082,1.49857e-11,0,0,1.88082,1.49857e-11,3.76163,2.99715e-11
0.0480374,2.07081,-5.83627e-11,0,0,2.07081,-5.83627e-11,4.14162,-1.16725e-10
0.0482578,2.11602,1.86201e-12,0,0,2.11602,1.86201e-12,4.23204,3.72402e-12
0.0484781,2.01866,-3.31094e-11,0,0,2.01866,-3.31094e-11,4.03732,-6.62188e-11
0.0486984,1.78775,4.34011e-11,0,0,1.78775,4.34011e-11,3.5755,8.68023e-11
0.0489187,1.43844,-1.9564e-11,0,0,1.43844,-1.9564e-11,2.87688,-3.91279e-11
0.0491391,0.991118,-2.45781e-11,0,0,0.991118,-2.45781e-11,1.98224,-4.91561e-11
0.0493594,0.470238,5.51589e-12,0,0,0.470238,5.51589e-12,0.940476,1.10318e-11
0.0495797,-0.0969652,-3.32643e-11,0,0,-0.0969652,-3.32643e-11,-0.19393,-6.65287e-11
0.0498,-0.681882,1.30732e-11,0,0,-0.681882,1.30732e-11,-1.36376,2.61464e-11
0.0500203,-1.25594,-2.68662e-11,0,0,-1.25594,-2.68662e-11,-2.51188,-5.37323e-11
0.0502406,-1.79198,-5.52807e-11,0,0,-1.79198,-5.52807e-11,-3.58395,-1.10561e-10
0.050461,-2.26549,-5.55775e-11,0,0,-2.26549,-5.55775e-11,-4.53099,-1.11155e-10
0.0506813,-2.65574,-7.71765e-11,0,0,-2.65574,-7.71765e-11,-5.31149,-1.54353e-10
0.0509016,-2.94661,-1.27454e-10,0,0,-2.94661,-1.27454e-10,-5.89322,-2.54908e-10
0.0511219,-3.12722,-1.07765e-10,0,0,-3.12722,-1.07765e-10,-6.25445,-2.1553e-10
0.0513422,-3.19231,-3.51002e-11,0,0,-3.19231,-3.51002e-11,-6.38462,-7.02003e-11
0.0515626,-3.14227,-7.56367e-11,0,0,-3.14227,-7.56367e-11,-6.28454,-1.51273e-10
0.0517829,-2.98296,-8.24335e-11,0,0,-2.98296,-8.24335e-11,-5.96592,-1.64867e-10
0.0520032,-2.72525,-3.49153e-11,0,0,-2.72525,-3.49153e-11,-5.45049,-6.98306e-11
0.0522235,-2.38431,-4.68181e-11,0,0,-2.38431,-4.68181e-11,-4.76863,-9.36363e-11
0.0524438,-1.9788,-5.84346e-11,0,0,-1.9788,-5.84346e-11,-3.95759,-1.16869e-10
0.0526641,-1.52978,-6.99129e-11,0,0,-1.52978,-6.99129e-11,-3.05956,-1.39826e-10
0.0528845,-1.05969,-2.15793e-12,0,0,-1.05969,-2.15793e-12,-2.11938,-4.31586e-12
0.0531048,-0.591205,-4.03621e-11,0,0,-0.591205,-4.03621e-11,-1.18241,-8.07243e-11
0.0533251,-0.14613,-4.54297e-11,0,0,-0.14613,-4.54297e-11,-0.29226,-9.08593e-11
0.0535454,0.255592,-1.40486e-11,0,0,0.255592,-1.40486e-11,0.511183,-2.80971e-11
0.0537657,0.596782,-1.34031e-12,0,0,0.596782,-1.34031e-12,1.19356,-2.68061e-12
0.053986,0.863754,-2.48344e-11,0,0,0.863754,-2.48344e-11,1.72751,-4.96688e-11
0.0542064,1.04684,-2.01147e-11,0,0,1.04684,-2.01147e-11,2.09368,-4.02294e-11
0.0544267,1.14073,4.81498e-11,0,0,1.14073,4.81498e-11,2.28146,9.62995e-11
0.054647,1.14456,1.08542e-11,0,0,1.14456,1.08542e-11,2.28912,2.17083e-11
0.0548673,1.0618,-1.91457e-11,0,0,1.0618,-1.91457e-11,2.12361,-3.82914e-11
0.0550876,0.899961,2.01501e-11,0,0,0.899961,2.01501e-11,1.79992,4.03002e-11
0.0553079,0.670041,1.37175e-11,0,0,0.670041,1.37175e-11,1.34008,2.74351e-11
0.0555282,0.385925,-1.21994e-11,0,0,0.385925,-1.21994e-11,0.77185,-2.43989e-11
0.0557485,0.0635846,-3.22878e-11,0,0,0.0635846,-3.22878e-11,0.127169,-6.45755e-11
0.0559688,-0.279754,3.49811e-11,0,0,-0.279754,3.49811e-11,-0.559509,6.99622e-11
0.0561891,-0.62649,5.971e-12,0,0,-0.62649,5.971e-12,-1.25298,1.1942e-11
0.0564094,-0.959505,-7.27328e-12,0,0,-0.959505,-7.27328e-12,-1.91901,-1.45466e-11
0.0566297,-1.26298,-3.96539e-11,0,0,-1.26298,-3.96539e-11,-2.52596,-7.93079e-11
0.05685,-1.52311,-1.3572e-11,0,0,-1.52311,-1.3572e-11,-3.04622,-2.7144e-11
0.0570703,-1.7287,-1.58189e-11,0,0,-1.7287,-1.58189e-11,-3.45741,-3.16377e-11
0.0572906,-1.87163,-2.63481e-12,0,0,-1.87163,-2.63481e-12,-3.74326,-5.26962e-12
0.0575109,-1.94711,-4.33837e-11,0,0,-1.94711,-4.33837e-11,-3.89422,-8.67673e-11
0.0577312,-1.95383,-9.65052e-11,0,0,-1.95383,-9.65052e-11,-3.90767,-1.9301e-10
0.0579515,-1.8939,-6.19107e-11,0,0,-1.8939,-6.19107e-11,-3.78781,-1.23821e-10
