h/dp :,2
L2norm Pressure,KE,dr0,Nfluid
2.75773,16.7164,0.0141421,660

t,7.57019
ID,x,y,,rho,drhodt,pressure,,u,v,velocity,,dudt,dvdt,vorticity,type
0,0.05,0,,999.999,0,-2.79032,,-0,1.3279e-13,1.3279e-13,,0,0,0,boundary
1,0.0479746,0.0140866,,999.999,0,-2.36974,,0.00643838,-0.0219271,0.0228528,,0,0,0,boundary
2,0.0420627,0.027032,,999.999,0,-1.49528,,0.0256517,-0.0399149,0.0474469,,0,0,0,boundary
3,0.032743,0.0377875,,1000,0,-0.581434,,0.0542504,-0.0470082,0.0717836,,0,0,0,boundary
4,0.0207708,0.0454816,,1000,0,0.235579,,0.0839604,-0.0383434,0.0923015,,0,0,0,boundary
5,0.00711574,0.0494911,,1000,0,1.00608,,0.104786,-0.015066,0.105864,,0,0,0,boundary
6,-0.00711574,0.0494911,,1000,0,1.87046,,0.109579,0.0157551,0.110706,,0,0,0,boundary
7,-0.0207708,0.0454816,,1000,0,2.74008,,0.0962518,0.0439567,0.105814,,0,0,0,boundary
8,-0.032743,0.0377875,,1000,0,3.39957,,0.0675479,0.0585306,0.0893787,,0,0,0,boundary
9,-0.0420627,0.027032,,1000,0,3.84989,,0.034913,0.0543258,0.0645772,,0,0,0,boundary
10,-0.0479746,0.0140866,,1000,0,4.17007,,0.00948289,0.0322957,0.0336592,,0,0,0,boundary
11,-0.05,6.12323e-18,,1000,0,4.28172,,-3.30868e-29,-2.70175e-13,2.70175e-13,,0,0,0,boundary
12,-0.0479746,-0.0140866,,1000,0,4.17007,,0.00948289,-0.0322957,0.0336592,,0,0,0,boundary
13,-0.0420627,-0.027032,,1000,0,3.84989,,0.034913,-0.0543258,0.0645772,,0,0,0,boundary
14,-0.032743,-0.0377875,,1000,0,3.39957,,0.0675479,-0.0585306,0.0893787,,0,0,0,boundary
15,-0.0207708,-0.0454816,,1000,0,2.74008,,0.0962518,-0.0439567,0.105814,,0,0,0,boundary
16,-0.00711574,-0.0494911,,1000,0,1.87046,,0.109579,-0.0157551,0.110706,,0,0,0,boundary
17,0.00711574,-0.0494911,,1000,0,1.00608,,0.104786,0.015066,0.105864,,0,0,0,boundary
18,0.0207708,-0.0454816,,1000,0,0.235579,,0.0839604,0.0383434,0.0923015,,0,0,0,boundary
19,0.032743,-0.0377875,,1000,0,-0.581434,,0.0542504,0.0470082,0.0717836,,0,0,0,boundary
20,0.0420627,-0.027032,,999.999,0,-1.49528,,0.0256517,0.0399149,0.0474469,,0,0,0,boundary
