h/dp :,2
L2norm Pressure,KE,dr0,Nfluid
0,418.273,0.0141421,660

t,4.44012
ID,x,y,,rho,drhodt,pressure,,u,v,velocity,,dudt,dvdt,vorticity,type
0,0.05,0,,999.937,0,-124.441,,0,0,0,,0,0,0,boundary
1,0.0479746,0.0140866,,999.942,0,-113.127,,0,0,0,,0,0,0,boundary
2,0.0420627,0.027032,,999.954,0,-89.6708,,0,0,0,,0,0,0,boundary
3,0.032743,0.0377875,,999.965,0,-68.3791,,0,0,0,,0,0,0,boundary
4,0.0207708,0.0454816,,999.977,0,-45.3542,,0,0,0,,0,0,0,boundary
5,0.00711574,0.0494911,,999.993,0,-13.109,,0,0,0,,0,0,0,boundary
6,-0.00711574,0.0494911,,1000.01,0,22.707,,0,0,0,,0,0,0,boundary
7,-0.0207708,0.0454816,,1000.03,0,51.4858,,0,0,0,,0,0,0,boundary
8,-0.032743,0.0377875,,1000.04,0,69.8187,,0,0,0,,0,0,0,boundary
9,-0.0420627,0.027032,,1000.04,0,81.6438,,0,0,0,,0,0,0,boundary
10,-0.0479746,0.0140866,,1000.05,0,89.4882,,0,0,0,,0,0,0,boundary
11,-0.05,6.12323e-18,,1000.05,0,92.5493,,0,0,0,,0,0,0,boundary
12,-0.0479746,-0.0140866,,1000.05,0,89.4882,,0,0,0,,0,0,0,boundary
13,-0.0420627,-0.027032,,1000.04,0,81.6438,,0,0,0,,0,0,0,boundary
14,-0.032743,-0.0377875,,1000.04,0,69.8187,,0,0,0,,0,0,0,boundary
15,-0.0207708,-0.0454816,,1000.03,0,51.4858,,0,0,0,,0,0,0,boundary
16,-0.00711574,-0.0494911,,1000.01,0,22.707,,0,0,0,,0,0,0,boundary
17,0.00711574,-0.0494911,,999.993,0,-13.109,,0,0,0,,0,0,0,boundary
18,0.0207708,-0.0454816,,999.977,0,-45.3542,,0,0,0,,0,0,0,boundary
19,0.032743,-0.0377875,,999.965,0,-68.3791,,0,0,0,,0,0,0,boundary
20,0.0420627,-0.027032,,999.954,0,-89.6708,,0,0,0,,0,0,0,boundary
21,0.0479746,-0.0140866,,999.942,0,-113.127,,0,0,0,,0,0,0,boundary
22,0.0641421,0,,999.946,2.70175e-06,-105.458,,0.281786,9.35878e-14,0.281786,,-0.000963164,5.57196e-12,-2.13963e-12,fluid
23,0.0615439,0.0180709,,999.954,6.80953e-05,-91.0814,,0.321119,0.0539977,0.325627,,-0.000648058,-0.000314686,-4.46615,fluid
24,0.0539598,0.0346779,,999.967,9.48603e-05,-64.9573,,0.402668,0.0823534,0.411003,,-0.000128738,-0.00036717,-5.84578,fluid
25,0.0420042,0.0484754,,999.973,0.00010224,-52.6162,,0.470857,0.0944591,0.480239,,0.000152945,-0.000283703,-5.21319,fluid
26,0.0266456,0.0583457,,999.981,0.000108667,-38.1808,,0.521032,0.0914334,0.528994,,0.000268627,-0.000239341,-4.14412,fluid
27,0.00912838,0.0634893,,999.997,-3.53198e-05,-6.32035,,0.547447,0.0889441,0.554625,,0.000255086,-0.000227069,-3.39552,fluid
28,-0.00912838,0.0634893,,1000.01,-7.92561e-05,22.2519,,0.560447,0.0911706,0.567814,,-3.34618e-05,-0.000233016,-2.72902,fluid
29,-0.0266456,0.0583457,,1000.02,5.92959e-05,45.8506,,0.555851,0.0910933,0.563266,,0.000178526,-0.000220383,-2.03397,fluid
30,-0.0420042,0.0484754,,1000.03,8.79251e-05,50.2931,,0.53929,0.0716225,0.544026,,-0.00019473,-0.000252978,-1.50627,fluid
31,-0.0539598,0.0346779,,1000.03,8.47787e-05,53.8555,,0.531262,0.0473626,0.533369,,-0.000976597,-0.00039013,-1.03103,fluid
32,-0.0615439,0.0180709,,1000.03,-4.85392e-06,59.2712,,0.524363,0.0263587,0.525025,,-0.00149964,-3.35645e-05,-0.52949,fluid
33,-0.0641421,7.85515e-18,,1000.03,-0.000116922,60.6062,,0.519845,-1.00881e-13,0.519845,,-0.001864,-2.02291e-12,1.28292e-13,fluid
34,-0.0615439,-0.0180709,,1000.03,-4.85382e-06,59.2712,,0.524363,-0.0263587,0.525025,,-0.00149964,3.35645e-05,0.52949,fluid
35,-0.0539598,-0.0346779,,1000.03,8.47787e-05,53.8555,,0.531262,-0.0473626,0.533369,,-0.000976597,0.00039013,1.03103,fluid
36,-0.0420042,-0.0484754,,1000.03,8.79248e-05,50.2931,,0.53929,-0.0716225,0.544026,,-0.00019473,0.000252978,1.50627,fluid
37,-0.0266456,-0.0583457,,1000.02,5.92958e-05,45.8506,,0.555851,-0.0910933,0.563266,,0.000178526,0.000220383,2.03397,fluid
38,-0.00912838,-0.0634893,,1000.01,-7.92564e-05,22.2519,,0.560447,-0.0911706,0.567814,,-3.34618e-05,0.000233016,2.72902,fluid
39,0.00912838,-0.0634893,,999.997,-3.53198e-05,-6.32035,,0.547447,-0.0889441,0.554625,,0.000255086,0.000227069,3.39552,fluid
40,0.0266456,-0.0583457,,999.981,0.000108667,-38.1808,,0.521032,-0.0914334,0.528994,,0.000268627,0.000239341,4.14412,fluid
41,0.0420042,-0.0484754,,999.973,0.00010224,-52.6162,,0.470857,-0.0944591,0.480239,,0.000152945,0.000283703,5.21319,fluid
42,0.0539598,-0.0346779,,999.967,9.48603e-05,-64.9573,,0.402668,-0.0823534,0.411003,,-0.000128738,0.00036717,5.84578,fluid
43,0.0615439,-0.0180709,,999.954,6.80954e-05,-91.0814,,0.321119,-0.0539977,0.325627,,-0.000648058,0.000314686,4.46615,fluid
44,0.0790004,0,,999.954,0.000235187,-90.1812,,0.146418,1.79231e-14,0.146418,,-0.000606085,4.35446e-12,-1.57454e-12,fluid
45,0.0758004,0.022257,,999.968,1.12718e-05,-62.1444,,0.243185,-0.02411,0.244377,,-0.000274045,-0.000231807,-4.53615,fluid
46,0.0664594,0.0427109,,999.979,-3.71436e-05,-40.7602,,0.393465,0.00529495,0.393501,,0.000134156,-0.000180361,-5.68221,fluid
47,0.0517343,0.0597046,,999.987,-1.75964e-05,-26.0352,,0.488833,0.0334442,0.489976,,0.000292994,-0.000167434,-4.50918,fluid
48,0.032818,0.0718613,,999.99,7.88367e-05,-19.0802,,0.532853,0.0530635,0.535488,,0.000391179,-0.000141079,-3.07356,fluid
49,0.0112429,0.0781963,,999.999,0.000284337,-1.71516,,0.549181,0.0669668,0.553248,,0.000636669,-0.000281339,-2.02116,fluid
50,-0.0112429,0.0781963,,1000.01,-6.52387e-05,12.8751,,0.54677,0.0853035,0.553384,,0.000551551,-0.00020966,-1.30793,fluid
51,-0.032818,0.0718613,,1000.02,-0.000156552,38.1871,,0.512346,0.0922647,0.520588,,0.000296732,-0.000269106,-0.903345,fluid
52,-0.0517343,0.0597046,,1000.04,6.60587e-05,70.9764,,0.48194,0.0827037,0.488984,,0.000498523,-0.000244369,-0.593895,fluid
53,-0.0664594,0.0427109,,1000.05,-0.000335151,98.6959,,0.457905,0.0637716,0.462324,,-9.50151e-05,-0.000116512,-0.394537,fluid
54,-0.0758004,0.022257,,1000.06,-3.29681e-05,118.15,,0.434102,0.0347879,0.435494,,-0.00123948,-0.000165067,-0.254481,fluid
55,-0.0790004,9.67476e-18,,1000.06,7.35481e-05,122.301,,0.424644,-4.4358e-14,0.424644,,-0.00182005,2.06155e-13,9.65312e-14,fluid
56,-0.0758004,-0.022257,,1000.06,-3.29681e-05,118.15,,0.434102,-0.0347879,0.435494,,-0.00123948,0.000165067,0.254481,fluid
57,-0.0664594,-0.0427109,,1000.05,-0.000335151,98.6959,,0.457905,-0.0637716,0.462324,,-9.50151e-05,0.000116512,0.394537,fluid
