h/dp :,2
L2norm Pressure,KE,dr0,Nfluid
0,418.238,0.0141421,660

t,4.58019
ID,x,y,,rho,drhodt,pressure,,u,v,velocity,,dudt,dvdt,vorticity,type
0,0.05,0,,999.937,0,-122.7,,0,0,0,,0,0,0,boundary
1,0.0479746,0.0140866,,999.943,0,-111.359,,0,0,0,,0,0,0,boundary
2,0.0420627,0.027032,,999.955,0,-87.7111,,0,0,0,,0,0,0,boundary
3,0.032743,0.0377875,,999.966,0,-66.5745,,0,0,0,,0,0,0,boundary
4,0.0207708,0.0454816,,999.978,0,-43.6815,,0,0,0,,0,0,0,boundary
5,0.00711574,0.0494911,,999.994,0,-11.7444,,0,0,0,,0,0,0,boundary
6,-0.00711574,0.0494911,,1000.01,0,23.2045,,0,0,0,,0,0,0,boundary
7,-0.0207708,0.0454816,,1000.03,0,50.7625,,0,0,0,,0,0,0,boundary
8,-0.032743,0.0377875,,1000.03,0,67.8563,,0,0,0,,0,0,0,boundary
9,-0.0420627,0.027032,,1000.04,0,78.84,,0,0,0,,0,0,0,boundary
10,-0.0479746,0.0140866,,1000.04,0,86.1974,,0,0,0,,0,0,0,boundary
11,-0.05,6.12323e-18,,1000.05,0,89.0508,,0,0,0,,0,0,0,boundary
12,-0.0479746,-0.0140866,,1000.04,0,86.1974,,0,0,0,,0,0,0,boundary
13,-0.0420627,-0.027032,,1000.04,0,78.84,,0,0,0,,0,0,0,boundary
14,-0.032743,-0.0377875,,1000.03,0,67.8563,,0,0,0,,0,0,0,boundary
15,-0.0207708,-0.0454816,,1000.03,0,50.7625,,0,0,0,,0,0,0,boundary
16,-0.00711574,-0.0494911,,1000.01,0,23.2045,,0,0,0,,0,0,0,boundary
17,0.00711574,-0.0494911,,999.994,0,-11.7444,,0,0,0,,0,0,0,boundary
18,0.0207708,-0.0454816,,999.978,0,-43.6815,,0,0,0,,0,0,0,boundary
19,0.032743,-0.0377875,,999.966,0,-66.5745,,0,0,0,,0,0,0,boundary
20,0.0420627,-0.027032,,999.955,0,-87.7111,,0,0,0,,0,0,0,boundary
21,0.0479746,-0.0140866,,999.943,0,-111.359,,0,0,0,,0,0,0,boundary
22,0.0641421,0,,999.947,1.12999e-05,-104.2,,0.286336,9.99108e-14,0.286336,,-0.00115614,1.22381e-12,-2.36471e-12,fluid
23,0.0615439,0.0180709,,999.954,9.18037e-05,-89.9338,,0.32479,0.0589359,0.330094,,-0.000743377,-0.000383555,-4.56875,fluid
24,0.0539598,0.0346779,,999.968,0.00011546,-63.1098,,0.405646,0.0856495,0.414589,,-0.000111029,-0.000375838,-5.88541,fluid
25,0.0420042,0.0484754,,999.974,0.000114416,-51.182,,0.474079,0.0947461,0.483454,,0.000141362,-0.000216275,-5.17239,fluid
26,0.0266456,0.0583457,,999.981,9.8016e-05,-36.8013,,0.524852,0.0902458,0.532555,,0.000219924,-0.000185353,-4.0779,fluid
27,0.00912838,0.0634893,,999.997,-4.42622e-05,-5.01416,,0.551253,0.0876989,0.558185,,4.92699e-05,-0.000216511,-3.33255,fluid
28,-0.00912838,0.0634893,,1000.01,-6.35036e-05,22.8126,,0.564098,0.0903186,0.571283,,-0.000203592,-0.000303065,-2.66255,fluid
29,-0.0266456,0.0583457,,1000.02,9.07869e-05,45.3491,,0.55946,0.090221,0.566688,,0.000196718,-0.000235188,-1.96353,fluid
30,-0.0420042,0.0484754,,1000.02,7.18287e-05,48.424,,0.542837,0.070716,0.547423,,-0.00032918,-0.000288845,-1.45235,fluid
31,-0.0539598,0.0346779,,1000.03,8.78542e-05,51.3674,,0.534312,0.0463848,0.536321,,-0.00111246,-0.000445721,-1.00918,fluid
32,-0.0615439,0.0180709,,1000.03,4.67443e-06,56.4696,,0.527159,0.0260073,0.5278,,-0.00156112,1.18e-05,-0.523296,fluid
33,-0.0641421,7.85515e-18,,1000.03,-0.000129416,57.5688,,0.522356,-1.19661e-13,0.522356,,-0.00196679,3.70872e-12,9.29549e-14,fluid
34,-0.0615439,-0.0180709,,1000.03,4.67423e-06,56.4696,,0.527159,-0.0260073,0.5278,,-0.00156112,-1.18e-05,0.523296,fluid
35,-0.0539598,-0.0346779,,1000.03,8.78541e-05,51.3674,,0.534312,-0.0463848,0.536321,,-0.00111246,0.000445721,1.00918,fluid
36,-0.0420042,-0.0484754,,1000.02,7.18286e-05,48.424,,0.542837,-0.070716,0.547423,,-0.00032918,0.000288845,1.45235,fluid
37,-0.0266456,-0.0583457,,1000.02,9.07872e-05,45.3491,,0.55946,-0.090221,0.566688,,0.000196718,0.000235188,1.96353,fluid
38,-0.00912838,-0.0634893,,1000.01,-6.35035e-05,22.8126,,0.564098,-0.0903186,0.571283,,-0.000203592,0.000303065,2.66255,fluid
39,0.00912838,-0.0634893,,999.997,-4.42621e-05,-5.01416,,0.551253,-0.0876989,0.558185,,4.92699e-05,0.000216511,3.33255,fluid
40,0.0266456,-0.0583457,,999.981,9.80162e-05,-36.8013,,0.524852,-0.0902458,0.532555,,0.000219924,0.000185353,4.0779,fluid
41,0.0420042,-0.0484754,,999.974,0.000114416,-51.182,,0.474079,-0.0947461,0.483454,,0.000141362,0.000216275,5.17239,fluid
42,0.0539598,-0.0346779,,999.968,0.00011546,-63.1098,,0.405646,-0.0856495,0.414589,,-0.000111029,0.000375838,5.88541,fluid
43,0.0615439,-0.0180709,,999.954,9.18037e-05,-89.9338,,0.32479,-0.0589359,0.330094,,-0.000743377,0.000383555,4.56875,fluid
44,0.0790004,0,,999.953,0.000227395,-92.3596,,0.145889,1.71723e-14,0.145889,,-0.000742759,6.44466e-13,-1.76792e-12,fluid
45,0.0758004,0.022257,,999.969,-1.9875e-05,-60.9405,,0.246055,-0.0238122,0.247205,,-0.000314512,-0.000287707,-4.61952,fluid
46,0.0664594,0.0427109,,999.98,-5.30929e-05,-39.0532,,0.398249,0.00687283,0.398308,,0.000174597,-0.000209148,-5.70311,fluid
47,0.0517343,0.0597046,,999.987,2.80496e-05,-24.7735,,0.492221,0.0341218,0.493403,,0.000303652,-0.000167001,-4.45101,fluid
48,0.032818,0.0718613,,999.991,0.000135989,-17.9938,,0.534803,0.0527665,0.5374,,0.000396064,-0.000139944,-2.99302,fluid
49,0.0112429,0.0781963,,1000,0.000358099,-0.935206,,0.550812,0.0659036,0.55474,,0.000684043,-0.000347591,-1.94164,fluid
50,-0.0112429,0.0781963,,1000.01,-0.00013506,12.2105,,0.547996,0.0842223,0.554431,,0.00048663,-0.000236972,-1.23809,fluid
51,-0.032818,0.0718613,,1000.02,-9.5488e-05,37.3559,,0.512252,0.0900948,0.520115,,0.000222252,-0.000288696,-0.858073,fluid
52,-0.0517343,0.0597046,,1000.04,7.94152e-05,70.6936,,0.482938,0.0804407,0.489591,,0.000503381,-0.000208609,-0.566546,fluid
53,-0.0664594,0.0427109,,1000.05,-0.000380029,97.8743,,0.459349,0.0618748,0.463498,,-0.000211317,-0.000133347,-0.391786,fluid
54,-0.0758004,0.022257,,1000.06,-1.32488e-06,116.887,,0.435439,0.0337095,0.436742,,-0.00129683,-0.00012586,-0.266538,fluid
55,-0.0790004,9.67476e-18,,1000.06,5.60641e-05,121.116,,0.425716,-5.36331e-14,0.425716,,-0.00188218,-5.44188e-13,3.64069e-14,fluid
56,-0.0758004,-0.022257,,1000.06,-1.32489e-06,116.887,,0.435439,-0.0337095,0.436742,,-0.00129683,0.00012586,0.266538,fluid
57,-0.0664594,-0.0427109,,1000.05,-0.000380029,97.8743,,0.459349,-0.0618748,0.463498,,-0.000211317,0.000133347,0.391786,fluid
58,-0.0517343,-0.0597046,,1000.04,7.94153e-05,70.6936,,0.482938,-0.0804407,0.489591,,0.000503381,0.000208609,0.566546,fluid
59,-0.032818,-0.0718613,,1000.02,-9.54878e-05,37.3559,,0.512252,-0.0900948,0.520115,,0.000222252,0.000288696,0.858073,fluid
60,-0.0112429,-0.0781963,,1000.01,-0.00013506,12.2105,,0.547996,-0.0842223,0.554431,,0.00048663,0.000236972,1.23809,fluid
61,0.0112429,-0.0781963,,1000,0.000358099,-0.935206,,0.550812,-0.0659036,0.55474,,0.000684043,0.000347591,1.94164,fluid
62,0.032818,-0.0718613,,999.991,0.000135989,-17.9938,,0.534803,-0.0527665,0.5374,,0.000396064,0.000139944,2.99302,fluid
63,0.0517343,-0.0597046,,999.987,2.80497e-05,-24.7735,,0.492221,-0.0341218,0.493403,,0.000303652,0.000167001,4.45101,fluid
64,0.0664594,-0.0427109,,999.98,-5.30928e-05,-39.0532,,0.398249,-0.00687283,0.398308,,0.000174597,0.000209148,5.70311,fluid
65,0.0758004,-0.022257,,999.969,-1.9875e-05,-60.9405,,0.246055,0.0238122,0.247205,,-0.000314512,0.000287707,4.61952,fluid
66,0.0946112,0,,1000.02,7.41164e-05,37.7932,,0.124079,8.46714e-15,0.124079,,-0.000362147,1.20604e-12,-1.63781e-12,fluid
67,0.0907788,0.0266551,,1000.01,0.000141052,21.005,,0.256908,-0.0403406,0.260056,,-6.62126e-06,-9.47845e-05,-4.37857,fluid
68,0.079592,0.0511507,,1000,0.000140799,3.07323,,0.434693,-0.012882,0.434883,,0.000257133,-2.30059e-05,-4.93416,fluid
69,0.0619572,0.0715024,,1000.01,7.04298e-05,10.5149,,0.522509,0.0177627,0.522811,,0.00043485,-0.000189005,-3.31112,fluid
70,0.0393029,0.0860614,,1000.02,-0.000562506,31.3018,,0.547899,0.044621,0.549713,,0.000529105,-0.000255443,-1.73203,fluid
71,0.0134646,0.0936482,,1000.01,1.71363e-05,18.4468,,0.540455,0.0564395,0.543394,,0.000477459,-0.000150422,-0.753045,fluid
72,-0.0134646,0.0936482,,1000,0.000505576,2.54715,,0.515388,0.0631311,0.51924,,0.00152626,-4.95586e-05,-0.280595,fluid
73,-0.0393029,0.0860614,,999.993,-0.000333182,-13.7959,,0.490343,0.0586497,0.493838,,0.000478159,-0.000345213,-0.113373,fluid
74,-0.0619572,0.0715024,,999.991,0.000157033,-17.0172,,0.464884,0.0526328,0.467854,,0.000842261,-4.28013e-05,-0.0640354,fluid
75,-0.079592,0.0511507,,999.988,0.000154922,-23.8534,,0.447709,0.0367798,0.449217,,0.000416157,-0.000220714,-0.0916814,fluid
76,-0.0907788,0.0266551,,999.984,-9.80243e-05,-30.4153,,0.430075,0.0185362,0.430474,,-0.00106365,-0.000488617,-0.137756,fluid
77,-0.0946112,1.15865e-17,,999.984,0.000350924,-31.0969,,0.422443,-2.97806e-14,0.422443,,-0.00217751,-2.39796e-12,-2.2809e-13,fluid
78,-0.0907788,-0.0266551,,999.984,-9.80242e-05,-30.4153,,0.430075,-0.0185362,0.430474,,-0.00106365,0.000488617,0.137756,fluid
79,-0.079592,-0.0511507,,999.988,0.000154922,-23.8534,,0.447709,-0.0367798,0.449217,,0.000416157,0.000220714,0.0916814,fluid
80,-0.0619572,-0.0715024,,999.991,0.000157033,-17.0172,,0.464884,-0.0526328,0.467854,,0.000842261,4.28013e-05,0.0640354,fluid
81,-0.0393029,-0.0860614,,999.993,-0.000333182,-13.7959,,0.490343,-0.0586497,0.493838,,0.000478159,0.000345213,0.113373,fluid
82,-0.0134646,-0.0936482,,1000,0.000505576,2.54715,,0.515388,-0.0631311,0.51924,,0.00152626,4.95586e-05,0.280595,fluid
83,0.0134646,-0.0936482,,1000.01,1.71363e-05,18.4468,,0.540455,-0.0564395,0.543394,,0.000477459,0.000150422,0.753045,fluid
84,0.0393029,-0.0860614,,1000.02,-0.000562506,31.3018,,0.547899,-0.044621,0.549713,,0.000529105,0.000255443,1.73203,fluid
85,0.0619572,-0.0715024,,1000.01,7.04298e-05,10.5149,,0.522509,-0.0177627,0.522811,,0.00043485,0.000189005,3.31112,fluid
86,0.079592,-0.0511507,,1000,0.000140799,3.07323,,0.434693,0.012882,0.434883,,0.000257133,2.30059e-05,4.93416,fluid
87,0.0907788,-0.0266551,,1000.01,0.000141052,21.005,,0.256908,0.0403406,0.260056,,-6.62126e-06,9.47845e-05,4.37857,fluid
88,0.111013,0,,999.989,-0.000201601,-22.0747,,0.199614,1.13444e-14,0.199614,,-0.000476643,2.0632e-12,-1.39317e-12,fluid
89,0.106516,0.0312758,,999.976,1.46033e-07,-46.5501,,0.322448,-0.00689287,0.322521,,-4.95001e-05,-2.97324e-05,-3.98958,fluid
90,0.0933897,0.0600179,,999.983,5.2079e-05,-34.0654,,0.475978,0.0127737,0.47615,,0.000186949,1.75485e-05,-4.07605,fluid
91,0.0726977,0.0838977,,999.994,8.09853e-05,-12.6807,,0.541462,0.0342123,0.542542,,0.000448512,5.30319e-05,-2.29668,fluid
92,0.0461163,0.100981,,999.998,0.000450775,-4.78019,,0.552441,0.0477254,0.554499,,0.000772927,-0.000254356,-0.844422,fluid
93,0.0157987,0.109883,,1000,-0.000546047,1.46901,,0.526961,0.0497575,0.529305,,4.89302e-05,-0.000172625,-0.155469,fluid
94,-0.0157987,0.109883,,1000.01,0.000124098,17.1827,,0.504865,0.0469203,0.507041,,0.000543109,6.01401e-05,0.0640556,fluid
95,-0.0461163,0.100981,,1000.02,0.000408043,38.7487,,0.492443,0.0366136,0.493802,,0.0013892,0.000114876,0.0704663,fluid
96,-0.0726977,0.0838977,,1000.02,-0.000369295,43.9822,,0.479479,0.0318713,0.480537,,0.000741506,-0.000141558,0.0385474,fluid
