h/dp :,2
L2norm Pressure,KE,dr0,Nfluid
2.76814,16.7154,0.0141421,660

t,9.17021
ID,x,y,,rho,drhodt,pressure,,u,v,velocity,,dudt,dvdt,vorticity,type
0,0.05,0,,999.999,0,-2.78318,,-0,1.52304e-13,1.52304e-13,,0,0,0,boundary
1,0.0479746,0.0140866,,999.999,0,-2.36206,,0.0064362,-0.0219197,0.0228451,,0,0,0,boundary
2,0.0420627,0.027032,,999.999,0,-1.48852,,0.0256453,-0.0399048,0.047435,,0,0,0,boundary
3,0.032743,0.0377875,,1000,0,-0.577548,,0.054239,-0.0469984,0.0717685,,0,0,0,boundary
4,0.0207708,0.0454816,,1000,0,0.237408,,0.0839462,-0.038337,0.0922859,,0,0,0,boundary
5,0.00711574,0.0494911,,1000,0,1.00826,,0.104773,-0.015064,0.10585,,0,0,0,boundary
6,-0.00711574,0.0494911,,1000,0,1.87442,,0.109565,0.015753,0.110692,,0,0,0,boundary
7,-0.0207708,0.0454816,,1000,0,2.74468,,0.0962406,0.0439516,0.105802,,0,0,0,boundary
8,-0.032743,0.0377875,,1000,0,3.4033,,0.0675391,0.058523,0.089367,,0,0,0,boundary
9,-0.0420627,0.027032,,1000,0,3.85276,,0.0349092,0.0543197,0.06457,,0,0,0,boundary
10,-0.0479746,0.0140866,,1000,0,4.1725,,0.00948195,0.0322925,0.0336558,,0,0,0,boundary
11,-0.05,6.12323e-18,,1000,0,4.28488,,-3.2135e-29,-2.62403e-13,2.62403e-13,,0,0,0,boundary
12,-0.0479746,-0.0140866,,1000,0,4.1725,,0.00948195,-0.0322925,0.0336558,,0,0,0,boundary
13,-0.0420627,-0.027032,,1000,0,3.85276,,0.0349092,-0.0543197,0.06457,,0,0,0,boundary
14,-0.032743,-0.0377875,,1000,0,3.4033,,0.0675391,-0.058523,0.089367,,0,0,0,boundary
15,-0.0207708,-0.0454816,,1000,0,2.74468,,0.0962406,-0.0439516,0.105802,,0,0,0,boundary
16,-0.00711574,-0.0494911,,1000,0,1.87442,,0.109565,-0.015753,0.110692,,0,0,0,boundary
17,0.00711574,-0.0494911,,1000,0,1.00826,,0.104773,0.015064,0.10585,,0,0,0,boundary
18,0.0207708,-0.0454816,,1000,0,0.237408,,0.0839462,0.038337,0.0922859,,0,0,0,boundary
19,0.032743,-0.0377875,,1000,0,-0.577548,,0.054239,0.0469984,0.0717685,,0,0,0,boundary
20,0.0420627,-0.027032,,999.999,0,-1.48852,,0.0256453,0.0399048,0.047435,,0,0,0,boundary
21,0.0479746,-0.0140866,,999.999,0,-2.36206,,0.0064362,0.0219197,0.0228451,,0,0,0,boundary
22,0.0641421,0,,999.999,8.11786e-07,-1.68387,,0.053179,1.52304e-13,0.053179,,-7.86724e-06,3.21417e-12,-3.17052e-12,fluid
23,0.0615439,0.0180709,,999.999,8.37897e-07,-1.51137,,0.0594846,-0.00634326,0.0598219,,-9.98749e-06,-5.14873e-07,-0.440399,fluid
24,0.0539598,0.0346779,,1000,9.57113e-07,-0.95084,,0.0747357,-0.00835635,0.0752014,,-1.17494e-05,-3.75226e-06,-0.679446,fluid
25,0.0420042,0.0484754,,1000,6.35126e-08,-0.0824761,,0.0908431,-0.00475502,0.0909674,,-1.02177e-05,-6.0532e-06,-0.697214,fluid
26,0.0266456,0.0583457,,1000,-2.09534e-07,0.621511,,0.102135,0.00149165,0.102146,,-6.98165e-06,-7.1152e-06,-0.598281,fluid
