h_coefficient,L2_P_Gaussian,L2_P_Cubic,L2_P_Wendland,L2_Grad_Gaussian,L2_Grad_Cubic,L2_Grad_Wendland,L2_DrhoDt_Gaussian,L2_DrhoDt_Cubic,L2_DrhoDt_Wendland
1.2,0.052075,0.0492281,0.0496457,26.8956562773616,26.3265264271052,24.3506712316412,99.0412,98.3429,96.8217
1.5,0.0548651,0.0527478,0.051197,25.4124257695469,28.0732096757574,27.5168617496521,99.1803,99.3842,97.8238
1.8,0.0570314,0.054694,0.0532443,23.1316026999228,25.900202361993,26.0074826090658,99.0661,99.6786,98.7425
2,0.0584575,0.0557841,0.0545332,21.7168453581089,24.7654271518124,25.0697836677009,98.9855,98.9971,99.0153
