h/dp :,2
L2normdrhodt,dp,Nparticles
104.67,0.5,1088

t,0.64
x,y,,rho,drhodt,pressure,,u,v,,dudt,dvdt,type
-1.25,-0.25,,999.446,1.93764,-2178.4,,0,0,,0,0
-0.75,-0.25,,994.322,58.1051,-22123,,0,0,,0,0
-0.25,-0.25,,989.543,213.913,-40556.8,,0,0,,0,0
0.25,-0.25,,997.299,309.957,-11707.1,,0,0,,0,0
0.75,-0.25,,1008.48,227.487,33176.7,,0,0,,0,0
1.25,-0.25,,1005.83,195.503,22500.1,,0,0,,0,0
1.75,-0.25,,1001.53,254.191,5008.37,,0,0,,0,0
2.25,-0.25,,1006.17,240.691,23695.6,,0,0,,0,0
2.75,-0.25,,1005.78,216.645,22201.8,,0,0,,0,0
3.25,-0.25,,1007.21,242.164,27906.4,,0,0,,0,0
3.75,-0.25,,1009.34,215.712,36789.8,,0,0,,0,0
4.25,-0.25,,1009.2,168.474,36431.2,,0,0,,0,0
4.75,-0.25,,1009.38,150.231,37219.7,,0,0,,0,0
5.25,-0.25,,1009.63,143.002,38317.4,,0,0,,0,0
5.75,-0.25,,1010.01,148.674,39868.5,,0,0,,0,0
6.25,-0.25,,1011.46,162.896,45874.9,,0,0,,0,0
6.75,-0.25,,1013.04,156.762,52539,,0,0,,0,0
7.25,-0.25,,1012.94,145.215,52189.9,,0,0,,0,0
7.75,-0.25,,1012.95,160.96,52145.3,,0,0,,0,0
8.25,-0.25,,1014.13,190.026,57055,,0,0,,0,0
8.75,-0.25,,1015.12,204.794,61196.2,,0,0,,0,0
9.25,-0.25,,1015.62,191.334,63401.6,,0,0,,0,0
9.75,-0.25,,1015.61,181.241,63396.9,,0,0,,0,0
10.25,-0.25,,1015.78,215.494,63983.1,,0,0,,0,0
10.75,-0.25,,1016.56,233.642,67310.5,,0,0,,0,0
11.25,-0.25,,1016.57,191.976,67531.1,,0,0,,0,0
11.75,-0.25,,1016.3,187.455,66350.5,,0,0,,0,0
12.25,-0.25,,1016.85,240.3,68523,,0,0,,0,0
12.75,-0.25,,1016.82,233.419,68419.4,,0,0,,0,0
13.25,-0.25,,1016.35,181.191,66595,,0,0,,0,0
13.75,-0.25,,1016.74,196.428,68225.5,,0,0,,0,0
14.25,-0.25,,1016.7,234.069,67894.9,,0,0,,0,0
14.75,-0.25,,1015.97,208.393,64858.1,,0,0,,0,0
15.25,-0.25,,1015.94,179.951,64840,,0,0,,0,0
15.75,-0.25,,1015.99,195.882,64972.1,,0,0,,0,0
16.25,-0.25,,1015.49,205.854,62785.4,,0,0,,0,0
16.75,-0.25,,1014.55,188.139,58838.4,,0,0,,0,0
17.25,-0.25,,1013.5,161.767,54496.1,,0,0,,0,0
17.75,-0.25,,1013.62,150.047,55055.1,,0,0,,0,0
18.25,-0.25,,1013.65,162.662,55124.7,,0,0,,0,0
18.75,-0.25,,1012.04,167.437,48267.8,,0,0,,0,0
19.25,-0.25,,1010.69,153.087,42677.7,,0,0,,0,0
19.75,-0.25,,1010.36,148.114,41333.4,,0,0,,0,0
20.25,-0.25,,1010.09,154.185,40169.8,,0,0,,0,0
20.75,-0.25,,1009.94,170.107,39485.1,,0,0,,0,0
21.25,-0.25,,1010.16,216.092,40211.6,,0,0,,0,0
21.75,-0.25,,1008.06,241.707,31422.7,,0,0,,0,0
22.25,-0.25,,1006.62,211.962,25623.7,,0,0,,0,0
22.75,-0.25,,1007.32,233.051,28393.7,,0,0,,0,0
23.25,-0.25,,1003.09,252.819,11209.1,,0,0,,0,0
23.75,-0.25,,1007.18,197.104,27999.5,,0,0,,0,0
24.25,-0.25,,1009.78,223.944,38602.4,,0,0,,0,0
24.75,-0.25,,999.11,314.95,-4709.36,,0,0,,0,0
25.25,-0.25,,991.009,225.284,-35181.5,,0,0,,0,0
25.75,-0.25,,994.86,64.5417,-20107.8,,0,0,,0,0
26.25,-0.25,,999.499,2.85533,-1974.27,,0,0,,0,0
-1.25,-0.75,,1000.01,0.100016,44.7879,,0,0,,0,0
-0.75,-0.75,,998.546,8.77654,-5714.74,,0,0,,0,0
-0.25,-0.75,,994.82,60.1808,-20242.1,,0,0,,0,0
0.25,-0.75,,997.259,124.317,-11147.5,,0,0,,0,0
0.75,-0.75,,1004.73,127.506,18322.8,,0,0,,0,0
1.25,-0.75,,1005.5,105.224,21503.6,,0,0,,0,0
1.75,-0.75,,1002.24,104.879,8440.44,,0,0,,0,0
2.25,-0.75,,1001.65,98.7834,6114.14,,0,0,,0,0
2.75,-0.75,,1001.94,94.1919,7299.18,,0,0,,0,0
3.25,-0.75,,1002.95,96.1873,11300.4,,0,0,,0,0
3.75,-0.75,,1003.94,80.1262,15310.7,,0,0,,0,0
4.25,-0.75,,1003.81,58.0241,14872,,0,0,,0,0
4.75,-0.75,,1003.74,48.9318,14659.2,,0,0,,0,0
5.25,-0.75,,1003.86,49.5387,15121.3,,0,0,,0,0
5.75,-0.75,,1004.22,57.6639,16541.1,,0,0,,0,0
6.25,-0.75,,1005.07,65.7178,19946.1,,0,0,,0,0
6.75,-0.75,,1005.74,63.1602,22653.5,,0,0,,0,0
7.25,-0.75,,1005.68,59.7781,22447.1,,0,0,,0,0
7.75,-0.75,,1005.71,68.4876,22526.7,,0,0,,0,0
8.25,-0.75,,1006.21,81.6982,24490.3,,0,0,,0,0
8.75,-0.75,,1006.66,88.0236,26287.1,,0,0,,0,0
9.25,-0.75,,1006.86,84.9099,27120.2,,0,0,,0,0
9.75,-0.75,,1006.84,83.3137,27063.6,,0,0,,0,0
10.25,-0.75,,1006.92,94.4424,27355.9,,0,0,,0,0
10.75,-0.75,,1007.22,101.119,28538,,0,0,,0,0
11.25,-0.75,,1007.26,91.1605,28741.4,,0,0,,0,0
11.75,-0.75,,1007.19,90.0772,28453.7,,0,0,,0,0
12.25,-0.75,,1007.35,103.652,29072.1,,0,0,,0,0
12.75,-0.75,,1007.35,101.89,29077.6,,0,0,,0,0
