h_coefficient,L2_P_Gaussian,L2_P_Cubic,L2_P_Wendland,L2_Grad_Gaussian,L2_Grad_Cubic,L2_Grad_Wendland,L2_DrhoDt_Gaussian,L2_DrhoDt_Cubic,L2_DrhoDt_Wendland
1.2,0.284877,0.503417,0.625216,87.4394970399563,89.5757822267746,86.9680428850176,42.9339,53.8991,56.9705
1.5,0.116545,0.242814,0.333322,80.7397182136657,90.4152318462389,89.9617730356753,28.5868,45.3113,47.83
1.8,0.0656389,0.10352,0.162022,72.8675337269038,82.2851477127756,83.2976659950009,16.631,31.5072,36.8338
2,0.0641255,0.067538,0.100098,68.1744087527894,78.1219144948709,79.6068179339113,12.2598,21.5765,27.2172
