h/dr :,1.8
h/dz :,1.8
L2normPGauss,L2normPCubic,L2normPWedn,L2normdrhodtGauss,L2normdrhodtCubic,L2normdrhodtWedn
0.104177,0.0907378,0.0849207,14.7339,13.4588,12.9303

r,z,,PGauss,PCubic,PWedn,,dPGaussR,dPGaussZ,,dPCubicR,dPCubicZ,,dPWednR,dPWednZ,,drhodtGauss,drhodtCubic,drhodtWedn
2.4,3.4,,1,1.0008,1.00212,,4.18381e-15,4.24954e-15,,5.98827e-15,6.70991e-15,,1.00614e-14,9.98854e-15,,-100,-99.3769,-99.5348
2.4,3.5,,1,1.0008,1.00212,,4.02477e-15,-4.196e-15,,6.70991e-15,-6.82093e-15,,9.78384e-15,-1.00649e-14,,-100,-99.3769,-99.5348
2.4,3.6,,1,1.0008,1.00212,,3.48531e-15,-6.30823e-15,,7.12624e-15,-9.00668e-15,,1.01794e-14,-9.36751e-15,,-100,-99.3769,-99.5348
2.4,3.7,,1,1.0008,1.00212,,3.95855e-15,-4.04802e-16,,6.46011e-15,4.16334e-17,,9.73527e-15,-2.35922e-16,,-100,-99.3769,-99.5348
2.4,3.8,,1,1.0008,1.00212,,4.03899e-15,3.72064e-15,,6.18255e-15,6.81399e-15,,1.02349e-14,7.95891e-15,,-100,-99.3769,-99.5348
2.4,3.9,,1,1.0008,1.00212,,3.5927e-15,-1.89413e-16,,6.04378e-15,-2.56739e-16,,1.02279e-14,2.23779e-15,,-100,-99.3769,-99.5348
2.4,4,,1,1.0008,1.00212,,4.64781e-15,-7.63619e-13,,6.51562e-15,-1.98279e-15,,9.88619e-15,-8.89046e-15,,-100,-99.3769,-99.5348
2.4,4.1,,1,1.0008,1.00212,,4.79191e-15,-2.42592e-10,,6.62664e-15,1.12393e-14,,9.41608e-15,1.81192e-14,,-100,-99.3769,-99.5348
2.4,4.2,,1,1.0008,1.00212,,4.33997e-15,-4.10812e-08,,6.51562e-15,1.52656e-16,,9.83241e-15,-2.35922e-16,,-100,-99.3769,-99.5348
2.4,4.3,,1,1.0008,1.00212,,4.93883e-15,-3.70294e-06,,6.51562e-15,-1.36679e-14,,1.01082e-14,-1.99372e-14,,-100,-99.3769,-99.5348
2.4,4.4,,0.999995,1.0008,1.00212,,4.89425e-15,-0.000177201,,6.51562e-15,-4.90059e-15,,9.66588e-15,1.17441e-15,,-99.9995,-99.3769,-99.5348
2.4,4.5,,0.999856,1.0008,1.00212,,5.08723e-15,-0.00448812,,6.07153e-15,5.15213e-16,,9.66414e-15,-4.19977e-15,,-99.9856,-99.3769,-99.5348
2.4,4.6,,0.997609,1.0008,1.00212,,4.3286e-15,-0.059955,,6.51562e-15,-2.37657e-16,,9.66588e-15,4.28303e-15,,-99.7609,-99.3769,-99.5348
2.4,4.7,,0.978121,0.998492,1.00121,,4.23748e-15,-0.420854,,6.51562e-15,-0.130591,,9.66414e-15,-0.0654658,,-97.8121,-99.1582,-99.4394
2.4,4.8,,0.886922,0.937791,0.951902,,4.06538e-15,-1.54676,,6.07153e-15,-1.34523,,9.22179e-15,-1.21297,,-88.6922,-93.1159,-94.4639
2.4,4.9,,0.656719,0.689938,0.707966,,3.15625e-15,-2.96776,,4.57967e-15,-3.49302,,7.34829e-15,-3.6983,,-65.6719,-68.4593,-70.1849
2.5,0,,0.656719,0.689938,0.707966,,-2.73239e-15,2.96776,,-4.64212e-15,3.49302,,-6.75675e-15,3.6983,,-65.6719,-68.4593,-70.1849
2.5,0.1,,0.886922,0.937791,0.951902,,-4.22018e-15,1.54676,,-6.19643e-15,1.34523,,-8.78984e-15,1.21297,,-88.6922,-93.1159,-94.4639
2.5,0.2,,0.978121,0.998492,1.00121,,-3.81407e-15,0.420854,,-7.22339e-15,0.130591,,-9.13679e-15,0.0654658,,-97.8121,-99.1582,-99.4394
2.5,0.3,,0.997609,1.0008,1.00212,,-3.90854e-15,0.059955,,-5.54418e-15,1.72605e-15,,-8.79505e-15,2.92995e-15,,-99.7609,-99.3769,-99.5348
2.5,0.4,,0.999856,1.0008,1.00212,,-3.52013e-15,0.00448812,,-5.87724e-15,-1.36002e-15,,-9.41261e-15,-1.17267e-15,,-99.9856,-99.3769,-99.5348
2.5,0.5,,0.999995,1.0008,1.00212,,-3.59477e-15,0.000177201,,-6.05765e-15,-2.35922e-15,,-9.82374e-15,-3.3298e-15,,-99.9995,-99.3769,-99.5348
2.5,0.6,,1,1.0008,1.00212,,-4.14736e-15,3.70294e-06,,-5.10009e-15,2.60902e-15,,-8.79505e-15,3.81552e-15,,-100,-99.3769,-99.5348
2.5,0.7,,1,1.0008,1.00212,,-3.03897e-15,4.10812e-08,,-5.4054e-15,2.7478e-15,,-8.71872e-15,2.79637e-15,,-100,-99.3769,-99.5348
2.5,0.8,,1,1.0008,1.00212,,-3.21613e-15,2.42598e-10,,-5.18335e-15,-1.11022e-16,,-8.94076e-15,2.08167e-17,,-100,-99.3769,-99.5348
2.5,0.9,,1,1.0008,1.00212,,-3.77737e-15,7.61261e-13,,-5.87724e-15,-3.66374e-15,,-9.19056e-15,-3.08781e-15,,-100,-99.3769,-99.5348
2.5,1,,1,1.0008,1.00212,,-3.5445e-15,-9.34549e-16,,-4.7809e-15,-4.02456e-15,,-9.83762e-15,-5.19636e-15,,-100,-99.3769,-99.5348
2.5,1.1,,1,1.0008,1.00212,,-3.44435e-15,1.26544e-15,,-5.2805e-15,2.33147e-15,,-8.98413e-15,2.24126e-15,,-100,-99.3769,-99.5348
2.5,1.2,,1,1.0008,1.00212,,-4.36487e-15,2.64148e-15,,-5.32213e-15,3.62557e-15,,-8.73954e-15,5.00381e-15,,-100,-99.3769,-99.5348
2.5,1.3,,1,1.0008,1.00212,,-3.47302e-15,1.36188e-15,,-5.80785e-15,1.50921e-15,,-9.01883e-15,2.55872e-16,,-100,-99.3769,-99.5348
2.5,1.4,,1,1.0008,1.00212,,-4.3854e-15,-1.06399e-15,,-5.76622e-15,-1.73125e-15,,-8.96158e-15,7.80626e-18,,-100,-99.3769,-99.5348
2.5,1.5,,1,1.0008,1.00212,,-3.97644e-15,-1.76987e-15,,-5.66908e-15,-3.09822e-15,,-9.72659e-15,-4.71932e-15,,-100,-99.3769,-99.5348
2.5,1.6,,1,1.0008,1.00212,,-3.85805e-15,3.99624e-17,,-5.50254e-15,-1.11022e-16,,-9.65027e-15,-2.01228e-16,,-100,-99.3769,-99.5348
2.5,1.7,,1,1.0008,1.00212,,-3.86527e-15,1.96233e-15,,-5.32213e-15,3.07046e-15,,-8.73954e-15,4.4487e-15,,-100,-99.3769,-99.5348
2.5,1.8,,1,1.0008,1.00212,,-3.46608e-15,1.13799e-15,,-5.80785e-15,1.50921e-15,,-9.01883e-15,2.55872e-16,,-100,-99.3769,-99.5348
2.5,1.9,,1,1.0008,1.00212,,-3.94313e-15,-1.3254e-15,,-5.76622e-15,-1.73125e-15,,-8.96158e-15,7.80626e-18,,-100,-99.3769,-99.5348
2.5,2,,1,1.0008,1.00212,,-4.11716e-15,-3.5196e-15,,-5.89112e-15,-4.34722e-15,,-9.72659e-15,-5.30218e-15,,-100,-99.3769,-99.5348
2.5,2.1,,1,1.0008,1.00212,,-4.01644e-15,-3.22337e-15,,-5.58581e-15,-4.85723e-15,,-9.91394e-15,-4.73233e-15,,-100,-99.3769,-99.5348
2.5,2.2,,1,1.0008,1.00212,,-4.31319e-15,1.35912e-15,,-5.80785e-15,9.71445e-16,,-9.6919e-15,8.18789e-16,,-100,-99.3769,-99.5348
2.5,2.3,,1,1.0008,1.00212,,-4.45424e-15,6.4073e-15,,-6.66828e-15,8.99281e-15,,-9.91394e-15,9.29118e-15,,-100,-99.3769,-99.5348
2.5,2.4,,1,1.0008,1.00212,,-4.31372e-15,4.1446e-15,,-6.07153e-15,6.85736e-15,,-9.82547e-15,1.0195e-14,,-100,-99.3769,-99.5348
2.5,2.5,,1,1.0008,1.00212,,-4.25594e-15,-4.13226e-15,,-6.14092e-15,-6.69083e-15,,-1.01568e-14,-1.01048e-14,,-100,-99.3769,-99.5348
2.5,2.6,,1,1.0008,1.00212,,-4.78665e-15,-5.98174e-15,,-5.80785e-15,-9.04832e-15,,-1.0136e-14,-9.39526e-15,,-100,-99.3769,-99.5348
2.5,2.7,,1,1.0008,1.00212,,-3.85435e-15,-9.08973e-18,,-5.80785e-15,8.32667e-17,,-9.6919e-15,4.16334e-17,,-100,-99.3769,-99.5348
2.5,2.8,,1,1.0008,1.00212,,-4.00321e-15,6.0725e-15,,-6.66828e-15,8.99281e-15,,-9.91394e-15,9.29118e-15,,-100,-99.3769,-99.5348
2.5,2.9,,1,1.0008,1.00212,,-4.31372e-15,4.1446e-15,,-6.07153e-15,6.85736e-15,,-9.82547e-15,1.0195e-14,,-100,-99.3769,-99.5348
2.5,3,,1,1.0008,1.00212,,-4.25594e-15,-4.13226e-15,,-6.14092e-15,-6.69083e-15,,-1.01568e-14,-1.01048e-14,,-100,-99.3769,-99.5348
2.5,3.1,,1,1.0008,1.00212,,-4.78665e-15,-5.98174e-15,,-5.80785e-15,-9.04832e-15,,-1.0136e-14,-9.39526e-15,,-100,-99.3769,-99.5348
2.5,3.2,,1,1.0008,1.00212,,-3.85435e-15,-9.08973e-18,,-5.80785e-15,8.32667e-17,,-9.6919e-15,4.16334e-17,,-100,-99.3769,-99.5348
2.5,3.3,,1,1.0008,1.00212,,-4.00321e-15,6.0725e-15,,-6.66828e-15,8.99281e-15,,-9.91394e-15,9.29118e-15,,-100,-99.3769,-99.5348
2.5,3.4,,1,1.0008,1.00212,,-4.31372e-15,4.1446e-15,,-6.07153e-15,6.85736e-15,,-9.82547e-15,1.0195e-14,,-100,-99.3769,-99.5348
2.5,3.5,,1,1.0008,1.00212,,-4.25594e-15,-4.13226e-15,,-6.14092e-15,-6.69083e-15,,-1.01568e-14,-1.01048e-14,,-100,-99.3769,-99.5348
2.5,3.6,,1,1.0008,1.00212,,-4.78665e-15,-6.03829e-15,,-5.80785e-15,-9.04832e-15,,-1.0136e-14,-9.39526e-15,,-100,-99.3769,-99.5348
2.5,3.7,,1,1.0008,1.00212,,-3.46849e-15,-6.30532e-16,,-5.80785e-15,8.32667e-17,,-9.6919e-15,4.16334e-17,,-100,-99.3769,-99.5348
2.5,3.8,,1,1.0008,1.00212,,-4.23645e-15,3.73557e-15,,-6.89032e-15,6.82787e-15,,-1.0136e-14,7.82013e-15,,-100,-99.3769,-99.5348
2.5,3.9,,1,1.0008,1.00212,,-3.77802e-15,3.93993e-17,,-5.6552e-15,-1.64799e-16,,-1.00475e-14,2.16667e-15,,-100,-99.3769,-99.5348
2.5,4,,1,1.0008,1.00212,,-3.50471e-15,-7.63547e-13,,-5.95357e-15,-1.92554e-15,,-9.53404e-15,-9.08041e-15,,-100,-99.3769,-99.5348
2.5,4.1,,1,1.0008,1.00212,,-3.69789e-15,-2.42592e-10,,-6.37684e-15,1.13486e-14,,-9.9365e-15,1.8441e-14,,-100,-99.3769,-99.5348
2.5,4.2,,1,1.0008,1.00212,,-2.99699e-15,-4.10812e-08,,-5.54418e-15,-1.38778e-16,,-9.62425e-15,4.16334e-17,,-100,-99.3769,-99.5348
2.5,4.3,,1,1.0008,1.00212,,-3.40787e-15,-3.70294e-06,,-6.6197e-15,-1.38327e-14,,-9.312e-15,-1.97941e-14,,-100,-99.3769,-99.5348
2.5,4.4,,0.999995,1.0008,1.00212,,-3.39347e-15,-0.000177201,,-6.57113e-15,-4.65253e-15,,-9.75608e-15,1.19783e-15,,-99.9995,-99.3769,-99.5348
2.5,4.5,,0.999856,1.0008,1.00212,,-3.19009e-15,-0.00448812,,-6.17562e-15,2.39392e-16,,-9.75608e-15,-4.22318e-15,,-99.9856,-99.3769,-99.5348
2.5,4.6,,0.997609,1.0008,1.00212,,-3.49854e-15,-0.059955,,-6.12704e-15,-2.11636e-16,,-9.75608e-15,4.19543e-15,,-99.7609,-99.3769,-99.5348
2.5,4.7,,0.978121,0.998492,1.00121,,-3.87499e-15,-0.420854,,-6.17562e-15,-0.130591,,-9.75608e-15,-0.0654658,,-97.8121,-99.1582,-99.4394
2.5,4.8,,0.886922,0.937791,0.951902,,-3.27841e-15,-1.54676,,-5.82173e-15,-1.34523,,-9.21485e-15,-1.21297,,-88.6922,-93.1159,-94.4639
2.5,4.9,,0.656719,0.689938,0.707966,,-3.02803e-15,-2.96776,,-4.76008e-15,-3.49302,,-6.62664e-15,-3.6983,,-65.6719,-68.4593,-70.1849
2.6,0,,0.656719,0.689938,0.707966,,-3.9623e-15,2.96776,,-6.41848e-15,3.49302,,-6.31266e-15,3.6983,,-65.6719,-68.4593,-70.1849
2.6,0.1,,0.886922,0.937791,0.951902,,-6.4493e-15,1.54676,,-8.41688e-15,1.34523,,-8.78984e-15,1.21297,,-88.6922,-93.1159,-94.4639
2.6,0.2,,0.978121,0.998492,1.00121,,-5.56007e-15,0.420854,,-8.99975e-15,0.130591,,-9.58088e-15,0.0654658,,-97.8121,-99.1582,-99.4394
2.6,0.3,,0.997609,1.0008,1.00212,,-6.08388e-15,0.059955,,-8.6528e-15,2.17014e-15,,-8.79505e-15,2.92995e-15,,-99.7609,-99.3769,-99.5348
2.6,0.4,,0.999856,1.0008,1.00212,,-6.1118e-15,0.00448812,,-8.54178e-15,-1.36002e-15,,-8.96852e-15,-1.17267e-15,,-99.9856,-99.3769,-99.5348
2.6,0.5,,0.999995,1.0008,1.00212,,-6.19859e-15,0.000177201,,-7.83401e-15,-2.58127e-15,,-9.37965e-15,-3.3298e-15,,-99.9995,-99.3769,-99.5348
2.6,0.6,,1,1.0008,1.00212,,-5.86994e-15,3.70294e-06,,-8.20871e-15,3.05311e-15,,-8.35096e-15,3.81552e-15,,-100,-99.3769,-99.5348
2.6,0.7,,1,1.0008,1.00212,,-5.648e-15,4.10812e-08,,-8.95811e-15,2.96985e-15,,-8.27463e-15,2.79637e-15,,-100,-99.3769,-99.5348
2.6,0.8,,1,1.0008,1.00212,,-5.38974e-15,2.42598e-10,,-7.84789e-15,1.11022e-16,,-8.94076e-15,2.08167e-17,,-100,-99.3769,-99.5348
2.6,0.9,,1,1.0008,1.00212,,-5.93884e-15,7.61496e-13,,-8.54178e-15,-3.66374e-15,,-9.19056e-15,-2.86576e-15,,-100,-99.3769,-99.5348
2.6,1,,1,1.0008,1.00212,,-5.72158e-15,-8.15775e-16,,-8.33361e-15,-4.46865e-15,,-9.39353e-15,-5.19636e-15,,-100,-99.3769,-99.5348
2.6,1.1,,1,1.0008,1.00212,,-5.15999e-15,1.25536e-15,,-8.83321e-15,2.33147e-15,,-8.54004e-15,2.24126e-15,,-100,-99.3769,-99.5348
2.6,1.2,,1,1.0008,1.00212,,-5.64857e-15,2.63405e-15,,-8.87485e-15,3.84762e-15,,-8.29545e-15,5.00381e-15,,-100,-99.3769,-99.5348
2.6,1.3,,1,1.0008,1.00212,,-5.64489e-15,1.36275e-15,,-8.91648e-15,1.50921e-15,,-9.01883e-15,-1.88217e-16,,-100,-99.3769,-99.5348
2.6,1.4,,1,1.0008,1.00212,,-6.11666e-15,-1.17729e-15,,-8.87485e-15,-1.28716e-15,,-8.96158e-15,7.80626e-18,,-100,-99.3769,-99.5348
2.6,1.5,,1,1.0008,1.00212,,-6.15352e-15,-1.76125e-15,,-8.7777e-15,-3.54231e-15,,-9.28251e-15,-4.71932e-15,,-100,-99.3769,-99.5348
2.6,1.6,,1,1.0008,1.00212,,-6.0386e-15,4.02877e-17,,-8.61117e-15,1.11022e-16,,-9.20618e-15,-2.01228e-16,,-100,-99.3769,-99.5348
2.6,1.7,,1,1.0008,1.00212,,-5.59306e-15,1.73199e-15,,-8.87485e-15,3.29251e-15,,-8.29545e-15,4.4487e-15,,-100,-99.3769,-99.5348
2.6,1.8,,1,1.0008,1.00212,,-5.64489e-15,1.13968e-15,,-8.91648e-15,1.50921e-15,,-9.01883e-15,-1.88217e-16,,-100,-99.3769,-99.5348
2.6,1.9,,1,1.0008,1.00212,,-5.67265e-15,-1.54836e-15,,-8.87485e-15,-1.28716e-15,,-8.96158e-15,7.80626e-18,,-100,-99.3769,-99.5348
2.6,2,,1,1.0008,1.00212,,-6.29597e-15,-3.51304e-15,,-8.55566e-15,-4.56926e-15,,-8.83842e-15,-5.30218e-15,,-100,-99.3769,-99.5348
2.6,2.1,,1,1.0008,1.00212,,-6.19005e-15,-3.22185e-15,,-8.25034e-15,-4.85723e-15,,-9.02577e-15,-4.73233e-15,,-100,-99.3769,-99.5348
2.6,2.2,,1,1.0008,1.00212,,-6.47292e-15,1.24501e-15,,-8.91648e-15,9.71445e-16,,-8.80372e-15,8.18789e-16,,-100,-99.3769,-99.5348
2.6,2.3,,1,1.0008,1.00212,,-6.18029e-15,6.40508e-15,,-9.33281e-15,9.4369e-15,,-9.46986e-15,9.51322e-15,,-100,-99.3769,-99.5348
2.6,2.4,,1,1.0008,1.00212,,-6.0259e-15,4.14542e-15,,-9.18016e-15,6.85736e-15,,-9.38138e-15,1.0417e-14,,-100,-99.3769,-99.5348
2.6,2.5,,1,1.0008,1.00212,,-5.96984e-15,-4.13351e-15,,-8.36137e-15,-6.91287e-15,,-9.26863e-15,-1.03268e-14,,-100,-99.3769,-99.5348
2.6,2.6,,1,1.0008,1.00212,,-6.50923e-15,-6.20227e-15,,-8.47239e-15,-9.27036e-15,,-9.24781e-15,-9.39526e-15,,-100,-99.3769,-99.5348
2.6,2.7,,1,1.0008,1.00212,,-6.02189e-15,-8.71026e-18,,-8.91648e-15,8.32667e-17,,-9.24781e-15,-1.80411e-16,,-100,-99.3769,-99.5348
2.6,2.8,,1,1.0008,1.00212,,-5.7362e-15,6.07196e-15,,-9.33281e-15,9.4369e-15,,-9.46986e-15,9.51322e-15,,-100,-99.3769,-99.5348
2.6,2.9,,1,1.0008,1.00212,,-6.0259e-15,4.14542e-15,,-9.18016e-15,6.85736e-15,,-9.38138e-15,1.0417e-14,,-100,-99.3769,-99.5348
2.6,3,,1,1.0008,1.00212,,-5.96984e-15,-4.13351e-15,,-8.36137e-15,-6.91287e-15,,-9.26863e-15,-1.03268e-14,,-100,-99.3769,-99.5348
2.6,3.1,,1,1.0008,1.00212,,-6.50923e-15,-6.20227e-15,,-8.47239e-15,-9.27036e-15,,-9.24781e-15,-9.39526e-15,,-100,-99.3769,-99.5348
2.6,3.2,,1,1.0008,1.00212,,-6.02189e-15,-8.71026e-18,,-8.91648e-15,8.32667e-17,,-9.24781e-15,-1.80411e-16,,-100,-99.3769,-99.5348
2.6,3.3,,1,1.0008,1.00212,,-5.7362e-15,6.07196e-15,,-9.33281e-15,9.4369e-15,,-9.46986e-15,9.51322e-15,,-100,-99.3769,-99.5348
2.6,3.4,,1,1.0008,1.00212,,-6.0259e-15,4.14542e-15,,-9.18016e-15,6.85736e-15,,-9.38138e-15,1.0417e-14,,-100,-99.3769,-99.5348
2.6,3.5,,1,1.0008,1.00212,,-5.96984e-15,-4.13351e-15,,-8.36137e-15,-6.91287e-15,,-9.26863e-15,-1.03268e-14,,-100,-99.3769,-99.5348
2.6,3.6,,1,1.0008,1.00212,,-6.50923e-15,-6.25963e-15,,-8.47239e-15,-9.27036e-15,,-9.24781e-15,-9.39526e-15,,-100,-99.3769,-99.5348
2.6,3.7,,1,1.0008,1.00212,,-5.64036e-15,-4.06536e-16,,-8.91648e-15,8.32667e-17,,-9.24781e-15,-1.80411e-16,,-100,-99.3769,-99.5348
2.6,3.8,,1,1.0008,1.00212,,-5.96944e-15,3.73535e-15,,-9.11077e-15,7.04992e-15,,-9.24781e-15,7.82013e-15,,-100,-99.3769,-99.5348
2.6,3.9,,1,1.0008,1.00212,,-5.92994e-15,-1.79013e-16,,-8.76382e-15,-1.64799e-16,,-9.15934e-15,2.38871e-15,,-100,-99.3769,-99.5348
2.6,4,,1,1.0008,1.00212,,-5.65229e-15,-7.63546e-13,,-8.61811e-15,-1.92554e-15,,-9.08995e-15,-9.08041e-15,,-100,-99.3769,-99.5348
2.6,4.1,,1,1.0008,1.00212,,-5.39706e-15,-2.42592e-10,,-9.48547e-15,1.13486e-14,,-9.49241e-15,1.79969e-14,,-100,-99.3769,-99.5348
2.6,4.2,,1,1.0008,1.00212,,-5.14111e-15,-4.10812e-08,,-8.6528e-15,8.32667e-17,,-9.18016e-15,-1.80411e-16,,-100,-99.3769,-99.5348
2.6,4.3,,1,1.0008,1.00212,,-5.54158e-15,-3.70294e-06,,-8.39606e-15,-1.36106e-14,,-8.86791e-15,-1.97941e-14,,-100,-99.3769,-99.5348
2.6,4.4,,0.999995,1.0008,1.00212,,-5.08656e-15,-0.000177201,,-8.79158e-15,-4.87457e-15,,-9.312e-15,1.19783e-15,,-99.9995,-99.3769,-99.5348
2.6,4.5,,0.999856,1.0008,1.00212,,-4.89359e-15,-0.00448812,,-8.84015e-15,4.61436e-16,,-9.312e-15,-4.22318e-15,,-99.9856,-99.3769,-99.5348
2.6,4.6,,0.997609,1.0008,1.00212,,-5.63832e-15,-0.059955,,-9.23567e-15,-2.11636e-16,,-9.312e-15,4.19543e-15,,-99.7609,-99.3769,-99.5348
2.6,4.7,,0.978121,0.998492,1.00121,,-6.02084e-15,-0.420854,,-8.84015e-15,-0.130591,,-9.312e-15,-0.0654658,,-97.8121,-99.1582,-99.4394
2.6,4.8,,0.886922,0.937791,0.951902,,-5.04089e-15,-1.54676,,-8.48627e-15,-1.34523,,-8.77076e-15,-1.21297,,-88.6922,-93.1159,-94.4639
2.6,4.9,,0.656719,0.689938,0.707966,,-4.02029e-15,-2.96776,,-6.09235e-15,-3.49302,,-6.18255e-15,-3.6983,,-65.6719,-68.4593,-70.1849
2.7,0,,0.656719,0.689938,0.707966,,-9.04009e-17,2.96776,,1.66533e-16,3.49302,,-1.97758e-16,3.6983,,-65.6719,-68.4593,-70.1849
2.7,0.1,,0.886922,0.937791,0.951902,,-1.08554e-15,1.54676,,1.66533e-16,1.34523,,-4.51028e-17,1.21297,,-88.6922,-93.1159,-94.4639
2.7,0.2,,0.978121,0.998492,1.00121,,-5.50186e-16,0.420854,,2.77556e-17,0.130591,,5.20417e-17,0.0654658,,-97.8121,-99.1582,-99.4394
2.7,0.3,,0.997609,1.0008,1.00212,,-2.55211e-16,0.059955,,-1.94289e-16,2.35229e-15,,3.1572e-16,3.12684e-15,,-99.7609,-99.3769,-99.5348
2.7,0.4,,0.999856,1.0008,1.00212,,-9.49266e-16,0.00448812,,-2.22045e-16,-1.36002e-15,,-3.7817e-16,-1.17267e-15,,-99.9856,-99.3769,-99.5348
2.7,0.5,,0.999995,1.0008,1.00212,,-8.69517e-16,0.000177201,,5.48173e-16,-2.56045e-15,,-7.49401e-16,-3.53797e-15,,-99.9995,-99.3769,-99.5348
2.7,0.6,,1,1.0008,1.00212,,-1.10656e-16,3.70294e-06,,1.94289e-16,3.0323e-15,,7.25114e-16,3.80165e-15,,-100,-99.3769,-99.5348
2.7,0.7,,1,1.0008,1.00212,,2.62415e-19,4.10812e-08,,-6.38378e-16,2.96985e-15,,3.1572e-16,2.79637e-15,,-100,-99.3769,-99.5348
2.7,0.8,,1,1.0008,1.00212,,-2.27197e-16,2.42598e-10,,4.71845e-16,1.11022e-16,,-3.50414e-16,2.08167e-17,,-100,-99.3769,-99.5348
2.7,0.9,,1,1.0008,1.00212,,-2.83639e-16,7.61511e-13,,-2.22045e-16,-3.44169e-15,,-6.00214e-16,-2.86576e-15,,-100,-99.3769,-99.5348
2.7,1,,1,1.0008,1.00212,,5.15855e-17,-8.75623e-16,,4.85723e-17,-4.44783e-15,,-3.19189e-16,-5.62658e-15,,-100,-99.3769,-99.5348
2.7,1.1,,1,1.0008,1.00212,,2.93983e-16,1.25362e-15,,7.63278e-17,2.33147e-15,,5.75928e-16,2.24126e-15,,-100,-99.3769,-99.5348
2.7,1.2,,1,1.0008,1.00212,,3.39697e-16,2.65747e-15,,9.02056e-17,4.08701e-15,,8.58688e-16,5.23973e-15,,-100,-99.3769,-99.5348
2.7,1.3,,1,1.0008,1.00212,,2.39288e-16,1.35148e-15,,2.08167e-17,1.49186e-15,,1.38778e-16,-2.02095e-16,,-100,-99.3769,-99.5348
2.7,1.4,,1,1.0008,1.00212,,-1.70026e-16,-1.26923e-15,,9.02056e-17,-1.26982e-15,,1.92554e-16,2.1684e-17,,-100,-99.3769,-99.5348
2.7,1.5,,1,1.0008,1.00212,,-2.13827e-16,-1.78033e-15,,1.59595e-16,-3.55965e-15,,-5.68989e-16,-4.73319e-15,,-100,-99.3769,-99.5348
2.7,1.6,,1,1.0008,1.00212,,-1.47477e-16,3.85529e-17,,2.98372e-16,1.11022e-16,,3.53884e-16,-2.01228e-16,,-100,-99.3769,-99.5348
2.7,1.7,,1,1.0008,1.00212,,3.39698e-16,1.74154e-15,,9.02056e-17,3.5319e-15,,8.58688e-16,4.90667e-15,,-100,-99.3769,-99.5348
2.7,1.8,,1,1.0008,1.00212,,2.39288e-16,1.12146e-15,,2.08167e-17,1.49186e-15,,1.38778e-16,-2.02095e-16,,-100,-99.3769,-99.5348
2.7,1.9,,1,1.0008,1.00212,,2.67043e-16,-1.53188e-15,,9.02056e-17,-1.26982e-15,,1.92554e-16,2.1684e-17,,-100,-99.3769,-99.5348
2.7,2,,1,1.0008,1.00212,,8.78103e-17,-3.52692e-15,,3.81639e-16,-4.58661e-15,,-1.249e-16,-5.76015e-15,,-100,-99.3769,-99.5348
2.7,2.1,,1,1.0008,1.00212,,-3.05863e-16,-3.45778e-15,,6.59195e-16,-4.85723e-15,,5.34295e-16,-4.73233e-15,,-100,-99.3769,-99.5348
2.7,2.2,,1,1.0008,1.00212,,-5.95673e-16,1.23373e-15,,-6.93889e-18,9.71445e-16,,3.1225e-16,8.18789e-16,,-100,-99.3769,-99.5348
2.7,2.3,,1,1.0008,1.00212,,-1.78145e-16,6.43631e-15,,-4.23273e-16,8.99281e-15,,9.02056e-17,9.29118e-15,,-100,-99.3769,-99.5348
2.7,2.4,,1,1.0008,1.00212,,-9.3141e-17,4.15235e-15,,-3.40006e-16,6.83481e-15,,1.38778e-16,1.01828e-14,,-100,-99.3769,-99.5348
2.7,2.5,,1,1.0008,1.00212,,-4.74238e-16,-4.13351e-15,,4.64906e-16,-6.89032e-15,,2.498e-16,-1.03147e-14,,-100,-99.3769,-99.5348
2.7,2.6,,1,1.0008,1.00212,,-5.14028e-16,-6.23176e-15,,4.3715e-16,-9.04832e-15,,3.1225e-16,-9.39526e-15,,-100,-99.3769,-99.5348
2.7,2.7,,1,1.0008,1.00212,,-5.33223e-16,-6.10817e-18,,-6.93889e-18,8.32667e-17,,3.1225e-16,-1.80411e-16,,-100,-99.3769,-99.5348
2.7,2.8,,1,1.0008,1.00212,,2.65944e-16,6.10145e-15,,-4.23273e-16,8.99281e-15,,9.02056e-17,9.29118e-15,,-100,-99.3769,-99.5348
2.7,2.9,,1,1.0008,1.00212,,-9.3141e-17,4.15235e-15,,-3.40006e-16,6.83481e-15,,1.38778e-16,1.01828e-14,,-100,-99.3769,-99.5348
2.7,3,,1,1.0008,1.00212,,-4.74238e-16,-4.13351e-15,,4.64906e-16,-6.89032e-15,,2.498e-16,-1.03147e-14,,-100,-99.3769,-99.5348
2.7,3.1,,1,1.0008,1.00212,,-5.14028e-16,-6.23176e-15,,4.3715e-16,-9.04832e-15,,3.1225e-16,-9.39526e-15,,-100,-99.3769,-99.5348
2.7,3.2,,1,1.0008,1.00212,,-5.33223e-16,-6.10817e-18,,-6.93889e-18,8.32667e-17,,3.1225e-16,-1.80411e-16,,-100,-99.3769,-99.5348
2.7,3.3,,1,1.0008,1.00212,,2.65944e-16,6.10145e-15,,-4.23273e-16,8.99281e-15,,9.02056e-17,9.29118e-15,,-100,-99.3769,-99.5348
