h/dr :,1.8
h/dz :,1.8
L2normPGauss,L2normPCubic,L2normPWedn,L2normdrhodtGauss,L2normdrhodtCubic,L2normdrhodtWedn
0.104177,0.0907378,0.0849207,14.7339,13.4588,12.9303

r,z,,PGauss,PCubic,PWedn,,dPGaussR,dPGaussZ,,dPCubicR,dPCubicZ,,dPWednR,dPWednZ,,drhodtGauss,drhodtCubic,drhodtWedn
1.1,2,,1,1.0008,1.00212,,9.96849e-16,-3.02385e-15,,2.63678e-15,-3.93782e-15,,2.19096e-15,-4.92054e-15,,-100,-99.3769,-99.5348
1.1,2.1,,1,1.0008,1.00212,,4.99094e-16,-2.9443e-15,,2.34535e-15,-4.27436e-15,,2.48933e-15,-4.42008e-15,,-100,-99.3769,-99.5348
1.1,2.2,,1,1.0008,1.00212,,6.67251e-16,1.27016e-15,,2.1233e-15,9.71445e-16,,2.48933e-15,8.25728e-16,,-100,-99.3769,-99.5348
1.1,2.3,,1,1.0008,1.00212,,8.62733e-16,6.05293e-15,,2.09555e-15,8.90954e-15,,2.17014e-15,9.21485e-15,,-100,-99.3769,-99.5348
1.1,2.4,,1,1.0008,1.00212,,1.031e-15,3.84878e-15,,2.13718e-15,6.72379e-15,,2.32453e-15,1.01611e-14,,-100,-99.3769,-99.5348
1.1,2.5,,1,1.0008,1.00212,,1.1495e-15,-4.03983e-15,,2.83107e-15,-6.55725e-15,,2.64198e-15,-1.00571e-14,,-100,-99.3769,-99.5348
1.1,2.6,,1,1.0008,1.00212,,1.12359e-15,-5.91951e-15,,2.78944e-15,-8.96505e-15,,2.48933e-15,-9.11077e-15,,-100,-99.3769,-99.5348
1.1,2.7,,1,1.0008,1.00212,,1.17379e-15,1.64432e-17,,2.1233e-15,8.32667e-17,,2.48933e-15,-1.73472e-16,,-100,-99.3769,-99.5348
1.1,2.8,,1,1.0008,1.00212,,1.30682e-15,5.71114e-15,,2.09555e-15,8.90954e-15,,2.17014e-15,9.21485e-15,,-100,-99.3769,-99.5348
1.1,2.9,,1,1.0008,1.00212,,1.031e-15,3.84878e-15,,2.13718e-15,6.72379e-15,,2.32453e-15,1.01611e-14,,-100,-99.3769,-99.5348
1.1,3,,1,1.0008,1.00212,,1.1495e-15,-4.03983e-15,,2.83107e-15,-6.55725e-15,,2.64198e-15,-1.00571e-14,,-100,-99.3769,-99.5348
1.1,3.1,,1,1.0008,1.00212,,1.12359e-15,-5.91951e-15,,2.78944e-15,-8.96505e-15,,2.48933e-15,-9.11077e-15,,-100,-99.3769,-99.5348
1.1,3.2,,1,1.0008,1.00212,,1.17379e-15,1.64432e-17,,2.1233e-15,8.32667e-17,,2.48933e-15,-1.73472e-16,,-100,-99.3769,-99.5348
1.1,3.3,,1,1.0008,1.00212,,1.30682e-15,5.71114e-15,,2.09555e-15,8.90954e-15,,2.17014e-15,9.21485e-15,,-100,-99.3769,-99.5348
1.1,3.4,,1,1.0008,1.00212,,1.031e-15,3.84878e-15,,2.13718e-15,6.72379e-15,,2.32453e-15,1.01611e-14,,-100,-99.3769,-99.5348
1.1,3.5,,1,1.0008,1.00212,,1.1495e-15,-4.03983e-15,,2.83107e-15,-6.55725e-15,,2.64198e-15,-1.00571e-14,,-100,-99.3769,-99.5348
1.1,3.6,,1,1.0008,1.00212,,1.12359e-15,-5.91962e-15,,2.78944e-15,-8.96505e-15,,2.48933e-15,-9.11077e-15,,-100,-99.3769,-99.5348
1.1,3.7,,1,1.0008,1.00212,,1.60389e-15,-5.93886e-16,,2.1233e-15,8.32667e-17,,2.48933e-15,-1.73472e-16,,-100,-99.3769,-99.5348
1.1,3.8,,1,1.0008,1.00212,,1.51074e-15,3.52979e-15,,2.31759e-15,6.7446e-15,,2.39218e-15,7.74381e-15,,-100,-99.3769,-99.5348
1.1,3.9,,1,1.0008,1.00212,,1.28655e-15,-2.12841e-16,,2.16493e-15,-2.15106e-16,,2.19963e-15,2.43815e-15,,-100,-99.3769,-99.5348
1.1,4,,1,1.0008,1.00212,,1.68909e-15,-7.63416e-13,,2.51882e-15,-1.7937e-15,,2.81719e-15,-8.58948e-15,,-100,-99.3769,-99.5348
1.1,4.1,,1,1.0008,1.00212,,1.70841e-15,-2.42593e-10,,1.72085e-15,1.11473e-14,,2.15106e-15,1.79015e-14,,-100,-99.3769,-99.5348
1.1,4.2,,1,1.0008,1.00212,,2.24192e-15,-4.10812e-08,,2.20657e-15,8.32667e-17,,2.79637e-15,-1.73472e-16,,-100,-99.3769,-99.5348
1.1,4.3,,1,1.0008,1.00212,,1.91083e-15,-3.70294e-06,,2.51882e-15,-1.33955e-14,,3.03924e-15,-1.94697e-14,,-100,-99.3769,-99.5348
1.1,4.4,,0.999995,1.0008,1.00212,,2.07442e-15,-0.000177201,,2.13718e-15,-4.92315e-15,,2.48412e-15,1.02609e-15,,-99.9995,-99.3769,-99.5348
1.1,4.5,,0.999856,1.0008,1.00212,,2.46168e-15,-0.00448812,,2.07473e-15,5.10009e-16,,2.59515e-15,-4.25961e-15,,-99.9856,-99.3769,-99.5348
1.1,4.6,,0.997609,1.0008,1.00212,,2.41083e-15,-0.059955,,2.58127e-15,-2.60209e-16,,2.48412e-15,4.24574e-15,,-99.7609,-99.3769,-99.5348
1.1,4.7,,0.978121,0.998492,1.00121,,1.44545e-15,-0.420854,,2.07473e-15,-0.130591,,2.59515e-15,-0.0654658,,-97.8121,-99.1582,-99.4394
1.1,4.8,,0.886922,0.937791,0.951902,,1.52334e-15,-1.54676,,1.94289e-15,-1.34523,,2.15106e-15,-1.21297,,-88.6922,-93.1159,-94.4639
1.1,4.9,,0.656719,0.689938,0.707966,,1.10064e-15,-2.96776,,1.52656e-15,-3.49302,,1.96371e-15,-3.6983,,-65.6719,-68.4593,-70.1849
1.2,0,,0.656719,0.689938,0.707966,,1.24278e-15,2.96776,,2.23432e-15,3.49302,,3.15373e-15,3.6983,,-65.6719,-68.4593,-70.1849
1.2,0.1,,0.886922,0.937791,0.951902,,8.0292e-16,1.54676,,2.69229e-15,1.34523,,4.28477e-15,1.21297,,-88.6922,-93.1159,-94.4639
1.2,0.2,,0.978121,0.998492,1.00121,,1.56055e-15,0.420854,,3.13638e-15,0.130591,,4.72886e-15,0.0654658,,-97.8121,-99.1582,-99.4394
1.2,0.3,,0.997609,1.0008,1.00212,,1.07833e-15,0.059955,,3.02536e-15,1.5335e-15,,4.64559e-15,2.09988e-15,,-99.7609,-99.3769,-99.5348
1.2,0.4,,0.999856,1.0008,1.00212,,2.73279e-16,0.00448812,,2.60902e-15,-1.23512e-15,,2.92474e-15,-1.19349e-15,,-99.9856,-99.3769,-99.5348
1.2,0.5,,0.999995,1.0008,1.00212,,3.53005e-16,0.000177201,,2.32453e-15,-2.13024e-15,,3.66374e-15,-3.03143e-15,,-99.9995,-99.3769,-99.5348
1.2,0.6,,1,1.0008,1.00212,,1.44493e-15,3.70294e-06,,2.30371e-15,2.49106e-15,,4.16681e-15,3.24653e-15,,-100,-99.3769,-99.5348
1.2,0.7,,1,1.0008,1.00212,,8.89711e-16,4.10812e-08,,2.58127e-15,2.76168e-15,,3.09128e-15,2.57433e-15,,-100,-99.3769,-99.5348
1.2,0.8,,1,1.0008,1.00212,,6.62282e-16,2.42599e-10,,2.13718e-15,1.38778e-17,,3.31332e-15,-6.93889e-18,,-100,-99.3769,-99.5348
1.2,0.9,,1,1.0008,1.00212,,9.3888e-16,7.61899e-13,,2.38698e-15,-3.17801e-15,,2.92474e-15,-2.77556e-15,,-100,-99.3769,-99.5348
1.2,1,,1,1.0008,1.00212,,2.60637e-15,-6.88281e-16,,2.76862e-15,-3.75394e-15,,3.44169e-15,-5.00901e-15,,-100,-99.3769,-99.5348
1.2,1.1,,1,1.0008,1.00212,,1.84958e-15,1.36466e-15,,2.9074e-15,2.15106e-15,,4.9058e-15,2.24126e-15,,-100,-99.3769,-99.5348
1.2,1.2,,1,1.0008,1.00212,,1.95079e-15,2.35217e-15,,3.14332e-15,3.71231e-15,,4.96651e-15,4.85115e-15,,-100,-99.3769,-99.5348
1.2,1.3,,1,1.0008,1.00212,,1.57286e-15,1.36535e-15,,2.4078e-15,1.5335e-15,,4.46865e-15,-2.02095e-16,,-100,-99.3769,-99.5348
1.2,1.4,,1,1.0008,1.00212,,1.05253e-15,-1.29698e-15,,2.25514e-15,-1.39472e-15,,4.07833e-15,7.71952e-17,,-100,-99.3769,-99.5348
1.2,1.5,,1,1.0008,1.00212,,2.0634e-15,-1.75258e-15,,3.32373e-15,-3.17107e-15,,4.30211e-15,-4.53197e-15,,-100,-99.3769,-99.5348
1.2,1.6,,1,1.0008,1.00212,,1.85223e-15,1.56515e-16,,2.46331e-15,1.38778e-17,,4.23966e-15,-1.17961e-16,,-100,-99.3769,-99.5348
1.2,1.7,,1,1.0008,1.00212,,1.95079e-15,1.8942e-15,,3.14332e-15,3.04617e-15,,4.96651e-15,4.85115e-15,,-100,-99.3769,-99.5348
1.2,1.8,,1,1.0008,1.00212,,2.46104e-15,1.1284e-15,,2.4078e-15,1.5335e-15,,4.46865e-15,-2.02095e-16,,-100,-99.3769,-99.5348
1.2,1.9,,1,1.0008,1.00212,,1.93368e-15,-1.38617e-15,,2.25514e-15,-1.39472e-15,,4.07833e-15,7.71952e-17,,-100,-99.3769,-99.5348
1.2,2,,1,1.0008,1.00212,,2.80912e-15,-3.33958e-15,,3.10169e-15,-4.14252e-15,,4.7462e-15,-5.39239e-15,,-100,-99.3769,-99.5348
1.2,2.1,,1,1.0008,1.00212,,2.35994e-15,-3.05534e-15,,3.1572e-15,-4.44089e-15,,4.96131e-15,-4.42008e-15,,-100,-99.3769,-99.5348
1.2,2.2,,1,1.0008,1.00212,,2.5142e-15,1.53904e-15,,3.37924e-15,1.08247e-15,,5.4054e-15,8.8124e-16,,-100,-99.3769,-99.5348
1.2,2.3,,1,1.0008,1.00212,,2.82073e-15,6.46408e-15,,3.57353e-15,8.85403e-15,,4.42008e-15,9.10383e-15,,-100,-99.3769,-99.5348
1.2,2.4,,1,1.0008,1.00212,,3.01675e-15,4.24952e-15,,3.60129e-15,6.55725e-15,,4.57967e-15,9.6069e-15,,-100,-99.3769,-99.5348
1.2,2.5,,1,1.0008,1.00212,,2.9132e-15,-4.16128e-15,,3.62904e-15,-6.69603e-15,,5.1209e-15,-9.6971e-15,,-100,-99.3769,-99.5348
1.2,2.6,,1,1.0008,1.00212,,2.59586e-15,-6.05136e-15,,3.60129e-15,-8.99281e-15,,5.4054e-15,-9.19403e-15,,-100,-99.3769,-99.5348
1.2,2.7,,1,1.0008,1.00212,,2.57665e-15,6.32794e-17,,3.37924e-15,8.32667e-17,,4.96131e-15,-2.28983e-16,,-100,-99.3769,-99.5348
1.2,2.8,,1,1.0008,1.00212,,2.82073e-15,6.17779e-15,,3.57353e-15,8.85403e-15,,4.42008e-15,9.10383e-15,,-100,-99.3769,-99.5348
1.2,2.9,,1,1.0008,1.00212,,3.01675e-15,4.24952e-15,,3.60129e-15,6.55725e-15,,4.57967e-15,9.6069e-15,,-100,-99.3769,-99.5348
1.2,3,,1,1.0008,1.00212,,2.9132e-15,-4.16128e-15,,3.62904e-15,-6.69603e-15,,5.1209e-15,-9.6971e-15,,-100,-99.3769,-99.5348
1.2,3.1,,1,1.0008,1.00212,,2.59586e-15,-6.05136e-15,,3.60129e-15,-8.99281e-15,,5.4054e-15,-9.19403e-15,,-100,-99.3769,-99.5348
1.2,3.2,,1,1.0008,1.00212,,2.57665e-15,6.32794e-17,,3.37924e-15,8.32667e-17,,4.96131e-15,-2.28983e-16,,-100,-99.3769,-99.5348
1.2,3.3,,1,1.0008,1.00212,,2.82073e-15,6.17779e-15,,3.57353e-15,8.85403e-15,,4.42008e-15,9.10383e-15,,-100,-99.3769,-99.5348
1.2,3.4,,1,1.0008,1.00212,,3.01675e-15,4.24952e-15,,3.60129e-15,6.55725e-15,,4.57967e-15,9.6069e-15,,-100,-99.3769,-99.5348
1.2,3.5,,1,1.0008,1.00212,,2.9132e-15,-4.16128e-15,,3.62904e-15,-6.69603e-15,,5.1209e-15,-9.6971e-15,,-100,-99.3769,-99.5348
1.2,3.6,,1,1.0008,1.00212,,2.59586e-15,-6.28046e-15,,3.60129e-15,-8.99281e-15,,5.4054e-15,-9.19403e-15,,-100,-99.3769,-99.5348
1.2,3.7,,1,1.0008,1.00212,,2.56959e-15,-3.21536e-16,,3.37924e-15,8.32667e-17,,4.96131e-15,-2.28983e-16,,-100,-99.3769,-99.5348
1.2,3.8,,1,1.0008,1.00212,,3.03852e-15,3.72062e-15,,3.79557e-15,6.77236e-15,,5.08621e-15,7.57727e-15,,-100,-99.3769,-99.5348
1.2,3.9,,1,1.0008,1.00212,,2.31471e-15,-3.42071e-16,,3.407e-15,-2.15106e-16,,4.67681e-15,2.05044e-15,,-100,-99.3769,-99.5348
1.2,4,,1,1.0008,1.00212,,3.92476e-15,-7.63425e-13,,3.37924e-15,-1.99667e-15,,5.11223e-15,-8.07861e-15,,-100,-99.3769,-99.5348
1.2,4.1,,1,1.0008,1.00212,,3.29179e-15,-2.42592e-10,,3.24046e-15,1.12948e-14,,4.66988e-15,1.74461e-14,,-100,-99.3769,-99.5348
1.2,4.2,,1,1.0008,1.00212,,3.50599e-15,-4.10812e-08,,3.43475e-15,8.32667e-17,,4.39232e-15,-2.28983e-16,,-100,-99.3769,-99.5348
1.2,4.3,,1,1.0008,1.00212,,4.04933e-15,-3.70294e-06,,3.37924e-15,-1.36818e-14,,5.33427e-15,-1.91808e-14,,-100,-99.3769,-99.5348
1.2,4.4,,0.999995,1.0008,1.00212,,4.06026e-15,-0.000177201,,2.99066e-15,-4.72018e-15,,4.55885e-15,7.37257e-16,,-99.9995,-99.3769,-99.5348
1.2,4.5,,0.999856,1.0008,1.00212,,4.19773e-15,-0.00448812,,3.37924e-15,3.07046e-16,,4.89019e-15,-3.85976e-15,,-99.9856,-99.3769,-99.5348
1.2,4.6,,0.997609,1.0008,1.00212,,4.38282e-15,-0.059955,,3.43475e-15,-1.68268e-16,,4.55885e-15,3.84588e-15,,-99.7609,-99.3769,-99.5348
1.2,4.7,,0.978121,0.998492,1.00121,,2.51533e-15,-0.420854,,3.37924e-15,-0.130591,,4.89019e-15,-0.0654658,,-97.8121,-99.1582,-99.4394
1.2,4.8,,0.886922,0.937791,0.951902,,3.17598e-15,-1.54676,,3.01842e-15,-1.34523,,4.66988e-15,-1.21297,,-88.6922,-93.1159,-94.4639
1.2,4.9,,0.656719,0.689938,0.707966,,2.2672e-15,-2.96776,,2.41474e-15,-3.49302,,3.62904e-15,-3.6983,,-65.6719,-68.4593,-70.1849
1.3,0,,0.656719,0.689938,0.707966,,7.91298e-16,2.96776,,1.4988e-15,3.49302,,-9.88792e-17,3.6983,,-65.6719,-68.4593,-70.1849
1.3,0.1,,0.886922,0.937791,0.951902,,5.25187e-16,1.54676,,1.54043e-15,1.34523,,-4.80518e-16,1.21297,,-88.6922,-93.1159,-94.4639
1.3,0.2,,0.978121,0.998492,1.00121,,8.98347e-16,0.420854,,1.76248e-15,0.130591,,-4.80518e-16,0.0654658,,-97.8121,-99.1582,-99.4394
1.3,0.3,,0.997609,1.0008,1.00212,,6.79844e-16,0.059955,,1.27676e-15,1.0842e-15,,3.60822e-16,1.58294e-15,,-99.7609,-99.3769,-99.5348
1.3,0.4,,0.999856,1.0008,1.00212,,9.72847e-16,0.00448812,,1.3739e-15,-1.3739e-15,,2.28983e-16,-1.16573e-15,,-99.9856,-99.3769,-99.5348
1.3,0.5,,0.999995,1.0008,1.00212,,7.81983e-16,0.000177201,,1.30451e-15,-1.93769e-15,,-1.40513e-16,-2.89265e-15,,-99.9995,-99.3769,-99.5348
1.3,0.6,,1,1.0008,1.00212,,6.61338e-16,3.70294e-06,,1.4988e-15,2.38178e-15,,3.60822e-16,3.13551e-15,,-100,-99.3769,-99.5348
1.3,0.7,,1,1.0008,1.00212,,1.60492e-15,4.10812e-08,,1.79023e-15,2.65066e-15,,6.17562e-16,2.46331e-15,,-100,-99.3769,-99.5348
1.3,0.8,,1,1.0008,1.00212,,1.64981e-15,2.42598e-10,,1.79023e-15,9.71445e-17,,8.39606e-16,2.08167e-17,,-100,-99.3769,-99.5348
1.3,0.9,,1,1.0008,1.00212,,1.39388e-15,7.62128e-13,,1.15186e-15,-3.15026e-15,,2.28983e-16,-2.77556e-15,,-100,-99.3769,-99.5348
1.3,1,,1,1.0008,1.00212,,2.15064e-15,-4.77286e-16,,1.97065e-15,-3.33934e-15,,8.1532e-17,-4.31512e-15,,-100,-99.3769,-99.5348
1.3,1.1,,1,1.0008,1.00212,,1.04863e-15,9.79376e-16,,2.53964e-15,2.04003e-15,,4.35416e-16,1.9082e-15,,-100,-99.3769,-99.5348
1.3,1.2,,1,1.0008,1.00212,,9.90262e-16,1.85917e-15,,1.77636e-15,3.23006e-15,,4.16334e-16,4.65687e-15,,-100,-99.3769,-99.5348
1.3,1.3,,1,1.0008,1.00212,,1.73466e-15,1.63397e-15,,1.94289e-15,1.5439e-15,,-8.50015e-17,-1.46584e-16,,-100,-99.3769,-99.5348
1.3,1.4,,1,1.0008,1.00212,,9.87078e-16,-1.29498e-15,,1.77636e-15,-1.57166e-15,,4.16334e-16,1.88217e-16,,-100,-99.3769,-99.5348
1.3,1.5,,1,1.0008,1.00212,,1.54522e-15,-1.2675e-15,,1.97065e-15,-2.71658e-15,,-4.7358e-16,-4.36543e-15,,-100,-99.3769,-99.5348
1.3,1.6,,1,1.0008,1.00212,,1.50923e-15,3.66014e-17,,2.09555e-15,9.71445e-17,,2.13371e-16,-2.01228e-16,,-100,-99.3769,-99.5348
1.3,1.7,,1,1.0008,1.00212,,9.90262e-16,1.1913e-15,,1.77636e-15,2.67494e-15,,4.16334e-16,4.10175e-15,,-100,-99.3769,-99.5348
1.3,1.8,,1,1.0008,1.00212,,1.73466e-15,1.34855e-15,,1.94289e-15,1.5439e-15,,-8.50015e-17,-1.46584e-16,,-100,-99.3769,-99.5348
1.3,1.9,,1,1.0008,1.00212,,1.41547e-15,-1.76407e-15,,1.77636e-15,-1.57166e-15,,4.16334e-16,1.88217e-16,,-100,-99.3769,-99.5348
1.3,2,,1,1.0008,1.00212,,1.18073e-15,-2.80473e-15,,1.7486e-15,-3.93782e-15,,-2.94903e-17,-4.92054e-15,,-100,-99.3769,-99.5348
1.3,2.1,,1,1.0008,1.00212,,6.77771e-16,-2.94679e-15,,1.45717e-15,-4.27436e-15,,7.12971e-16,-3.97599e-15,,-100,-99.3769,-99.5348
1.3,2.2,,1,1.0008,1.00212,,1.26573e-15,1.49102e-15,,2.1233e-15,1.19349e-15,,2.68882e-16,8.25728e-16,,-100,-99.3769,-99.5348
1.3,2.3,,1,1.0008,1.00212,,1.48029e-15,6.27769e-15,,1.65146e-15,8.90954e-15,,-5.0307e-17,8.99281e-15,,-100,-99.3769,-99.5348
1.3,2.4,,1,1.0008,1.00212,,7.44771e-16,4.0692e-15,,1.249e-15,6.50174e-15,,1.04083e-16,9.71705e-15,,-100,-99.3769,-99.5348
1.3,2.5,,1,1.0008,1.00212,,1.31951e-15,-4.03929e-15,,1.4988e-15,-6.55725e-15,,8.65627e-16,-9.61297e-15,,-100,-99.3769,-99.5348
1.3,2.6,,1,1.0008,1.00212,,8.58182e-16,-6.14399e-15,,1.45717e-15,-8.96505e-15,,2.68882e-16,-9.11077e-15,,-100,-99.3769,-99.5348
1.3,2.7,,1,1.0008,1.00212,,8.91898e-16,1.6118e-17,,2.1233e-15,8.32667e-17,,2.68882e-16,4.85723e-17,,-100,-99.3769,-99.5348
1.3,2.8,,1,1.0008,1.00212,,1.93826e-15,5.93763e-15,,1.65146e-15,8.90954e-15,,-5.0307e-17,8.99281e-15,,-100,-99.3769,-99.5348
1.3,2.9,,1,1.0008,1.00212,,7.44771e-16,4.0692e-15,,1.249e-15,6.50174e-15,,1.04083e-16,9.71705e-15,,-100,-99.3769,-99.5348
1.3,3,,1,1.0008,1.00212,,1.31951e-15,-4.03929e-15,,1.4988e-15,-6.55725e-15,,8.65627e-16,-9.61297e-15,,-100,-99.3769,-99.5348
1.3,3.1,,1,1.0008,1.00212,,8.58182e-16,-6.14399e-15,,1.45717e-15,-8.96505e-15,,2.68882e-16,-9.11077e-15,,-100,-99.3769,-99.5348
1.3,3.2,,1,1.0008,1.00212,,8.91898e-16,1.6118e-17,,2.1233e-15,8.32667e-17,,2.68882e-16,4.85723e-17,,-100,-99.3769,-99.5348
1.3,3.3,,1,1.0008,1.00212,,1.93826e-15,5.93763e-15,,1.65146e-15,8.90954e-15,,-5.0307e-17,8.99281e-15,,-100,-99.3769,-99.5348
1.3,3.4,,1,1.0008,1.00212,,7.44771e-16,4.0692e-15,,1.249e-15,6.50174e-15,,1.04083e-16,9.71705e-15,,-100,-99.3769,-99.5348
1.3,3.5,,1,1.0008,1.00212,,1.31951e-15,-4.03929e-15,,1.4988e-15,-6.55725e-15,,8.65627e-16,-9.61297e-15,,-100,-99.3769,-99.5348
1.3,3.6,,1,1.0008,1.00212,,8.56447e-16,-6.14584e-15,,1.45717e-15,-8.96505e-15,,2.68882e-16,-9.11077e-15,,-100,-99.3769,-99.5348
1.3,3.7,,1,1.0008,1.00212,,2.20844e-15,-5.93778e-16,,2.1233e-15,8.32667e-17,,2.68882e-16,4.85723e-17,,-100,-99.3769,-99.5348
1.3,3.8,,1,1.0008,1.00212,,1.69375e-15,3.53553e-15,,1.42941e-15,6.52256e-15,,-2.72352e-16,7.29972e-15,,-100,-99.3769,-99.5348
1.3,3.9,,1,1.0008,1.00212,,1.43227e-15,-2.19671e-16,,1.27676e-15,-2.15106e-16,,4.23273e-16,2.21611e-15,,-100,-99.3769,-99.5348
1.3,4,,1,1.0008,1.00212,,9.70915e-16,-7.63415e-13,,2.07473e-15,-1.7937e-15,,5.96745e-16,-8.14539e-15,,-100,-99.3769,-99.5348
1.3,4.1,,1,1.0008,1.00212,,5.33132e-16,-2.42592e-10,,1.72085e-15,1.13694e-14,,-5.13478e-16,1.76794e-14,,-100,-99.3769,-99.5348
1.3,4.2,,1,1.0008,1.00212,,2.82392e-15,-4.10812e-08,,1.76248e-15,-1.38778e-16,,1.02002e-15,4.85723e-17,,-100,-99.3769,-99.5348
1.3,4.3,,1,1.0008,1.00212,,2.07389e-15,-3.70294e-06,,2.07473e-15,-1.36176e-14,,8.18789e-16,-1.90256e-14,,-100,-99.3769,-99.5348
1.3,4.4,,0.999995,1.0008,1.00212,,1.34496e-15,-0.000177201,,2.13718e-15,-4.7011e-15,,2.63678e-16,8.04044e-16,,-99.9995,-99.3769,-99.5348
1.3,4.5,,0.999856,1.0008,1.00212,,2.18065e-15,-0.00448812,,2.07473e-15,6.59195e-17,,3.747e-16,-3.81552e-15,,-99.9856,-99.3769,-99.5348
1.3,4.6,,0.997609,1.0008,1.00212,,1.66924e-15,-0.059955,,2.13718e-15,-3.81639e-17,,2.63678e-16,3.80165e-15,,-99.7609,-99.3769,-99.5348
1.3,4.7,,0.978121,0.998492,1.00121,,1.61458e-15,-0.420854,,2.07473e-15,-0.130591,,3.747e-16,-0.0654658,,-97.8121,-99.1582,-99.4394
1.3,4.8,,0.886922,0.937791,0.951902,,1.71936e-15,-1.54676,,1.94289e-15,-1.34523,,-6.93889e-17,-1.21297,,-88.6922,-93.1159,-94.4639
1.3,4.9,,0.656719,0.689938,0.707966,,6.73894e-16,-2.96776,,1.08247e-15,-3.49302,,6.31439e-16,-3.6983,,-65.6719,-68.4593,-70.1849
1.4,0,,0.656719,0.689938,0.707966,,-8.04197e-16,2.96776,,-1.27676e-15,3.49302,,-9.88792e-17,3.6983,,-65.6719,-68.4593,-70.1849
1.4,0.1,,0.886922,0.937791,0.951902,,-1.90325e-15,1.54676,,-2.01228e-15,1.34523,,-3.64292e-17,1.21297,,-88.6922,-93.1159,-94.4639
1.4,0.2,,0.978121,0.998492,1.00121,,-1.27052e-15,0.420854,,-2.01228e-15,0.130591,,-4.80518e-16,0.0654658,,-97.8121,-99.1582,-99.4394
1.4,0.3,,0.997609,1.0008,1.00212,,-2.16907e-15,0.059955,,-1.60982e-15,1.11196e-15,,-8.32667e-17,1.6662e-15,,-99.7609,-99.3769,-99.5348
1.4,0.4,,0.999856,1.0008,1.00212,,-2.53003e-15,0.00448812,,-1.95677e-15,-1.23512e-15,,-4.3715e-16,-1.19349e-15,,-99.9856,-99.3769,-99.5348
1.4,0.5,,0.999995,1.0008,1.00212,,-2.49888e-15,0.000177201,,-2.2482e-15,-2.13198e-15,,-5.84602e-16,-2.80938e-15,,-99.9995,-99.3769,-99.5348
1.4,0.6,,1,1.0008,1.00212,,-2.19105e-15,3.70294e-06,,-1.38778e-15,2.27075e-15,,-8.32667e-17,3.24653e-15,,-100,-99.3769,-99.5348
1.4,0.7,,1,1.0008,1.00212,,-1.9136e-15,4.10812e-08,,-1.09635e-15,2.53964e-15,,-2.70617e-16,2.35229e-15,,-100,-99.3769,-99.5348
1.4,0.8,,1,1.0008,1.00212,,-1.64143e-15,2.42598e-10,,-1.54043e-15,1.38778e-17,,-9.36751e-16,-6.93889e-18,,-100,-99.3769,-99.5348
1.4,0.9,,1,1.0008,1.00212,,-2.33628e-15,7.62137e-13,,-2.17881e-15,-3.17801e-15,,-1.32533e-15,-2.77556e-15,,-100,-99.3769,-99.5348
1.4,1,,1,1.0008,1.00212,,-1.14063e-15,-4.7144e-16,,-2.69229e-15,-3.31159e-15,,-8.06646e-16,-4.56492e-15,,-100,-99.3769,-99.5348
1.4,1.1,,1,1.0008,1.00212,,-8.98225e-16,1.14088e-15,,-1.67921e-15,2.15106e-15,,2.13371e-16,2.01922e-15,,-100,-99.3769,-99.5348
1.4,1.2,,1,1.0008,1.00212,,-9.49664e-16,1.8543e-15,,-1.9984e-15,3.23006e-15,,1.94289e-16,4.8234e-15,,-100,-99.3769,-99.5348
1.4,1.3,,1,1.0008,1.00212,,-1.34148e-15,1.6351e-15,,-2.27596e-15,1.57166e-15,,-3.07046e-16,-1.7434e-16,,-100,-99.3769,-99.5348
1.4,1.4,,1,1.0008,1.00212,,-1.86181e-15,-1.46178e-15,,-2.44249e-15,-1.43288e-15,,-2.498e-16,4.94396e-17,,-100,-99.3769,-99.5348
1.4,1.5,,1,1.0008,1.00212,,-8.50933e-16,-1.4863e-15,,-2.2482e-15,-2.68882e-15,,-4.7358e-16,-4.06012e-15,,-100,-99.3769,-99.5348
1.4,1.6,,1,1.0008,1.00212,,-1.78375e-15,1.47841e-16,,-2.1233e-15,1.38778e-17,,-8.67362e-18,-1.17961e-16,,-100,-99.3769,-99.5348
1.4,1.7,,1,1.0008,1.00212,,-1.83784e-15,1.41021e-15,,-1.9984e-15,2.56392e-15,,1.94289e-16,4.37931e-15,,-100,-99.3769,-99.5348
1.4,1.8,,1,1.0008,1.00212,,-4.53298e-16,1.40509e-15,,-2.27596e-15,1.57166e-15,,-3.07046e-16,-1.7434e-16,,-100,-99.3769,-99.5348
1.4,1.9,,1,1.0008,1.00212,,-9.80654e-16,-1.65331e-15,,-2.44249e-15,-1.43288e-15,,-2.498e-16,4.94396e-17,,-100,-99.3769,-99.5348
1.4,2,,1,1.0008,1.00212,,-1.00034e-15,-2.85733e-15,,-1.58207e-15,-3.88231e-15,,-2.94903e-17,-5.14259e-15,,-100,-99.3769,-99.5348
1.4,2.1,,1,1.0008,1.00212,,-1.27604e-15,-2.83329e-15,,-2.31759e-15,-4.21885e-15,,2.68882e-16,-4.19803e-15,,-100,-99.3769,-99.5348
1.4,2.2,,1,1.0008,1.00212,,-1.10791e-15,1.54772e-15,,-1.65146e-15,1.08247e-15,,2.68882e-16,8.8124e-16,,-100,-99.3769,-99.5348
