h/dp :,2
L2normPGauss,L2normPCubic,L2normPWedn,L2normdrhodtGauss,L2normdrhodtCubic,L2normdrhodtWedn
0.111422,0.0979412,0.0922839,15.5759,14.1002,13.5494

id,r,z,,PGauss,PCubic,PWedn,,dPGaussR,dPGaussZ,,dPCubicR,dPCubicZ,,dPWednR,dPWednZ,,drhodtGauss,drhodtCubic,drhodtWedn
433,3.35,0.85,,1,0.999958,1.00121,,-2.83823e-16,2.05742e-08,,-5.3603e-16,-1.09461e-15,,-3.82507e-16,-8.25728e-16,,-200,-199.91,-199.92
434,3.45,0.85,,1,0.999958,1.00121,,-1.53667e-16,2.05742e-08,,-4.92661e-16,-9.66241e-16,,-4.23273e-16,-1.17874e-15,,-200,-199.91,-199.92
435,3.55,0.85,,1,0.999958,1.00121,,1.38532e-17,2.05742e-08,,-4.51028e-17,-8.69096e-16,,-4.09395e-16,-1.47712e-15,,-200,-199.91,-199.92
436,3.65,0.85,,1,0.999958,1.00121,,5.14531e-16,2.05742e-08,,2.94903e-16,-5.04805e-16,,3.16153e-16,-1.24119e-15,,-200,-199.91,-199.92
437,3.75,0.85,,1,0.999958,1.00121,,1.19913e-15,2.05742e-08,,4.02456e-16,-8.65627e-16,,3.60822e-16,-5.75061e-16,,-200,-199.91,-199.92
438,3.85,0.85,,1,0.999958,1.00121,,9.849e-17,2.05742e-08,,2.9126e-15,-1.17614e-15,,2.30328e-15,-3.95517e-16,,-200,-199.91,-199.92
439,3.95,0.85,,1,0.999958,1.00121,,-1.12557e-12,2.05742e-08,,1.03372e-14,-7.59809e-16,,9.70361e-15,-9.92262e-16,,-200,-199.91,-199.92
440,4.05,0.85,,1,0.999958,1.00121,,-1.97008e-10,2.05742e-08,,1.59456e-14,-7.28584e-16,,1.68021e-14,-6.15827e-17,,-200,-199.91,-199.92
441,4.15,0.85,,1,0.999958,1.00121,,-2.05742e-08,2.05742e-08,,1.12462e-14,-6.05418e-16,,1.11738e-14,-2.92301e-16,,-200,-199.91,-199.92
442,4.25,0.85,,1,0.999958,1.00121,,-1.2904e-06,2.05742e-08,,3.03056e-15,-1.079e-15,,3.06222e-15,-1.17961e-16,,-200,-199.91,-199.92
443,4.35,0.85,,0.999999,0.999958,1.00121,,-4.85354e-05,2.05742e-08,,3.46945e-18,-8.39606e-16,,2.10769e-16,-1.07466e-15,,-199.997,-199.91,-199.92
444,4.45,0.85,,0.999964,0.999958,1.00121,,-0.00109293,2.05735e-08,,1.43982e-16,-3.41741e-16,,1.44416e-16,-2.09034e-16,,-199.934,-199.91,-199.92
445,4.55,0.85,,0.999419,0.999958,1.00121,,-0.0147072,2.05623e-08,,-3.53884e-16,-8.98587e-16,,-2.44162e-16,-7.00828e-16,,-199.253,-199.91,-199.92
446,4.65,0.85,,0.994252,0.999958,1.00121,,-0.118042,2.0456e-08,,-9.54098e-17,-8.67362e-16,,-2.3332e-16,-6.8695e-16,,-195.12,-199.91,-199.92
447,4.75,0.85,,0.96452,0.991792,0.996678,,-0.564031,1.98442e-08,,-0.276082,-1.06512e-15,,-0.187556,-1.08247e-15,,-181.74,-191.628,-194.293
448,4.85,0.85,,0.860743,0.912514,0.928513,,-1.6018,1.77091e-08,,-1.52087,-1.31839e-15,,-1.4015,-1.04083e-15,,-160.985,-166.732,-170.014
449,4.95,0.85,,0.641047,0.670502,0.686646,,-2.70028,1.3189e-08,,-3.19855,-4.57967e-16,,-3.40694,-7.21645e-16,,-150,-149.955,-149.96
450,0.05,0.95,,0.641047,0.670502,0.686646,,2.70028,1.26298e-10,,3.19855,-1.46064e-15,,3.40694,-1.67748e-15,,-150,-149.955,-149.96
451,0.15,0.95,,0.860743,0.912514,0.928513,,1.6018,1.69582e-10,,1.52087,-1.88217e-15,,1.4015,-2.80505e-15,,-160.985,-166.732,-170.014
452,0.25,0.95,,0.96452,0.991792,0.996678,,0.564031,1.90028e-10,,0.276082,-2.52402e-15,,0.187556,-2.68102e-15,,-181.74,-191.628,-194.293
453,0.35,0.95,,0.994252,0.999958,1.00121,,0.118042,1.95886e-10,,3.33067e-16,-2.64372e-15,,-1.68702e-16,-3.04878e-15,,-195.12,-199.91,-199.92
454,0.45,0.95,,0.999419,0.999958,1.00121,,0.0147072,1.96904e-10,,-3.86843e-16,-3.37057e-15,,-3.32633e-16,-3.02883e-15,,-199.253,-199.91,-199.92
455,0.55,0.95,,0.999964,0.999958,1.00121,,0.00109293,1.97011e-10,,-5.30825e-16,-3.53537e-15,,-2.17708e-16,-2.8753e-15,,-199.934,-199.91,-199.92
456,0.65,0.95,,0.999999,0.999958,1.00121,,4.85354e-05,1.97017e-10,,1.5786e-16,-2.72699e-15,,-7.80626e-17,-2.85362e-15,,-199.997,-199.91,-199.92
457,0.75,0.95,,1,0.999958,1.00121,,1.2904e-06,1.97018e-10,,4.51028e-16,-2.9525e-15,,7.60243e-16,-3.25694e-15,,-200,-199.91,-199.92
458,0.85,0.95,,1,0.999958,1.00121,,2.05742e-08,1.97017e-10,,-8.82974e-16,-3.19016e-15,,-8.80806e-16,-3.31245e-15,,-200,-199.91,-199.92
459,0.95,0.95,,1,0.999958,1.00121,,1.97017e-10,1.97017e-10,,-3.3272e-15,-3.80772e-15,,-3.79731e-15,-2.56652e-15,,-200,-199.91,-199.92
460,1.05,0.95,,1,0.999958,1.00121,,1.13128e-12,1.97018e-10,,-3.80945e-15,-3.30291e-15,,-4.01979e-15,-3.70624e-15,,-200,-199.91,-199.92
461,1.15,0.95,,1,0.999958,1.00121,,1.81667e-15,1.97018e-10,,-2.41127e-15,-2.91607e-15,,-1.88608e-15,-3.89359e-15,,-200,-199.91,-199.92
462,1.25,0.95,,1,0.999958,1.00121,,-8.56177e-16,1.97017e-10,,-4.64906e-16,-3.01321e-15,,1.43548e-16,-2.9499e-15,,-200,-199.91,-199.92
463,1.35,0.95,,1,0.999958,1.00121,,7.97466e-17,1.97018e-10,,2.1684e-16,-3.06526e-15,,2.09902e-16,-3.0323e-15,,-200,-199.91,-199.92
464,1.45,0.95,,1,0.999958,1.00121,,-2.51544e-17,1.97018e-10,,1.05818e-16,-3.45904e-15,,3.2049e-16,-3.34628e-15,,-200,-199.91,-199.92
465,1.55,0.95,,1,0.999958,1.00121,,-8.67646e-17,1.97017e-10,,-5.20417e-17,-3.06699e-15,,-2.51969e-16,-2.85969e-15,,-200,-199.91,-199.92
466,1.65,0.95,,1,0.999958,1.00121,,3.92162e-17,1.97017e-10,,-2.46331e-16,-3.58047e-15,,-4.15033e-16,-3.03316e-15,,-200,-199.91,-199.92
467,1.75,0.95,,1,0.999958,1.00121,,-1.11897e-16,1.97017e-10,,-3.46945e-17,-3.04097e-15,,2.81893e-16,-3.15893e-15,,-200,-199.91,-199.92
468,1.85,0.95,,1,0.999958,1.00121,,1.33994e-17,1.97018e-10,,7.11237e-17,-3.50935e-15,,9.88792e-17,-3.37317e-15,,-200,-199.91,-199.92
469,1.95,0.95,,1,0.999958,1.00121,,-1.10863e-17,1.97017e-10,,2.77556e-17,-3.44343e-15,,1.40079e-16,-3.03403e-15,,-200,-199.91,-199.92
470,2.05,0.95,,1,0.999958,1.00121,,-1.56688e-16,1.97018e-10,,5.89806e-17,-2.99934e-15,,2.55872e-17,-2.88745e-15,,-200,-199.91,-199.92
471,2.15,0.95,,1,0.999958,1.00121,,-1.4175e-16,1.97017e-10,,5.0307e-17,-3.52496e-15,,-2.24213e-16,-3.07393e-15,,-200,-199.91,-199.92
472,2.25,0.95,,1,0.999958,1.00121,,-1.08487e-17,1.97018e-10,,9.36751e-17,-2.97158e-15,,2.40259e-16,-3.49894e-15,,-200,-199.91,-199.92
473,2.35,0.95,,1,0.999958,1.00121,,1.66993e-16,1.97018e-10,,5.89806e-17,-3.06699e-15,,2.90566e-17,-3.14419e-15,,-200,-199.91,-199.92
474,2.45,0.95,,1,0.999958,1.00121,,3.25159e-16,1.97017e-10,,-6.76542e-17,-3.52322e-15,,9.54098e-17,-3.0323e-15,,-200,-199.91,-199.92
475,2.55,0.95,,1,0.999958,1.00121,,2.10309e-16,1.97018e-10,,2.60209e-16,-3.44169e-15,,1.15793e-16,-2.88745e-15,,-200,-199.91,-199.92
476,2.65,0.95,,1,0.999958,1.00121,,4.17893e-17,1.97017e-10,,7.63278e-17,-3.4972e-15,,-1.89519e-16,-3.26909e-15,,-200,-199.91,-199.92
477,2.75,0.95,,1,0.999958,1.00121,,-1.48194e-17,1.97017e-10,,7.11237e-17,-3.45383e-15,,-4.33681e-17,-3.42087e-15,,-200,-199.91,-199.92
478,2.85,0.95,,1,0.999958,1.00121,,-4.62858e-17,1.97017e-10,,3.1572e-16,-3.39832e-15,,3.93349e-16,-2.88051e-15,,-200,-199.91,-199.92
479,2.95,0.95,,1,0.999958,1.00121,,2.90635e-17,1.97018e-10,,3.00107e-16,-2.87097e-15,,3.24393e-16,-3.01842e-15,,-200,-199.91,-199.92
480,3.05,0.95,,1,0.999958,1.00121,,2.11534e-16,1.97017e-10,,3.52149e-16,-3.43996e-15,,3.76869e-16,-2.84495e-15,,-200,-199.91,-199.92
481,3.15,0.95,,1,0.999958,1.00121,,-1.03718e-17,1.97018e-10,,2.60209e-16,-3.37404e-15,,3.89879e-16,-3.20664e-15,,-200,-199.91,-199.92
482,3.25,0.95,,1,0.999958,1.00121,,-1.24935e-16,1.97017e-10,,-4.56232e-16,-3.43996e-15,,-2.64979e-16,-3.35149e-15,,-200,-199.91,-199.92
483,3.35,0.95,,1,0.999958,1.00121,,-2.37251e-16,1.97017e-10,,-5.51642e-16,-3.38618e-15,,-4.01588e-16,-3.18669e-15,,-200,-199.91,-199.92
484,3.45,0.95,,1,0.999958,1.00121,,-8.85529e-17,1.97017e-10,,-5.0307e-16,-3.45383e-15,,-4.18502e-16,-3.30291e-15,,-200,-199.91,-199.92
485,3.55,0.95,,1,0.999958,1.00121,,7.68902e-17,1.97017e-10,,-2.08167e-17,-3.63772e-15,,-3.45644e-16,-3.92134e-15,,-200,-199.91,-199.92
486,3.65,0.95,,1,0.999958,1.00121,,4.69259e-16,1.97018e-10,,3.27863e-16,-3.02362e-15,,3.52149e-16,-3.57353e-15,,-200,-199.91,-199.92
487,3.75,0.95,,1,0.999958,1.00121,,1.16841e-15,1.97018e-10,,4.35416e-16,-3.32893e-15,,3.52149e-16,-2.84495e-15,,-200,-199.91,-199.92
488,3.85,0.95,,1,0.999958,1.00121,,1.54178e-16,1.97018e-10,,2.98025e-15,-3.42955e-15,,2.31889e-15,-2.68622e-15,,-200,-199.91,-199.92
489,3.95,0.95,,1,0.999958,1.00121,,-1.12551e-12,1.97017e-10,,1.03008e-14,-3.29424e-15,,9.71272e-15,-3.26648e-15,,-200,-199.91,-199.92
490,4.05,0.95,,1,0.999958,1.00121,,-1.97008e-10,1.97018e-10,,1.6067e-14,-2.9126e-15,,1.69378e-14,-2.19096e-15,,-200,-199.91,-199.92
491,4.15,0.95,,1,0.999958,1.00121,,-2.05742e-08,1.97018e-10,,1.13607e-14,-2.44249e-15,,1.12436e-14,-2.44162e-15,,-200,-199.91,-199.92
492,4.25,0.95,,1,0.999958,1.00121,,-1.2904e-06,1.97018e-10,,3.0375e-15,-2.70617e-15,,3.06656e-15,-2.19876e-15,,-200,-199.91,-199.92
493,4.35,0.95,,0.999999,0.999958,1.00121,,-4.85354e-05,1.97017e-10,,-2.25514e-17,-2.51014e-15,,2.32019e-16,-3.21791e-15,,-199.997,-199.91,-199.92
494,4.45,0.95,,0.999964,0.999958,1.00121,,-0.00109293,1.9701e-10,,1.05818e-16,-2.16493e-15,,1.55258e-16,-2.3306e-15,,-199.934,-199.91,-199.92
495,4.55,0.95,,0.999419,0.999958,1.00121,,-0.0147072,1.96904e-10,,-3.66027e-16,-2.49974e-15,,-2.64545e-16,-2.63504e-15,,-199.253,-199.91,-199.92
496,4.65,0.95,,0.994252,0.999958,1.00121,,-0.118042,1.95885e-10,,-8.1532e-17,-2.51188e-15,,-2.25948e-16,-2.75995e-15,,-195.12,-199.91,-199.92
497,4.75,0.95,,0.96452,0.991792,0.996678,,-0.564031,1.90027e-10,,-0.276082,-2.71831e-15,,-0.187556,-3.21184e-15,,-181.74,-191.628,-194.293
498,4.85,0.95,,0.860743,0.912514,0.928513,,-1.6018,1.69581e-10,,-1.52087,-2.6229e-15,,-1.4015,-2.96291e-15,,-160.985,-166.732,-170.014
499,4.95,0.95,,0.641047,0.670502,0.686646,,-2.70028,1.26298e-10,,-3.19855,-1.55431e-15,,-3.40694,-1.91513e-15,,-150,-149.955,-149.96
500,0.05,1.05,,0.641047,0.670502,0.686646,,2.70028,7.25284e-13,,3.19855,-2.74086e-15,,3.40694,-2.82933e-15,,-150,-149.955,-149.96
501,0.15,1.05,,0.860743,0.912514,0.928513,,1.6018,9.73493e-13,,1.52087,-2.53964e-15,,1.4015,-3.66894e-15,,-160.985,-166.732,-170.014
502,0.25,1.05,,0.96452,0.991792,0.996678,,0.564031,1.09192e-12,,0.276082,-3.2075e-15,,0.187556,-3.16327e-15,,-181.74,-191.628,-194.293
503,0.35,1.05,,0.994252,0.999958,1.00121,,0.118042,1.12589e-12,,2.11636e-16,-2.48586e-15,,-1.42681e-16,-3.08607e-15,,-195.12,-199.91,-199.92
504,0.45,1.05,,0.999419,0.999958,1.00121,,0.0147072,1.13171e-12,,-3.93782e-16,-3.09995e-15,,-2.5804e-16,-3.67675e-15,,-199.253,-199.91,-199.92
505,0.55,1.05,,0.999964,0.999958,1.00121,,0.00109293,1.13226e-12,,-5.51642e-16,-3.06873e-15,,-2.53703e-16,-3.21791e-15,,-199.934,-199.91,-199.92
506,0.65,1.05,,0.999999,0.999958,1.00121,,4.85354e-05,1.13211e-12,,9.54098e-17,-2.57953e-15,,-8.32667e-17,-3.27949e-15,,-199.997,-199.91,-199.92
507,0.75,1.05,,1,0.999958,1.00121,,1.2904e-06,1.1317e-12,,4.3715e-16,-3.07046e-15,,6.41414e-16,-3.42695e-15,,-200,-199.91,-199.92
508,0.85,1.05,,1,0.999958,1.00121,,2.05742e-08,1.13268e-12,,-8.03177e-16,-3.02883e-15,,-8.67795e-16,-3.08694e-15,,-200,-199.91,-199.92
509,0.95,1.05,,1,0.999958,1.00121,,1.97017e-10,1.13158e-12,,-3.66721e-15,-4.02282e-15,,-3.84198e-15,-3.28123e-15,,-200,-199.91,-199.92
510,1.05,1.05,,1,0.999958,1.00121,,1.13083e-12,1.13097e-12,,-4.58314e-15,-4.14078e-15,,-4.91924e-15,-4.92141e-15,,-200,-199.91,-199.92
511,1.15,1.05,,1,0.999958,1.00121,,1.64702e-15,1.1307e-12,,-2.69576e-15,-4.77743e-15,,-2.14368e-15,-5.12264e-15,,-200,-199.91,-199.92
512,1.25,1.05,,1,0.999958,1.00121,,-8.2736e-16,1.13046e-12,,-4.57967e-16,-5.25101e-15,,1.0842e-17,-5.40019e-15,,-200,-199.91,-199.92
513,1.35,1.05,,1,0.999958,1.00121,,9.87942e-17,1.13033e-12,,2.7929e-16,-5.21978e-15,,2.09468e-16,-5.28744e-15,,-200,-199.91,-199.92
514,1.45,1.05,,1,0.999958,1.00121,,-6.53213e-18,1.13028e-12,,2.11636e-16,-5.1955e-15,,3.22659e-16,-5.76796e-15,,-200,-199.91,-199.92
515,1.55,1.05,,1,0.999958,1.00121,,-1.14309e-16,1.13045e-12,,-1.73472e-17,-4.65253e-15,,-2.55872e-16,-4.9908e-15,,-200,-199.91,-199.92
516,1.65,1.05,,1,0.999958,1.00121,,-2.59388e-17,1.13028e-12,,-2.42861e-16,-5.2354e-15,,-5.05672e-16,-4.62304e-15,,-200,-199.91,-199.92
517,1.75,1.05,,1,0.999958,1.00121,,-1.0593e-16,1.13018e-12,,8.32667e-17,-5.29264e-15,,9.75782e-17,-5.08101e-15,,-200,-199.91,-199.92
518,1.85,1.05,,1,0.999958,1.00121,,3.16051e-17,1.1302e-12,,-5.0307e-17,-5.72112e-15,,1.46584e-16,-5.55198e-15,,-200,-199.91,-199.92
519,1.95,1.05,,1,0.999958,1.00121,,5.98049e-17,1.1302e-12,,2.2031e-16,-5.16774e-15,,2.086e-16,-5.11657e-15,,-200,-199.91,-199.92
520,2.05,1.05,,1,0.999958,1.00121,,-1.4161e-16,1.13055e-12,,1.04083e-17,-4.80518e-15,,4.2067e-17,-5.27529e-15,,-200,-199.91,-199.92
521,2.15,1.05,,1,0.999958,1.00121,,-1.1322e-16,1.13028e-12,,3.46945e-17,-5.44183e-15,,-1.6263e-16,-5.05238e-15,,-200,-199.91,-199.92
522,2.25,1.05,,1,0.999958,1.00121,,-2.29026e-17,1.1302e-12,,1.70003e-16,-5.16774e-15,,2.22478e-16,-5.50428e-15,,-200,-199.91,-199.92
523,2.35,1.05,,1,0.999958,1.00121,,1.40191e-16,1.13023e-12,,1.94289e-16,-4.81906e-15,,3.16587e-17,-5.10789e-15,,-200,-199.91,-199.92
524,2.45,1.05,,1,0.999958,1.00121,,2.76228e-16,1.13022e-12,,9.19403e-17,-5.44183e-15,,1.22298e-16,-5.06626e-15,,-200,-199.91,-199.92
525,2.55,1.05,,1,0.999958,1.00121,,2.34785e-16,1.13029e-12,,1.14492e-16,-5.13825e-15,,5.59448e-17,-5.04631e-15,,-200,-199.91,-199.92
526,2.65,1.05,,1,0.999958,1.00121,,-1.56831e-17,1.13034e-12,,2.42861e-17,-5.59622e-15,,-2.07733e-16,-5.48346e-15,,-200,-199.91,-199.92
527,2.75,1.05,,1,0.999958,1.00121,,6.48639e-17,1.13033e-12,,-6.41848e-17,-5.44183e-15,,-4.72712e-17,-5.51035e-15,,-200,-199.91,-199.92
528,2.85,1.05,,1,0.999958,1.00121,,-7.44596e-17,1.13023e-12,,2.08167e-16,-5.22152e-15,,3.37404e-16,-5.04544e-15,,-200,-199.91,-199.92
529,2.95,1.05,,1,0.999958,1.00121,,7.20798e-17,1.13051e-12,,2.23779e-16,-4.7462e-15,,4.07226e-16,-5.3707e-15,,-200,-199.91,-199.92
530,3.05,1.05,,1,0.999958,1.00121,,1.65328e-16,1.13023e-12,,5.18682e-16,-5.15039e-15,,3.17021e-16,-5.31606e-15,,-200,-199.91,-199.92
531,3.15,1.05,,1,0.999958,1.00121,,-1.92678e-17,1.13052e-12,,2.39392e-16,-4.68028e-15,,3.85542e-16,-5.3655e-15,,-200,-199.91,-199.92
532,3.25,1.05,,1,0.999958,1.00121,,-5.4057e-17,1.13059e-12,,-5.81132e-16,-5.30305e-15,,-3.38705e-16,-4.94136e-15,,-200,-199.91,-199.92
533,3.35,1.05,,1,0.999958,1.00121,,-2.50579e-16,1.13023e-12,,-4.66641e-16,-5.21111e-15,,-4.57533e-16,-5.4904e-15,,-200,-199.91,-199.92
534,3.45,1.05,,1,0.999958,1.00121,,-1.36616e-16,1.13023e-12,,-4.97866e-16,-5.70724e-15,,-4.46691e-16,-5.31693e-15,,-200,-199.91,-199.92
535,3.55,1.05,,1,0.999958,1.00121,,6.86483e-17,1.13039e-12,,-1.50921e-16,-4.94223e-15,,-3.21791e-16,-5.50428e-15,,-200,-199.91,-199.92
536,3.65,1.05,,1,0.999958,1.00121,,4.85619e-16,1.13039e-12,,3.38271e-16,-4.55365e-15,,3.5822e-16,-5.71158e-15,,-200,-199.91,-199.92
537,3.75,1.05,,1,0.999958,1.00121,,1.21859e-15,1.13031e-12,,4.0766e-16,-5.13652e-15,,4.00287e-16,-5.48953e-15,,-200,-199.91,-199.92
538,3.85,1.05,,1,0.999958,1.00121,,2.42075e-16,1.13064e-12,,2.88138e-15,-5.02723e-15,,2.40476e-15,-5.29611e-15,,-200,-199.91,-199.92
539,3.95,1.05,,1,0.999958,1.00121,,-1.12527e-12,1.13017e-12,,1.05003e-14,-4.61436e-15,,9.822e-15,-5.39933e-15,,-200,-199.91,-199.92
540,4.05,1.05,,1,0.999958,1.00121,,-1.97007e-10,1.13133e-12,,1.6185e-14,-4.95957e-15,,1.74674e-14,-4.02803e-15,,-200,-199.91,-199.92
541,4.15,1.05,,1,0.999958,1.00121,,-2.05742e-08,1.13165e-12,,1.12844e-14,-3.93609e-15,,1.13191e-14,-4.25875e-15,,-200,-199.91,-199.92
542,4.25,1.05,,1,0.999958,1.00121,,-1.2904e-06,1.13099e-12,,3.00975e-15,-4.23966e-15,,3.00975e-15,-3.64812e-15,,-200,-199.91,-199.92
543,4.35,1.05,,0.999999,0.999958,1.00121,,-4.85354e-05,1.13156e-12,,6.59195e-17,-3.36363e-15,,5.11743e-17,-4.41053e-15,,-199.997,-199.91,-199.92
544,4.45,1.05,,0.999964,0.999958,1.00121,,-0.00109293,1.13095e-12,,9.02056e-17,-3.32546e-15,,2.90566e-17,-4.18936e-15,,-199.934,-199.91,-199.92
545,4.55,1.05,,0.999419,0.999958,1.00121,,-0.0147072,1.13069e-12,,-3.31332e-16,-3.30985e-15,,-5.76796e-17,-4.07053e-15,,-199.253,-199.91,-199.92
546,4.65,1.05,,0.994252,0.999958,1.00121,,-0.118042,1.12509e-12,,-5.37764e-17,-3.8216e-15,,-2.82326e-16,-3.98119e-15,,-195.12,-199.91,-199.92
547,4.75,1.05,,0.96452,0.991792,0.996678,,-0.564031,1.09106e-12,,-0.276082,-4.0315e-15,,-0.187556,-4.60569e-15,,-181.74,-191.628,-194.293
548,4.85,1.05,,0.860743,0.912514,0.928513,,-1.6018,9.73583e-13,,-1.52087,-3.63598e-15,,-1.4015,-4.20497e-15,,-160.985,-166.732,-170.014
549,4.95,1.05,,0.641047,0.670502,0.686646,,-2.70028,7.25352e-13,,-3.19855,-3.13638e-15,,-3.40694,-2.67841e-15,,-150,-149.955,-149.96
550,0.05,1.15,,0.641047,0.670502,0.686646,,2.70028,9.74414e-16,,3.19855,-1.85268e-15,,3.40694,-1.94116e-15,,-150,-149.955,-149.96
551,0.15,1.15,,0.860743,0.912514,0.928513,,1.6018,9.37511e-16,,1.52087,-2.09555e-15,,1.4015,-1.89258e-15,,-160.985,-166.732,-170.014
552,0.25,1.15,,0.96452,0.991792,0.996678,,0.564031,1.68516e-15,,0.276082,-2.31933e-15,,0.187556,-2.27509e-15,,-181.74,-191.628,-194.293
553,0.35,1.15,,0.994252,0.999958,1.00121,,0.118042,2.34582e-15,,-1.04083e-17,-2.04177e-15,,-1.42681e-16,-1.30972e-15,,-195.12,-199.91,-199.92
554,0.45,1.15,,0.999419,0.999958,1.00121,,0.0147072,1.94573e-15,,-6.15827e-16,-2.21177e-15,,-2.5804e-16,-1.90039e-15,,-199.253,-199.91,-199.92
555,0.55,1.15,,0.999964,0.999958,1.00121,,0.00109293,2.05146e-15,,-3.29597e-16,-2.18055e-15,,-2.53703e-16,-1.88564e-15,,-199.934,-199.91,-199.92
556,0.65,1.15,,0.999999,0.999958,1.00121,,4.85354e-05,2.34342e-15,,9.54098e-17,-2.57953e-15,,1.38778e-16,-1.05905e-15,,-199.997,-199.91,-199.92
557,0.75,1.15,,1,0.999958,1.00121,,1.2904e-06,1.49212e-15,,6.59195e-16,-2.18228e-15,,6.41414e-16,-2.09468e-15,,-200,-199.91,-199.92
558,0.85,1.15,,1,0.999958,1.00121,,2.05742e-08,2.02733e-15,,-8.03177e-16,-2.58474e-15,,-8.67795e-16,-1.31058e-15,,-200,-199.91,-199.92
559,0.95,1.15,,1,0.999958,1.00121,,1.97017e-10,1.81247e-15,,-3.88925e-15,-2.69056e-15,,-3.84198e-15,-2.39305e-15,,-200,-199.91,-199.92
560,1.05,1.15,,1,0.999958,1.00121,,1.13049e-12,2.09806e-15,,-5.47132e-15,-2.36443e-15,,-5.80742e-15,-2.70096e-15,,-200,-199.91,-199.92
561,1.15,1.15,,1,0.999958,1.00121,,1.53599e-15,1.37615e-15,,-2.9178e-15,-2.55698e-15,,-2.58777e-15,-2.90219e-15,,-200,-199.91,-199.92
562,1.25,1.15,,1,0.999958,1.00121,,-1.0494e-15,1.58939e-15,,-4.57967e-16,-3.03056e-15,,-4.33247e-16,-3.17975e-15,,-200,-199.91,-199.92
563,1.35,1.15,,1,0.999958,1.00121,,-1.2325e-16,1.45602e-15,,5.01335e-16,-2.99934e-15,,2.09468e-16,-2.6229e-15,,-200,-199.91,-199.92
564,1.45,1.15,,1,0.999958,1.00121,,-6.53213e-18,1.40794e-15,,4.33681e-16,-2.53096e-15,,3.22659e-16,-3.10342e-15,,-200,-199.91,-199.92
565,1.55,1.15,,1,0.999958,1.00121,,-1.14309e-16,1.57123e-15,,-1.73472e-17,-2.87617e-15,,-3.38271e-17,-2.32626e-15,,-200,-199.91,-199.92
566,1.65,1.15,,1,0.999958,1.00121,,-2.59388e-17,1.40067e-15,,-2.42861e-16,-2.57086e-15,,-5.05672e-16,-2.40259e-15,,-200,-199.91,-199.92
567,1.75,1.15,,1,0.999958,1.00121,,-1.0593e-16,1.30661e-15,,-1.38778e-16,-3.0722e-15,,9.75782e-17,-2.86056e-15,,-200,-199.91,-199.92
568,1.85,1.15,,1,0.999958,1.00121,,3.16051e-17,1.3204e-15,,-5.0307e-17,-3.05658e-15,,1.46584e-16,-2.88745e-15,,-200,-199.91,-199.92
569,1.95,1.15,,1,0.999958,1.00121,,5.98049e-17,1.32098e-15,,2.2031e-16,-2.50321e-15,,2.086e-16,-2.45203e-15,,-200,-199.91,-199.92
570,2.05,1.15,,1,0.999958,1.00121,,-3.05877e-17,1.67399e-15,,-2.11636e-16,-3.02883e-15,,4.2067e-17,-2.61076e-15,,-200,-199.91,-199.92
571,2.15,1.15,,1,0.999958,1.00121,,-1.1322e-16,1.40039e-15,,3.46945e-17,-2.77729e-15,,-1.6263e-16,-2.38785e-15,,-200,-199.91,-199.92
572,2.25,1.15,,1,0.999958,1.00121,,-2.29026e-17,1.32094e-15,,1.70003e-16,-2.9473e-15,,2.22478e-16,-2.39565e-15,,-200,-199.91,-199.92
573,2.35,1.15,,1,0.999958,1.00121,,1.40191e-16,1.35153e-15,,1.94289e-16,-3.0427e-15,,3.16587e-17,-2.44336e-15,,-200,-199.91,-199.92
574,2.45,1.15,,1,0.999958,1.00121,,2.76228e-16,1.34504e-15,,3.13985e-16,-2.77729e-15,,1.22298e-16,-2.40172e-15,,-200,-199.91,-199.92
575,2.55,1.15,,1,0.999958,1.00121,,1.27409e-17,1.41183e-15,,1.14492e-16,-2.47372e-15,,5.59448e-17,-2.82586e-15,,-200,-199.91,-199.92
576,2.65,1.15,,1,0.999958,1.00121,,-1.56831e-17,1.01753e-15,,2.42861e-17,-2.93168e-15,,1.43115e-17,-2.81893e-15,,-200,-199.91,-199.92
577,2.75,1.15,,1,0.999958,1.00121,,6.48639e-17,1.457e-15,,-2.86229e-16,-2.77729e-15,,-4.72712e-17,-2.84581e-15,,-200,-199.91,-199.92
578,2.85,1.15,,1,0.999958,1.00121,,-7.44596e-17,1.3561e-15,,2.08167e-16,-2.55698e-15,,3.37404e-16,-2.825e-15,,-200,-199.91,-199.92
579,2.95,1.15,,1,0.999958,1.00121,,7.20798e-17,1.6389e-15,,2.23779e-16,-2.96985e-15,,4.07226e-16,-2.70617e-15,,-200,-199.91,-199.92
580,3.05,1.15,,1,0.999958,1.00121,,5.4306e-17,1.35735e-15,,5.18682e-16,-2.48586e-15,,3.17021e-16,-2.65152e-15,,-200,-199.91,-199.92
581,3.15,1.15,,1,0.999958,1.00121,,-1.3029e-16,1.19747e-15,,2.39392e-16,-2.45984e-15,,3.85542e-16,-2.70096e-15,,-200,-199.91,-199.92
582,3.25,1.15,,1,0.999958,1.00121,,-5.4057e-17,1.27059e-15,,-5.81132e-16,-2.63851e-15,,-3.38705e-16,-2.27682e-15,,-200,-199.91,-199.92
583,3.35,1.15,,1,0.999958,1.00121,,-3.61602e-16,9.11668e-16,,-4.66641e-16,-2.54657e-15,,-4.57533e-16,-2.82586e-15,,-200,-199.91,-199.92
