dx/h :,0.833333
dy/h :,0.833333
L2normPartition,L2normdrhodt
0.0536339,0

x,y,,Partition,dPartdX,dPartdY,drhodt
0,0,,0.665351,3.73414,3.73414,0
0,0.1,,0.821797,4.67348,0.132929,0
0,0.2,,0.82313,4.67776,1.84748e-16,0
0,0.3,,0.82313,4.67776,2.5431e-15,0
0,0.4,,0.82313,4.67776,-6.53991e-16,0
0,0.5,,0.82313,4.67776,-5.35422e-15,0
0,0.6,,0.82313,4.67776,5.09402e-15,0
0,0.7,,0.82313,4.67776,9.48894e-16,0
0,0.8,,0.82313,4.67776,-5.0307e-17,0
0,0.9,,0.82313,4.67776,-1.2091e-15,0
0,1,,0.82313,4.67776,-6.62578e-15,0
0,1.1,,0.82313,4.67776,9.48894e-16,0
0,1.2,,0.82313,4.67776,1.07718e-14,0
0,1.3,,0.82313,4.67776,-8.31887e-15,0
0,1.4,,0.82313,4.67776,8.21825e-15,0
0,1.5,,0.82313,4.67776,-1.07492e-14,0
0,1.6,,0.82313,4.67776,-5.0307e-17,0
0,1.7,,0.82313,4.67776,1.07718e-14,0
0,1.8,,0.82313,4.67776,-8.31887e-15,0
0,1.9,,0.82313,4.67776,8.21825e-15,0
0,2,,0.82313,4.67776,-1.07492e-14,0
0,2.1,,0.82313,4.67776,-2.48065e-15,0
0,2.2,,0.82313,4.67776,7.28584e-17,0
0,2.3,,0.82313,4.67776,4.56579e-15,0
0,2.4,,0.82313,4.67776,2.21221e-14,0
0,2.5,,0.82313,4.67776,-2.21463e-14,0
0,2.6,,0.82313,4.67776,-4.59008e-15,0
0,2.7,,0.82313,4.67776,7.28584e-17,0
0,2.8,,0.82313,4.67776,4.56579e-15,0
0,2.9,,0.82313,4.67776,2.21221e-14,0
0,3,,0.82313,4.67776,-2.21463e-14,0
0,3.1,,0.82313,4.67776,-4.59008e-15,0
0,3.2,,0.82313,4.67776,7.28584e-17,0
0,3.3,,0.82313,4.67776,4.56579e-15,0
0,3.4,,0.82313,4.67776,2.21221e-14,0
0,3.5,,0.82313,4.67776,-2.21463e-14,0
0,3.6,,0.82313,4.67776,-4.59008e-15,0
0,3.7,,0.82313,4.67776,7.28584e-17,0
0,3.8,,0.82313,4.67776,4.56579e-15,0
0,3.9,,0.82313,4.67776,1.76291e-14,0
0,4,,0.82313,4.67776,-4.23897e-14,0
0,4.1,,0.82313,4.67776,4.69694e-14,0
0,4.2,,0.82313,4.67776,7.28584e-17,0
0,4.3,,0.82313,4.67776,-4.69416e-14,0
0,4.4,,0.82313,4.67776,3.78725e-14,0
0,4.5,,0.82313,4.67776,-3.77268e-14,0
0,4.6,,0.82313,4.67776,3.78725e-14,0
0,4.7,,0.82313,4.67776,-3.77268e-14,0
0,4.8,,0.821797,4.67348,-0.132929,0
0,4.9,,0.665351,3.73414,-3.73414,0
0.1,0,,0.821797,0.132929,4.67348,0
0.1,0.1,,1.01521,0.14149,0.14149,0
0.1,0.2,,1.01658,0.14149,6.50521e-16,0
0.1,0.3,,1.01658,0.14149,2.96551e-15,0
0.1,0.4,,1.01658,0.14149,-6.53991e-16,0
0.1,0.5,,1.01658,0.14149,-6.24154e-15,0
0.1,0.6,,1.01658,0.14149,5.98133e-15,0
0.1,0.7,,1.01658,0.14149,1.39298e-15,0
0.1,0.8,,1.01658,0.14149,-5.0307e-17,0
0.1,0.9,,1.01658,0.14149,-1.2091e-15,0
0.1,1,,1.01658,0.14149,-7.51309e-15,0
