h/dp :,1.2
L2normPGauss,L2normPCubic,L2normPWedn,L2normdrhodtGauss,L2normdrhodtCubic,L2normdrhodtWedn
0.0764272,0.0617069,0.0536339,11.9667,11.142,11.9236

id,r,z,,PGauss,PCubic,PWedn,,dPGaussR,dPGaussZ,,dPCubicR,dPCubicZ,,dPWednR,dPWednZ,,drhodtGauss,drhodtCubic,drhodtWedn
24,2.45,0.05,,0.735081,0.784596,0.82313,,1.21672e-16,4.11099,,2.60209e-16,4.66878,,7.1991e-17,4.67776,,-173.505,-178.596,-177.341
25,2.55,0.05,,0.735081,0.784596,0.82313,,4.27748e-16,4.11099,,5.93275e-16,4.66878,,1.07119e-15,4.67776,,-173.505,-178.596,-177.341
26,2.65,0.05,,0.735081,0.784596,0.82313,,-2.78867e-18,4.11099,,-7.28584e-17,4.66878,,-3.98986e-17,4.67776,,-173.505,-178.596,-177.341
27,2.75,0.05,,0.735081,0.784596,0.82313,,-2.08366e-16,4.11099,,-4.02456e-16,4.66878,,-5.93275e-16,4.67776,,-173.505,-178.596,-177.341
28,2.85,0.05,,0.735081,0.784596,0.82313,,2.0625e-16,4.11099,,2.67147e-16,4.66878,,1.83013e-16,4.67776,,-173.505,-178.596,-177.341
29,2.95,0.05,,0.735081,0.784596,0.82313,,4.58761e-16,4.11099,,-1.73472e-16,4.66878,,1.83881e-16,4.67776,,-173.505,-178.596,-177.341
30,3.05,0.05,,0.735081,0.784596,0.82313,,2.4668e-16,4.11099,,1.52656e-16,4.66878,,1.84748e-16,4.67776,,-173.505,-178.596,-177.341
31,3.15,0.05,,0.735081,0.784596,0.82313,,-1.13486e-16,4.11099,,4.82253e-16,4.66878,,1.82146e-16,4.67776,,-173.505,-178.596,-177.341
32,3.25,0.05,,0.735081,0.784596,0.82313,,-4.44285e-16,4.11099,,-7.28584e-17,4.66878,,-3.90313e-17,4.67776,,-173.505,-178.596,-177.341
33,3.35,0.05,,0.735081,0.784596,0.82313,,-2.70593e-16,4.11099,,3.46945e-17,4.66878,,7.1991e-17,4.67776,,-173.505,-178.596,-177.341
34,3.45,0.05,,0.735081,0.784596,0.82313,,-1.39516e-16,4.11099,,-4.12864e-16,4.66878,,-5.94143e-16,4.67776,,-173.505,-178.596,-177.341
35,3.55,0.05,,0.735081,0.784596,0.82313,,-1.71027e-17,4.11099,,1.42247e-16,4.66878,,-3.90313e-17,4.67776,,-173.505,-178.596,-177.341
36,3.65,0.05,,0.735081,0.784596,0.82313,,5.56664e-16,4.11099,,6.00214e-16,4.66878,,7.3986e-16,4.67776,,-173.505,-178.596,-177.341
37,3.75,0.05,,0.735081,0.784596,0.82313,,2.79213e-16,4.11099,,2.63678e-16,4.66878,,6.2797e-16,4.67776,,-173.505,-178.596,-177.341
38,3.85,0.05,,0.735081,0.784596,0.82313,,5.00257e-16,4.11099,,5.89806e-16,4.66878,,1.82146e-16,4.67776,,-173.505,-178.596,-177.341
39,3.95,0.05,,0.735081,0.784596,0.82313,,6.13109e-15,4.11099,,5.96398e-15,4.66878,,3.45297e-15,4.67776,,-173.505,-178.596,-177.341
40,4.05,0.05,,0.735081,0.784596,0.82313,,1.689e-14,4.11099,,2.27492e-14,4.66878,,2.60599e-14,4.67776,,-173.505,-178.596,-177.341
41,4.15,0.05,,0.735081,0.784596,0.82313,,7.8958e-15,4.11099,,7.33788e-15,4.66878,,5.6179e-15,4.67776,,-173.505,-178.596,-177.341
42,4.25,0.05,,0.735081,0.784596,0.82313,,5.50142e-16,4.11099,,-1.04083e-16,4.66878,,-4.42354e-17,4.67776,,-173.505,-178.596,-177.341
43,4.35,0.05,,0.735081,0.784596,0.82313,,-5.64276e-14,4.11099,,-1.09635e-15,4.66878,,-7.11237e-16,4.67776,,-173.505,-178.596,-177.341
44,4.45,0.05,,0.735081,0.784596,0.82313,,-4.00033e-10,4.11099,,1.00961e-15,4.66878,,6.19296e-16,4.67776,,-173.505,-178.596,-177.341
45,4.55,0.05,,0.735081,0.784596,0.82313,,-6.92838e-07,4.11099,,-1.07553e-16,4.66878,,-4.59702e-17,4.67776,,-173.505,-178.596,-177.341
46,4.65,0.05,,0.735075,0.784596,0.82313,,-0.000287646,4.11096,,-1.21778e-15,4.66878,,-7.12104e-16,4.67776,,-173.494,-178.596,-177.341
47,4.75,0.05,,0.734408,0.784596,0.82313,,-0.0280865,4.10723,,8.98587e-16,4.66878,,6.21898e-16,4.67776,,-172.66,-178.596,-177.341
48,4.85,0.05,,0.71292,0.78147,0.821797,,-0.624987,3.98705,,-0.252238,4.65231,,-0.132929,4.67348,,-160.722,-173.551,-174.683
49,4.95,0.05,,0.540342,0.613602,0.665351,,-3.0219,3.0219,,-3.67757,3.67757,,-3.73414,3.73414,,-136.753,-139.298,-138.671
50,0.05,0.15,,0.71292,0.78147,0.821797,,3.98705,0.624987,,4.65231,0.252238,,4.67348,0.132929,,-148.491,-149.375,-148.15
51,0.15,0.15,,0.940617,0.993104,1.01521,,0.8246,0.8246,,0.285183,0.285183,,0.14149,0.14149,,-180.115,-193.046,-193.47
52,0.25,0.15,,0.968968,0.996431,1.01658,,0.0370569,0.849454,,1.00614e-15,0.285183,,-6.93889e-18,0.14149,,-195.866,-198.75,-196.299
53,0.35,0.15,,0.969848,0.996431,1.01658,,0.000379517,0.850226,,1.04083e-17,0.285183,,-3.39138e-16,0.14149,,-196.967,-198.75,-196.299
54,0.45,0.15,,0.969855,0.996431,1.01658,,9.14121e-07,0.850232,,-4.44089e-16,0.285183,,-2.30718e-16,0.14149,,-196.982,-198.75,-196.299
55,0.55,0.15,,0.969855,0.996431,1.01658,,5.27797e-10,0.850232,,-5.51642e-16,0.285183,,-6.72205e-16,0.14149,,-196.982,-198.75,-196.299
56,0.65,0.15,,0.969855,0.996431,1.01658,,7.39204e-14,0.850232,,1.21431e-16,0.285183,,-1.16226e-16,0.14149,,-196.982,-198.75,-196.299
57,0.75,0.15,,0.969855,0.996431,1.01658,,8.78746e-16,0.850232,,1.67921e-15,0.285183,,1.66013e-15,0.14149,,-196.982,-198.75,-196.299
58,0.85,0.15,,0.969855,0.996431,1.01658,,-3.81012e-16,0.850232,,6.93889e-18,0.285183,,-5.62918e-16,0.14149,,-196.982,-198.75,-196.299
59,0.95,0.15,,0.969855,0.996431,1.01658,,-3.5103e-15,0.850232,,-3.53537e-15,0.285183,,-2.94643e-15,0.14149,,-196.982,-198.75,-196.299
60,1.05,0.15,,0.969855,0.996431,1.01658,,-6.2737e-15,0.850232,,-8.04565e-15,0.285183,,-9.02663e-15,0.14149,,-196.982,-198.75,-196.299
61,1.15,0.15,,0.969855,0.996431,1.01658,,-2.25696e-15,0.850232,,-2.07126e-15,0.285183,,-1.661e-15,0.14149,,-196.982,-198.75,-196.299
62,1.25,0.15,,0.969855,0.996431,1.01658,,4.06729e-16,0.850232,,6.00214e-16,0.285183,,6.70471e-16,0.14149,,-196.982,-198.75,-196.299
63,1.35,0.15,,0.969855,0.996431,1.01658,,2.05607e-16,0.850232,,2.70617e-16,0.285183,,4.47559e-16,0.14149,,-196.982,-198.75,-196.299
64,1.45,0.15,,0.969855,0.996431,1.01658,,2.68278e-16,0.850232,,2.60209e-16,0.285183,,1.0018e-15,0.14149,,-196.982,-198.75,-196.299
65,1.55,0.15,,0.969855,0.996431,1.01658,,-1.73107e-16,0.850232,,-5.13478e-16,0.285183,,-1.10762e-15,0.14149,,-196.982,-198.75,-196.299
66,1.65,0.15,,0.969855,0.996431,1.01658,,-2.70688e-16,0.850232,,-1.83881e-16,0.285183,,-1.10936e-15,0.14149,,-196.982,-198.75,-196.299
67,1.75,0.15,,0.969855,0.996431,1.01658,,5.22087e-16,0.850232,,5.93275e-16,0.285183,,1.0018e-15,0.14149,,-196.982,-198.75,-196.299
68,1.85,0.15,,0.969855,0.996431,1.01658,,-1.27463e-16,0.850232,,-3.98986e-16,0.285183,,2.60209e-18,0.14149,,-196.982,-198.75,-196.299
69,1.95,0.15,,0.969855,0.996431,1.01658,,-7.86685e-17,0.850232,,5.96745e-16,0.285183,,2.23779e-16,0.14149,,-196.982,-198.75,-196.299
70,2.05,0.15,,0.969855,0.996431,1.01658,,5.93505e-17,0.850232,,4.16334e-17,0.285183,,1.73472e-18,0.14149,,-196.982,-198.75,-196.299
71,2.15,0.15,,0.969855,0.996431,1.01658,,-6.00603e-16,0.850232,,-5.10009e-16,0.285183,,-6.63532e-16,0.14149,,-196.982,-198.75,-196.299
72,2.25,0.15,,0.969855,0.996431,1.01658,,9.14454e-17,0.850232,,6.00214e-16,0.285183,,5.59448e-16,0.14149,,-196.982,-198.75,-196.299
73,2.35,0.15,,0.969855,0.996431,1.01658,,2.70987e-16,0.850232,,1.52656e-16,0.285183,,3.46945e-18,0.14149,,-196.982,-198.75,-196.299
74,2.45,0.15,,0.969855,0.996431,1.01658,,1.91295e-16,0.850232,,1.59595e-16,0.285183,,-1.06685e-16,0.14149,,-196.982,-198.75,-196.299
75,2.55,0.15,,0.969855,0.996431,1.01658,,4.24509e-16,0.850232,,6.00214e-16,0.285183,,1.00354e-15,0.14149,,-196.982,-198.75,-196.299
76,2.65,0.15,,0.969855,0.996431,1.01658,,-1.31033e-16,0.850232,,-7.28584e-17,0.285183,,4.33681e-18,0.14149,,-196.982,-198.75,-196.299
77,2.75,0.15,,0.969855,0.996431,1.01658,,-3.77695e-16,0.850232,,-5.13478e-16,0.285183,,-9.94864e-16,0.14149,,-196.982,-198.75,-196.299
78,2.85,0.15,,0.969855,0.996431,1.01658,,4.10744e-16,0.850232,,1.59595e-16,0.285183,,1.14492e-16,0.14149,,-196.982,-198.75,-196.299
79,2.95,0.15,,0.969855,0.996431,1.01658,,4.69298e-16,0.850232,,-2.84495e-16,0.285183,,5.20417e-18,0.14149,,-196.982,-198.75,-196.299
80,3.05,0.15,,0.969855,0.996431,1.01658,,3.43954e-16,0.850232,,1.56125e-16,0.285183,,3.39138e-16,0.14149,,-196.982,-198.75,-196.299
81,3.15,0.15,,0.969855,0.996431,1.01658,,1.88699e-16,0.850232,,7.07767e-16,0.285183,,2.26381e-16,0.14149,,-196.982,-198.75,-196.299
82,3.25,0.15,,0.969855,0.996431,1.01658,,-4.7528e-16,0.850232,,-3.95517e-16,0.285183,,-2.17708e-16,0.14149,,-196.982,-198.75,-196.299
83,3.35,0.15,,0.969855,0.996431,1.01658,,-1.90458e-16,0.850232,,3.46945e-17,0.285183,,1.73472e-18,0.14149,,-196.982,-198.75,-196.299
84,3.45,0.15,,0.969855,0.996431,1.01658,,-5.16144e-16,0.850232,,-3.98986e-16,0.285183,,-9.96599e-16,0.14149,,-196.982,-198.75,-196.299
85,3.55,0.15,,0.969855,0.996431,1.01658,,-3.53508e-16,0.850232,,4.16334e-17,0.285183,,3.46945e-18,0.14149,,-196.982,-198.75,-196.299
86,3.65,0.15,,0.969855,0.996431,1.01658,,3.44387e-16,0.850232,,6.00214e-16,0.285183,,5.59448e-16,0.14149,,-196.982,-198.75,-196.299
87,3.75,0.15,,0.969855,0.996431,1.01658,,5.3868e-16,0.850232,,1.59595e-16,0.285183,,4.47559e-16,0.14149,,-196.982,-198.75,-196.299
88,3.85,0.15,,0.969855,0.996431,1.01658,,7.57219e-16,0.850232,,7.07767e-16,0.285183,,1.12757e-16,0.14149,,-196.982,-198.75,-196.299
89,3.95,0.15,,0.969855,0.996431,1.01658,,8.22929e-15,0.850232,,7.40033e-15,0.285183,,3.82767e-15,0.14149,,-196.982,-198.75,-196.299
90,4.05,0.15,,0.969855,0.996431,1.01658,,2.19877e-14,0.850232,,2.89595e-14,0.285183,,3.09891e-14,0.14149,,-196.982,-198.75,-196.299
91,4.15,0.15,,0.969855,0.996431,1.01658,,1.0239e-14,0.850232,,9.32934e-15,0.285183,,6.65874e-15,0.14149,,-196.982,-198.75,-196.299
92,4.25,0.15,,0.969855,0.996431,1.01658,,1.06232e-15,0.850232,,1.04083e-17,0.285183,,1.0842e-16,0.14149,,-196.982,-198.75,-196.299
93,4.35,0.15,,0.969855,0.996431,1.01658,,-7.44565e-14,0.850232,,-1.21778e-15,0.285183,,-6.67869e-16,0.14149,,-196.982,-198.75,-196.299
94,4.45,0.15,,0.969855,0.996431,1.01658,,-5.27798e-10,0.850232,,1.33227e-15,0.285183,,7.73687e-16,0.14149,,-196.982,-198.75,-196.299
95,4.55,0.15,,0.969855,0.996431,1.01658,,-9.14121e-07,0.850232,,-1.11022e-16,0.285183,,-3.46945e-18,0.14149,,-196.982,-198.75,-196.299
96,4.65,0.15,,0.969848,0.996431,1.01658,,-0.000379517,0.850226,,-1.10675e-15,0.285183,,-4.47559e-16,0.14149,,-196.967,-198.75,-196.299
97,4.75,0.15,,0.968968,0.996431,1.01658,,-0.0370569,0.849454,,1.34268e-15,0.285183,,9.98333e-16,0.14149,,-195.866,-198.75,-196.299
98,4.85,0.15,,0.940617,0.993104,1.01521,,-0.8246,0.8246,,-0.285183,0.285183,,-0.14149,0.14149,,-180.115,-193.046,-193.47
99,4.95,0.15,,0.71292,0.78147,0.821797,,-3.98705,0.624987,,-4.65231,0.252238,,-4.67348,0.132929,,-148.491,-149.375,-148.15
100,0.05,0.25,,0.734408,0.784596,0.82313,,4.10723,0.0280865,,4.66878,8.74301e-16,,4.67776,5.20417e-16,,-149.952,-149.54,-148.192
101,0.15,0.25,,0.968968,0.996431,1.01658,,0.849454,0.0370569,,0.285183,4.30211e-16,,0.14149,4.80518e-16,,-182.53,-193.376,-193.555
102,0.25,0.25,,0.998174,0.999757,1.01795,,0.0381739,0.0381739,,1.00614e-15,1.42941e-15,,-6.93889e-18,9.52363e-16,,-198.756,-199.079,-196.385
103,0.35,0.25,,0.999081,0.999757,1.01795,,0.000390956,0.0382085,,1.04083e-17,8.67362e-16,,-3.39138e-16,7.42462e-16,,-199.889,-199.079,-196.385
104,0.45,0.25,,0.999088,0.999757,1.01795,,9.41674e-07,0.0382088,,-4.44089e-16,1.3739e-15,,-2.30718e-16,8.41341e-16,,-199.905,-199.079,-196.385
105,0.55,0.25,,0.999088,0.999757,1.01795,,5.43706e-10,0.0382088,,-5.51642e-16,1.19349e-15,,-6.72205e-16,1.99493e-16,,-199.905,-199.079,-196.385
106,0.65,0.25,,0.999088,0.999757,1.01795,,7.61408e-14,0.0382088,,1.21431e-16,8.95117e-16,,-1.16226e-16,8.27463e-16,,-199.905,-199.079,-196.385
107,0.75,0.25,,0.999088,0.999757,1.01795,,8.78746e-16,0.0382088,,1.67921e-15,1.06859e-15,,1.66013e-15,6.33174e-16,,-199.905,-199.079,-196.385
108,0.85,0.25,,0.999088,0.999757,1.01795,,-3.81012e-16,0.0382088,,6.93889e-18,8.95117e-16,,-5.62918e-16,8.53484e-16,,-199.905,-199.079,-196.385
109,0.95,0.25,,0.999088,0.999757,1.01795,,-3.5103e-15,0.0382088,,-3.53537e-15,1.92207e-15,,-2.94643e-15,1.08941e-15,,-199.905,-199.079,-196.385
110,1.05,0.25,,0.999088,0.999757,1.01795,,-6.2737e-15,0.0382088,,-7.60156e-15,1.39472e-15,,-8.13846e-15,1.57513e-15,,-199.905,-199.079,-196.385
111,1.15,0.25,,0.999088,0.999757,1.01795,,-2.25696e-15,0.0382088,,-1.62717e-15,1.36696e-15,,-1.21691e-15,7.02563e-16,,-199.905,-199.079,-196.385
112,1.25,0.25,,0.999088,0.999757,1.01795,,4.06729e-16,0.0382088,,6.00214e-16,1.36696e-15,,6.70471e-16,3.95517e-16,,-199.905,-199.079,-196.385
113,1.35,0.25,,0.999088,0.999757,1.01795,,2.05607e-16,0.0382088,,2.70617e-16,1.39472e-15,,4.47559e-16,3.95517e-16,,-199.905,-199.079,-196.385
114,1.45,0.25,,0.999088,0.999757,1.01795,,2.68278e-16,0.0382088,,2.60209e-16,1.51268e-15,,1.0018e-15,3.98986e-16,,-199.905,-199.079,-196.385
115,1.55,0.25,,0.999088,0.999757,1.01795,,-1.73107e-16,0.0382088,,-5.13478e-16,1.27676e-15,,-1.55171e-15,-1.61329e-16,,-199.905,-199.079,-196.385
116,1.65,0.25,,0.999088,0.999757,1.01795,,-4.92733e-16,0.0382088,,-6.2797e-16,9.22873e-16,,-1.55344e-15,-6.07153e-17,,-199.905,-199.079,-196.385
117,1.75,0.25,,0.999088,0.999757,1.01795,,3.00043e-16,0.0382088,,5.93275e-16,5.06539e-16,,1.0018e-15,-6.07153e-17,,-199.905,-199.079,-196.385
118,1.85,0.25,,0.999088,0.999757,1.01795,,9.45811e-17,0.0382088,,-3.98986e-16,1.36002e-15,,2.60209e-18,1.1588e-15,,-199.905,-199.079,-196.385
119,1.95,0.25,,0.999088,0.999757,1.01795,,1.43376e-16,0.0382088,,5.96745e-16,1.04083e-15,,2.23779e-16,6.41848e-17,,-199.905,-199.079,-196.385
120,2.05,0.25,,0.999088,0.999757,1.01795,,-1.62694e-16,0.0382088,,4.16334e-17,1.41553e-15,,1.73472e-18,-1.45717e-16,,-199.905,-199.079,-196.385
121,2.15,0.25,,0.999088,0.999757,1.01795,,-6.00603e-16,0.0382088,,-5.10009e-16,8.04912e-16,,-1.10762e-15,7.14706e-16,,-199.905,-199.079,-196.385
122,2.25,0.25,,0.999088,0.999757,1.01795,,9.14454e-17,0.0382088,,6.00214e-16,1.0339e-15,,5.59448e-16,4.94396e-16,,-199.905,-199.079,-196.385
123,2.35,0.25,,0.999088,0.999757,1.01795,,2.70987e-16,0.0382088,,1.52656e-16,8.39606e-16,,3.46945e-18,-1.59595e-16,,-199.905,-199.079,-196.385
124,2.45,0.25,,0.999088,0.999757,1.01795,,1.91295e-16,0.0382088,,1.59595e-16,9.22873e-16,,-1.06685e-16,8.25728e-16,,-199.905,-199.079,-196.385
125,2.55,0.25,,0.999088,0.999757,1.01795,,4.24509e-16,0.0382088,,6.00214e-16,5.89806e-16,,1.00354e-15,5.08274e-16,,-199.905,-199.079,-196.385
126,2.65,0.25,,0.999088,0.999757,1.01795,,9.10118e-17,0.0382088,,-7.28584e-17,9.4369e-16,,4.33681e-18,3.95517e-16,,-199.905,-199.079,-196.385
127,2.75,0.25,,0.999088,0.999757,1.01795,,-3.77695e-16,0.0382088,,-9.57567e-16,1.27676e-15,,-5.50775e-16,7.30319e-16,,-199.905,-199.079,-196.385
128,2.85,0.25,,0.999088,0.999757,1.01795,,4.10744e-16,0.0382088,,1.59595e-16,1.39472e-15,,1.14492e-16,3.83374e-16,,-199.905,-199.079,-196.385
129,2.95,0.25,,0.999088,0.999757,1.01795,,4.69298e-16,0.0382088,,-2.84495e-16,9.78384e-16,,5.20417e-18,-2.08167e-17,,-199.905,-199.079,-196.385
130,3.05,0.25,,0.999088,0.999757,1.01795,,1.21909e-16,0.0382088,,1.56125e-16,1.5335e-15,,3.39138e-16,5.22152e-16,,-199.905,-199.079,-196.385
131,3.15,0.25,,0.999088,0.999757,1.01795,,1.88699e-16,0.0382088,,7.07767e-16,1.11716e-15,,2.26381e-16,4.25007e-16,,-199.905,-199.079,-196.385
132,3.25,0.25,,0.999088,0.999757,1.01795,,-2.53235e-16,0.0382088,,4.85723e-17,1.42247e-15,,-6.61797e-16,4.09395e-16,,-199.905,-199.079,-196.385
133,3.35,0.25,,0.999088,0.999757,1.01795,,-1.90458e-16,0.0382088,,3.46945e-17,1.06165e-15,,1.73472e-18,5.08274e-16,,-199.905,-199.079,-196.385
134,3.45,0.25,,0.999088,0.999757,1.01795,,-2.94099e-16,0.0382088,,-3.98986e-16,1.20043e-15,,-5.52509e-16,-1.45717e-16,,-199.905,-199.079,-196.385
135,3.55,0.25,,0.999088,0.999757,1.01795,,-3.53508e-16,0.0382088,,4.16334e-17,1.0339e-15,,3.46945e-18,3.83374e-16,,-199.905,-199.079,-196.385
136,3.65,0.25,,0.999088,0.999757,1.01795,,3.44387e-16,0.0382088,,6.00214e-16,1.39472e-15,,5.59448e-16,5.06539e-16,,-199.905,-199.079,-196.385
137,3.75,0.25,,0.999088,0.999757,1.01795,,5.3868e-16,0.0382088,,1.59595e-16,1.50574e-15,,4.47559e-16,-3.29597e-17,,-199.905,-199.079,-196.385
138,3.85,0.25,,0.999088,0.999757,1.01795,,9.79263e-16,0.0382088,,7.07767e-16,1.08941e-15,,1.12757e-16,5.22152e-16,,-199.905,-199.079,-196.385
139,3.95,0.25,,0.999088,0.999757,1.01795,,8.22929e-15,0.0382088,,7.40033e-15,1.25594e-15,,3.82767e-15,-7.28584e-16,,-199.905,-199.079,-196.385
140,4.05,0.25,,0.999088,0.999757,1.01795,,2.26538e-14,0.0382088,,2.94036e-14,1.13798e-15,,3.14332e-14,6.41848e-17,,-199.905,-199.079,-196.385
141,4.15,0.25,,0.999088,0.999757,1.01795,,1.06831e-14,0.0382088,,9.77343e-15,9.50628e-16,,6.65874e-15,6.76542e-16,,-199.905,-199.079,-196.385
142,4.25,0.25,,0.999088,0.999757,1.01795,,1.06232e-15,0.0382088,,4.54498e-16,7.49401e-16,,1.0842e-16,8.1532e-16,,-199.905,-199.079,-196.385
143,4.35,0.25,,0.999088,0.999757,1.01795,,-7.66769e-14,0.0382088,,-1.21778e-15,7.00828e-16,,-6.67869e-16,1.35308e-16,,-199.905,-199.079,-196.385
144,4.45,0.25,,0.999088,0.999757,1.01795,,-5.43706e-10,0.0382088,,8.88178e-16,1.2837e-15,,3.29597e-16,5.79398e-16,,-199.905,-199.079,-196.385
145,4.55,0.25,,0.999088,0.999757,1.01795,,-9.41674e-07,0.0382088,,-1.11022e-16,1.19349e-15,,-3.46945e-18,9.24608e-16,,-199.905,-199.079,-196.385
146,4.65,0.25,,0.999081,0.999757,1.01795,,-0.000390956,0.0382085,,-1.10675e-15,7.21645e-16,,-4.47559e-16,8.96852e-16,,-199.889,-199.079,-196.385
147,4.75,0.25,,0.998174,0.999757,1.01795,,-0.0381739,0.0381739,,1.34268e-15,8.11851e-16,,5.54244e-16,5.79398e-16,,-198.756,-199.079,-196.385
148,4.85,0.25,,0.968968,0.996431,1.01658,,-0.849454,0.0370569,,-0.285183,1.20043e-15,,-0.14149,9.36751e-17,,-182.53,-193.376,-193.555
149,4.95,0.25,,0.734408,0.784596,0.82313,,-4.10723,0.0280865,,-4.66878,3.88578e-16,,-4.67776,2.22045e-16,,-149.952,-149.54,-148.192
150,0.05,0.35,,0.735075,0.784596,0.82313,,4.11096,0.000287646,,4.66878,-1.38778e-17,,4.67776,7.63278e-17,,-149.998,-149.54,-148.192
151,0.15,0.35,,0.969848,0.996431,1.01658,,0.850226,0.000379517,,0.285183,-4.57967e-16,,0.14149,-4.0766e-16,,-182.605,-193.376,-193.555
152,0.25,0.35,,0.999081,0.999757,1.01795,,0.0382085,0.000390956,,1.00614e-15,5.41234e-16,,-6.93889e-18,6.41848e-17,,-198.846,-199.079,-196.385
153,0.35,0.35,,0.999989,0.999757,1.01795,,0.000391311,0.000391311,,1.04083e-17,-2.08167e-17,,-3.39138e-16,-1.45717e-16,,-199.98,-199.079,-196.385
154,0.45,0.35,,0.999996,0.999757,1.01795,,9.42529e-07,0.000391314,,-4.44089e-16,4.85723e-16,,-2.30718e-16,-4.68375e-17,,-199.996,-199.079,-196.385
155,0.55,0.35,,0.999996,0.999757,1.01795,,5.442e-10,0.000391314,,-5.51642e-16,3.05311e-16,,-6.72205e-16,1.99493e-16,,-199.996,-199.079,-196.385
