dx/h :,0.5
dy/h :,0.5
L2normPartition,L2normdrhodt
0.0922839,0

x,y,,Partition,dPartdX,dPartdY,drhodt
0.1,3.2,,0.928513,1.4015,-1.35308e-16,0
0.1,3.3,,0.928513,1.4015,7.615e-15,0
0.1,3.4,,0.928513,1.4015,7.13969e-15,0
0.1,3.5,,0.928513,1.4015,-7.04992e-15,0
0.1,3.6,,0.928513,1.4015,-7.80279e-15,0
0.1,3.7,,0.928513,1.4015,-1.35308e-16,0
0.1,3.8,,0.928513,1.4015,5.3217e-15,0
0.1,3.9,,0.928513,1.4015,1.97065e-15,0
0.1,4,,0.928513,1.4015,-3.46945e-15,0
0.1,4.1,,0.928513,1.4015,1.10177e-14,0
0.1,4.2,,0.928513,1.4015,3.1225e-17,0
0.1,4.3,,0.928513,1.4015,-1.32221e-14,0
0.1,4.4,,0.928513,1.4015,-1.54043e-15,0
0.1,4.5,,0.928513,1.4015,-3.23352e-15,0
0.1,4.6,,0.928513,1.4015,3.15026e-15,0
0.1,4.7,,0.924047,1.39816,-0.182548,0
0.1,4.8,,0.859866,1.30568,-1.30568,0
0.1,4.9,,0.636156,0.959144,-3.14585,0
0.2,0,,0.683295,0.134577,3.38761,0
0.2,0.1,,0.924047,0.182548,1.39816,0
0.2,0.2,,0.992151,0.187556,0.187556,0
0.2,0.3,,0.996678,0.187556,1.14839e-15,0
0.2,0.4,,0.996678,0.187556,-1.249e-16,0
0.2,0.5,,0.996678,0.187556,-1.20737e-15,0
0.2,0.6,,0.996678,0.187556,1.71391e-15,0
0.2,0.7,,0.996678,0.187556,1.79023e-15,0
0.2,0.8,,0.996678,0.187556,1.38778e-16,0
0.2,0.9,,0.996678,0.187556,-2.25861e-15,0
0.2,1,,0.996678,0.187556,-3.29858e-15,0
0.2,1.1,,0.996678,0.187556,1.04777e-15,0
0.2,1.2,,0.996678,0.187556,3.85109e-15,0
0.2,1.3,,0.996678,0.187556,6.55725e-16,0
0.2,1.4,,0.996678,0.187556,-7.11237e-16,0
0.2,1.5,,0.996678,0.187556,-3.35756e-15,0
0.2,1.6,,0.996678,0.187556,1.94289e-16,0
0.2,1.7,,0.996678,0.187556,3.37924e-15,0
0.2,1.8,,0.996678,0.187556,6.55725e-16,0
0.2,1.9,,0.996678,0.187556,-7.11237e-16,0
0.2,2,,0.996678,0.187556,-4.8286e-15,0
0.2,2.1,,0.996678,0.187556,-3.87104e-15,0
0.2,2.2,,0.996678,0.187556,1.10415e-15,0
0.2,2.3,,0.996678,0.187556,8.3566e-15,0
0.2,2.4,,0.996678,0.187556,7.4476e-15,0
0.2,2.5,,0.996678,0.187556,-7.4515e-15,0
0.2,2.6,,0.996678,0.187556,-8.3605e-15,0
0.2,2.7,,0.996678,0.187556,-1.72605e-16,0
0.2,2.8,,0.996678,0.187556,8.3566e-15,0
0.2,2.9,,0.996678,0.187556,7.4476e-15,0
0.2,3,,0.996678,0.187556,-7.4515e-15,0
0.2,3.1,,0.996678,0.187556,-8.3605e-15,0
0.2,3.2,,0.996678,0.187556,-1.72605e-16,0
0.2,3.3,,0.996678,0.187556,8.3566e-15,0
0.2,3.4,,0.996678,0.187556,7.4476e-15,0
0.2,3.5,,0.996678,0.187556,-7.4515e-15,0
0.2,3.6,,0.996678,0.187556,-8.3605e-15,0
0.2,3.7,,0.996678,0.187556,-1.72605e-16,0
0.2,3.8,,0.996678,0.187556,5.74063e-15,0
0.2,3.9,,0.996678,0.187556,2.02702e-15,0
0.2,4,,0.996678,0.187556,-3.81205e-15,0
0.2,4.1,,0.996678,0.187556,1.2166e-14,0
0.2,4.2,,0.996678,0.187556,4.94396e-17,0
0.2,4.3,,0.996678,0.187556,-1.43488e-14,0
0.2,4.4,,0.996678,0.187556,-2.04611e-15,0
0.2,4.5,,0.996678,0.187556,-3.26041e-15,0
0.2,4.6,,0.996678,0.187556,3.11643e-15,0
0.2,4.7,,0.992151,0.187556,-0.187556,0
0.2,4.8,,0.924047,0.182548,-1.39816,0
0.2,4.9,,0.683295,0.134577,-3.38761,0
0.3,0,,0.686646,2.01228e-16,3.40694,0
0.3,0.1,,0.928513,7.28584e-16,1.4015,0
0.3,0.2,,0.996678,1.86656e-15,0.187556,0
0.3,0.3,,1.00121,1.19349e-15,1.43462e-15,0
0.3,0.4,,1.00121,1.09201e-15,-3.8641e-16,0
0.3,0.5,,1.00121,9.60169e-16,-8.79071e-16,0
0.3,0.6,,1.00121,5.27356e-16,1.23339e-15,0
0.3,0.7,,1.00121,8.88178e-16,2.12504e-15,0
0.3,0.8,,1.00121,1.11022e-15,-1.21431e-17,0
0.3,0.9,,1.00121,6.47919e-16,-2.62073e-15,0
0.3,1,,1.00121,1.61069e-15,-2.55351e-15,0
0.3,1.1,,1.00121,8.11851e-16,1.32706e-15,0
0.3,1.2,,1.00121,1.22125e-15,3.62731e-15,0
0.3,1.3,,1.00121,1.20043e-15,1.15012e-15,0
0.3,1.4,,1.00121,9.71445e-16,-1.01134e-15,0
0.3,1.5,,1.00121,1.38865e-15,-2.92127e-15,0
0.3,1.6,,1.00121,1.06165e-15,1.50921e-16,0
0.3,1.7,,1.00121,1.22125e-15,2.96117e-15,0
0.3,1.8,,1.00121,1.20043e-15,1.15012e-15,0
0.3,1.9,,1.00121,9.71445e-16,-1.01134e-15,0
0.3,2,,1.00121,1.11109e-15,-4.21885e-15,0
0.3,2.1,,1.00121,1.00007e-15,-4.02109e-15,0
0.3,2.2,,1.00121,1.49967e-15,1.21778e-15,0
0.3,2.3,,1.00121,1.74947e-15,7.96889e-15,0
0.3,2.4,,1.00121,1.65232e-15,6.93846e-15,0
0.3,2.5,,1.00121,1.33313e-15,-6.84869e-15,0
0.3,2.6,,1.00121,1.05558e-15,-7.87911e-15,0
0.3,2.7,,1.00121,1.49967e-15,-1.70003e-16,0
0.3,2.8,,1.00121,1.74947e-15,7.96889e-15,0
0.3,2.9,,1.00121,1.65232e-15,6.93846e-15,0
0.3,3,,1.00121,1.33313e-15,-6.84869e-15,0
0.3,3.1,,1.00121,1.05558e-15,-7.87911e-15,0
0.3,3.2,,1.00121,1.49967e-15,-1.70003e-16,0
0.3,3.3,,1.00121,1.74947e-15,7.96889e-15,0
0.3,3.4,,1.00121,1.65232e-15,6.93846e-15,0
0.3,3.5,,1.00121,1.33313e-15,-6.84869e-15,0
0.3,3.6,,1.00121,1.05558e-15,-7.87911e-15,0
0.3,3.7,,1.00121,1.49967e-15,-1.70003e-16,0
0.3,3.8,,1.00121,1.44416e-15,5.38415e-15,0
0.3,3.9,,1.00121,1.84661e-15,1.24206e-15,0
0.3,4,,1.00121,1.6662e-15,-3.64292e-15,0
0.3,4.1,,1.00121,2.19963e-15,1.1885e-14,0
0.3,4.2,,1.00121,1.68008e-15,5.20417e-17,0
0.3,4.3,,1.00121,1.33313e-15,-1.43531e-14,0
0.3,4.4,,1.00121,1.81886e-15,-1.57513e-15,0
0.3,4.5,,1.00121,1.61069e-15,-3.33414e-15,0
0.3,4.6,,1.00121,1.59681e-15,3.19883e-15,0
0.3,4.7,,0.996678,1.74947e-15,-0.187556,0
0.3,4.8,,0.928513,1.13104e-15,-1.4015,0
0.3,4.9,,0.686646,6.245e-16,-3.40694,0
0.4,0,,0.686646,9.02056e-17,3.40694,0
0.4,0.1,,0.928513,-2.70617e-16,1.4015,0
0.4,0.2,,0.996678,-2.70617e-16,0.187556,0
0.4,0.3,,1.00121,-5.82867e-16,1.01481e-15,0
0.4,0.4,,1.00121,-1.12844e-15,-9.31113e-16,0
0.4,0.5,,1.00121,-5.38632e-16,-8.16621e-16,0
0.4,0.6,,1.00121,-1.249e-15,1.17441e-15,0
0.4,0.7,,1.00121,-1.33227e-15,2.34361e-15,0
0.4,0.8,,1.00121,-8.88178e-16,-1.9082e-17,0
0.4,0.9,,1.00121,-1.18395e-15,-2.83237e-15,0
0.4,1,,1.00121,-6.09755e-16,-2.13024e-15,0
0.4,1.1,,1.00121,-4.64906e-16,1.76768e-15,0
0.4,1.2,,1.00121,-6.38378e-16,3.31506e-15,0
0.4,1.3,,1.00121,-2.98372e-16,1.08767e-15,0
0.4,1.4,,1.00121,-8.60423e-16,-9.59302e-16,0
0.4,1.5,,1.00121,-1.65666e-16,-2.60902e-15,0
0.4,1.6,,1.00121,-8.8124e-16,-7.45931e-17,0
0.4,1.7,,1.00121,-6.38378e-16,2.62117e-15,0
0.4,1.8,,1.00121,-2.98372e-16,1.08767e-15,0
0.4,1.9,,1.00121,-8.60423e-16,-9.59302e-16,0
0.4,2,,1.00121,-4.43222e-16,-3.89272e-15,0
0.4,2.1,,1.00121,-1.02609e-15,-3.66721e-15,0
0.4,2.2,,1.00121,-5.26489e-16,9.74915e-16,0
0.4,2.3,,1.00121,-3.322e-16,7.47622e-15,0
0.4,2.4,,1.00121,-3.73833e-16,6.4458e-15,0
0.4,2.5,,1.00121,-6.93022e-16,-6.38378e-15,0
0.4,2.6,,1.00121,-9.70578e-16,-7.41421e-15,0
0.4,2.7,,1.00121,-5.26489e-16,3.1225e-17,0
0.4,2.8,,1.00121,-3.322e-16,7.47622e-15,0
0.4,2.9,,1.00121,-3.73833e-16,6.4458e-15,0
0.4,3,,1.00121,-6.93022e-16,-6.38378e-15,0
0.4,3.1,,1.00121,-9.70578e-16,-7.41421e-15,0
0.4,3.2,,1.00121,-5.26489e-16,3.1225e-17,0
0.4,3.3,,1.00121,-3.322e-16,7.47622e-15,0
0.4,3.4,,1.00121,-3.73833e-16,6.4458e-15,0
0.4,3.5,,1.00121,-6.93022e-16,-6.38378e-15,0
0.4,3.6,,1.00121,-9.70578e-16,-7.41421e-15,0
0.4,3.7,,1.00121,-5.26489e-16,3.1225e-17,0
0.4,3.8,,1.00121,-6.37511e-16,5.12741e-15,0
0.4,3.9,,1.00121,-1.24033e-16,1.22125e-15,0
0.4,4,,1.00121,-4.15466e-16,-3.63598e-15,0
0.4,4.1,,1.00121,-1.31839e-16,1.19891e-14,0
0.4,4.2,,1.00121,-7.34655e-16,3.1225e-17,0
0.4,4.3,,1.00121,-7.20778e-16,-1.44711e-14,0
0.4,4.4,,1.00121,-5.95878e-16,-1.56819e-15,0
0.4,4.5,,1.00121,-4.43222e-16,-3.40006e-15,0
0.4,4.6,,1.00121,-8.17922e-16,3.23352e-15,0
0.4,4.7,,0.996678,-3.04444e-16,-0.187556,0
0.4,4.8,,0.928513,-1.14492e-15,-1.4015,0
0.4,4.9,,0.686646,-8.18789e-16,-3.40694,0
0.5,0,,0.686646,-1.02002e-15,3.40694,0
0.5,0.1,,0.928513,-1.1588e-15,1.4015,0
0.5,0.2,,0.996678,-1.1588e-15,0.187556,0
0.5,0.3,,1.00121,-5.82867e-16,9.31547e-16,0
0.5,0.4,,1.00121,-6.84348e-16,-9.31113e-16,0
0.5,0.5,,1.00121,-1.42681e-15,-1.64929e-15,0
0.5,0.6,,1.00121,-1.02696e-15,1.70176e-15,0
0.5,0.7,,1.00121,-8.88178e-16,2.2881e-15,0
0.5,0.8,,1.00121,-8.88178e-16,1.19696e-16,0
0.5,0.9,,1.00121,-1.62804e-15,-2.91564e-15,0
0.5,1,,1.00121,-1.94202e-15,-2.79637e-15,0
0.5,1.1,,1.00121,-1.79717e-15,1.73993e-15,0
0.5,1.2,,1.00121,-1.7486e-15,3.17628e-15,0
0.5,1.3,,1.00121,-1.63064e-15,9.76649e-16,0
0.5,1.4,,1.00121,-1.97065e-15,-6.81746e-16,0
0.5,1.5,,1.00121,-1.94202e-15,-2.80331e-15,0
0.5,1.6,,1.00121,-2.21351e-15,3.64292e-17,0
0.5,1.7,,1.00121,-1.7486e-15,2.70443e-15,0
0.5,1.8,,1.00121,-1.63064e-15,9.76649e-16,0
0.5,1.9,,1.00121,-1.97065e-15,-6.81746e-16,0
0.5,2,,1.00121,-2.21958e-15,-4.11476e-15,0
0.5,2.1,,1.00121,-2.35836e-15,-3.77823e-15,0
0.5,2.2,,1.00121,-2.30285e-15,9.47159e-16,0
0.5,2.3,,1.00121,-1.88651e-15,7.80929e-15,0
0.5,2.4,,1.00121,-1.48406e-15,6.4458e-15,0
0.5,2.5,,1.00121,-2.02529e-15,-6.60583e-15,0
0.5,2.6,,1.00121,-2.30285e-15,-7.63625e-15,0
0.5,2.7,,1.00121,-2.30285e-15,3.46945e-18,0
0.5,2.8,,1.00121,-1.88651e-15,7.80929e-15,0
0.5,2.9,,1.00121,-1.48406e-15,6.4458e-15,0
0.5,3,,1.00121,-2.02529e-15,-6.60583e-15,0
0.5,3.1,,1.00121,-2.30285e-15,-7.63625e-15,0
0.5,3.2,,1.00121,-2.30285e-15,3.46945e-18,0
0.5,3.3,,1.00121,-1.88651e-15,7.80929e-15,0
0.5,3.4,,1.00121,-1.48406e-15,6.4458e-15,0
0.5,3.5,,1.00121,-2.02529e-15,-6.60583e-15,0
0.5,3.6,,1.00121,-2.30285e-15,-7.63625e-15,0
0.5,3.7,,1.00121,-2.30285e-15,3.46945e-18,0
0.5,3.8,,1.00121,-2.19182e-15,5.15516e-15,0
0.5,3.9,,1.00121,-1.4563e-15,1.44329e-15,0
0.5,4,,1.00121,-1.74773e-15,-3.52496e-15,0
0.5,4.1,,1.00121,-1.02002e-15,1.1545e-14,0
0.5,4.2,,1.00121,-1.62283e-15,1.14492e-16,0
0.5,4.3,,1.00121,-1.60896e-15,-1.43878e-14,0
0.5,4.4,,1.00121,-1.92815e-15,-1.92901e-15,0
0.5,4.5,,1.00121,-1.77549e-15,-3.06699e-15,0
0.5,4.6,,1.00121,-1.7061e-15,2.98372e-15,0
0.5,4.7,,0.996678,-2.0808e-15,-0.187556,0
0.5,4.8,,0.928513,-2.0331e-15,-1.4015,0
0.5,4.9,,0.686646,-1.48492e-15,-3.40694,0
0.6,0,,0.686646,8.318e-16,3.40694,0
0.6,0.1,,0.928513,1.62023e-15,1.4015,0
0.6,0.2,,0.996678,9.63639e-16,0.187556,0
0.6,0.3,,1.00121,1.44242e-15,9.81853e-16,0
0.6,0.4,,1.00121,1.78677e-15,-8.27029e-16,0
0.6,0.5,,1.00121,1.69656e-15,-1.53133e-15,0
0.6,0.6,,1.00121,1.71998e-15,1.88391e-15,0
0.6,0.7,,1.00121,1.5812e-15,2.34535e-15,0
0.6,0.8,,1.00121,2.24733e-15,-1.38778e-17,0
0.6,0.9,,1.00121,1.78677e-15,-2.84278e-15,0
0.6,1,,1.00121,1.88478e-15,-2.77339e-15,0
0.6,1.1,,1.00121,2.01835e-15,1.76942e-15,0
0.6,1.2,,1.00121,1.94202e-15,3.40353e-15,0
0.6,1.3,,1.00121,1.93508e-15,7.14706e-16,0
0.6,1.4,,1.00121,2.16407e-15,-7.97973e-16,0
0.6,1.5,,1.00121,2.10682e-15,-2.92258e-15,0
0.6,1.6,,1.00121,2.29591e-15,1.52656e-16,0
0.6,1.7,,1.00121,1.94202e-15,2.95944e-15,0
0.6,1.8,,1.00121,1.93508e-15,7.14706e-16,0
0.6,1.9,,1.00121,2.16407e-15,-7.97973e-16,0
0.6,2,,1.00121,1.85702e-15,-4.22015e-15,0
0.6,2.1,,1.00121,1.746e-15,-3.58871e-15,0
0.6,2.2,,1.00121,2.2456e-15,9.9443e-16,0
0.6,2.3,,1.00121,2.97332e-15,7.54605e-15,0
0.6,2.4,,1.00121,2.43902e-15,6.52256e-15,0
0.6,2.5,,1.00121,2.10682e-15,-6.6557e-15,0
0.6,2.6,,1.00121,1.80151e-15,-7.9047e-15,0
0.6,2.7,,1.00121,2.2456e-15,5.07407e-17,0
0.6,2.8,,1.00121,2.97332e-15,7.54605e-15,0
0.6,2.9,,1.00121,2.43902e-15,6.52256e-15,0
0.6,3,,1.00121,2.10682e-15,-6.6557e-15,0
0.6,3.1,,1.00121,1.80151e-15,-7.9047e-15,0
0.6,3.2,,1.00121,2.2456e-15,5.07407e-17,0
0.6,3.3,,1.00121,2.97332e-15,7.54605e-15,0
0.6,3.4,,1.00121,2.43902e-15,6.52256e-15,0
0.6,3.5,,1.00121,2.10682e-15,-6.6557e-15,0
0.6,3.6,,1.00121,1.80151e-15,-7.9047e-15,0
0.6,3.7,,1.00121,2.2456e-15,5.07407e-17,0
0.6,3.8,,1.00121,2.64025e-15,5.40887e-15,0
0.6,3.9,,1.00121,2.59948e-15,1.2477e-15,0
0.6,4,,1.00121,2.38438e-15,-3.46728e-15,0
0.6,4.1,,1.00121,2.46938e-15,1.16964e-14,0
0.6,4.2,,1.00121,2.43295e-15,5.07407e-17,0
0.6,4.3,,1.00121,2.05131e-15,-1.43891e-14,0
0.6,4.4,,1.00121,2.04437e-15,-1.77419e-15,0
0.6,4.5,,1.00121,2.30111e-15,-3.35973e-15,0
0.6,4.6,,1.00121,2.26642e-15,3.22182e-15,0
0.6,4.7,,0.996678,2.43989e-15,-0.187556,0
0.6,4.8,,0.928513,1.76942e-15,-1.4015,0
0.6,4.9,,0.686646,1.15186e-15,-3.40694,0
0.7,0,,0.686646,1.27589e-15,3.40694,0
0.7,0.1,,0.928513,1.62023e-15,1.4015,0
0.7,0.2,,0.996678,1.85182e-15,0.187556,0
0.7,0.3,,1.00121,1.88651e-15,9.81853e-16,0
0.7,0.4,,1.00121,2.23085e-15,-1.04907e-15,0
0.7,0.5,,1.00121,2.58474e-15,-8.65193e-16,0
0.7,0.6,,1.00121,1.71998e-15,1.21778e-15,0
0.7,0.7,,1.00121,2.02529e-15,2.34535e-15,0
0.7,0.8,,1.00121,2.24733e-15,-1.38778e-17,0
0.7,0.9,,1.00121,2.23085e-15,-2.84278e-15,0
0.7,1,,1.00121,2.32887e-15,-2.10726e-15,0
0.7,1.1,,1.00121,2.01835e-15,1.76942e-15,0
0.7,1.2,,1.00121,1.94202e-15,3.18148e-15,0
0.7,1.3,,1.00121,2.37917e-15,9.36751e-16,0
0.7,1.4,,1.00121,2.16407e-15,-1.02002e-15,0
0.7,1.5,,1.00121,2.10682e-15,-2.47849e-15,0
0.7,1.6,,1.00121,2.29591e-15,-6.93889e-17,0
0.7,1.7,,1.00121,1.94202e-15,2.51535e-15,0
0.7,1.8,,1.00121,2.37917e-15,9.36751e-16,0
0.7,1.9,,1.00121,2.16407e-15,-1.02002e-15,0
0.7,2,,1.00121,1.85702e-15,-3.77606e-15,0
0.7,2.1,,1.00121,1.746e-15,-3.58871e-15,0
0.7,2.2,,1.00121,2.2456e-15,9.9443e-16,0
0.7,2.3,,1.00121,2.52923e-15,7.54605e-15,0
0.7,2.4,,1.00121,2.43902e-15,6.07847e-15,0
0.7,2.5,,1.00121,2.10682e-15,-6.21161e-15,0
0.7,2.6,,1.00121,2.2456e-15,-7.46061e-15,0
0.7,2.7,,1.00121,2.2456e-15,5.07407e-17,0
0.7,2.8,,1.00121,2.52923e-15,7.54605e-15,0
0.7,2.9,,1.00121,2.43902e-15,6.07847e-15,0
0.7,3,,1.00121,2.10682e-15,-6.21161e-15,0
0.7,3.1,,1.00121,2.2456e-15,-7.46061e-15,0
0.7,3.2,,1.00121,2.2456e-15,5.07407e-17,0
0.7,3.3,,1.00121,2.52923e-15,7.54605e-15,0
0.7,3.4,,1.00121,2.43902e-15,6.07847e-15,0
0.7,3.5,,1.00121,2.10682e-15,-6.21161e-15,0
0.7,3.6,,1.00121,2.2456e-15,-7.46061e-15,0
0.7,3.7,,1.00121,2.2456e-15,5.07407e-17,0
0.7,3.8,,1.00121,2.19616e-15,4.96478e-15,0
0.7,3.9,,1.00121,2.59948e-15,1.2477e-15,0
0.7,4,,1.00121,2.38438e-15,-3.68932e-15,0
0.7,4.1,,1.00121,2.91347e-15,1.16964e-14,0
0.7,4.2,,1.00121,2.43295e-15,5.07407e-17,0
0.7,4.3,,1.00121,2.05131e-15,-1.43891e-14,0
0.7,4.4,,1.00121,2.48846e-15,-1.55214e-15,0
0.7,4.5,,1.00121,2.30111e-15,-3.35973e-15,0
0.7,4.6,,1.00121,2.26642e-15,3.22182e-15,0
0.7,4.7,,0.996678,2.43989e-15,-0.187556,0
0.7,4.8,,0.928513,1.76942e-15,-1.4015,0
0.7,4.9,,0.686646,1.15186e-15,-3.40694,0
0.8,0,,0.686646,-2.42861e-16,3.40694,0
0.8,0.1,,0.928513,-1.59595e-16,1.4015,0
0.8,0.2,,0.996678,9.02056e-17,0.187556,0
0.8,0.3,,1.00121,-1.38778e-16,9.90527e-16,0
0.8,0.4,,1.00121,2.0383e-16,-1.05254e-15,0
0.8,0.5,,1.00121,5.1608e-16,-1.10112e-15,0
0.8,0.6,,1.00121,-3.60822e-16,1.23339e-15,0
0.8,0.7,,1.00121,-4.44089e-16,2.34708e-15,0
0.8,0.8,,1.00121,-2.22045e-16,-1.21431e-17,0
0.8,0.9,,1.00121,2.0383e-16,-2.84278e-15,0
0.8,1,,1.00121,2.78423e-16,-2.10942e-15,0
0.8,1.1,,1.00121,-5.20417e-16,1.77115e-15,0
0.8,1.2,,1.00121,-1.11022e-16,2.73913e-15,0
0.8,1.3,,1.00121,3.1225e-16,1.15012e-15,0
0.8,1.4,,1.00121,-3.60822e-16,-1.01134e-15,0
0.8,1.5,,1.00121,5.63785e-17,-2.25514e-15,0
0.8,1.6,,1.00121,-2.70617e-16,-7.11237e-17,0
0.8,1.7,,1.00121,-1.11022e-16,2.29504e-15,0
0.8,1.8,,1.00121,3.1225e-16,1.15012e-15,0
0.8,1.9,,1.00121,-3.60822e-16,-1.01134e-15,0
0.8,2,,1.00121,-2.21177e-16,-3.55271e-15,0
0.8,2.1,,1.00121,-3.322e-16,-3.577e-15,0
0.8,2.2,,1.00121,-2.76688e-16,9.95731e-16,0
0.8,2.3,,1.00121,-2.68882e-17,7.5248e-15,0
0.8,2.4,,1.00121,3.20056e-16,6.27233e-15,0
0.8,2.5,,1.00121,-4.43222e-16,-6.18255e-15,0
0.8,2.6,,1.00121,-2.76688e-16,-7.43502e-15,0
0.8,2.7,,1.00121,-2.76688e-16,5.20417e-17,0
0.8,2.8,,1.00121,-2.68882e-17,7.5248e-15,0
0.8,2.9,,1.00121,3.20056e-16,6.27233e-15,0
0.8,3,,1.00121,-4.43222e-16,-6.18255e-15,0
0.8,3.1,,1.00121,-2.76688e-16,-7.43502e-15,0
0.8,3.2,,1.00121,-2.76688e-16,5.20417e-17,0
0.8,3.3,,1.00121,-2.68882e-17,7.5248e-15,0
0.8,3.4,,1.00121,3.20056e-16,6.27233e-15,0
0.8,3.5,,1.00121,-4.43222e-16,-6.18255e-15,0
0.8,3.6,,1.00121,-2.76688e-16,-7.43502e-15,0
0.8,3.7,,1.00121,-2.76688e-16,5.20417e-17,0
0.8,3.8,,1.00121,-3.322e-16,4.94006e-15,0
0.8,3.9,,1.00121,7.02563e-17,1.24206e-15,0
0.8,4,,1.00121,-1.10155e-16,-3.64292e-15,0
0.8,4.1,,1.00121,4.23273e-16,1.14409e-14,0
0.8,4.2,,1.00121,-9.62772e-17,5.20417e-17,0
0.8,4.3,,1.00121,8.67362e-19,-1.43531e-14,0
0.8,4.4,,1.00121,4.25007e-17,-1.57513e-15,0
0.8,4.5,,1.00121,2.78423e-16,-3.33414e-15,0
0.8,4.6,,1.00121,2.64545e-16,3.19883e-15,0
