dx/h :,0.666667
dy/h :,0.666667
L2normPGauss,L2normPCubic,L2normPWedn,L2normdrhodtGauss,L2normdrhodtCubic,L2normdrhodtWedn
0.0918565,0.0777916,0.071464,13.3866,12.0235,11.8048

x,y,,PGauss,PCubic,PWedn,,dPGaussX,dPGaussY,,dPCubicX,dPCubicY,,dPWednX,dPWednY,,drhodtGauss,drhodtCubic,drhodtWedn
0,0,,0.473431,0.529685,0.562282,,2.38668,2.38668,,2.94671,2.94671,,3.12481,3.12481,,-34.4032,-36.396,-37.1609
0,0.1,,0.639368,0.7083,0.73631,,3.22321,0.911691,,3.97039,0.692892,,4.11907,0.591275,,-46.4614,-48.9771,-48.9204
0,0.2,,0.683108,0.73002,0.751674,,3.44372,0.134084,,4.09695,1.65665e-16,,4.21198,3.00742e-16,,-49.6399,-50.3362,-49.87
0,0.3,,0.687848,0.73002,0.751674,,3.46761,0.00768196,,4.09695,1.57912e-15,,4.21198,1.7815e-15,,-49.9844,-50.3362,-49.87
0,0.4,,0.688059,0.73002,0.751674,,3.46868,0.000173463,,4.09695,-9.5913e-16,,4.21198,-1.10022e-15,,-49.9997,-50.3362,-49.87
0,0.5,,0.688063,0.73002,0.751674,,3.4687,1.5589e-06,,4.09695,-2.0468e-15,,4.21198,-2.95984e-15,,-50,-50.3362,-49.87
0,0.6,,0.688063,0.73002,0.751674,,3.4687,5.61786e-09,,4.09695,2.16198e-15,,4.21198,3.05826e-15,,-50,-50.3362,-49.87
0,0.7,,0.688063,0.73002,0.751674,,3.4687,8.16556e-12,,4.09695,2.30076e-15,,4.21198,1.83701e-15,,-50,-50.3362,-49.87
0,0.8,,0.688063,0.73002,0.751674,,3.4687,4.64404e-15,,4.09695,-2.9505e-18,,4.21198,1.43923e-16,,-50,-50.3362,-49.87
0,0.9,,0.688063,0.73002,0.751674,,3.4687,-2.17411e-15,,4.09695,-2.15262e-15,,4.21198,-2.01615e-15,,-50,-50.3362,-49.87
0,1,,0.688063,0.73002,0.751674,,3.4687,-2.36737e-15,,4.09695,-3.36658e-15,,4.21198,-4.48154e-15,,-50,-50.3362,-49.87
0,1.1,,0.688063,0.73002,0.751674,,3.4687,1.29804e-15,,4.09695,2.04576e-15,,4.21198,2.11457e-15,,-50,-50.3362,-49.87
0,1.2,,0.688063,0.73002,0.751674,,3.4687,2.83606e-15,,4.09695,3.77181e-15,,4.21198,6.40844e-15,,-50,-50.3362,-49.87
0,1.3,,0.688063,0.73002,0.751674,,3.4687,5.21664e-16,,4.09695,-1.19177e-16,,4.21198,-2.82592e-15,,-50,-50.3362,-49.87
0,1.4,,0.688063,0.73002,0.751674,,3.4687,-3.87891e-16,,4.09695,3.02361e-16,,4.21198,2.92512e-15,,-50,-50.3362,-49.87
0,1.5,,0.688063,0.73002,0.751674,,3.4687,-2.43811e-15,,4.09695,-3.58862e-15,,4.21198,-6.29953e-15,,-50,-50.3362,-49.87
0,1.6,,0.688063,0.73002,0.751674,,3.4687,1.95165e-17,,4.09695,-8.15467e-18,,4.21198,-2.26106e-17,,-50,-50.3362,-49.87
0,1.7,,0.688063,0.73002,0.751674,,3.4687,2.50256e-15,,4.09695,3.77181e-15,,4.21198,6.40844e-15,,-50,-50.3362,-49.87
0,1.8,,0.688063,0.73002,0.751674,,3.4687,2.71861e-16,,4.09695,-1.19177e-16,,4.21198,-2.82592e-15,,-50,-50.3362,-49.87
0,1.9,,0.688063,0.73002,0.751674,,3.4687,-4.23257e-16,,4.09695,3.02361e-16,,4.21198,2.92512e-15,,-50,-50.3362,-49.87
0,2,,0.688063,0.73002,0.751674,,3.4687,-3.09392e-15,,4.09695,-3.58862e-15,,4.21198,-6.29953e-15,,-50,-50.3362,-49.87
0,2.1,,0.688063,0.73002,0.751674,,3.4687,-2.83536e-15,,4.09695,-3.4776e-15,,4.21198,-3.59337e-15,,-50,-50.3362,-49.87
0,2.2,,0.688063,0.73002,0.751674,,3.4687,7.06751e-16,,4.09695,-8.15467e-18,,4.21198,-1.10041e-16,,-50,-50.3362,-49.87
0,2.3,,0.688063,0.73002,0.751674,,3.4687,5.65556e-15,,4.09695,6.63514e-15,,4.21198,6.76571e-15,,-50,-50.3362,-49.87
0,2.4,,0.688063,0.73002,0.751674,,3.4687,5.06809e-15,,4.09695,7.56148e-15,,4.21198,1.20059e-14,,-50,-50.3362,-49.87
0,2.5,,0.688063,0.73002,0.751674,,3.4687,-5.00143e-15,,4.09695,-7.39114e-15,,4.21198,-1.21698e-14,,-50,-50.3362,-49.87
0,2.6,,0.688063,0.73002,0.751674,,3.4687,-5.70199e-15,,4.09695,-6.55847e-15,,4.21198,-6.66036e-15,,-50,-50.3362,-49.87
0,2.7,,0.688063,0.73002,0.751674,,3.4687,-4.98084e-17,,4.09695,-8.15467e-18,,4.21198,-1.10041e-16,,-50,-50.3362,-49.87
0,2.8,,0.688063,0.73002,0.751674,,3.4687,5.65556e-15,,4.09695,6.63514e-15,,4.21198,6.76571e-15,,-50,-50.3362,-49.87
0,2.9,,0.688063,0.73002,0.751674,,3.4687,5.06809e-15,,4.09695,7.56148e-15,,4.21198,1.20059e-14,,-50,-50.3362,-49.87
0,3,,0.688063,0.73002,0.751674,,3.4687,-5.00143e-15,,4.09695,-7.39114e-15,,4.21198,-1.21698e-14,,-50,-50.3362,-49.87
0,3.1,,0.688063,0.73002,0.751674,,3.4687,-5.70199e-15,,4.09695,-6.55847e-15,,4.21198,-6.66036e-15,,-50,-50.3362,-49.87
0,3.2,,0.688063,0.73002,0.751674,,3.4687,-4.98084e-17,,4.09695,-8.15467e-18,,4.21198,-1.10041e-16,,-50,-50.3362,-49.87
0,3.3,,0.688063,0.73002,0.751674,,3.4687,5.65556e-15,,4.09695,6.63514e-15,,4.21198,6.76571e-15,,-50,-50.3362,-49.87
0,3.4,,0.688063,0.73002,0.751674,,3.4687,5.06809e-15,,4.09695,7.56148e-15,,4.21198,1.20059e-14,,-50,-50.3362,-49.87
0,3.5,,0.688063,0.73002,0.751674,,3.4687,-5.00143e-15,,4.09695,-7.39114e-15,,4.21198,-1.21698e-14,,-50,-50.3362,-49.87
0,3.6,,0.688063,0.73002,0.751674,,3.4687,-5.70221e-15,,4.09695,-6.55847e-15,,4.21198,-6.66036e-15,,-50,-50.3362,-49.87
0,3.7,,0.688063,0.73002,0.751674,,3.4687,-8.56324e-17,,4.09695,-8.15467e-18,,4.21198,-1.10041e-16,,-50,-50.3362,-49.87
0,3.8,,0.688063,0.73002,0.751674,,3.4687,4.36666e-15,,4.09695,6.63514e-15,,4.21198,6.76571e-15,,-50,-50.3362,-49.87
0,3.9,,0.688063,0.73002,0.751674,,3.4687,8.04343e-16,,4.09695,9.18188e-16,,4.21198,5.13013e-15,,-50,-50.3362,-49.87
0,4,,0.688063,0.73002,0.751674,,3.4687,-3.18907e-15,,4.09695,-8.61759e-15,,4.21198,-1.76542e-14,,-50,-50.3362,-49.87
0,4.1,,0.688063,0.73002,0.751674,,3.4687,4.07353e-15,,4.09695,1.53247e-14,,4.21198,2.49861e-14,,-50,-50.3362,-49.87
0,4.2,,0.688063,0.73002,0.751674,,3.4687,-8.16377e-12,,4.09695,5.77648e-17,,4.21198,1.61877e-16,,-50,-50.3362,-49.87
0,4.3,,0.688063,0.73002,0.751674,,3.4687,-5.61786e-09,,4.09695,-1.51957e-14,,4.21198,-2.48845e-14,,-50,-50.3362,-49.87
0,4.4,,0.688063,0.73002,0.751674,,3.4687,-1.5589e-06,,4.09695,2.2227e-15,,4.21198,1.10004e-14,,-50,-50.3362,-49.87
0,4.5,,0.688059,0.73002,0.751674,,3.46868,-0.000173463,,4.09695,-2.09503e-15,,4.21198,-1.06736e-14,,-49.9997,-50.3362,-49.87
0,4.6,,0.687848,0.73002,0.751674,,3.46761,-0.00768196,,4.09695,2.2227e-15,,4.21198,1.10004e-14,,-49.9844,-50.3362,-49.87
0,4.7,,0.683108,0.73002,0.751674,,3.44372,-0.134084,,4.09695,-2.09503e-15,,4.21198,-1.06736e-14,,-49.6399,-50.3362,-49.87
0,4.8,,0.639368,0.7083,0.73631,,3.22321,-0.911691,,3.97039,-0.692892,,4.11907,-0.591275,,-46.4614,-48.9771,-48.9204
0,4.9,,0.473431,0.529685,0.562282,,2.38668,-2.38668,,2.94671,-2.94671,,3.12481,-3.12481,,-34.4032,-36.396,-37.1609
0.1,0,,0.639368,0.7083,0.73631,,0.911691,3.22321,,0.692892,3.97039,,0.591275,4.11907,,-49.1531,-58.9341,-62.4963
0.1,0.1,,0.863465,0.946576,0.966112,,1.23124,1.23124,,0.927321,0.927321,,0.772962,0.772962,,-66.3811,-79.4078,-82.3815
0.1,0.2,,0.922536,0.97497,0.985621,,1.31547,0.18108,,0.93667,4.70976e-16,,0.77502,8.41976e-16,,-70.9224,-81.9391,-84.2395
0.1,0.3,,0.928938,0.97497,0.985621,,1.3246,0.0103745,,0.93667,1.91218e-15,,0.77502,2.11457e-15,,-71.4145,-81.9391,-84.2395
0.1,0.4,,0.929223,0.97497,0.985621,,1.325,0.000234261,,0.93667,-1.40322e-15,,0.77502,-1.54431e-15,,-71.4365,-81.9391,-84.2395
0.1,0.5,,0.929228,0.97497,0.985621,,1.32501,2.10529e-06,,0.93667,-2.71294e-15,,0.77502,-3.84802e-15,,-71.4369,-81.9391,-84.2395
0.1,0.6,,0.929228,0.97497,0.985621,,1.32501,7.5869e-09,,0.93667,2.82812e-15,,0.77502,3.50235e-15,,-71.4369,-81.9391,-84.2395
0.1,0.7,,0.929228,0.97497,0.985621,,1.32501,1.10277e-11,,0.93667,2.9669e-15,,0.77502,2.72519e-15,,-71.4369,-81.9391,-84.2395
0.1,0.8,,0.929228,0.97497,0.985621,,1.32501,6.43427e-15,,0.93667,-2.9505e-18,,0.77502,1.43923e-16,,-71.4369,-81.9391,-84.2395
0.1,0.9,,0.929228,0.97497,0.985621,,1.32501,-3.02062e-15,,0.93667,-3.0408e-15,,0.77502,-2.90433e-15,,-71.4369,-81.9391,-84.2395
0.1,1,,0.929228,0.97497,0.985621,,1.32501,-2.88084e-15,,0.93667,-4.51288e-15,,0.77502,-5.82526e-15,,-71.4369,-81.9391,-84.2395
0.1,1.1,,0.929228,0.97497,0.985621,,1.32501,1.95026e-15,,0.93667,2.93394e-15,,0.77502,3.00275e-15,,-71.4369,-81.9391,-84.2395
0.1,1.2,,0.929228,0.97497,0.985621,,1.32501,3.83176e-15,,0.93667,5.02081e-15,,0.77502,8.3097e-15,,-71.4369,-81.9391,-84.2395
0.1,1.3,,0.929228,0.97497,0.985621,,1.32501,4.24536e-16,,0.93667,-4.52244e-16,,0.77502,-3.38104e-15,,-71.4369,-81.9391,-84.2395
0.1,1.4,,0.929228,0.97497,0.985621,,1.32501,-5.26684e-16,,0.93667,4.13383e-16,,0.77502,3.48023e-15,,-71.4369,-81.9391,-84.2395
0.1,1.5,,0.929228,0.97497,0.985621,,1.32501,-3.45116e-15,,0.93667,-5.068e-15,,0.77502,-8.19836e-15,,-71.4369,-81.9391,-84.2395
0.1,1.6,,0.929228,0.97497,0.985621,,1.32501,5.64131e-18,,0.93667,-8.15467e-18,,0.77502,-2.26106e-17,,-71.4369,-81.9391,-84.2395
0.1,1.7,,0.929228,0.97497,0.985621,,1.32501,3.27622e-15,,0.93667,5.02081e-15,,0.77502,8.3097e-15,,-71.4369,-81.9391,-84.2395
0.1,1.8,,0.929228,0.97497,0.985621,,1.32501,3.9678e-16,,0.93667,-4.52244e-16,,0.77502,-3.38104e-15,,-71.4369,-81.9391,-84.2395
0.1,1.9,,0.929228,0.97497,0.985621,,1.32501,-5.62053e-16,,0.93667,4.13383e-16,,0.77502,3.48023e-15,,-71.4369,-81.9391,-84.2395
0.1,2,,0.929228,0.97497,0.985621,,1.32501,-4.32902e-15,,0.93667,-5.068e-15,,0.77502,-8.19836e-15,,-71.4369,-81.9391,-84.2395
0.1,2.1,,0.929228,0.97497,0.985621,,1.32501,-4.01496e-15,,0.93667,-4.62391e-15,,0.77502,-4.93708e-15,,-71.4369,-81.9391,-84.2395
0.1,2.2,,0.929228,0.97497,0.985621,,1.32501,8.87167e-16,,0.93667,-1.64813e-17,,0.77502,-1.07612e-16,,-71.4369,-81.9391,-84.2395
0.1,2.3,,0.929228,0.97497,0.985621,,1.32501,7.88987e-15,,0.93667,8.9111e-15,,0.77502,9.44412e-15,,-71.4369,-81.9391,-84.2395
0.1,2.4,,0.929228,0.97497,0.985621,,1.32501,6.71952e-15,,0.93667,1.05036e-14,,0.77502,1.55616e-14,,-71.4369,-81.9391,-84.2395
0.1,2.5,,0.929228,0.97497,0.985621,,1.32501,-6.8749e-15,,0.93667,-1.05358e-14,,0.77502,-1.5276e-14,,-71.4369,-81.9391,-84.2395
0.1,2.6,,0.929228,0.97497,0.985621,,1.32501,-7.74201e-15,,0.93667,-8.815e-15,,0.77502,-9.33634e-15,,-71.4369,-81.9391,-84.2395
0.1,2.7,,0.929228,0.97497,0.985621,,1.32501,-6.36852e-17,,0.93667,-1.64813e-17,,0.77502,-1.07612e-16,,-71.4369,-81.9391,-84.2395
0.1,2.8,,0.929228,0.97497,0.985621,,1.32501,7.8864e-15,,0.93667,8.9111e-15,,0.77502,9.44412e-15,,-71.4369,-81.9391,-84.2395
0.1,2.9,,0.929228,0.97497,0.985621,,1.32501,6.71952e-15,,0.93667,1.05036e-14,,0.77502,1.55616e-14,,-71.4369,-81.9391,-84.2395
0.1,3,,0.929228,0.97497,0.985621,,1.32501,-6.8749e-15,,0.93667,-1.05358e-14,,0.77502,-1.5276e-14,,-71.4369,-81.9391,-84.2395
0.1,3.1,,0.929228,0.97497,0.985621,,1.32501,-7.74201e-15,,0.93667,-8.815e-15,,0.77502,-9.33634e-15,,-71.4369,-81.9391,-84.2395
0.1,3.2,,0.929228,0.97497,0.985621,,1.32501,-6.36852e-17,,0.93667,-1.64813e-17,,0.77502,-1.07612e-16,,-71.4369,-81.9391,-84.2395
0.1,3.3,,0.929228,0.97497,0.985621,,1.32501,7.8864e-15,,0.93667,8.9111e-15,,0.77502,9.44412e-15,,-71.4369,-81.9391,-84.2395
0.1,3.4,,0.929228,0.97497,0.985621,,1.32501,6.71952e-15,,0.93667,1.05036e-14,,0.77502,1.55616e-14,,-71.4369,-81.9391,-84.2395
0.1,3.5,,0.929228,0.97497,0.985621,,1.32501,-6.8749e-15,,0.93667,-1.05358e-14,,0.77502,-1.5276e-14,,-71.4369,-81.9391,-84.2395
0.1,3.6,,0.929228,0.97497,0.985621,,1.32501,-7.74223e-15,,0.93667,-8.815e-15,,0.77502,-9.33634e-15,,-71.4369,-81.9391,-84.2395
0.1,3.7,,0.929228,0.97497,0.985621,,1.32501,-1.02978e-16,,0.93667,-1.64813e-17,,0.77502,-1.07612e-16,,-71.4369,-81.9391,-84.2395
0.1,3.8,,0.929228,0.97497,0.985621,,1.32501,6.18464e-15,,0.93667,8.9111e-15,,0.77502,9.44412e-15,,-71.4369,-81.9391,-84.2395
0.1,3.9,,0.929228,0.97497,0.985621,,1.32501,8.45957e-16,,0.93667,1.35395e-15,,0.77502,6.00989e-15,,-71.4369,-81.9391,-84.2395
0.1,4,,0.929228,0.97497,0.985621,,1.32501,-4.54909e-15,,0.93667,-1.2784e-14,,0.77502,-2.28811e-14,,-71.4369,-81.9391,-84.2395
0.1,4.1,,0.929228,0.97497,0.985621,,1.32501,5.29477e-15,,0.93667,2.14115e-14,,0.77502,3.19735e-14,,-71.4369,-81.9391,-84.2395
0.1,4.2,,0.929228,0.97497,0.985621,,1.32501,-1.10252e-11,,0.93667,4.94381e-17,,0.77502,1.67342e-16,,-71.4369,-81.9391,-84.2395
0.1,4.3,,0.929228,0.97497,0.985621,,1.32501,-7.58692e-09,,0.93667,-2.12773e-14,,0.77502,-3.186e-14,,-71.4369,-81.9391,-84.2395
0.1,4.4,,0.929228,0.97497,0.985621,,1.32501,-2.10529e-06,,0.93667,3.90746e-15,,0.77502,1.31153e-14,,-71.4369,-81.9391,-84.2395
