dx/h :,0.666667
dy/h :,0.666667
L2normPartition,L2normdrhodt
0.071464,0

x,y,,Partition,dPartdX,dPartdY,drhodt
0.1,4.5,,0.985621,0.77502,-1.31327e-14,0
0.1,4.6,,0.985621,0.77502,1.2791e-14,0
0.1,4.7,,0.985621,0.77502,-1.31327e-14,0
0.1,4.8,,0.966112,0.772962,-0.772962,0
0.1,4.9,,0.73631,0.591275,-4.11907,0
0.2,0,,0.751674,-1.7911e-16,4.21198,0
0.2,0.1,,0.985621,1.04214e-15,0.77502,0
0.2,0.2,,1.00514,-2.62377e-16,1.12323e-16,0
0.2,0.3,,1.00514,-1.37607e-15,3.10602e-15,0
0.2,0.4,,1.00514,-9.56266e-16,-1.3301e-15,0
0.2,0.5,,1.00514,-7.06466e-16,-4.46648e-15,0
0.2,0.6,,1.00514,-1.82016e-15,4.16073e-15,0
0.2,0.7,,1.00514,-4.87891e-16,2.71744e-15,0
0.2,0.8,,1.00514,-1.37607e-15,1.36176e-16,0
0.2,0.9,,1.00514,-9.56266e-16,-2.80114e-15,0
0.2,1,,1.00514,-1.17441e-15,-6.54338e-15,0
0.2,1.1,,1.00514,-1.57036e-15,2.93949e-15,0
0.2,1.2,,1.00514,-1.23729e-15,8.08815e-15,0
0.2,1.3,,1.00514,-1.34831e-15,-3.44429e-15,0
0.2,1.4,,1.00514,-1.23729e-15,3.4946e-15,0
0.2,1.5,,1.00514,-1.28543e-15,-8.45851e-15,0
0.2,1.6,,1.00514,-6.8218e-16,-8.58688e-17,0
0.2,1.7,,1.00514,-1.23729e-15,8.08815e-15,0
0.2,1.8,,1.00514,-1.34831e-15,-3.44429e-15,0
0.2,1.9,,1.00514,-1.23729e-15,3.4946e-15,0
0.2,2,,1.00514,-1.28543e-15,-8.45851e-15,0
0.2,2.1,,1.00514,-6.19296e-16,-5.10009e-15,0
0.2,2.2,,1.00514,-1.50747e-15,-6.245e-17,0
0.2,2.3,,1.00514,-1.73212e-15,9.33932e-15,0
0.2,2.4,,1.00514,-5.94143e-16,1.5959e-14,0
0.2,2.5,,1.00514,-9.52363e-16,-1.58831e-14,0
0.2,2.6,,1.00514,-1.39645e-15,-9.26342e-15,0
0.2,2.7,,1.00514,-1.50747e-15,-6.245e-17,0
0.2,2.8,,1.00514,-1.73212e-15,9.33932e-15,0
0.2,2.9,,1.00514,-5.94143e-16,1.5959e-14,0
0.2,3,,1.00514,-9.52363e-16,-1.58831e-14,0
0.2,3.1,,1.00514,-1.39645e-15,-9.26342e-15,0
0.2,3.2,,1.00514,-1.50747e-15,-6.245e-17,0
0.2,3.3,,1.00514,-1.73212e-15,9.33932e-15,0
0.2,3.4,,1.00514,-5.94143e-16,1.5959e-14,0
0.2,3.5,,1.00514,-9.52363e-16,-1.58831e-14,0
0.2,3.6,,1.00514,-1.39645e-15,-9.26342e-15,0
0.2,3.7,,1.00514,-1.50747e-15,-6.245e-17,0
0.2,3.8,,1.00514,-1.73212e-15,9.33932e-15,0
0.2,3.9,,1.00514,-2.58474e-16,6.55725e-15,0
0.2,4,,1.00514,-1.47451e-16,-2.29608e-14,0
0.2,4.1,,1.00514,-3.03577e-17,3.26722e-14,0
0.2,4.2,,1.00514,1.85615e-16,-1.59595e-16,0
0.2,4.3,,1.00514,-3.64292e-17,-3.26197e-14,0
0.2,4.4,,1.00514,-3.69496e-16,1.3968e-14,0
0.2,4.5,,1.00514,6.29705e-16,-1.3857e-14,0
0.2,4.6,,1.00514,-3.69496e-16,1.3968e-14,0
0.2,4.7,,1.00514,6.29705e-16,-1.3857e-14,0
0.2,4.8,,0.985621,4.44089e-16,-0.77502,0
0.2,4.9,,0.751674,4.44089e-16,-4.21198,0
0.3,0,,0.751674,2.25948e-15,4.21198,0
0.3,0.1,,0.985621,3.03663e-15,0.77502,0
0.3,0.2,,1.00514,3.70277e-15,-2.51969e-16,0
0.3,0.3,,1.00514,3.04834e-15,3.53407e-15,0
0.3,0.4,,1.00514,5.01118e-15,-1.02479e-15,0
0.3,0.5,,1.00514,4.31729e-15,-5.28527e-15,0
0.3,0.6,,1.00514,3.71448e-15,4.97736e-15,0
0.3,0.7,,1.00514,3.71448e-15,2.72915e-15,0
0.3,0.8,,1.00514,3.71448e-15,1.34007e-16,0
0.3,0.9,,1.00514,4.123e-15,-2.81502e-15,0
0.3,1,,1.00514,4.09525e-15,-7.08851e-15,0
0.3,1.1,,1.00514,3.02059e-15,2.9512e-15,0
0.3,1.2,,1.00514,2.88181e-15,8.33578e-15,0
0.3,1.3,,1.00514,3.13161e-15,-3.58524e-15,0
0.3,1.4,,1.00514,2.88181e-15,3.63121e-15,0
0.3,1.5,,1.00514,3.31809e-15,-8.33751e-15,0
0.3,1.6,,1.00514,3.90877e-15,-8.80372e-17,0
0.3,1.7,,1.00514,2.88181e-15,8.33578e-15,0
0.3,1.8,,1.00514,3.13161e-15,-3.58524e-15,0
0.3,1.9,,1.00514,2.88181e-15,3.63121e-15,0
0.3,2,,1.00514,3.31809e-15,-8.33751e-15,0
0.3,2.1,,1.00514,4.09525e-15,-4.84031e-15,0
0.3,2.2,,1.00514,4.09525e-15,-1.35742e-16,0
0.3,2.3,,1.00514,3.63598e-15,9.11554e-15,0
0.3,2.4,,1.00514,3.63598e-15,1.65402e-14,0
0.3,2.5,,1.00514,4.31729e-15,-1.64283e-14,0
0.3,2.6,,1.00514,3.31809e-15,-9.00365e-15,0
0.3,2.7,,1.00514,4.09525e-15,-1.35742e-16,0
0.3,2.8,,1.00514,3.63598e-15,9.11554e-15,0
0.3,2.9,,1.00514,3.63598e-15,1.65402e-14,0
0.3,3,,1.00514,4.31729e-15,-1.64283e-14,0
0.3,3.1,,1.00514,3.31809e-15,-9.00365e-15,0
0.3,3.2,,1.00514,4.09525e-15,-1.35742e-16,0
0.3,3.3,,1.00514,3.63598e-15,9.11554e-15,0
0.3,3.4,,1.00514,3.63598e-15,1.65402e-14,0
0.3,3.5,,1.00514,4.31729e-15,-1.64283e-14,0
0.3,3.6,,1.00514,3.31809e-15,-9.00365e-15,0
0.3,3.7,,1.00514,4.09525e-15,-1.35742e-16,0
0.3,3.8,,1.00514,3.63598e-15,9.11554e-15,0
0.3,3.9,,1.00514,3.09605e-15,7.28887e-15,0
0.3,4,,1.00514,3.17931e-15,-2.30341e-14,0
0.3,4.1,,1.00514,3.42261e-15,3.28093e-14,0
0.3,4.2,,1.00514,3.20707e-15,-1.35742e-16,0
0.3,4.3,,1.00514,2.40216e-15,-3.31371e-14,0
0.3,4.4,,1.00514,3.09605e-15,1.38947e-14,0
0.3,4.5,,1.00514,3.06829e-15,-1.37221e-14,0
0.3,4.6,,1.00514,3.09605e-15,1.38947e-14,0
0.3,4.7,,1.00514,3.06829e-15,-1.37221e-14,0
0.3,4.8,,0.985621,3.77476e-15,-0.77502,0
0.3,4.9,,0.751674,2.33147e-15,-4.21198,0
0.4,0,,0.751674,-6.77843e-16,4.21198,0
0.4,0.1,,0.985621,-1.56602e-15,0.77502,0
0.4,0.2,,1.00514,-1.78807e-15,-7.06466e-16,0
0.4,0.3,,1.00514,-1.56602e-15,3.97035e-15,0
0.4,0.4,,1.00514,-4.80085e-16,-1.46541e-15,0
0.4,0.5,,1.00514,-9.5193e-16,-5.14302e-15,0
0.4,0.6,,1.00514,-1.56602e-15,5.28874e-15,0
0.4,0.7,,1.00514,-1.78807e-15,2.72135e-15,0
0.4,0.8,,1.00514,-1.78807e-15,1.40079e-16,0
0.4,0.9,,1.00514,-1.36826e-15,-2.79768e-15,0
0.4,1,,1.00514,-1.18525e-15,-6.95711e-15,0
0.4,1.1,,1.00514,-2.03787e-15,2.94339e-15,0
0.4,1.2,,1.00514,-1.14969e-15,7.96715e-15,0
0.4,1.3,,1.00514,-9.27643e-16,-3.21835e-15,0
0.4,1.4,,1.00514,-1.14969e-15,3.27646e-15,0
0.4,1.5,,1.00514,-7.41161e-16,-7.97019e-15,0
0.4,1.6,,1.00514,-1.14969e-15,-8.19657e-17,0
0.4,1.7,,1.00514,-1.14969e-15,7.96715e-15,0
0.4,1.8,,1.00514,-9.27643e-16,-3.21835e-15,0
0.4,1.9,,1.00514,-1.14969e-15,3.27646e-15,0
0.4,2,,1.00514,-7.41161e-16,-7.97019e-15,0
0.4,2.1,,1.00514,-9.63205e-16,-4.38972e-15,0
0.4,2.2,,1.00514,-9.63205e-16,-1.43115e-16,0
0.4,2.3,,1.00514,-2.31065e-15,8.66364e-15,0
0.4,2.4,,1.00514,-1.70003e-15,1.59495e-14,0
0.4,2.5,,1.00514,-2.07343e-15,-1.58389e-14,0
0.4,2.6,,1.00514,-9.63205e-16,-8.99714e-15,0
0.4,2.7,,1.00514,-9.63205e-16,-1.43115e-16,0
0.4,2.8,,1.00514,-2.31065e-15,8.66364e-15,0
0.4,2.9,,1.00514,-1.70003e-15,1.59495e-14,0
0.4,3,,1.00514,-2.07343e-15,-1.58389e-14,0
0.4,3.1,,1.00514,-9.63205e-16,-8.99714e-15,0
0.4,3.2,,1.00514,-9.63205e-16,-1.43115e-16,0
0.4,3.3,,1.00514,-2.31065e-15,8.66364e-15,0
0.4,3.4,,1.00514,-1.70003e-15,1.59495e-14,0
0.4,3.5,,1.00514,-2.07343e-15,-1.58389e-14,0
0.4,3.6,,1.00514,-9.63205e-16,-8.99714e-15,0
0.4,3.7,,1.00514,-9.63205e-16,-1.43115e-16,0
0.4,3.8,,1.00514,-2.31065e-15,8.66364e-15,0
0.4,3.9,,1.00514,-1.35178e-15,7.14272e-15,0
0.4,4,,1.00514,-1.57383e-15,-2.25141e-14,0
0.4,4.1,,1.00514,-1.24727e-15,3.27316e-14,0
0.4,4.2,,1.00514,-1.57383e-15,-1.43115e-16,0
0.4,4.3,,1.00514,-1.35178e-15,-3.2631e-14,0
0.4,4.4,,1.00514,-1.57383e-15,1.38179e-14,0
0.4,4.5,,1.00514,-1.57383e-15,-1.36601e-14,0
0.4,4.6,,1.00514,-1.57383e-15,1.38179e-14,0
0.4,4.7,,1.00514,-1.57383e-15,-1.36601e-14,0
0.4,4.8,,0.985621,-1.7486e-15,-0.77502,0
0.4,4.9,,0.751674,-1.11022e-15,-4.21198,0
0.5,0,,0.751674,-2.89829e-15,4.21198,0
0.5,0.1,,0.985621,-3.56442e-15,0.77502,0
0.5,0.2,,1.00514,-5.78487e-15,-4.56666e-16,0
0.5,0.3,,1.00514,-5.4518e-15,3.4985e-15,0
0.5,0.4,,1.00514,-5.58711e-15,-1.38214e-15,0
0.5,0.5,,1.00514,-4.83771e-15,-5.50384e-15,0
0.5,0.6,,1.00514,-6.33998e-15,5.59405e-15,0
0.5,0.7,,1.00514,-5.22976e-15,2.47155e-15,0
0.5,0.8,,1.00514,-5.22976e-15,1.12323e-16,0
0.5,0.9,,1.00514,-4.69893e-15,-2.60339e-15,0
0.5,1,,1.00514,-5.18205e-15,-7.53998e-15,0
0.5,1.1,,1.00514,-6.47876e-15,2.69359e-15,0
0.5,1.2,,1.00514,-4.59138e-15,8.82757e-15,0
0.5,1.3,,1.00514,-5.36854e-15,-4.02326e-15,0
0.5,1.4,,1.00514,-4.59138e-15,4.02586e-15,0
0.5,1.5,,1.00514,-5.18205e-15,-8.7751e-15,0
0.5,1.6,,1.00514,-6.47876e-15,-1.09721e-16,0
0.5,1.7,,1.00514,-4.59138e-15,8.82757e-15,0
0.5,1.8,,1.00514,-5.36854e-15,-4.02326e-15,0
0.5,1.9,,1.00514,-4.59138e-15,4.02586e-15,0
0.5,2,,1.00514,-5.18205e-15,-8.7751e-15,0
0.5,2.1,,1.00514,-6.29228e-15,-4.41747e-15,0
0.5,2.2,,1.00514,-6.29228e-15,-5.9848e-17,0
0.5,2.3,,1.00514,-5.64132e-15,8.88569e-15,0
0.5,2.4,,1.00514,-6.58501e-15,1.62825e-14,0
0.5,2.5,,1.00514,-5.62614e-15,-1.61997e-14,0
0.5,2.6,,1.00514,-6.29228e-15,-9.24694e-15,0
0.5,2.7,,1.00514,-6.29228e-15,-5.9848e-17,0
0.5,2.8,,1.00514,-5.64132e-15,8.88569e-15,0
0.5,2.9,,1.00514,-6.58501e-15,1.62825e-14,0
0.5,3,,1.00514,-5.62614e-15,-1.61997e-14,0
0.5,3.1,,1.00514,-6.29228e-15,-9.24694e-15,0
0.5,3.2,,1.00514,-6.29228e-15,-5.9848e-17,0
0.5,3.3,,1.00514,-5.64132e-15,8.88569e-15,0
0.5,3.4,,1.00514,-6.58501e-15,1.62825e-14,0
0.5,3.5,,1.00514,-5.62614e-15,-1.61997e-14,0
0.5,3.6,,1.00514,-6.29228e-15,-9.24694e-15,0
0.5,3.7,,1.00514,-6.29228e-15,-5.9848e-17,0
0.5,3.8,,1.00514,-5.64132e-15,8.88569e-15,0
0.5,3.9,,1.00514,-5.45961e-15,7.33701e-15,0
0.5,4,,1.00514,-6.01472e-15,-2.19868e-14,0
0.5,4.1,,1.00514,-5.35509e-15,3.19267e-14,0
0.5,4.2,,1.00514,-6.56983e-15,-1.7087e-16,0
0.5,4.3,,1.00514,-5.79268e-15,-3.18816e-14,0
0.5,4.4,,1.00514,-5.68165e-15,1.3013e-14,0
0.5,4.5,,1.00514,-6.01472e-15,-1.29107e-14,0
0.5,4.6,,1.00514,-5.68165e-15,1.3013e-14,0
0.5,4.7,,1.00514,-6.01472e-15,-1.29107e-14,0
0.5,4.8,,0.985621,-4.85723e-15,-0.77502,0
0.5,4.9,,0.751674,-4.88498e-15,-4.21198,0
0.6,0,,0.751674,3.59174e-15,4.21198,0
0.6,0.1,,0.985621,4.81299e-15,0.77502,0
0.6,0.2,,1.00514,4.59095e-15,-6.96058e-16,0
0.6,0.3,,1.00514,4.8247e-15,3.97815e-15,0
0.6,0.4,,1.00514,5.89936e-15,-1.02479e-15,0
0.6,0.5,,1.00514,6.09365e-15,-5.28527e-15,0
0.6,0.6,,1.00514,4.60266e-15,5.42144e-15,0
0.6,0.7,,1.00514,4.60266e-15,2.72915e-15,0
0.6,0.8,,1.00514,5.49083e-15,1.34007e-16,0
0.6,0.9,,1.00514,5.89936e-15,-2.37093e-15,0
0.6,1,,1.00514,5.87161e-15,-7.5326e-15,0
0.6,1.1,,1.00514,4.79694e-15,2.50711e-15,0
0.6,1.2,,1.00514,4.65817e-15,8.77987e-15,0
0.6,1.3,,1.00514,4.90797e-15,-4.02933e-15,0
0.6,1.4,,1.00514,4.65817e-15,4.0753e-15,0
0.6,1.5,,1.00514,5.09445e-15,-8.7816e-15,0
0.6,1.6,,1.00514,5.68512e-15,-8.80372e-17,0
0.6,1.7,,1.00514,4.65817e-15,8.77987e-15,0
0.6,1.8,,1.00514,4.90797e-15,-4.02933e-15,0
0.6,1.9,,1.00514,4.65817e-15,4.0753e-15,0
0.6,2,,1.00514,5.09445e-15,-8.7816e-15,0
0.6,2.1,,1.00514,5.87161e-15,-4.39622e-15,0
0.6,2.2,,1.00514,5.87161e-15,-1.35742e-16,0
0.6,2.3,,1.00514,5.41234e-15,9.11554e-15,0
0.6,2.4,,1.00514,6.30052e-15,1.60961e-14,0
0.6,2.5,,1.00514,6.09365e-15,-1.64283e-14,0
0.6,2.6,,1.00514,5.09445e-15,-9.00365e-15,0
0.6,2.7,,1.00514,5.87161e-15,-1.35742e-16,0
0.6,2.8,,1.00514,5.41234e-15,9.11554e-15,0
0.6,2.9,,1.00514,6.30052e-15,1.60961e-14,0
0.6,3,,1.00514,6.09365e-15,-1.64283e-14,0
0.6,3.1,,1.00514,5.09445e-15,-9.00365e-15,0
0.6,3.2,,1.00514,5.87161e-15,-1.35742e-16,0
0.6,3.3,,1.00514,5.41234e-15,9.11554e-15,0
0.6,3.4,,1.00514,6.30052e-15,1.60961e-14,0
0.6,3.5,,1.00514,6.09365e-15,-1.64283e-14,0
0.6,3.6,,1.00514,5.09445e-15,-9.00365e-15,0
0.6,3.7,,1.00514,5.87161e-15,-1.35742e-16,0
0.6,3.8,,1.00514,5.41234e-15,9.11554e-15,0
0.6,3.9,,1.00514,5.76058e-15,7.28887e-15,0
0.6,4,,1.00514,4.95567e-15,-2.21459e-14,0
0.6,4.1,,1.00514,5.19897e-15,3.19211e-14,0
0.6,4.2,,1.00514,5.87161e-15,-1.35742e-16,0
0.6,4.3,,1.00514,5.06669e-15,-3.18049e-14,0
0.6,4.4,,1.00514,5.76058e-15,1.30065e-14,0
0.6,4.5,,1.00514,4.84465e-15,-1.28339e-14,0
0.6,4.6,,1.00514,5.76058e-15,1.30065e-14,0
0.6,4.7,,1.00514,4.84465e-15,-1.28339e-14,0
0.6,4.8,,0.985621,5.55112e-15,-0.77502,0
0.6,4.9,,0.751674,4.10783e-15,-4.21198,0
0.7,0,,0.751674,2.25948e-15,4.21198,0
0.7,0.1,,0.985621,3.03663e-15,0.77502,0
0.7,0.2,,1.00514,2.81459e-15,-2.51969e-16,0
0.7,0.3,,1.00514,2.16016e-15,3.53407e-15,0
0.7,0.4,,1.00514,4.123e-15,-1.46888e-15,0
0.7,0.5,,1.00514,2.54094e-15,-5.28527e-15,0
0.7,0.6,,1.00514,1.93812e-15,5.42144e-15,0
0.7,0.7,,1.00514,2.8263e-15,2.72915e-15,0
0.7,0.8,,1.00514,2.8263e-15,1.34007e-16,0
0.7,0.9,,1.00514,3.23483e-15,-2.81502e-15,0
0.7,1,,1.00514,2.31889e-15,-7.08851e-15,0
0.7,1.1,,1.00514,2.13241e-15,2.9512e-15,0
0.7,1.2,,1.00514,1.99363e-15,7.89169e-15,0
0.7,1.3,,1.00514,2.24343e-15,-3.14115e-15,0
0.7,1.4,,1.00514,1.99363e-15,3.18712e-15,0
0.7,1.5,,1.00514,2.42991e-15,-7.89343e-15,0
0.7,1.6,,1.00514,2.13241e-15,-8.80372e-17,0
0.7,1.7,,1.00514,1.99363e-15,7.89169e-15,0
0.7,1.8,,1.00514,2.24343e-15,-3.14115e-15,0
0.7,1.9,,1.00514,1.99363e-15,3.18712e-15,0
0.7,2,,1.00514,2.42991e-15,-7.89343e-15,0
0.7,2.1,,1.00514,2.31889e-15,-4.39622e-15,0
0.7,2.2,,1.00514,2.31889e-15,-1.35742e-16,0
0.7,2.3,,1.00514,1.85962e-15,8.67145e-15,0
0.7,2.4,,1.00514,2.7478e-15,1.60961e-14,0
0.7,2.5,,1.00514,2.54094e-15,-1.59842e-14,0
0.7,2.6,,1.00514,1.54174e-15,-9.00365e-15,0
0.7,2.7,,1.00514,2.31889e-15,-1.35742e-16,0
0.7,2.8,,1.00514,1.85962e-15,8.67145e-15,0
0.7,2.9,,1.00514,2.7478e-15,1.60961e-14,0
0.7,3,,1.00514,2.54094e-15,-1.59842e-14,0
0.7,3.1,,1.00514,1.54174e-15,-9.00365e-15,0
0.7,3.2,,1.00514,2.31889e-15,-1.35742e-16,0
0.7,3.3,,1.00514,1.85962e-15,8.67145e-15,0
0.7,3.4,,1.00514,2.7478e-15,1.60961e-14,0
0.7,3.5,,1.00514,2.54094e-15,-1.59842e-14,0
0.7,3.6,,1.00514,1.54174e-15,-9.00365e-15,0
0.7,3.7,,1.00514,2.31889e-15,-1.35742e-16,0
0.7,3.8,,1.00514,1.85962e-15,8.67145e-15,0
0.7,3.9,,1.00514,2.20787e-15,7.28887e-15,0
0.7,4,,1.00514,3.17931e-15,-2.259e-14,0
0.7,4.1,,1.00514,3.42261e-15,3.23652e-14,0
0.7,4.2,,1.00514,3.20707e-15,-1.35742e-16,0
0.7,4.3,,1.00514,2.40216e-15,-3.2693e-14,0
0.7,4.4,,1.00514,3.09605e-15,1.38947e-14,0
0.7,4.5,,1.00514,3.06829e-15,-1.37221e-14,0
0.7,4.6,,1.00514,3.09605e-15,1.38947e-14,0
0.7,4.7,,1.00514,3.06829e-15,-1.37221e-14,0
0.7,4.8,,0.985621,2.88658e-15,-0.77502,0
0.7,4.9,,0.751674,2.33147e-15,-4.21198,0
0.8,0,,0.751674,4.8312e-16,4.21198,0
0.8,0.1,,0.985621,3.72098e-16,0.77502,0
0.8,0.2,,1.00514,-7.38125e-16,-2.51969e-16,0
0.8,0.3,,1.00514,-5.04371e-16,3.53407e-15,0
0.8,0.4,,1.00514,5.7029e-16,-1.46888e-15,0
0.8,0.5,,1.00514,7.64579e-16,-5.28527e-15,0
0.8,0.6,,1.00514,-7.26415e-16,5.42144e-15,0
0.8,0.7,,1.00514,1.61763e-16,2.72915e-15,0
0.8,0.8,,1.00514,1.61763e-16,1.34007e-16,0
0.8,0.9,,1.00514,5.7029e-16,-2.81502e-15,0
0.8,1,,1.00514,5.42535e-16,-7.08851e-15,0
0.8,1.1,,1.00514,-5.32126e-16,2.9512e-15,0
0.8,1.2,,1.00514,2.17274e-16,7.89169e-15,0
0.8,1.3,,1.00514,-4.21104e-16,-3.14115e-15,0
0.8,1.4,,1.00514,2.17274e-16,3.18712e-15,0
0.8,1.5,,1.00514,-2.34621e-16,-7.89343e-15,0
0.8,1.6,,1.00514,-5.32126e-16,-8.80372e-17,0
0.8,1.7,,1.00514,2.17274e-16,7.89169e-15,0
0.8,1.8,,1.00514,-4.21104e-16,-3.14115e-15,0
0.8,1.9,,1.00514,2.17274e-16,3.18712e-15,0
0.8,2,,1.00514,-2.34621e-16,-7.89343e-15,0
0.8,2.1,,1.00514,-3.45644e-16,-4.39622e-15,0
0.8,2.2,,1.00514,-3.45644e-16,-1.35742e-16,0
0.8,2.3,,1.00514,8.32667e-17,8.67145e-15,0
0.8,2.4,,1.00514,-8.04912e-16,1.60961e-14,0
0.8,2.5,,1.00514,7.64579e-16,-1.59842e-14,0
0.8,2.6,,1.00514,-2.34621e-16,-9.00365e-15,0
0.8,2.7,,1.00514,-3.45644e-16,-1.35742e-16,0
0.8,2.8,,1.00514,8.32667e-17,8.67145e-15,0
0.8,2.9,,1.00514,-8.04912e-16,1.60961e-14,0
0.8,3,,1.00514,7.64579e-16,-1.59842e-14,0
0.8,3.1,,1.00514,-2.34621e-16,-9.00365e-15,0
0.8,3.2,,1.00514,-3.45644e-16,-1.35742e-16,0
0.8,3.3,,1.00514,8.32667e-17,8.67145e-15,0
0.8,3.4,,1.00514,-8.04912e-16,1.60961e-14,0
0.8,3.5,,1.00514,7.64579e-16,-1.59842e-14,0
0.8,3.6,,1.00514,-2.34621e-16,-9.00365e-15,0
0.8,3.7,,1.00514,-3.45644e-16,-1.35742e-16,0
0.8,3.8,,1.00514,8.32667e-17,8.67145e-15,0
