h/dp :,1.5
L2normPGauss,L2normPCubic,L2normPWedn,L2normdrhodtGauss,L2normdrhodtCubic,L2normdrhodtWedn
0.0918565,0.0777916,0.071464,13.3866,12.0235,11.8048

id,r,z,,PGauss,PCubic,PWedn,,dPGaussR,dPGaussZ,,dPCubicR,dPCubicZ,,dPWednR,dPWednZ,,drhodtGauss,drhodtCubic,drhodtWedn
394,4.45,0.75,,1,1.00344,1.00514,,-2.26563e-06,1.18647e-11,,9.02056e-17,4.68375e-16,,1.40946e-16,2.02963e-16,,-200,-200.672,-199.74
395,4.55,0.75,,0.999994,1.00344,1.00514,,-0.000252103,1.18644e-11,,9.02056e-17,4.68375e-16,,1.40946e-16,2.02963e-16,,-199.987,-200.672,-199.74
396,4.65,0.75,,0.999687,1.00344,1.00514,,-0.0111646,1.18609e-11,,9.02056e-17,4.68375e-16,,1.40946e-16,2.02963e-16,,-199.551,-200.672,-199.74
397,4.75,0.75,,0.992798,1.00344,1.00514,,-0.194871,1.17795e-11,,9.02056e-17,4.68375e-16,,1.40946e-16,2.02963e-16,,-194.04,-200.672,-199.74
398,4.85,0.75,,0.929228,0.97497,0.985621,,-1.32501,1.10254e-11,,-0.93667,-3.88578e-16,,-0.77502,-3.33067e-16,,-171.437,-181.939,-184.24
399,4.95,0.75,,0.688063,0.73002,0.751674,,-3.4687,8.16391e-12,,-4.09695,5.55112e-17,,-4.21198,-1.11022e-16,,-150,-150.336,-149.87
400,0.05,0.85,,0.688063,0.73002,0.751674,,3.4687,3.63276e-15,,4.09695,6.245e-17,,4.21198,4.8312e-16,,-150,-150.336,-149.87
401,0.15,0.85,,0.929228,0.97497,0.985621,,1.32501,6.29975e-15,,0.93667,4.33681e-17,,0.77502,-2.82326e-16,,-171.437,-181.939,-184.24
402,0.25,0.85,,0.992798,1.00344,1.00514,,0.194871,6.56633e-15,,1.88911e-15,3.76435e-16,,1.36913e-15,1.61763e-16,,-194.04,-200.672,-199.74
403,0.35,0.85,,0.999687,1.00344,1.00514,,0.0111646,6.57634e-15,,8.50015e-17,4.33681e-17,,1.34007e-16,1.61763e-16,,-199.551,-200.672,-199.74
404,0.45,0.85,,0.999994,1.00344,1.00514,,0.000252103,6.56117e-15,,8.50015e-17,4.33681e-17,,1.34007e-16,1.61763e-16,,-199.987,-200.672,-199.74
405,0.55,0.85,,1,1.00344,1.00514,,2.26563e-06,6.4825e-15,,8.50015e-17,4.33681e-17,,1.34007e-16,1.61763e-16,,-200,-200.672,-199.74
406,0.65,0.85,,1,1.00344,1.00514,,8.16474e-09,6.56517e-15,,8.50015e-17,4.33681e-17,,1.34007e-16,1.61763e-16,,-200,-200.672,-199.74
407,0.75,0.85,,1,1.00344,1.00514,,1.18648e-11,6.39518e-15,,8.50015e-17,4.33681e-17,,1.34007e-16,1.61763e-16,,-200,-200.672,-199.74
408,0.85,0.85,,1,1.00344,1.00514,,6.2602e-15,6.67279e-15,,8.50015e-17,4.33681e-17,,1.34007e-16,1.61763e-16,,-200,-200.672,-199.74
409,0.95,0.85,,1,1.00344,1.00514,,-3.37414e-15,6.97809e-15,,-3.09995e-15,3.7817e-16,,-2.81502e-15,5.7029e-16,,-200,-200.672,-199.74
410,1.05,0.85,,1,1.00344,1.00514,,-4.05981e-15,7.13062e-15,,-4.74794e-15,4.33681e-16,,-7.08851e-15,5.42535e-16,,-200,-200.672,-199.74
411,1.15,0.85,,1,1.00344,1.00514,,-1.97101e-15,6.82357e-15,,-1.44502e-15,2.11636e-16,,-1.80108e-15,-3.45644e-16,,-200,-200.672,-199.74
412,1.25,0.85,,1,1.00344,1.00514,,-4.02771e-16,6.35162e-15,,-1.12757e-16,-2.32453e-16,,-1.35742e-16,-3.45644e-16,,-200,-200.672,-199.74
413,1.35,0.85,,1,1.00344,1.00514,,-3.84755e-17,6.35162e-15,,-1.12757e-16,-2.32453e-16,,-1.35742e-16,-3.45644e-16,,-200,-200.672,-199.74
414,1.45,0.85,,1,1.00344,1.00514,,-3.84755e-17,6.35162e-15,,-1.12757e-16,-2.32453e-16,,-1.35742e-16,-3.45644e-16,,-200,-200.672,-199.74
415,1.55,0.85,,1,1.00344,1.00514,,-3.84755e-17,6.35162e-15,,-1.12757e-16,-2.32453e-16,,-1.35742e-16,-3.45644e-16,,-200,-200.672,-199.74
416,1.65,0.85,,1,1.00344,1.00514,,-3.84755e-17,6.35162e-15,,-1.12757e-16,-2.32453e-16,,-1.35742e-16,-3.45644e-16,,-200,-200.672,-199.74
417,1.75,0.85,,1,1.00344,1.00514,,-3.84755e-17,6.35162e-15,,-1.12757e-16,-2.32453e-16,,-1.35742e-16,-3.45644e-16,,-200,-200.672,-199.74
418,1.85,0.85,,1,1.00344,1.00514,,-3.84755e-17,6.35162e-15,,-1.12757e-16,-2.32453e-16,,-1.35742e-16,-3.45644e-16,,-200,-200.672,-199.74
419,1.95,0.85,,1,1.00344,1.00514,,-3.84755e-17,6.35162e-15,,-1.12757e-16,-2.32453e-16,,-1.35742e-16,-3.45644e-16,,-200,-200.672,-199.74
420,2.05,0.85,,1,1.00344,1.00514,,-3.84755e-17,6.35162e-15,,-1.12757e-16,-2.32453e-16,,-1.35742e-16,-3.45644e-16,,-200,-200.672,-199.74
421,2.15,0.85,,1,1.00344,1.00514,,-3.84755e-17,6.35162e-15,,-1.12757e-16,-2.32453e-16,,-1.35742e-16,-3.45644e-16,,-200,-200.672,-199.74
422,2.25,0.85,,1,1.00344,1.00514,,-3.84755e-17,6.35162e-15,,-1.12757e-16,-2.32453e-16,,-1.35742e-16,-3.45644e-16,,-200,-200.672,-199.74
423,2.35,0.85,,1,1.00344,1.00514,,-3.84755e-17,6.35162e-15,,-1.12757e-16,-2.32453e-16,,-1.35742e-16,-3.45644e-16,,-200,-200.672,-199.74
424,2.45,0.85,,1,1.00344,1.00514,,-3.84755e-17,6.35162e-15,,-1.12757e-16,-2.32453e-16,,-1.35742e-16,-3.45644e-16,,-200,-200.672,-199.74
425,2.55,0.85,,1,1.00344,1.00514,,-3.84755e-17,6.35162e-15,,-1.12757e-16,-2.32453e-16,,-1.35742e-16,-3.45644e-16,,-200,-200.672,-199.74
426,2.65,0.85,,1,1.00344,1.00514,,-3.84755e-17,6.35162e-15,,-1.12757e-16,-2.32453e-16,,-1.35742e-16,-3.45644e-16,,-200,-200.672,-199.74
427,2.75,0.85,,1,1.00344,1.00514,,-3.84755e-17,6.35162e-15,,-1.12757e-16,-2.32453e-16,,-1.35742e-16,-3.45644e-16,,-200,-200.672,-199.74
428,2.85,0.85,,1,1.00344,1.00514,,-3.84755e-17,6.35162e-15,,-1.12757e-16,-2.32453e-16,,-1.35742e-16,-3.45644e-16,,-200,-200.672,-199.74
429,2.95,0.85,,1,1.00344,1.00514,,-3.84755e-17,6.35162e-15,,-1.12757e-16,-2.32453e-16,,-1.35742e-16,-3.45644e-16,,-200,-200.672,-199.74
430,3.05,0.85,,1,1.00344,1.00514,,-3.84755e-17,6.35162e-15,,-1.12757e-16,-2.32453e-16,,-1.35742e-16,-3.45644e-16,,-200,-200.672,-199.74
431,3.15,0.85,,1,1.00344,1.00514,,-3.84755e-17,6.35162e-15,,-1.12757e-16,-2.32453e-16,,-1.35742e-16,-3.45644e-16,,-200,-200.672,-199.74
432,3.25,0.85,,1,1.00344,1.00514,,-3.84755e-17,6.35162e-15,,-1.12757e-16,-2.32453e-16,,-1.35742e-16,-3.45644e-16,,-200,-200.672,-199.74
433,3.35,0.85,,1,1.00344,1.00514,,-3.84755e-17,6.35162e-15,,-1.12757e-16,-2.32453e-16,,-1.35742e-16,-3.45644e-16,,-200,-200.672,-199.74
434,3.45,0.85,,1,1.00344,1.00514,,-3.84755e-17,6.35162e-15,,-1.12757e-16,-2.32453e-16,,-1.35742e-16,-3.45644e-16,,-200,-200.672,-199.74
435,3.55,0.85,,1,1.00344,1.00514,,-3.84755e-17,6.35162e-15,,-1.12757e-16,-2.32453e-16,,-1.35742e-16,-3.45644e-16,,-200,-200.672,-199.74
436,3.65,0.85,,1,1.00344,1.00514,,-7.25046e-18,6.35162e-15,,-1.12757e-16,-2.32453e-16,,-1.35742e-16,-3.45644e-16,,-200,-200.672,-199.74
437,3.75,0.85,,1,1.00344,1.00514,,2.23069e-16,6.35162e-15,,-1.12757e-16,-2.32453e-16,,-1.35742e-16,-3.45644e-16,,-200,-200.672,-199.74
438,3.85,0.85,,1,1.00344,1.00514,,2.00231e-15,6.00719e-15,,-1.12757e-16,-2.32453e-16,,-1.35742e-16,-3.45644e-16,,-200,-200.672,-199.74
439,3.95,0.85,,1,1.00344,1.00514,,1.01957e-14,6.02365e-15,,8.99281e-15,-2.65413e-16,,8.67145e-15,8.32667e-17,,-200,-200.672,-199.74
440,4.05,0.85,,1,1.00344,1.00514,,1.76327e-14,5.5485e-15,,1.93526e-14,-3.08781e-16,,2.62034e-14,-1.30104e-16,,-200,-200.672,-199.74
441,4.15,0.85,,1,1.00344,1.00514,,4.14404e-15,5.32247e-15,,9.5271e-15,2.42861e-17,,9.79989e-15,-7.96238e-16,,-200,-200.672,-199.74
442,4.25,0.85,,1,1.00344,1.00514,,-1.18623e-11,5.86181e-15,,9.02056e-17,4.68375e-16,,1.40946e-16,2.02963e-16,,-200,-200.672,-199.74
443,4.35,0.85,,1,1.00344,1.00514,,-8.16474e-09,5.7463e-15,,9.02056e-17,4.68375e-16,,1.40946e-16,2.02963e-16,,-200,-200.672,-199.74
444,4.45,0.85,,1,1.00344,1.00514,,-2.26563e-06,6.13486e-15,,9.02056e-17,4.68375e-16,,1.40946e-16,2.02963e-16,,-200,-200.672,-199.74
445,4.55,0.85,,0.999994,1.00344,1.00514,,-0.000252103,5.8273e-15,,9.02056e-17,4.68375e-16,,1.40946e-16,2.02963e-16,,-199.987,-200.672,-199.74
446,4.65,0.85,,0.999687,1.00344,1.00514,,-0.0111646,5.8445e-15,,9.02056e-17,4.68375e-16,,1.40946e-16,2.02963e-16,,-199.551,-200.672,-199.74
447,4.75,0.85,,0.992798,1.00344,1.00514,,-0.194871,6.2538e-15,,9.02056e-17,4.68375e-16,,1.40946e-16,2.02963e-16,,-194.04,-200.672,-199.74
448,4.85,0.85,,0.929228,0.97497,0.985621,,-1.32501,6.23334e-15,,-0.93667,-3.88578e-16,,-0.77502,-3.33067e-16,,-171.437,-181.939,-184.24
449,4.95,0.85,,0.688063,0.73002,0.751674,,-3.4687,4.73921e-15,,-4.09695,5.55112e-17,,-4.21198,-1.11022e-16,,-150,-150.336,-149.87
450,0.05,0.95,,0.688063,0.73002,0.751674,,3.4687,-2.71516e-15,,4.09695,-2.08687e-15,,4.21198,-1.56602e-15,,-150,-150.336,-149.87
451,0.15,0.95,,0.929228,0.97497,0.985621,,1.32501,-3.36605e-15,,0.93667,-2.91954e-15,,0.77502,-3.12033e-15,,-171.437,-181.939,-184.24
452,0.25,0.95,,0.992798,1.00344,1.00514,,0.194871,-3.29387e-15,,1.86309e-15,-2.80852e-15,,1.36132e-15,-2.67624e-15,,-194.04,-200.672,-199.74
453,0.35,0.95,,0.999687,1.00344,1.00514,,0.0111646,-3.2856e-15,,8.67362e-17,-3.25261e-15,,1.40079e-16,-2.67624e-15,,-199.551,-200.672,-199.74
454,0.45,0.95,,0.999994,1.00344,1.00514,,0.000252103,-3.30077e-15,,8.67362e-17,-3.25261e-15,,1.40079e-16,-2.67624e-15,,-199.987,-200.672,-199.74
455,0.55,0.95,,1,1.00344,1.00514,,2.26563e-06,-3.37944e-15,,8.67362e-17,-3.25261e-15,,1.40079e-16,-2.67624e-15,,-200,-200.672,-199.74
456,0.65,0.95,,1,1.00344,1.00514,,8.16474e-09,-3.29676e-15,,8.67362e-17,-3.25261e-15,,1.40079e-16,-2.67624e-15,,-200,-200.672,-199.74
457,0.75,0.95,,1,1.00344,1.00514,,1.18648e-11,-3.46676e-15,,8.67362e-17,-3.25261e-15,,1.40079e-16,-2.67624e-15,,-200,-200.672,-199.74
458,0.85,0.95,,1,1.00344,1.00514,,6.27534e-15,-3.21506e-15,,8.67362e-17,-3.25261e-15,,1.40079e-16,-2.67624e-15,,-200,-200.672,-199.74
459,0.95,0.95,,1,1.00344,1.00514,,-3.3297e-15,-2.90889e-15,,-3.06699e-15,-2.88658e-15,,-2.79768e-15,-2.25644e-15,,-200,-200.672,-199.74
460,1.05,0.95,,1,1.00344,1.00514,,-3.92101e-15,-2.71167e-15,,-4.65079e-15,-2.58821e-15,,-6.95711e-15,-2.07343e-15,,-200,-200.672,-199.74
461,1.15,0.95,,1,1.00344,1.00514,,-2.01934e-15,-2.57462e-15,,-1.4589e-15,-2.47719e-15,,-1.80845e-15,-2.73956e-15,,-200,-200.672,-199.74
462,1.25,0.95,,1,1.00344,1.00514,,-4.30299e-16,-3.0743e-15,,-9.88792e-17,-2.92127e-15,,-1.43115e-16,-2.73956e-15,,-200,-200.672,-199.74
463,1.35,0.95,,1,1.00344,1.00514,,-3.45582e-17,-3.0743e-15,,-9.88792e-17,-2.92127e-15,,-1.43115e-16,-2.73956e-15,,-200,-200.672,-199.74
464,1.45,0.95,,1,1.00344,1.00514,,-3.45582e-17,-3.0743e-15,,-9.88792e-17,-2.92127e-15,,-1.43115e-16,-2.73956e-15,,-200,-200.672,-199.74
465,1.55,0.95,,1,1.00344,1.00514,,-3.45582e-17,-3.0743e-15,,-9.88792e-17,-2.92127e-15,,-1.43115e-16,-2.73956e-15,,-200,-200.672,-199.74
466,1.65,0.95,,1,1.00344,1.00514,,-3.45582e-17,-3.0743e-15,,-9.88792e-17,-2.92127e-15,,-1.43115e-16,-2.73956e-15,,-200,-200.672,-199.74
467,1.75,0.95,,1,1.00344,1.00514,,-3.45582e-17,-3.0743e-15,,-9.88792e-17,-2.92127e-15,,-1.43115e-16,-2.73956e-15,,-200,-200.672,-199.74
468,1.85,0.95,,1,1.00344,1.00514,,-3.45582e-17,-3.0743e-15,,-9.88792e-17,-2.92127e-15,,-1.43115e-16,-2.73956e-15,,-200,-200.672,-199.74
469,1.95,0.95,,1,1.00344,1.00514,,-3.45582e-17,-3.0743e-15,,-9.88792e-17,-2.92127e-15,,-1.43115e-16,-2.73956e-15,,-200,-200.672,-199.74
470,2.05,0.95,,1,1.00344,1.00514,,-3.45582e-17,-3.0743e-15,,-9.88792e-17,-2.92127e-15,,-1.43115e-16,-2.73956e-15,,-200,-200.672,-199.74
471,2.15,0.95,,1,1.00344,1.00514,,-3.45582e-17,-3.0743e-15,,-9.88792e-17,-2.92127e-15,,-1.43115e-16,-2.73956e-15,,-200,-200.672,-199.74
472,2.25,0.95,,1,1.00344,1.00514,,-3.45582e-17,-3.0743e-15,,-9.88792e-17,-2.92127e-15,,-1.43115e-16,-2.73956e-15,,-200,-200.672,-199.74
473,2.35,0.95,,1,1.00344,1.00514,,-3.45582e-17,-3.0743e-15,,-9.88792e-17,-2.92127e-15,,-1.43115e-16,-2.73956e-15,,-200,-200.672,-199.74
474,2.45,0.95,,1,1.00344,1.00514,,-3.45582e-17,-3.0743e-15,,-9.88792e-17,-2.92127e-15,,-1.43115e-16,-2.73956e-15,,-200,-200.672,-199.74
475,2.55,0.95,,1,1.00344,1.00514,,-3.45582e-17,-3.0743e-15,,-9.88792e-17,-2.92127e-15,,-1.43115e-16,-2.73956e-15,,-200,-200.672,-199.74
476,2.65,0.95,,1,1.00344,1.00514,,-3.45582e-17,-3.0743e-15,,-9.88792e-17,-2.92127e-15,,-1.43115e-16,-2.73956e-15,,-200,-200.672,-199.74
477,2.75,0.95,,1,1.00344,1.00514,,-3.45582e-17,-3.0743e-15,,-9.88792e-17,-2.92127e-15,,-1.43115e-16,-2.73956e-15,,-200,-200.672,-199.74
478,2.85,0.95,,1,1.00344,1.00514,,-3.45582e-17,-3.0743e-15,,-9.88792e-17,-2.92127e-15,,-1.43115e-16,-2.73956e-15,,-200,-200.672,-199.74
479,2.95,0.95,,1,1.00344,1.00514,,-3.45582e-17,-3.0743e-15,,-9.88792e-17,-2.92127e-15,,-1.43115e-16,-2.73956e-15,,-200,-200.672,-199.74
480,3.05,0.95,,1,1.00344,1.00514,,-3.45582e-17,-3.0743e-15,,-9.88792e-17,-2.92127e-15,,-1.43115e-16,-2.73956e-15,,-200,-200.672,-199.74
481,3.15,0.95,,1,1.00344,1.00514,,-3.45582e-17,-3.0743e-15,,-9.88792e-17,-2.92127e-15,,-1.43115e-16,-2.73956e-15,,-200,-200.672,-199.74
482,3.25,0.95,,1,1.00344,1.00514,,-3.45582e-17,-3.0743e-15,,-9.88792e-17,-2.92127e-15,,-1.43115e-16,-2.73956e-15,,-200,-200.672,-199.74
483,3.35,0.95,,1,1.00344,1.00514,,-3.45582e-17,-3.0743e-15,,-9.88792e-17,-2.92127e-15,,-1.43115e-16,-2.73956e-15,,-200,-200.672,-199.74
484,3.45,0.95,,1,1.00344,1.00514,,-3.45582e-17,-3.0743e-15,,-9.88792e-17,-2.92127e-15,,-1.43115e-16,-2.73956e-15,,-200,-200.672,-199.74
485,3.55,0.95,,1,1.00344,1.00514,,-3.45582e-17,-3.0743e-15,,-9.88792e-17,-2.92127e-15,,-1.43115e-16,-2.73956e-15,,-200,-200.672,-199.74
486,3.65,0.95,,1,1.00344,1.00514,,-3.45582e-17,-3.0743e-15,,-9.88792e-17,-2.92127e-15,,-1.43115e-16,-2.73956e-15,,-200,-200.672,-199.74
487,3.75,0.95,,1,1.00344,1.00514,,2.58015e-16,-3.07425e-15,,-9.88792e-17,-2.92127e-15,,-1.43115e-16,-2.73956e-15,,-200,-200.672,-199.74
488,3.85,0.95,,1,1.00344,1.00514,,2.00147e-15,-3.41526e-15,,-9.88792e-17,-2.92127e-15,,-1.43115e-16,-2.73956e-15,,-200,-200.672,-199.74
489,3.95,0.95,,1,1.00344,1.00514,,1.01516e-14,-2.546e-15,,9.00495e-15,-2.9577e-15,,8.66364e-15,-2.31065e-15,,-200,-200.672,-199.74
490,4.05,0.95,,1,1.00344,1.00514,,1.75118e-14,-3.99865e-15,,1.92242e-14,-3.24914e-15,,2.60564e-14,-2.80158e-15,,-200,-200.672,-199.74
491,4.15,0.95,,1,1.00344,1.00514,,4.15079e-15,-3.52805e-15,,9.53751e-15,-3.13811e-15,,9.80552e-15,-3.9118e-15,,-200,-200.672,-199.74
492,4.25,0.95,,1,1.00344,1.00514,,-1.18623e-11,-4.06773e-15,,7.28584e-17,-2.69403e-15,,1.32706e-16,-2.80158e-15,,-200,-200.672,-199.74
493,4.35,0.95,,1,1.00344,1.00514,,-8.16474e-09,-4.18325e-15,,7.28584e-17,-2.69403e-15,,1.32706e-16,-2.80158e-15,,-200,-200.672,-199.74
494,4.45,0.95,,1,1.00344,1.00514,,-2.26563e-06,-3.79468e-15,,7.28584e-17,-2.69403e-15,,1.32706e-16,-2.80158e-15,,-200,-200.672,-199.74
495,4.55,0.95,,0.999994,1.00344,1.00514,,-0.000252103,-4.10225e-15,,7.28584e-17,-2.69403e-15,,1.32706e-16,-2.80158e-15,,-199.987,-200.672,-199.74
496,4.65,0.95,,0.999687,1.00344,1.00514,,-0.0111646,-4.08505e-15,,7.28584e-17,-2.69403e-15,,1.32706e-16,-2.80158e-15,,-199.551,-200.672,-199.74
497,4.75,0.95,,0.992798,1.00344,1.00514,,-0.194871,-3.672e-15,,7.28584e-17,-2.69403e-15,,1.32706e-16,-2.80158e-15,,-194.04,-200.672,-199.74
498,4.85,0.95,,0.929228,0.97497,0.985621,,-1.32501,-3.47231e-15,,-0.93667,-3.44169e-15,,-0.77502,-3.30291e-15,,-171.437,-181.939,-184.24
499,4.95,0.95,,0.688063,0.73002,0.751674,,-3.4687,-1.60205e-15,,-4.09695,-2.22045e-15,,-4.21198,-2.22045e-15,,-150,-150.336,-149.87
500,0.05,1.05,,0.688063,0.73002,0.751674,,3.4687,-3.19139e-15,,4.09695,-3.407e-15,,4.21198,-5.19723e-15,,-150,-150.336,-149.87
501,0.15,1.05,,0.929228,0.97497,0.985621,,1.32501,-3.47745e-15,,0.93667,-4.5814e-15,,0.77502,-7.36607e-15,,-171.437,-181.939,-184.24
502,0.25,1.05,,0.992798,1.00344,1.00514,,0.194871,-3.46434e-15,,1.76595e-15,-4.47038e-15,,1.36132e-15,-7.81016e-15,,-194.04,-200.672,-199.74
503,0.35,1.05,,0.999687,1.00344,1.00514,,0.0111646,-3.20453e-15,,-9.36751e-17,-4.80345e-15,,1.12323e-16,-6.92198e-15,,-199.551,-200.672,-199.74
504,0.45,1.05,,0.999994,1.00344,1.00514,,0.000252103,-3.21969e-15,,-9.36751e-17,-4.80345e-15,,1.12323e-16,-6.92198e-15,,-199.987,-200.672,-199.74
505,0.55,1.05,,1,1.00344,1.00514,,2.26563e-06,-3.29836e-15,,-9.36751e-17,-4.80345e-15,,1.12323e-16,-6.92198e-15,,-200,-200.672,-199.74
506,0.65,1.05,,1,1.00344,1.00514,,8.16474e-09,-3.21569e-15,,-9.36751e-17,-4.80345e-15,,1.12323e-16,-6.92198e-15,,-200,-200.672,-199.74
507,0.75,1.05,,1,1.00344,1.00514,,1.18648e-11,-3.38569e-15,,-9.36751e-17,-4.80345e-15,,1.12323e-16,-6.92198e-15,,-200,-200.672,-199.74
508,0.85,1.05,,1,1.00344,1.00514,,6.27377e-15,-3.08553e-15,,-9.36751e-17,-4.80345e-15,,1.12323e-16,-6.92198e-15,,-200,-200.672,-199.74
509,0.95,1.05,,1,1.00344,1.00514,,-3.26627e-15,-2.61201e-15,,-3.00454e-15,-4.35936e-15,,-2.61466e-15,-6.402e-15,,-200,-200.672,-199.74
510,1.05,1.05,,1,1.00344,1.00514,,-4.75681e-15,-3.57696e-15,,-5.36897e-15,-4.84161e-15,,-7.71301e-15,-7.14402e-15,,-200,-200.672,-199.74
511,1.15,1.05,,1,1.00344,1.00514,,-2.34795e-15,-4.38534e-15,,-2.0383e-15,-5.39672e-15,,-2.10639e-15,-8.58731e-15,,-200,-200.672,-199.74
512,1.25,1.05,,1,1.00344,1.00514,,-4.1566e-16,-5.07928e-15,,-1.23165e-16,-6.06286e-15,,-5.24754e-17,-8.58731e-15,,-200,-200.672,-199.74
513,1.35,1.05,,1,1.00344,1.00514,,-5.11508e-17,-5.08102e-15,,-1.23165e-16,-6.06286e-15,,-5.24754e-17,-8.58731e-15,,-200,-200.672,-199.74
514,1.45,1.05,,1,1.00344,1.00514,,-5.09339e-17,-5.08102e-15,,-1.23165e-16,-6.06286e-15,,-5.24754e-17,-8.58731e-15,,-200,-200.672,-199.74
515,1.55,1.05,,1,1.00344,1.00514,,-5.09339e-17,-5.08102e-15,,-1.23165e-16,-6.06286e-15,,-5.24754e-17,-8.58731e-15,,-200,-200.672,-199.74
516,1.65,1.05,,1,1.00344,1.00514,,-5.09339e-17,-5.08102e-15,,-1.23165e-16,-6.06286e-15,,-5.24754e-17,-8.58731e-15,,-200,-200.672,-199.74
517,1.75,1.05,,1,1.00344,1.00514,,-5.09339e-17,-5.08102e-15,,-1.23165e-16,-6.06286e-15,,-5.24754e-17,-8.58731e-15,,-200,-200.672,-199.74
518,1.85,1.05,,1,1.00344,1.00514,,-5.09339e-17,-5.08102e-15,,-1.23165e-16,-6.06286e-15,,-5.24754e-17,-8.58731e-15,,-200,-200.672,-199.74
519,1.95,1.05,,1,1.00344,1.00514,,-5.09339e-17,-5.08102e-15,,-1.23165e-16,-6.06286e-15,,-5.24754e-17,-8.58731e-15,,-200,-200.672,-199.74
520,2.05,1.05,,1,1.00344,1.00514,,-5.09339e-17,-5.08102e-15,,-1.23165e-16,-6.06286e-15,,-5.24754e-17,-8.58731e-15,,-200,-200.672,-199.74
521,2.15,1.05,,1,1.00344,1.00514,,-5.09339e-17,-5.08102e-15,,-1.23165e-16,-6.06286e-15,,-5.24754e-17,-8.58731e-15,,-200,-200.672,-199.74
522,2.25,1.05,,1,1.00344,1.00514,,-5.09339e-17,-5.08102e-15,,-1.23165e-16,-6.06286e-15,,-5.24754e-17,-8.58731e-15,,-200,-200.672,-199.74
523,2.35,1.05,,1,1.00344,1.00514,,-5.09339e-17,-5.08102e-15,,-1.23165e-16,-6.06286e-15,,-5.24754e-17,-8.58731e-15,,-200,-200.672,-199.74
524,2.45,1.05,,1,1.00344,1.00514,,-5.09339e-17,-5.08102e-15,,-1.23165e-16,-6.06286e-15,,-5.24754e-17,-8.58731e-15,,-200,-200.672,-199.74
525,2.55,1.05,,1,1.00344,1.00514,,-5.09339e-17,-5.08102e-15,,-1.23165e-16,-6.06286e-15,,-5.24754e-17,-8.58731e-15,,-200,-200.672,-199.74
526,2.65,1.05,,1,1.00344,1.00514,,-5.09339e-17,-5.08102e-15,,-1.23165e-16,-6.06286e-15,,-5.24754e-17,-8.58731e-15,,-200,-200.672,-199.74
527,2.75,1.05,,1,1.00344,1.00514,,-5.09339e-17,-5.08102e-15,,-1.23165e-16,-6.06286e-15,,-5.24754e-17,-8.58731e-15,,-200,-200.672,-199.74
528,2.85,1.05,,1,1.00344,1.00514,,-5.09339e-17,-5.08102e-15,,-1.23165e-16,-6.06286e-15,,-5.24754e-17,-8.58731e-15,,-200,-200.672,-199.74
529,2.95,1.05,,1,1.00344,1.00514,,-5.09339e-17,-5.08102e-15,,-1.23165e-16,-6.06286e-15,,-5.24754e-17,-8.58731e-15,,-200,-200.672,-199.74
530,3.05,1.05,,1,1.00344,1.00514,,-5.09339e-17,-5.08102e-15,,-1.23165e-16,-6.06286e-15,,-5.24754e-17,-8.58731e-15,,-200,-200.672,-199.74
531,3.15,1.05,,1,1.00344,1.00514,,-5.09339e-17,-5.08102e-15,,-1.23165e-16,-6.06286e-15,,-5.24754e-17,-8.58731e-15,,-200,-200.672,-199.74
532,3.25,1.05,,1,1.00344,1.00514,,-5.09339e-17,-5.08102e-15,,-1.23165e-16,-6.06286e-15,,-5.24754e-17,-8.58731e-15,,-200,-200.672,-199.74
533,3.35,1.05,,1,1.00344,1.00514,,-5.09339e-17,-5.08102e-15,,-1.23165e-16,-6.06286e-15,,-5.24754e-17,-8.58731e-15,,-200,-200.672,-199.74
534,3.45,1.05,,1,1.00344,1.00514,,-5.09339e-17,-5.08102e-15,,-1.23165e-16,-6.06286e-15,,-5.24754e-17,-8.58731e-15,,-200,-200.672,-199.74
535,3.55,1.05,,1,1.00344,1.00514,,-5.09339e-17,-5.08102e-15,,-1.23165e-16,-6.06286e-15,,-5.24754e-17,-8.58731e-15,,-200,-200.672,-199.74
536,3.65,1.05,,1,1.00344,1.00514,,-5.09305e-17,-5.08102e-15,,-1.23165e-16,-6.06286e-15,,-5.24754e-17,-8.58731e-15,,-200,-200.672,-199.74
537,3.75,1.05,,1,1.00344,1.00514,,2.10438e-16,-5.08096e-15,,-1.23165e-16,-6.06286e-15,,-5.24754e-17,-8.58731e-15,,-200,-200.672,-199.74
538,3.85,1.05,,1,1.00344,1.00514,,2.14456e-15,-5.20302e-15,,-1.23165e-16,-6.06286e-15,,-5.24754e-17,-8.58731e-15,,-200,-200.672,-199.74
539,3.95,1.05,,1,1.00344,1.00514,,1.03377e-14,-4.36656e-15,,9.22006e-15,-6.13398e-15,,8.91648e-15,-8.02353e-15,,-200,-200.672,-199.74
540,4.05,1.05,,1,1.00344,1.00514,,1.81437e-14,-5.72408e-15,,1.94567e-14,-6.09408e-15,,2.62546e-14,-8.09769e-15,,-200,-200.672,-199.74
541,4.15,1.05,,1,1.00344,1.00514,,3.89439e-15,-5.08821e-15,,9.15934e-15,-5.09488e-15,,9.55963e-15,-8.87485e-15,,-200,-200.672,-199.74
542,4.25,1.05,,1,1.00344,1.00514,,-1.18623e-11,-5.49259e-15,,1.38778e-16,-5.20591e-15,,2.19876e-16,-7.87564e-15,,-200,-200.672,-199.74
