dx/h :,0.555556
dy/h :,0.555556
L2normPGauss,L2normPCubic,L2normPWedn
0.0948338,0.0826378,0.0773469

x,y,,PGauss,PCubic,PWedn,,dPGaussX,dPGaussY,,dPCubicX,dPCubicY,,dPWednX,dPWednY
0.1,5.3,,0.886922,0.937791,0.951902,,1.54676,-3.28422e-06,,1.34523,1.23685e-14,,1.21297,1.76242e-14
0.1,5.4,,0.886918,0.937791,0.951902,,1.54675,-0.000157164,,1.34523,6.75674e-17,,1.21297,-5.09096e-17
0.1,5.5,,0.886794,0.937791,0.951902,,1.54653,-0.00398061,,1.34523,-1.24391e-14,,1.21297,-1.76056e-14
0.1,5.6,,0.884802,0.937791,0.951902,,1.54306,-0.0531754,,1.34523,-4.27271e-15,,1.21297,9.82118e-16
0.1,5.7,,0.867517,0.935482,0.950988,,1.51292,-0.373264,,1.34523,-0.130591,,1.21297,-0.0654658
0.1,5.8,,0.786631,0.877545,0.903182,,1.37185,-1.37185,,1.26926,-1.26926,,1.16073,-1.16073
0.1,5.9,,0.582459,0.645462,0.67176,,1.01579,-2.63218,,0.936131,-3.25595,,0.857837,-3.497
0.2,0,,0.642351,0.688134,0.707222,,0.276383,2.90283,,0.0977833,3.48208,,0.0511578,3.69353
0.2,0.1,,0.867517,0.935482,0.950988,,0.373264,1.51292,,0.130591,1.34523,,0.0654658,1.21297
0.2,0.2,,0.95672,0.996183,1.0003,,0.411646,0.411646,,0.130591,0.130591,,0.0654658,0.0654658
0.2,0.3,,0.975782,0.998492,1.00121,,0.419847,0.0586432,,0.130591,1.11846e-15,,0.0654658,1.82259e-15
0.2,0.4,,0.977979,0.998492,1.00121,,0.420793,0.00438992,,0.130591,-8.73e-16,,0.0654658,-7.65616e-16
0.2,0.5,,0.978116,0.998492,1.00121,,0.420852,0.000173324,,0.130591,-1.53913e-15,,0.0654658,-2.12703e-15
0.2,0.6,,0.978121,0.998492,1.00121,,0.420854,3.62192e-06,,0.130591,1.7499e-15,,0.0654658,2.51475e-15
0.2,0.7,,0.978121,0.998492,1.00121,,0.420854,4.01824e-08,,0.130591,2.67971e-15,,0.0654658,2.43668e-15
0.2,0.8,,0.978121,0.998492,1.00121,,0.420854,2.37291e-10,,0.130591,1.51787e-17,,0.0654658,-8.90735e-17
0.2,0.9,,0.978121,0.998492,1.00121,,0.420854,7.45111e-13,,0.130591,-3.371e-15,,0.0654658,-3.06933e-15
0.2,1,,0.978121,0.998492,1.00121,,0.420854,-5.8186e-16,,0.130591,-3.27039e-15,,0.0654658,-4.05344e-15
0.2,1.1,,0.978121,0.998492,1.00121,,0.420854,1.00897e-15,,0.130591,1.9997e-15,,0.0654658,2.31907e-15
0.2,1.2,,0.978121,0.998492,1.00121,,0.420854,1.95051e-15,,0.130591,3.57206e-15,,0.0654658,4.81985e-15
0.2,1.3,,0.978121,0.998492,1.00121,,0.420854,1.23731e-15,,0.130591,1.67704e-15,,0.0654658,-5.66342e-17
0.2,1.4,,0.978121,0.998492,1.00121,,0.420854,-1.02685e-15,,0.130591,-1.56273e-15,,0.0654658,-9.62317e-18
0.2,1.5,,0.978121,0.998492,1.00121,,0.420854,-1.57423e-15,,0.130591,-2.91477e-15,,0.0654658,-4.27028e-15
0.2,1.6,,0.978121,0.998492,1.00121,,0.420854,-1.28957e-16,,0.130591,5.68121e-17,,0.0654658,1.53568e-17
0.2,1.7,,0.978121,0.998492,1.00121,,0.420854,1.33989e-15,,0.130591,2.90592e-15,,0.0654658,4.70882e-15
0.2,1.8,,0.978121,0.998492,1.00121,,0.420854,9.03262e-16,,0.130591,1.67704e-15,,0.0654658,-5.66342e-17
0.2,1.9,,0.978121,0.998492,1.00121,,0.420854,-1.34632e-15,,0.130591,-1.56273e-15,,0.0654658,-9.62317e-18
0.2,2,,0.978121,0.998492,1.00121,,0.420854,-3.03062e-15,,0.130591,-4.16377e-15,,0.0654658,-5.18621e-15
0.2,2.1,,0.978121,0.998492,1.00121,,0.420854,-2.96083e-15,,0.130591,-4.56102e-15,,0.0654658,-4.42033e-15
0.2,2.2,,0.978121,0.998492,1.00121,,0.420854,1.29591e-15,,0.130591,1.2954e-15,,0.0654658,7.1445e-16
0.2,2.3,,0.978121,0.998492,1.00121,,0.420854,5.81277e-15,,0.130591,9.16064e-15,,0.0654658,9.21893e-15
0.2,2.4,,0.978121,0.998492,1.00121,,0.420854,3.75861e-15,,0.130591,6.64737e-15,,0.0654658,9.18216e-15
0.2,2.5,,0.978121,0.998492,1.00121,,0.420854,-3.73089e-15,,0.130591,-6.54555e-15,,0.0654658,-9.37904e-15
0.2,2.6,,0.978121,0.998492,1.00121,,0.420854,-5.74083e-15,,0.130591,-9.05743e-15,,0.0654658,-9.13878e-15
0.2,2.7,,0.978121,0.998492,1.00121,,0.420854,-1.30361e-16,,0.130591,7.41593e-17,,0.0654658,1.59339e-16
0.2,2.8,,0.978121,0.998492,1.00121,,0.420854,5.63924e-15,,0.130591,9.16064e-15,,0.0654658,9.21893e-15
0.2,2.9,,0.978121,0.998492,1.00121,,0.420854,3.75861e-15,,0.130591,6.64737e-15,,0.0654658,9.18216e-15
0.2,3,,0.978121,0.998492,1.00121,,0.420854,-3.73089e-15,,0.130591,-6.54555e-15,,0.0654658,-9.37904e-15
0.2,3.1,,0.978121,0.998492,1.00121,,0.420854,-5.74083e-15,,0.130591,-9.05743e-15,,0.0654658,-9.13878e-15
0.2,3.2,,0.978121,0.998492,1.00121,,0.420854,-1.30361e-16,,0.130591,7.41593e-17,,0.0654658,1.59339e-16
0.2,3.3,,0.978121,0.998492,1.00121,,0.420854,5.63924e-15,,0.130591,9.16064e-15,,0.0654658,9.21893e-15
0.2,3.4,,0.978121,0.998492,1.00121,,0.420854,3.75861e-15,,0.130591,6.64737e-15,,0.0654658,9.18216e-15
0.2,3.5,,0.978121,0.998492,1.00121,,0.420854,-3.73089e-15,,0.130591,-6.54555e-15,,0.0654658,-9.37904e-15
0.2,3.6,,0.978121,0.998492,1.00121,,0.420854,-5.74268e-15,,0.130591,-9.05743e-15,,0.0654658,-9.13878e-15
0.2,3.7,,0.978121,0.998492,1.00121,,0.420854,-6.32975e-16,,0.130591,7.41593e-17,,0.0654658,1.59339e-16
0.2,3.8,,0.978121,0.998492,1.00121,,0.420854,3.30372e-15,,0.130591,6.82917e-15,,0.0654658,7.58135e-15
0.2,3.9,,0.978121,0.998492,1.00121,,0.420854,9.75464e-16,,0.130591,-2.18662e-16,,0.0654658,1.7879e-15
0.2,4,,0.978121,0.998492,1.00121,,0.420854,9.28084e-16,,0.130591,-1.82293e-15,,0.0654658,-8.32641e-15
0.2,4.1,,0.978121,0.998492,1.00121,,0.420854,5.69732e-15,,0.130591,1.13693e-14,,0.0654658,1.75279e-14
0.2,4.2,,0.978121,0.998492,1.00121,,0.420854,-4.10498e-16,,0.130591,7.27716e-17,,0.0654658,-1.17696e-16
0.2,4.3,,0.978121,0.998492,1.00121,,0.420854,-8.15375e-15,,0.130591,-1.34248e-14,,0.0654658,-1.90123e-14
0.2,4.4,,0.978121,0.998492,1.00121,,0.420854,-4.55407e-15,,0.130591,-4.70639e-15,,0.0654658,9.30077e-16
0.2,4.5,,0.978121,0.998492,1.00121,,0.420854,-1.18498e-15,,0.130591,3.42001e-16,,0.0654658,-3.74674e-15
0.2,4.6,,0.978121,0.998492,1.00121,,0.420854,9.86701e-16,,0.130591,-3.76522e-16,,0.0654658,3.81666e-15
0.2,4.7,,0.978121,0.998492,1.00121,,0.420854,4.59242e-15,,0.130591,4.86616e-15,,0.0654658,-7.76891e-16
0.2,4.8,,0.978121,0.998492,1.00121,,0.420854,8.08903e-15,,0.130591,1.33677e-14,,0.0654658,1.89712e-14
0.2,4.9,,0.978121,0.998492,1.00121,,0.420854,-1.208e-15,,0.130591,7.27716e-17,,0.0654658,-1.17696e-16
0.2,5,,0.978121,0.998492,1.00121,,0.420854,-7.55357e-13,,0.130591,-1.34248e-14,,0.0654658,-1.90123e-14
0.2,5.1,,0.978121,0.998492,1.00121,,0.420854,-2.37294e-10,,0.130591,-4.70639e-15,,0.0654658,9.30077e-16
0.2,5.2,,0.978121,0.998492,1.00121,,0.420854,-4.01824e-08,,0.130591,4.86616e-15,,0.0654658,-7.76891e-16
0.2,5.3,,0.978121,0.998492,1.00121,,0.420854,-3.62192e-06,,0.130591,1.33677e-14,,0.0654658,1.89712e-14
0.2,5.4,,0.978116,0.998492,1.00121,,0.420852,-0.000173324,,0.130591,7.27716e-17,,0.0654658,-1.17696e-16
0.2,5.5,,0.977979,0.998492,1.00121,,0.420793,-0.00438992,,0.130591,-1.34248e-14,,0.0654658,-1.90123e-14
0.2,5.6,,0.975782,0.998492,1.00121,,0.419847,-0.0586432,,0.130591,-4.70639e-15,,0.0654658,9.30077e-16
0.2,5.7,,0.95672,0.996183,1.0003,,0.411646,-0.411646,,0.130591,-0.130591,,0.0654658,-0.0654658
0.2,5.8,,0.867517,0.935482,0.950988,,0.373264,-1.51292,,0.130591,-1.34523,,0.0654658,-1.21297
0.2,5.9,,0.642351,0.688134,0.707222,,0.276383,-2.90283,,0.0977833,-3.48208,,0.0511578,-3.69353
0.3,0,,0.655149,0.689938,0.707966,,0.0393736,2.96067,,7.30405e-16,3.49302,,1.02602e-15,3.6983
0.3,0.1,,0.884802,0.937791,0.951902,,0.0531754,1.54306,,4.66727e-16,1.34523,,4.3621e-16,1.21297
0.3,0.2,,0.975782,0.998492,1.00121,,0.0586432,0.419847,,1.13286e-15,0.130591,,1.54643e-15,0.0654658
0.3,0.3,,0.995224,1.0008,1.00212,,0.0598116,0.0598116,,8.10896e-16,9.13765e-16,,2.12097e-15,1.72111e-15
0.3,0.4,,0.997465,1.0008,1.00212,,0.0599463,0.00447739,,4.91707e-16,-1.03953e-15,,1.21198e-15,-9.18271e-16
0.3,0.5,,0.997604,1.0008,1.00212,,0.0599547,0.000176777,,1.09123e-15,-9.50715e-16,,1.53949e-15,-1.75649e-15
0.3,0.6,,0.997609,1.0008,1.00212,,0.059955,3.69409e-06,,1.03294e-15,1.43418e-15,,2.12097e-15,1.96831e-15
0.3,0.7,,0.997609,1.0008,1.00212,,0.059955,4.0983e-08,,4.36196e-16,2.59124e-15,,1.60056e-15,2.40633e-15
0.3,0.8,,0.997609,1.0008,1.00212,,0.059955,2.42018e-10,,4.36196e-16,6.54857e-17,,1.37851e-15,-6.392e-17
0.3,0.9,,0.997609,1.0008,1.00212,,0.059955,7.60134e-13,,2.69662e-16,-3.09345e-15,,7.67889e-16,-2.91667e-15
0.3,1,,0.997609,1.0008,1.00212,,0.059955,-5.77182e-16,,1.31327e-15,-2.79299e-15,,2.20563e-15,-3.48341e-15
0.3,1.1,,0.997609,1.0008,1.00212,,0.059955,9.8468e-16,,1.63246e-15,1.85607e-15,,2.44849e-15,2.1848e-15
0.3,1.2,,0.997609,1.0008,1.00212,,0.059955,2.07931e-15,,1.72683e-15,3.29519e-15,,2.39853e-15,4.36361e-15
0.3,1.3,,0.997609,1.0008,1.00212,,0.059955,1.24078e-15,,1.25776e-15,1.72076e-15,,1.92807e-15,4.36201e-16
0.3,1.4,,0.997609,1.0008,1.00212,,0.059955,-1.11576e-15,,8.38652e-16,-1.58979e-15,,1.51035e-15,-2.16055e-16
0.3,1.5,,0.997609,1.0008,1.00212,,0.059955,-1.58864e-15,,1.53532e-15,-2.61432e-15,,1.53949e-15,-3.97694e-15
0.3,1.6,,0.997609,1.0008,1.00212,,0.059955,-1.23752e-16,,1.18837e-15,5.19549e-17,,2.22644e-15,4.76227e-17
0.3,1.7,,0.997609,1.0008,1.00212,,0.059955,1.52073e-15,,1.28274e-15,2.51804e-15,,2.39853e-15,4.03055e-15
0.3,1.8,,0.997609,1.0008,1.00212,,0.059955,1.12877e-15,,1.25776e-15,1.72076e-15,,1.92807e-15,4.36201e-16
0.3,1.9,,0.997609,1.0008,1.00212,,0.059955,-1.53671e-15,,8.38652e-16,-1.58979e-15,,1.51035e-15,-2.16055e-16
0.3,2,,0.997609,1.0008,1.00212,,0.059955,-3.12874e-15,,1.75736e-15,-3.58576e-15,,1.98358e-15,-4.83736e-15
0.3,2.1,,0.997609,1.0008,1.00212,,0.059955,-3.05504e-15,,2.13206e-15,-4.34036e-15,,2.72604e-15,-4.44878e-15
0.3,2.2,,0.997609,1.0008,1.00212,,0.059955,1.27369e-15,,2.7982e-15,1.26626e-15,,2.72604e-15,6.58245e-16
0.3,2.3,,0.997609,1.0008,1.00212,,0.059955,6.15975e-15,,2.74268e-15,8.78802e-15,,2.86482e-15,8.96757e-15
0.3,2.4,,0.997609,1.0008,1.00212,,0.059955,3.94946e-15,,2.5595e-15,6.24145e-15,,2.7538e-15,9.05292e-15
0.3,2.5,,0.997609,1.0008,1.00212,,0.059955,-3.79781e-15,,2.17369e-15,-6.09591e-15,,2.76768e-15,-9.03105e-15
