t,FxPressure,FyPressure,FxViscous,FyViscous,Fx,Fy,CD,CL
0,-3.02746e-11,1.32291e-11,0.17562,-1.92988e-17,0.17562,1.32291e-11,0.0140496,1.05833e-12
6.36362e-05,253.507,7.21497e-11,0.175758,-5.04154e-18,253.683,7.21497e-11,20.2947,5.77198e-12
0.000127267,488.532,1.21214e-11,0.176231,3.95734e-18,488.708,1.21214e-11,39.0966,9.69714e-13
0.000190881,696.175,1.86007e-11,0.177011,6.93889e-18,696.352,1.86007e-11,55.7082,1.48805e-12
0.000254467,869.047,9.20153e-13,0.178055,4.17418e-18,869.225,9.20157e-13,69.538,7.36126e-14
0.000318017,1001.56,3.09486e-11,0.179313,6.12574e-18,1001.74,3.09486e-11,80.1395,2.47589e-12
0.000381524,1090.15,1.23834e-11,0.180724,3.84892e-18,1090.33,1.23834e-11,87.2263,9.90675e-13
0.000444983,1133.31,1.29359e-11,0.182227,-6.34258e-18,1133.49,1.29359e-11,90.6793,1.03487e-12
0.00050839,1131.63,2.74816e-11,0.183758,-1.40946e-18,1131.81,2.74816e-11,90.5448,2.19853e-12
0.000571743,1087.63,2.96665e-11,0.185254,-1.78351e-17,1087.81,2.96665e-11,87.0251,2.37332e-12
0.000635044,1005.58,1.4122e-13,0.186661,-4.11997e-18,1005.76,1.41216e-13,80.4612,1.12973e-14
0.000698295,891.186,1.59206e-11,0.187927,-6.55942e-18,891.374,1.59206e-11,71.3099,1.27365e-12
0.000761502,751.277,8.95617e-12,0.189012,7.04731e-18,751.466,8.95618e-12,60.1173,7.16494e-13
0.000824669,593.417,4.43712e-11,0.189887,1.60462e-17,593.607,4.43712e-11,47.4886,3.5497e-12
0.000887805,425.535,1.21934e-11,0.190532,4.29886e-17,425.726,1.21934e-11,34.0581,9.75472e-13
0.000950918,255.546,1.21898e-11,0.19094,7.38884e-17,255.737,1.21899e-11,20.4589,9.7519e-13
0.00101402,90.9933,1.78776e-11,0.191115,1.04842e-16,91.1844,1.78777e-11,7.29475,1.43022e-12
0.00107711,-61.2669,3.31863e-11,0.191071,1.28044e-16,-61.0758,3.31865e-11,-4.88606,2.65492e-12
0.0011402,-195.343,-1.54233e-11,0.190831,1.63931e-16,-195.152,-1.54231e-11,-15.6122,-1.23385e-12
0.0012033,-306.531,-2.22383e-11,0.190424,2.01445e-16,-306.341,-2.22381e-11,-24.5073,-1.77905e-12
0.00126642,-391.471,-1.43355e-11,0.189888,2.46548e-16,-391.281,-1.43353e-11,-31.3025,-1.14682e-12
0.00132955,-448.236,4.10958e-11,0.189261,2.69912e-16,-448.047,4.10961e-11,-35.8437,3.28769e-12
0.00139271,-476.356,8.06288e-12,0.188585,3.00107e-16,-476.168,8.06318e-12,-38.0934,6.45055e-13
0.00145588,-476.769,2.60227e-11,0.1879,3.29326e-16,-476.581,2.60231e-11,-38.1265,2.08185e-12
0.00151909,-451.705,-1.78029e-11,0.187243,3.53884e-16,-451.518,-1.78025e-11,-36.1214,-1.4242e-12
0.00158231,-404.512,5.55584e-11,0.186647,3.59955e-16,-404.325,5.55588e-11,-32.346,4.4447e-12
0.00164556,-339.435,9.48075e-12,0.186139,3.73399e-16,-339.249,9.48112e-12,-27.1399,7.5849e-13
0.00170882,-261.352,-1.91122e-11,0.18574,3.8126e-16,-261.166,-1.91118e-11,-20.8933,-1.52894e-12
0.00177209,-175.498,-7.60614e-12,0.185462,3.72966e-16,-175.313,-7.60576e-12,-14.025,-6.08461e-13
0.00183537,-87.1676,2.2187e-11,0.18531,3.48137e-16,-86.9823,2.21873e-11,-6.95859,1.77499e-12
0.00189865,-1.43905,2.08814e-11,0.185281,3.61473e-16,-1.25377,2.08818e-11,-0.100301,1.67054e-12
0.00196193,77.079,-1.9333e-11,0.185365,3.64075e-16,77.2644,-1.93326e-11,6.18115,-1.54661e-12
0.0020252,144.464,-4.92733e-11,0.185546,3.59521e-16,144.65,-4.92729e-11,11.572,-3.94184e-12
0.00208846,197.649,2.7526e-11,0.185804,3.56594e-16,197.835,2.75263e-11,15.8268,2.20211e-12
0.00215172,234.537,3.69409e-11,0.186114,3.48842e-16,234.723,3.69412e-11,18.7778,2.9553e-12
0.00221496,254.058,-1.06739e-11,0.186451,3.38542e-16,254.245,-1.06736e-11,20.3396,-8.53885e-13
0.00227819,256.172,1.52102e-11,0.18679,3.36048e-16,256.359,1.52105e-11,20.5087,1.21684e-12
0.00234141,241.814,-8.20222e-12,0.187105,3.24881e-16,242.002,-8.20189e-12,19.3601,-6.56151e-13
0.00240462,212.79,3.48511e-11,0.187377,3.41253e-16,212.978,3.48515e-11,17.0382,2.78812e-12
0.00246781,171.633,1.52479e-11,0.187585,3.30627e-16,171.821,1.52482e-11,13.7457,1.21986e-12
0.002531,121.431,1.50132e-11,0.187718,3.36699e-16,121.618,1.50135e-11,9.72946,1.20108e-12
0.00259418,65.6298,4.20179e-11,0.187767,3.42771e-16,65.8176,4.20183e-11,5.26541,3.36146e-12
0.00265737,7.83629,3.46632e-11,0.18773,3.27321e-16,8.02402,3.46635e-11,0.641921,2.77308e-12
0.00272056,-48.3894,-1.80577e-11,0.187609,3.23743e-16,-48.2018,-1.80574e-11,-3.85614,-1.44459e-12
0.00278375,-99.7231,-2.70854e-11,0.187414,3.22713e-16,-99.5357,-2.70851e-11,-7.96286,-2.16681e-12
0.00284696,-143.249,4.75825e-12,0.187155,3.06829e-16,-143.062,4.75856e-12,-11.4449,3.80684e-13
0.00291017,-176.602,-1.33059e-11,0.186849,3.01896e-16,-176.415,-1.33056e-11,-14.1132,-1.06444e-12
0.0029734,-198.078,2.49095e-11,0.186515,2.99348e-16,-197.892,2.49098e-11,-15.8313,1.99279e-12
0.00303665,-206.707,1.02074e-12,0.186171,3.1572e-16,-206.52,1.02105e-12,-16.5216,8.16844e-14
0.00309991,-202.278,3.5592e-11,0.185839,3.03143e-16,-202.092,3.55923e-11,-16.1674,2.84738e-12
0.00316318,-185.334,-2.16299e-12,0.185537,3.01571e-16,-185.148,-2.16269e-12,-14.8118,-1.73015e-13
0.00322646,-157.113,6.48975e-11,0.185282,3.01842e-16,-156.928,6.48978e-11,-12.5542,5.19182e-12
0.00328976,-119.466,4.23601e-11,0.185088,2.93494e-16,-119.281,4.23604e-11,-9.54246,3.38883e-12
0.00335305,-74.7289,1.26434e-11,0.184966,3.09431e-16,-74.544,1.26437e-11,-5.96352,1.0115e-12
0.00341636,-25.5861,-6.46436e-12,0.184922,2.83681e-16,-25.4012,-6.46407e-12,-2.0321,-5.17126e-13
0.00347966,25.0907,2.38606e-12,0.184957,3.06775e-16,25.2757,2.38637e-12,2.02206,1.9091e-13
0.00354295,74.4106,8.2403e-12,0.185068,2.87097e-16,74.5957,8.24058e-12,5.96765,6.59247e-13
0.00360624,119.622,-2.21977e-11,0.185247,2.89211e-16,119.807,-2.21975e-11,9.58455,-1.7758e-12
0.00366951,158.259,3.14679e-11,0.185485,2.91488e-16,158.445,3.14682e-11,12.6756,2.51745e-12
0.00373278,188.273,3.2784e-11,0.185766,2.98752e-16,188.458,3.27843e-11,15.0767,2.62274e-12
0.00379603,208.127,-4.98701e-12,0.186074,3.21249e-16,208.313,-4.98669e-12,16.665,-3.98935e-13
0.00385927,216.871,4.41918e-11,0.186391,3.32471e-16,217.057,4.41921e-11,17.3646,3.53537e-12
0.00392249,214.173,4.34173e-11,0.186699,3.54697e-16,214.36,4.34176e-11,17.1488,3.47341e-12
0.0039857,200.325,8.36431e-12,0.18698,3.71393e-16,200.512,8.36468e-12,16.041,6.69174e-13
0.0040489,176.207,9.39182e-12,0.187219,4.03052e-16,176.395,9.39222e-12,14.1116,7.51378e-13
0.00411209,143.229,-1.75235e-11,0.187402,4.20237e-16,143.416,-1.75231e-11,11.4733,-1.40184e-12
0.00417527,103.237,1.8782e-11,0.187518,4.22134e-16,103.425,1.87824e-11,8.27399,1.50259e-12
0.00423844,58.4162,2.62131e-11,0.18756,4.44198e-16,58.6037,2.62136e-11,4.6883,2.09708e-12
0.00430161,11.1613,1.13076e-11,0.187527,4.70977e-16,11.3488,1.1308e-11,0.907905,9.04642e-13
0.00436479,-36.0461,7.68203e-11,0.187417,4.83446e-16,-35.8587,7.68208e-11,-2.86869,6.14566e-12
0.00442797,-80.7687,-3.31807e-12,0.187238,4.996e-16,-80.5815,-3.31757e-12,-6.44652,-2.65405e-13
0.00449116,-120.737,2.60543e-11,0.186996,5.04046e-16,-120.55,2.60548e-11,-9.64402,2.08438e-12
0.00455436,-153.963,2.47232e-11,0.186703,5.35921e-16,-153.777,2.47237e-11,-12.3021,1.9779e-12
0.00461757,-178.835,2.07077e-11,0.186373,5.60261e-16,-178.648,2.07083e-11,-14.2919,1.65666e-12
0.0046808,-194.191,3.41444e-11,0.186022,5.79831e-16,-194.005,3.41449e-11,-15.5204,2.73159e-12
0.00474405,-199.372,2.59007e-11,0.185667,5.92191e-16,-199.187,2.59013e-11,-15.9349,2.07211e-12
0.00480731,-194.249,5.75277e-11,0.185323,6.08888e-16,-194.063,5.75283e-11,-15.5251,4.60227e-12
0.00487059,-179.212,2.70617e-11,0.185007,5.85415e-16,-179.027,2.70623e-11,-14.3221,2.16498e-12
0.00493388,-155.147,4.06992e-11,0.184734,5.98209e-16,-154.963,4.06998e-11,-12.397,3.25598e-12
0.00499719,-123.382,7.4451e-12,0.184514,5.97775e-16,-123.197,7.4457e-12,-9.85579,5.95656e-13
0.0050605,-85.6032,1.78729e-11,0.184358,5.91432e-16,-85.4188,1.78735e-11,-6.83351,1.42988e-12
0.00512382,-43.7682,6.5355e-11,0.18427,5.86879e-16,-43.5839,6.53556e-11,-3.48671,5.22845e-12
0.00518714,0.00336194,1.2727e-11,0.184254,6.01136e-16,0.187616,1.27276e-11,0.0150093,1.01821e-12
0.00525046,43.5411,6.38484e-11,0.184308,5.89969e-16,43.7254,6.3849e-11,3.49803,5.10792e-12
0.00531377,84.7348,2.44293e-11,0.184427,5.73977e-16,84.9192,2.44299e-11,6.79354,1.95439e-12
0.00537708,121.643,2.4357e-11,0.184605,5.81078e-16,121.827,2.43576e-11,9.74619,1.94861e-12
0.00544038,152.585,1.64778e-11,0.18483,5.60749e-16,152.769,1.64784e-11,12.2216,1.31827e-12
0.00550366,176.218,-5.57271e-12,0.185091,5.52889e-16,176.403,-5.57216e-12,14.1122,-4.45772e-13
0.00556694,191.594,-2.8339e-12,0.185374,5.40041e-16,191.78,-2.83336e-12,15.3424,-2.26669e-13
0.0056302,198.198,-3.24296e-11,0.185664,5.46492e-16,198.383,-3.24291e-11,15.8707,-2.59433e-12
0.00569345,195.953,-7.1535e-12,0.185947,5.59123e-16,196.139,-7.15294e-12,15.6911,-5.72235e-13
0.00575668,185.22,6.14508e-13,0.18621,5.46275e-16,185.406,6.15055e-13,14.8325,4.92044e-14
0.00581991,166.756,1.89049e-12,0.18644,5.11256e-16,166.943,1.891e-12,13.3554,1.5128e-13
0.00588312,141.671,-3.1115e-11,0.186628,5.19008e-16,141.857,-3.11145e-11,11.3486,-2.48916e-12
0.00594632,111.355,-1.27933e-11,0.186765,5.27193e-16,111.542,-1.27927e-11,8.92337,-1.02342e-12
0.00600952,77.4086,1.64432e-11,0.186847,5.03558e-16,77.5955,1.64437e-11,6.20764,1.31549e-12
0.00607271,41.5503,1.74603e-11,0.18687,4.96673e-16,41.7372,1.74608e-11,3.33897,1.39687e-12
0.0061359,5.53443,-9.91417e-12,0.186836,4.88216e-16,5.72126,-9.91368e-12,0.457701,-7.93094e-13
0.00619909,-28.9374,-2.0124e-11,0.186747,4.53251e-16,-28.7507,-2.01236e-11,-2.30005,-1.60989e-12
0.00626229,-60.2971,-2.25169e-11,0.186609,4.60894e-16,-60.1105,-2.25165e-11,-4.80884,-1.80132e-12
0.00632549,-87.1815,1.77359e-11,0.186431,4.68863e-16,-86.9951,1.77364e-11,-6.95961,1.41891e-12
0.0063887,-108.492,2.21879e-11,0.18622,4.78784e-16,-108.306,2.21884e-11,-8.66446,1.77507e-12
0.00645192,-123.439,2.31996e-11,0.185988,5.07732e-16,-123.253,2.32001e-11,-9.86024,1.85601e-12
0.00651515,-131.571,-5.26895e-12,0.185745,5.20688e-16,-131.385,-5.26843e-12,-10.5108,-4.21475e-13
0.00657839,-132.783,2.03985e-11,0.185504,5.17381e-16,-132.597,2.0399e-11,-10.6078,1.63192e-12
0.00664164,-127.312,1.92559e-11,0.185274,5.28982e-16,-127.127,1.92565e-11,-10.1701,1.54052e-12
0.0067049,-115.713,3.85893e-11,0.185064,5.51805e-16,-115.528,3.85899e-11,-9.24224,3.08719e-12
0.00676817,-98.8178,6.12196e-11,0.184884,5.82379e-16,-98.6329,6.12202e-11,-7.89063,4.89762e-12
0.00683145,-77.6843,7.15242e-12,0.184739,6.21085e-16,-77.4996,7.15304e-12,-6.19996,5.72243e-13
0.00689474,-53.535,2.32183e-11,0.184633,6.7226e-16,-53.3504,2.3219e-11,-4.26803,1.85752e-12
0.00695803,-27.6884,5.14018e-11,0.184569,7.15519e-16,-27.5039,5.14025e-11,-2.20031,4.1122e-12
0.00702132,-1.48858,8.20797e-12,0.184545,7.28746e-16,-1.30403,8.2087e-12,-0.104323,6.56696e-13
0.00708461,23.7647,2.78208e-11,0.184561,7.45606e-16,23.9492,2.78216e-11,1.91594,2.22573e-12
0.00714789,46.8798,3.11088e-11,0.184612,7.82686e-16,47.0644,3.11096e-11,3.76515,2.48877e-12
0.00721118,66.8298,9.92506e-12,0.184692,8.06104e-16,67.0145,9.92587e-12,5.36116,7.94069e-13
0.00727446,82.7981,2.98789e-12,0.184794,7.98732e-16,82.9829,2.98869e-12,6.63863,2.39095e-13
0.00733774,94.2104,2.91285e-11,0.184911,7.91901e-16,94.3953,2.91293e-11,7.55163,2.33034e-12
0.007401,100.754,2.35333e-11,0.185036,7.84095e-16,100.939,2.35341e-11,8.0751,1.88273e-12
0.00746427,102.38,3.5435e-12,0.185159,7.75801e-16,102.565,3.54427e-12,8.20522,2.83542e-13
0.00752752,99.2974,-2.72449e-12,0.185274,7.61381e-16,99.4827,-2.72373e-12,7.95861,-2.17898e-13
0.00759077,91.947,-2.73097e-11,0.185374,7.41811e-16,92.1324,-2.7309e-11,7.37059,-2.18472e-12
0.00765402,80.97,-2.11033e-11,0.185455,7.22295e-16,81.1554,-2.11026e-11,6.49243,-1.68821e-12
0.00771726,67.165,-5.69009e-11,0.185511,7.06249e-16,67.3505,-5.69002e-11,5.38804,-4.55202e-12
0.0077805,51.4396,-1.93946e-11,0.185542,6.77193e-16,51.6251,-1.93939e-11,4.13001,-1.55152e-12
0.00784374,34.7583,-1.61075e-11,0.185545,6.38487e-16,34.9438,-1.61068e-11,2.79551,-1.28855e-12
0.00790698,18.0893,-2.05731e-11,0.185522,6.20055e-16,18.2749,-2.05725e-11,1.46199,-1.6458e-12
0.00797022,2.3539,5.16001e-12,0.185475,6.0634e-16,2.53938,5.16062e-12,0.20315,4.12849e-13
0.00803346,-11.6205,1.37576e-11,0.185407,5.83301e-16,-11.4351,1.37582e-11,-0.914809,1.10066e-12
0.0080967,-23.1401,-9.20769e-12,0.185324,5.71266e-16,-22.9548,-9.20712e-12,-1.83638,-7.3657e-13
0.00815995,-31.6763,-3.40844e-11,0.18523,5.62267e-16,-31.491,-3.40838e-11,-2.51928,-2.72671e-12
0.00822321,-36.8877,1.31792e-11,0.185132,5.8097e-16,-36.7025,1.31798e-11,-2.9362,1.05438e-12
0.00828647,-38.6312,-9.26301e-13,0.185034,5.9707e-16,-38.4461,-9.25704e-13,-3.07569,-7.40563e-14
0.00834973,-36.9623,-2.04961e-13,0.184943,5.98859e-16,-36.7773,-2.04362e-13,-2.94219,-1.6349e-14
0.008413,-32.1248,2.11486e-11,0.184863,6.21736e-16,-31.94,2.11492e-11,-2.5552,1.69194e-12
0.00847627,-24.5311,1.71938e-11,0.1848,6.37728e-16,-24.3463,1.71944e-11,-1.9477,1.37556e-12
0.00853954,-14.7335,4.06966e-11,0.184755,6.62556e-16,-14.5487,4.06972e-11,-1.1639,3.25578e-12
0.00860281,-3.38949,5.10161e-11,0.18473,7.10532e-16,-3.20476,5.10168e-11,-0.25638,4.08135e-12
0.00866609,8.77782,4.82835e-12,0.184728,7.45768e-16,8.96255,4.82909e-12,0.717004,3.86327e-13
0.00872936,21.0216,-5.81083e-12,0.184746,7.79812e-16,21.2063,-5.81005e-12,1.69651,-4.64804e-13
0.00879264,32.613,6.59088e-11,0.184783,8.20958e-16,32.7977,6.59096e-11,2.62382,5.27277e-12
0.00885591,42.8805,5.1513e-11,0.184837,8.43401e-16,43.0654,5.15139e-11,3.44523,4.12111e-12
0.00891917,51.2455,2.53005e-11,0.184903,8.86932e-16,51.4304,2.53014e-11,4.11443,2.02411e-12
0.00898244,57.2503,5.03432e-11,0.184978,9.14253e-16,57.4353,5.03441e-11,4.59482,4.02753e-12
0.00904569,60.5803,2.07538e-11,0.185055,9.26993e-16,60.7654,2.07547e-11,4.86123,1.66038e-12
0.00910895,61.0768,5.3198e-12,0.185131,9.35395e-16,61.2619,5.32074e-12,4.90095,4.25659e-13
0.0091722,58.7408,2.49504e-11,0.1852,9.76432e-16,58.926,2.49514e-11,4.71408,1.99611e-12
0.00923544,53.7292,4.54059e-11,0.185259,9.87329e-16,53.9145,4.54069e-11,4.31316,3.63255e-12
0.00929868,46.3422,1.97539e-11,0.185302,1.00218e-15,46.5275,1.9755e-11,3.7222,1.5804e-12
0.00936192,37.0032,1.28871e-11,0.185327,1.0288e-15,37.1886,1.28881e-11,2.97509,1.03105e-12
0.00942515,26.2339,2.55747e-11,0.185332,1.01411e-15,26.4192,2.55757e-11,2.11354,2.04606e-12
0.00948838,14.6235,6.45161e-11,0.185316,9.98713e-16,14.8088,6.45171e-11,1.1847,5.16137e-12
0.00955162,2.79663,4.81557e-11,0.185279,1.0063e-15,2.98191,4.81567e-11,0.238553,3.85253e-12
0.00961485,-8.62045,3.07473e-11,0.185221,1.01579e-15,-8.43523,3.07483e-11,-0.674818,2.45986e-12
0.00967809,-19.0328,1.65117e-11,0.185146,1.01129e-15,-18.8476,1.65127e-11,-1.50781,1.32102e-12
0.00974133,-27.9069,1.39455e-11,0.185056,9.91394e-16,-27.7218,1.39465e-11,-2.21775,1.11572e-12
0.00980457,-34.7973,2.46554e-11,0.184954,9.93726e-16,-34.6124,2.46564e-11,-2.76899,1.97251e-12
0.00986782,-39.3678,2.33398e-11,0.184846,9.98659e-16,-39.183,2.33408e-11,-3.13464,1.86726e-12
0.00993107,-41.4065,1.60903e-11,0.184735,9.84835e-16,-41.2218,1.60913e-11,-3.29775,1.2873e-12
0.00999433,-40.8344,-3.05998e-11,0.184626,1.00186e-15,-40.6497,-3.05988e-11,-3.25198,-2.4479e-12
0.0100576,-37.7063,2.81611e-11,0.184523,1.00256e-15,-37.5218,2.81621e-11,-3.00174,2.25297e-12
0.0101209,-32.2059,4.29251e-11,0.184431,1.01416e-15,-32.0215,4.29261e-11,-2.56172,3.43409e-12
0.0101841,-24.6329,-9.21241e-12,0.184353,1.02544e-15,-24.4486,-9.21138e-12,-1.95589,-7.36911e-13
0.0102474,-15.3856,1.18233e-11,0.184291,1.04148e-15,-15.2014,1.18243e-11,-1.21611,9.45944e-13
0.0103107,-4.93802,1.27535e-11,0.184248,1.0668e-15,-4.75377,1.27545e-11,-0.380302,1.02036e-12
0.010374,6.18602,5.80388e-11,0.184223,1.09358e-15,6.37025,5.80399e-11,0.50962,4.64319e-12
0.0104372,17.4405,5.79316e-11,0.184218,1.11239e-15,17.6247,5.79327e-11,1.40998,4.63462e-12
0.0105005,28.2858,3.80882e-11,0.184232,1.13305e-15,28.47,3.80893e-11,2.2776,3.04715e-12
0.0105638,38.2156,8.3544e-12,0.184262,1.14893e-15,38.3998,8.35555e-12,3.07199,6.68444e-13
0.0106271,46.782,2.34519e-11,0.184305,1.16351e-15,46.9663,2.34531e-11,3.7573,1.87624e-12
0.0106904,53.6162,2.41022e-11,0.18436,1.16893e-15,53.8005,2.41034e-11,4.30404,1.92827e-12
0.0107536,58.445,8.92517e-12,0.184422,1.19506e-15,58.6295,8.92636e-12,4.69036,7.14109e-13
0.0108169,61.1018,4.84485e-12,0.184488,1.2136e-15,61.2863,4.84606e-12,4.90291,3.87685e-13
0.0108802,61.5316,-6.34126e-12,0.184553,1.23263e-15,61.7161,-6.34003e-12,4.93729,-5.07202e-13
0.0109434,59.7902,2.35706e-11,0.184615,1.26841e-15,59.9748,2.35719e-11,4.79799,1.88575e-12
0.0110067,56.0384,1.19109e-11,0.184669,1.2851e-15,56.2231,1.19122e-11,4.49785,9.52974e-13
0.01107,50.5302,4.07515e-11,0.184714,1.30874e-15,50.7149,4.07528e-11,4.05719,3.26022e-12
0.0111332,43.5972,5.01071e-12,0.184747,1.32061e-15,43.7819,5.01203e-12,3.50255,4.00963e-13
0.0111965,35.6295,-2.76087e-12,0.184766,1.31975e-15,35.8142,-2.75956e-12,2.86514,-2.20764e-13
0.0112597,27.0544,4.0644e-12,0.18477,1.31308e-15,27.2392,4.06571e-12,2.17913,3.25257e-13
0.011323,18.3137,8.17535e-12,0.18476,1.33205e-15,18.4984,8.17668e-12,1.47987,6.54135e-13
0.0113862,9.84108,-1.6616e-12,0.184736,1.33769e-15,10.0258,-1.66026e-12,0.802066,-1.32821e-13
0.0114495,2.04108,2.36677e-11,0.1847,1.36393e-15,2.22578,2.36691e-11,0.178063,1.89353e-12
0.0115127,-4.73054,1.06604e-11,0.184653,1.3958e-15,-4.54589,1.06618e-11,-0.363671,8.52948e-13
0.011576,-10.1827,2.98017e-11,0.184598,1.41174e-15,-9.99815,2.98031e-11,-0.799852,2.38425e-12
0.0116392,-14.1016,5.04951e-12,0.184537,1.42139e-15,-13.9171,5.05093e-12,-1.11337,4.04075e-13
0.0117025,-16.3585,-1.25566e-11,0.184474,1.4582e-15,-16.174,-1.25551e-11,-1.29392,-1.00441e-12
0.0117657,-16.9134,6.71741e-11,0.184411,1.48682e-15,-16.729,6.71756e-11,-1.33832,5.37405e-12
0.011829,-15.8141,8.35831e-12,0.18435,1.49457e-15,-15.6298,8.35981e-12,-1.25038,6.68784e-13
0.0118923,-13.1903,3.02627e-11,0.184295,1.51924e-15,-13.006,3.02642e-11,-1.04048,2.42114e-12
0.0119555,-9.24444,3.64463e-11,0.184248,1.55437e-15,-9.06019,3.64478e-11,-0.724816,2.91583e-12
0.0120188,-4.23842,6.76352e-11,0.18421,1.59399e-15,-4.05421,6.76367e-11,-0.324337,5.41094e-12
0.0120821,1.5217,1.58877e-11,0.184181,1.62804e-15,1.70589,1.58893e-11,0.136471,1.27115e-12
0.0121454,7.70314,-1.5342e-11,0.184163,1.66539e-15,7.8873,-1.53403e-11,0.630984,-1.22723e-12
0.0122086,13.9644,3.58572e-11,0.184156,1.70171e-15,14.1486,3.58589e-11,1.13189,2.86871e-12
0.0122719,19.9734,2.32827e-11,0.184159,1.73386e-15,20.1576,2.32844e-11,1.6126,1.86276e-12
0.0123352,25.4239,4.19082e-11,0.18417,1.76367e-15,25.6081,4.19099e-11,2.04865,3.35279e-12
0.0123984,30.0508,8.05009e-13,0.184188,1.77663e-15,30.235,8.06785e-13,2.4188,6.45428e-14
0.0124617,33.6419,4.51662e-12,0.184212,1.77722e-15,33.8261,4.5184e-12,2.70609,3.61472e-13
0.012525,36.0474,-1.89214e-11,0.184239,1.77787e-15,36.2317,-1.89197e-11,2.89853,-1.51357e-12
0.0125882,37.185,-1.76315e-11,0.184267,1.76167e-15,37.3692,-1.76297e-11,2.98954,-1.41038e-12
0.0126515,37.0415,1.77832e-11,0.184294,1.73939e-15,37.2258,1.7785e-11,2.97806,1.4228e-12
0.0127148,35.6715,-3.94686e-11,0.184317,1.74491e-15,35.8558,-3.94668e-11,2.86847,-3.15735e-12
0.012778,33.1916,9.06265e-12,0.184336,1.70941e-15,33.3759,9.06436e-12,2.67007,7.25149e-13
0.0128413,29.772,1.04409e-11,0.184348,1.69726e-15,29.9564,1.04426e-11,2.39651,8.35405e-13
0.0129046,25.6262,3.73604e-13,0.184353,1.66653e-15,25.8106,3.7527e-13,2.06485,3.00216e-14
0.0129678,20.9979,7.23563e-12,0.184349,1.65845e-15,21.1822,7.23729e-12,1.69458,5.78983e-13
0.0130311,16.1473,-2.81353e-11,0.184337,1.66463e-15,16.3316,-2.81336e-11,1.30653,-2.25069e-12
0.0130943,11.3371,-1.97009e-13,0.184317,1.65699e-15,11.5214,-1.95352e-13,0.921711,-1.56282e-14
0.0131576,6.81883,-1.58157e-11,0.18429,1.62348e-15,7.00312,-1.58141e-11,0.56025,-1.26513e-12
0.0132208,2.82003,-3.14889e-11,0.184256,1.63687e-15,3.00429,-3.14872e-11,0.240343,-2.51898e-12
0.0132841,-0.466791,-8.35267e-12,0.184217,1.6327e-15,-0.282574,-8.35103e-12,-0.0226059,-6.68083e-13
0.0133474,-2.89293,-4.22305e-13,0.184175,1.64636e-15,-2.70875,-4.20658e-13,-0.2167,-3.36527e-14
0.0134106,-4.35973,-1.6372e-11,0.184131,1.64338e-15,-4.1756,-1.63703e-11,-0.334048,-1.30963e-12
0.0134739,-4.8221,3.62872e-11,0.184086,1.66078e-15,-4.63801,3.62889e-11,-0.371041,2.90311e-12
0.0135371,-4.289,2.90796e-11,0.184043,1.6546e-15,-4.10495,2.90813e-11,-0.328396,2.3265e-12
0.0136004,-2.82119,5.18541e-11,0.184004,1.67146e-15,-2.63719,5.18557e-11,-0.210975,4.14846e-12
0.0136637,-0.526349,1.60192e-11,0.183969,1.67227e-15,-0.342381,1.60209e-11,-0.0273904,1.28167e-12
0.0137269,2.4482,3.38066e-11,0.183939,1.68469e-15,2.63214,3.38083e-11,0.210571,2.70466e-12
0.0137902,5.9245,3.22515e-11,0.183915,1.67244e-15,6.10841,3.22532e-11,0.488673,2.58025e-12
0.0138535,9.70434,1.62397e-12,0.183898,1.6951e-15,9.88824,1.62566e-12,0.791059,1.30053e-13
0.0139168,13.5804,2.20424e-11,0.183888,1.68284e-15,13.7642,2.2044e-11,1.10114,1.76352e-12
0.01398,17.3472,-1.58926e-11,0.183884,1.68724e-15,17.5311,-1.58909e-11,1.40249,-1.27127e-12
0.0140433,20.8125,-2.43631e-11,0.183885,1.66121e-15,20.9964,-2.43614e-11,1.67971,-1.94891e-12
0.0141066,23.8061,3.23771e-11,0.183891,1.65986e-15,23.99,3.23787e-11,1.9192,2.5903e-12
0.0141698,26.1889,2.42076e-11,0.183901,1.65807e-15,26.3728,2.42093e-11,2.10982,1.93674e-12
0.0142331,27.8586,1.56141e-11,0.183913,1.66891e-15,28.0425,1.56158e-11,2.2434,1.24926e-12
0.0142964,28.7542,4.47818e-11,0.183925,1.67699e-15,28.9381,4.47835e-11,2.31505,3.58268e-12
0.0143596,28.8577,4.57401e-11,0.183937,1.67975e-15,29.0417,4.57418e-11,2.32333,3.65935e-12
0.0144229,28.194,2.71912e-11,0.183947,1.68783e-15,28.3779,2.71929e-11,2.27024,2.17543e-12
0.0144862,26.8275,1.54717e-11,0.183955,1.70746e-15,27.0115,1.54734e-11,2.16092,1.23787e-12
0.0145494,24.8582,4.47964e-11,0.183958,1.72887e-15,25.0421,4.47981e-11,2.00337,3.58385e-12
0.0146127,22.4146,-5.37675e-11,0.183956,1.72095e-15,22.5986,-5.37658e-11,1.80789,-4.30127e-12
0.014676,19.6468,2.43872e-11,0.18395,1.74307e-15,19.8307,2.43889e-11,1.58646,1.95111e-12
0.0147392,16.7171,1.39964e-11,0.183938,1.77262e-15,16.9011,1.39982e-11,1.35209,1.11986e-12
0.0148025,13.7919,2.53806e-11,0.18392,1.80227e-15,13.9758,2.53824e-11,1.11806,2.03059e-12
