time,ID,r,z,u_r,u_z,rho,pressure,pairAr,pairAz,totalAr,totalAz
0.21,1048,0.632615,13.9989,0.0472694,-1.57137,978.834,0,-0.00070098,-0.0012564,-0.00070098,-9.81126
0.22,1048,0.633088,13.9827,0.0472624,-1.66949,977.562,0,-0.000705101,-0.00126373,-0.000705101,-9.81126
0.23,1048,0.63356,13.9655,0.0472553,-1.7676,976.298,0,-0.000709314,-0.00127122,-0.000709314,-9.81127
0.24,1048,0.634033,13.9474,0.0472482,-1.86571,975.042,0,-0.000713615,-0.00127917,-0.000713615,-9.81128
0.25,1048,0.634505,13.9282,0.0472411,-1.96383,973.794,0,-0.000717996,-0.00128807,-0.000717996,-9.81129
0.26,1048,0.634978,13.9081,0.0472339,-2.06194,972.552,0,-0.00072246,-0.00129713,-0.00072246,-9.8113
0.27,1048,0.63545,13.887,0.0472266,-2.16005,971.318,0,-0.000727003,-0.00130635,-0.000727003,-9.81131
0.28,1048,0.635922,13.8649,0.0472193,-2.25816,970.089,0,-0.000731623,-0.00131572,-0.000731623,-9.81132
0.29,1048,0.636394,13.8418,0.047212,-2.35628,968.867,0,-0.000736317,-0.00132526,-0.000736317,-9.81133
0.3,1048,0.636867,13.8178,0.0472046,-2.45439,967.651,0,-0.00074108,-0.00133499,-0.00074108,-9.81133
0.31,1048,0.637339,13.7927,0.0471972,-2.5525,966.44,0,-0.00074591,-0.00134493,-0.00074591,-9.81134
0.32,1048,0.637811,13.7667,0.0471897,-2.65062,965.235,0,-0.000750803,-0.00135505,-0.000750803,-9.81136
0.33,1048,0.638282,13.7397,0.0471821,-2.74873,964.034,0,-0.000755759,-0.00136535,-0.000755759,-9.81137
0.34,1048,0.638754,13.7117,0.0471746,-2.84685,962.839,0,-0.000760774,-0.00137583,-0.000760774,-9.81138
0.35,1048,0.639226,13.6828,0.0471669,-2.94496,961.649,0,-0.000765847,-0.00138647,-0.000765847,-9.81139
0.36,1048,0.639697,13.6528,0.0471592,-3.04307,960.463,0,-0.000770976,-0.00139728,-0.000770976,-9.8114
0.37,1048,0.640169,13.6219,0.0471515,-3.14119,959.282,0,-0.000776158,-0.00140823,-0.000776158,-9.81141
0.38,1048,0.640641,13.59,0.0471437,-3.2393,958.105,0,-0.000781392,-0.00141933,-0.000781392,-9.81142
0.39,1048,0.641112,13.5571,0.0471359,-3.33742,956.933,0,-0.000786681,-0.00143058,-0.000786681,-9.81143
0.4,1048,0.641583,13.5233,0.047128,-3.43553,955.765,0,-0.000792013,-0.00144325,-0.000792013,-9.81144
0.41,1048,0.642054,13.4884,0.04712,-3.53364,954.601,0,-0.000797389,-0.00145655,-0.000797389,-9.81146
0.42,1048,0.642526,13.4526,0.047112,-3.63176,953.441,0,-0.000802811,-0.00146996,-0.000802811,-9.81147
0.43,1048,0.642997,13.4158,0.047104,-3.72987,952.285,0,-0.000808278,-0.00148352,-0.000808278,-9.81148
0.44,1048,0.643468,13.378,0.0470959,-3.82799,951.133,0,-0.000813787,-0.00149723,-0.000813787,-9.8115
0.45,1048,0.643939,13.3392,0.0470877,-3.9261,949.985,0,-0.000819336,-0.00151108,-0.000819336,-9.81151
0.46,1048,0.644409,13.2995,0.0470795,-4.02422,948.84,0,-0.000824924,-0.00152505,-0.000824924,-9.81153
0.47,1048,0.64488,13.2587,0.0470712,-4.12233,947.7,0,-0.00083055,-0.00153915,-0.00083055,-9.81154
0.48,1048,0.645351,13.217,0.0470629,-4.22045,946.562,0,-0.00083621,-0.00155337,-0.00083621,-9.81155
0.49,1048,0.645821,13.1743,0.0470545,-4.31857,945.429,0,-0.000841905,-0.00156768,-0.000841905,-9.81157
0.5,1048,0.646292,13.1306,0.047046,-4.41668,944.298,0,-0.000847631,-0.0015821,-0.000847631,-9.81158
0.51,1048,0.646762,13.086,0.0470375,-4.5148,943.172,0,-0.000853388,-0.0015966,-0.000853388,-9.8116
0.52,1048,0.647233,13.0404,0.047029,-4.61291,942.048,0,-0.000859173,-0.00161119,-0.000859173,-9.81161
0.53,1048,0.647703,12.9937,0.0470203,-4.71103,940.928,0,-0.000864984,-0.00162585,-0.000864984,-9.81163
0.54,1048,0.648173,12.9461,0.0470117,-4.80915,939.812,0,-0.00087082,-0.00164057,-0.00087082,-9.81164
0.55,1048,0.648643,12.8975,0.0470029,-4.90726,938.698,0,-0.000876681,-0.00165536,-0.000876681,-9.81166
0.56,1048,0.649113,12.848,0.0469941,-5.00538,937.588,0,-0.000882564,-0.0016702,-0.000882564,-9.81167
0.57,1048,0.649583,12.7974,0.0469853,-5.1035,936.481,0,-0.000891475,-0.00168801,-0.000891475,-9.81169
0.58,1048,0.650053,12.7459,0.0469763,-5.20161,935.377,0,-0.000910823,-0.00171597,-0.000910823,-9.81172
0.59,1048,0.650523,12.6934,0.0469671,-5.29973,934.277,0,-0.000930046,-0.00174376,-0.000930046,-9.81174
0.6,1048,0.650992,12.6399,0.0469577,-5.39785,933.179,0,-0.000949147,-0.00177138,-0.000949147,-9.81177
0.61,1048,0.651462,12.5855,0.0469481,-5.49597,932.085,0,-0.000968013,-0.00180579,-0.000968013,-9.81181
0.62,1048,0.651931,12.53,0.0469383,-5.59408,930.993,0,-0.000986719,-0.00184051,-0.000986719,-9.81184
0.63,1048,0.652401,12.4736,0.0469283,-5.6922,929.905,0,-0.00100527,-0.00187493,-0.00100527,-9.81187
0.64,1048,0.65287,12.4162,0.0469182,-5.79032,928.82,0,-0.00102368,-0.00190904,-0.00102368,-9.81191
0.65,1048,0.653339,12.3578,0.0469079,-5.88844,927.737,0,-0.00104195,-0.00194284,-0.00104195,-9.81194
0.66,1048,0.653808,12.2984,0.0468974,-5.98656,926.658,0,-0.00106006,-0.00197633,-0.00106006,-9.81198
0.67,1048,0.654277,12.238,0.0468867,-6.08468,925.582,0,-0.00107804,-0.00200951,-0.00107804,-9.81201
0.68,1048,0.654746,12.1767,0.0468758,-6.1828,924.508,0,-0.00109588,-0.00204238,-0.00109588,-9.81204
0.69,1048,0.655214,12.1144,0.0468647,-6.28092,923.438,0,-0.00111358,-0.00207495,-0.00111358,-9.81207
0.7,1048,0.655683,12.0511,0.0468535,-6.37904,922.37,0,-0.00113115,-0.0021072,-0.00113115,-9.81211
0.71,1048,0.656151,11.9868,0.0468421,-6.47716,921.306,0,-0.0011486,-0.00213914,-0.0011486,-9.81214
0.72,1048,0.65662,11.9215,0.0468306,-6.57528,920.244,0,-0.00116591,-0.00217078,-0.00116591,-9.81217
0.73,1048,0.657088,11.8553,0.0468188,-6.67341,919.185,0,-0.00118303,-0.00220189,-0.00118303,-9.8122
0.74,1048,0.657556,11.7881,0.0468069,-6.77153,918.13,0,-0.00120002,-0.00223266,-0.00120002,-9.81223
0.75,1048,0.658024,11.7199,0.0467948,-6.86965,917.077,0,-0.00121689,-0.00226314,-0.00121689,-9.81226
0.76,1048,0.658492,11.6507,0.0467826,-6.96777,916.027,0,-0.00123366,-0.00229332,-0.00123366,-9.81229
0.77,1048,0.65896,11.5805,0.0467701,-7.0659,914.98,0,-0.00125031,-0.0023232,-0.00125031,-9.81232
0.78,1048,0.659427,11.5094,0.0467575,-7.16402,913.936,0,-0.00126686,-0.00235279,-0.00126686,-9.81235
0.79,1048,0.659895,11.4372,0.0467448,-7.26214,912.895,0,-0.0012833,-0.00238208,-0.0012833,-9.81238
0.8,1048,0.660362,11.3641,0.0467319,-7.36027,911.857,0,-0.00129962,-0.00241108,-0.00129962,-9.81241
0.81,1048,0.66083,11.29,0.0467188,-7.45839,910.823,0,-0.00131585,-0.00243977,-0.00131585,-9.81244
0.82,1048,0.661297,11.2149,0.0467056,-7.55652,909.792,0,-0.00133196,-0.00246817,-0.00133196,-9.81247
0.83,1048,0.661764,11.1389,0.0466922,-7.65464,908.765,0,-0.00134797,-0.00249625,-0.00134797,-9.8125
0.84,1048,0.662231,11.0619,0.0466786,-7.75277,907.742,0,-0.00136387,-0.002524,-0.00136387,-9.81252
0.85,1048,0.662697,10.9838,0.0466649,-7.85089,906.724,0,-0.00137966,-0.00255142,-0.00137966,-9.81255
0.86,1048,0.663164,10.9048,0.046651,-7.94902,905.712,0,-0.00139535,-0.00257851,-0.00139535,-9.81258
0.87,1048,0.66363,10.8249,0.046637,-8.04714,904.707,0,-0.00141093,-0.00260526,-0.00141093,-9.81261
0.88,1048,0.664097,10.7439,0.0466228,-8.14527,903.711,0,-0.0014264,-0.00263168,-0.0014264,-9.81263
0.89,1048,0.664563,10.6619,0.0466085,-8.2434,902.727,0,-0.00144176,-0.00265776,-0.00144176,-9.81266
0.9,1048,0.665029,10.579,0.046594,-8.34152,901.761,0,-0.00145701,-0.00268349,-0.00145701,-9.81268
0.91,1048,0.665495,10.4951,0.0465793,-8.43965,900.819,0,-0.00147214,-0.00270885,-0.00147214,-9.81271
0.92,1048,0.66596,10.4102,0.0465645,-8.53778,899.914,0,-0.00148713,-0.00273383,-0.00148713,-9.81273
0.93,1048,0.666426,10.3244,0.0465496,-8.6359,899.069,0,-0.00150196,-0.00275838,-0.00150196,-9.81276
0.94,1048,0.666891,10.2375,0.0465345,-8.73403,898.322,0,-0.00151659,-0.00278241,-0.00151659,-9.81278
0.95,1048,0.667357,10.1497,0.0465192,-8.83216,897.744,0,-0.0015308,-0.00280535,-0.0015308,-9.81281
0.96,1048,0.667822,10.0609,0.0465039,-8.93029,897.469,0,-0.00154321,-0.00282336,-0.00154321,-9.81282
0.97,1048,0.668287,9.97107,0.0464885,-9.02842,897.766,0,-0.00153275,-0.00271414,-0.00153275,-9.81271
0.98,1048,0.668752,9.8803,0.0464741,-9.12653,899.197,0,-0.00125556,0.00236277,-0.00125556,-9.80764
0.99,1048,0.669216,9.78854,0.0464637,-9.22444,903.002,0,-0.00175384,0.0620803,-0.00175384,-9.74792
1,1048,0.669681,9.69582,0.0464671,-9.32047,911.864,0,-0.0308604,0.458494,-0.0308604,-9.35151
1.01,1048,0.670152,9.60231,0.0465828,-9.34405,930.362,0,-1.56315,18.4726,-1.56315,8.66259
1.02,1048,0.67045,9.51021,-0.0177363,-8.91637,960.827,0,-20.1749,92.3835,-20.1749,82.5735
1.03,1048,0.668809,9.42612,-0.404988,-7.75348,993.684,0,-69.613,151.574,-69.613,141.764
1.04,1048,0.664102,9.35403,-0.0912471,-6.82308,1010.54,170734,-122.694,54.9618,131.714,45.1518
1.05,1048,0.667971,9.28498,0.550279,-7.21092,1003.06,48394.7,-104.068,-63.1656,-31.8381,-72.9756
1.06,1048,0.670322,9.20899,-0.112604,-7.92013,999.946,0,-63.1587,-18.7395,-63.1587,-28.5495
1.07,1048,0.667966,9.12961,-0.173911,-7.86194,1004.71,74955.3,-69.6206,38.3093,42.0679,28.4993
1.08,1048,0.668582,9.05211,0.253417,-7.70809,1004.59,73055.9,-89.2586,1.70595,19.5121,-8.10405
1.09,1048,0.671046,8.97379,0.153589,-8.00907,1002.47,39036.1,-88.4494,-28.3719,-30.4205,-38.1819
1.1,1048,0.671351,8.89243,-0.0365364,-8.18283,1002.26,35636,-49.2022,19.2816,3.75942,9.47162
1.11,1048,0.67168,8.81168,0.121904,-7.945,1001.69,26627.3,-25.9439,28.8586,13.632,19.0486
1.12,1048,0.672995,8.73244,0.127503,-7.94383,999.548,0,0.285545,2.0311,0.285545,-7.7789
1.13,1048,0.674258,8.65258,0.123089,-8.02604,999.226,0,-1.70653,3.03074,-1.70653,-6.77926
1.14,1048,0.675273,8.57215,0.0662567,-8.03671,999.936,0,-9.17588,17.0995,-9.17588,7.28946
1.15,1048,0.675979,8.49229,0.117446,-7.93835,1001.17,18383.6,-14.3966,14.4231,12.7672,4.61308
1.16,1048,0.677491,8.41293,0.146154,-7.94623,1000.63,9960.84,-20.4866,7.77819,-5.79335,-2.03181
1.17,1048,0.678672,8.33347,0.096688,-7.93598,1000.82,12870.8,-22.7386,12.778,-3.78938,2.96799
1.18,1048,0.679474,8.2541,0.0654598,-7.95402,1001.09,17176.4,-27.0634,5.26739,-1.81198,-4.54261
1.19,1048,0.680054,8.17449,0.0503883,-7.95027,1001.3,20417.8,-31.9646,14.0424,-1.97967,4.2324
1.2,1048,0.680519,8.09514,0.0550302,-7.92049,1001.72,27202.8,-35.1113,14.424,4.79348,4.614
1.21,1048,0.681361,8.01626,0.107352,-7.84571,1001.95,30757.8,-43.0209,19.3815,2.03303,9.57151
1.22,1048,0.682459,7.93816,0.116966,-7.7928,1001.84,28981.1,-38.6475,9.9081,3.74042,0.0981021
1.23,1048,0.683809,7.8603,0.142136,-7.76896,1001.47,23118.4,-35.3791,13.7101,-1.6204,3.90008
1.24,1048,0.685111,7.78264,0.123412,-7.78342,1000.99,15608.7,-21.9261,3.20253,0.833971,-6.60747
1.25,1048,0.686441,7.70452,0.138752,-7.82352,1001.17,18398.8,-27.923,12.2654,-1.15109,2.45541
1.26,1048,0.687679,7.62659,0.108304,-7.75825,1001.56,24607.2,-37.3617,15.6037,-1.63456,5.79368
1.27,1048,0.688803,7.54917,0.127293,-7.7316,1002.87,45359.6,-61.6535,12.8066,4.01117,2.9966
1.28,1048,0.690234,7.47222,0.150853,-7.63842,1002.37,37512.8,-53.7633,23.5448,0.455881,13.7348
1.29,1048,0.691775,7.39643,0.161294,-7.52932,1001.77,27890.6,-38.5292,18.2203,1.71703,8.41028
1.3,1048,0.693452,7.32155,0.168939,-7.45016,1001.35,21232,-30.9517,15.9989,-0.375135,6.18889
1.31,1048,0.695121,7.24722,0.167607,-7.42863,1001.24,19506,-27.5814,9.12455,0.44516,-0.685455
1.32,1048,0.696829,7.1729,0.172298,-7.43088,1001.24,19511.3,-27.999,10.7044,-0.0335176,0.894358
1.33,1048,0.698525,7.09867,0.167115,-7.41398,1001.13,17817.1,-25.6775,11.6877,-0.199635,1.8777
1.34,1048,0.700223,7.02461,0.174062,-7.39692,1001.42,22345.3,-31.1069,12.3754,0.759701,2.56541
1.35,1048,0.701988,6.95085,0.178128,-7.34908,1001.65,25980.6,-36.247,16.0757,0.702239,6.2657
1.36,1048,0.703806,6.87769,0.186434,-7.28374,1001.92,30288.9,-42.0961,16.2747,0.857311,6.46469
1.37,1048,0.705719,6.80517,0.195158,-7.21684,1001.96,31015.3,-43.5483,17.5784,0.314064,7.76841
1.38,1048,0.707693,6.73338,0.200343,-7.14351,1001.78,28087,-38.6011,15.5987,1.01646,5.78866
1.39,1048,0.709726,6.6622,0.205033,-7.09744,1001.43,22489,-31.6395,13.7215,0.00224588,3.91146
1.4,1048,0.711784,6.59141,0.206112,-7.05737,1001.29,20263.7,-28.1922,14.5155,0.240155,4.70547
1.41,1048,0.713843,6.52114,0.206096,-6.99243,1001.6,25244.5,-35.1054,17.7187,0.202269,7.90869
1.42,1048,0.715931,6.45163,0.212633,-6.90869,1002.33,36748.9,-50.7834,18.7946,0.427672,8.98459
1.43,1048,0.718097,6.383,0.221298,-6.81538,1002.47,38996.8,-52.592,19.1195,1.58012,9.30948
1.44,1048,0.72034,6.31536,0.224603,-6.71053,1001.9,30014.6,-42.3201,21.4362,-0.731876,11.6262
1.45,1048,0.722586,6.24876,0.224268,-6.61265,1001.62,25546.3,-34.3127,16.8126,0.984013,7.00258
1.46,1048,0.724838,6.18294,0.226298,-6.55875,1001.5,23679.8,-33.0666,14.0966,-0.446564,4.28656
1.47,1048,0.727102,6.11755,0.225873,-6.51912,1001.45,22838.7,-31.1297,13.8186,0.235446,4.00858
1.48,1048,0.729346,6.05257,0.222841,-6.47528,1001.29,20345.4,-28.3801,14.2729,-0.52063,4.46295
1.49,1048,0.731562,5.98804,0.22036,-6.42967,1001.45,22841.1,-31.2987,14.6955,-0.121487,4.88553
1.5,1048,0.733755,5.92401,0.218525,-6.37335,1001.67,26312.2,-36.1203,16.5591,-0.320301,6.74911
1.51,1048,0.735933,5.86065,0.21704,-6.29767,1001.84,29024.7,-38.871,17.2651,0.495847,7.45514
1.52,1048,0.738115,5.79801,0.218884,-6.23225,1001.65,26066.9,-36.2722,15.9715,-1.01501,6.16148
1.53,1048,0.740281,5.73595,0.213725,-6.18291,1001.23,19301,-26.1504,13.6313,-0.109801,3.82127
1.54,1048,0.742389,5.67429,0.206598,-6.14809,1001,15696.7,-21.8201,13.2141,-0.697611,3.40413
1.55,1048,0.744419,5.61303,0.200327,-6.09987,1001.47,23134.8,-31.9362,16.5524,-0.903978,6.74236
1.56,1048,0.746408,5.55241,0.199382,-6.02101,1002.13,33681.1,-44.7989,18.8912,0.229408,9.08121
1.57,1048,0.7484,5.49272,0.198943,-5.91279,1002.22,35019.5,-45.846,21.3246,0.843029,11.5146
1.58,1048,0.7504,5.43416,0.199892,-5.79956,1001.8,28407.4,-39.0653,20.6661,-1.27704,10.8561
1.59,1048,0.752362,5.37666,0.193791,-5.7083,1001.49,23423.3,-31.8124,17.304,-0.725546,7.49396
1.6,1048,0.754287,5.31985,0.189866,-5.65942,1001.29,20251.9,-26.3603,12.7846,0.454387,2.97459
1.61,1048,0.756173,5.26341,0.186867,-5.62705,1001.15,18085.9,-24.3354,12.8059,-0.445184,2.99593
1.62,1048,0.758011,5.20733,0.181983,-5.58934,1001.21,19105.2,-25.8873,14.5465,-0.713501,4.73655
1.63,1048,0.759818,5.15166,0.179645,-5.54181,1001.46,23003,-29.5043,14.3077,0.725998,4.49773
1.64,1048,0.761621,5.0965,0.180486,-5.48982,1001.51,23880.4,-32.4542,15.539,-1.14694,5.72902
1.65,1048,0.763418,5.04185,0.178288,-5.44448,1001.24,19536.3,-25.0054,13.0287,0.553443,3.21869
1.66,1048,0.765202,4.98752,0.177052,-5.42303,1000.84,13268.9,-17.2089,10.6214,0.116922,0.811414
1.67,1048,0.766952,4.93336,0.174073,-5.40836,1000.92,14423.6,-18.6795,11.5125,0.109594,1.70254
1.68,1048,0.768675,4.87941,0.170308,-5.37757,1001.31,20675,-27.0758,14.5529,-0.214135,4.74289
1.69,1048,0.770379,4.82591,0.170724,-5.31701,1001.67,26320.5,-34.7071,17.5783,-0.598463,7.76831
1.7,1048,0.772085,4.77316,0.170886,-5.22941,1001.69,26604.8,-33.5551,18.4511,0.84521,8.6411
1.71,1048,0.773792,4.72131,0.170925,-5.14475,1001.46,23067.1,-29.6382,17.0691,0.128788,7.2591
1.72,1048,0.775486,4.67018,0.166711,-5.08401,1001.17,18351.7,-25.7137,15.7151,-2.07647,5.90513
1.73,1048,0.777137,4.61958,0.161987,-5.03752,1001.09,17173.5,-21.8205,13.9468,0.253804,4.13679
1.74,1048,0.778757,4.56942,0.161952,-4.99235,1001.2,18836.9,-23.552,14.554,0.607539,4.74405
1.75,1048,0.780354,4.51977,0.157533,-4.93759,1001.3,20470.8,-27.8792,15.6847,-1.68051,5.87474
1.76,1048,0.781917,4.47065,0.154624,-4.88811,1001.29,20385.2,-24.6745,13.3933,1.36256,3.58331
1.77,1048,0.783454,4.42193,0.153199,-4.85962,1000.88,13838,-18.5847,11.4187,-0.937465,1.60867
1.78,1048,0.784944,4.37341,0.148336,-4.85006,1000.7,10934.7,-14.3395,10.5997,-0.41859,0.789729
1.79,1048,0.78639,4.32494,0.144093,-4.84269,1000.89,13957.2,-18.209,10.9657,-0.47623,1.15571
1.8,1048,0.787835,4.27662,0.144218,-4.81731,1001.3,20551,-25.4974,13.8228,0.55403,4.01276
1.81,1048,0.789279,4.22869,0.144371,-4.76562,1001.38,21735.9,-27.7882,15.9882,-0.287115,6.17816
1.82,1048,0.79076,4.1813,0.152697,-4.71315,1001.36,21408.3,-25.8545,13.9727,1.18191,4.16269
1.83,1048,0.792283,4.13439,0.155953,-4.67272,1001.17,18465.2,-22.7946,13.2368,0.484468,3.42678
1.84,1048,0.793867,4.08782,0.161741,-4.64353,1001.09,17098.8,-22.4105,13.0819,-0.895165,3.2719
1.85,1048,0.795527,4.04155,0.168315,-4.60644,1001.29,20358,-23.9342,13.7193,1.62339,3.90932
1.86,1048,0.797302,3.99568,0.187668,-4.56761,1001.54,24259.1,-27.7397,13.8317,2.64008,4.02166
1.87,1048,0.799258,3.9502,0.204891,-4.53187,1001.31,20581.7,-25.1206,12.641,0.596708,2.83096
1.88,1048,0.801395,3.90497,0.220227,-4.51566,1000.92,14448.7,-18.0131,10.5618,-0.000207755,0.751795
1.89,1048,0.80367,3.85984,0.233721,-4.51297,1000.78,12328.8,-14.7148,9.06208,0.613759,-0.747922
1.9,1048,0.806105,3.81466,0.251358,-4.51875,1001.07,16885.8,-18.9259,10.4502,1.99909,0.640184
1.91,1048,0.808694,3.76955,0.266753,-4.50212,1001.25,19718.3,-22.2222,11.832,2.13025,2.02201
1.92,1048,0.811474,3.72463,0.291826,-4.48197,1001.3,20561.6,-23.158,11.9504,2.14766,2.14039
1.93,1048,0.814502,3.67994,0.309574,-4.45614,1001.08,17039.1,-18.8322,11.8306,2.06482,2.02064
1.94,1048,0.817688,3.63547,0.329586,-4.43699,1001.15,18105,-18.8013,11.924,3.31495,2.11398
1.95,1048,0.821099,3.59125,0.351573,-4.40479,1001.26,19865.6,-23.7678,14.2087,0.395641,4.3987
1.96,1048,0.824684,3.54742,0.366985,-4.36145,1001.37,21633.9,-23.2188,13.6124,2.97829,3.80241
1.97,1048,0.828497,3.50398,0.395422,-4.32694,1001.3,20525.9,-22.276,12.8343,2.46667,3.02435
1.98,1048,0.832516,3.46087,0.407677,-4.29848,1000.9,14199.4,-17.191,11.9099,-0.15043,2.09993
1.99,1048,0.836647,3.41796,0.4198,-4.28412,1000.93,14663.6,-15.8806,11.583,1.62968,1.77301
2,1048,0.840929,3.37523,0.434439,-4.26153,1001.02,16092.7,-18.0443,12.2864,1.07293,2.47643
2.01,1048,0.8453,3.33274,0.441325,-4.23573,1001.03,16281.5,-18.4608,12.3946,0.780538,2.58463
2.02,1048,0.849787,3.29052,0.454809,-4.20745,1001,15667.9,-17.3787,12.9655,1.0404,3.15551
2.03,1048,0.854357,3.24859,0.457032,-4.17723,1000.83,13113.1,-15.3547,12.6709,-0.0189002,2.86091
2.04,1048,0.858962,3.20699,0.465858,-4.13952,1001.04,16300.3,-17.9178,15.0029,1.03931,5.19286
2.05,1048,0.863642,3.16589,0.468328,-4.07706,1001.08,16952.8,-19.8305,16.8583,-0.222137,7.04835
2.06,1048,0.868325,3.12547,0.468432,-4.00835,1001.02,16112.9,-18.5474,16.4764,-0.0100883,6.66636
2.07,1048,0.872997,3.08573,0.464713,-3.93806,1000.87,13645.9,-16.6557,17.1227,-1.03815,7.31274
2.08,1048,0.877573,3.0467,0.449931,-3.87108,1000.74,11569.8,-14.5522,16.2275,-1.37807,6.41749
2.09,1048,0.882023,3.00832,0.439379,-3.80078,1000.82,12827.2,-16.0705,17.5088,-1.53939,7.69876
2.1,1048,0.886305,2.97069,0.415921,-3.72865,1000.7,10950.4,-14.7937,15.974,-2.4472,6.16397
2.110677,1048,0.89062,2.93122,0.392512,-3.66527,1000.65,10272.5,-13.632,15.8277,-2.10541,6.01769
2.120274,1048,0.89427,2.8963,0.367933,-3.61423,1000.58,9152.75,-12.4199,14.0043,-2.19097,4.19426
2.130809,1048,0.898047,2.85848,0.350691,-3.56332,1000.76,11995.6,-14.8884,15.9585,-1.54114,6.14848
2.14064,1048,0.901419,2.82374,0.335818,-3.50462,1000.78,12302.4,-14.9037,14.9933,-1.26661,5.18333
2.150327,1048,0.904622,2.79004,0.325619,-3.4527,1000.79,12477.2,-14.716,15.6274,-0.934252,5.81741
2.160272,1048,0.907818,2.75598,0.317787,-3.39803,1000.77,12089.3,-14.0165,14.8664,-0.709896,5.0564
2.170272,1048,0.910971,2.72225,0.313106,-3.34764,1000.84,13175.2,-14.6874,15.0393,-0.236689,5.22932
2.180272,1048,0.914082,2.68903,0.30935,-3.29604,1000.86,13456.5,-15.1664,14.5716,-0.457724,4.76156
2.190272,1048,0.917159,2.65629,0.305667,-3.25342,1000.81,12787.1,-14.3631,13.6809,-0.432382,3.87088
2.200272,1048,0.920188,2.62394,0.30041,-3.21774,1000.78,12323.9,-13.7299,13.0453,-0.347556,3.23535
2.210272,1048,0.923183,2.59192,0.298784,-3.18652,1000.86,13495.7,-14.7691,12.9531,-0.162922,3.14311
2.220272,1048,0.926167,2.56021,0.298604,-3.1566,1000.91,14390.1,-15.3586,12.5983,0.164513,2.78833
2.230272,1048,0.929158,2.52878,0.299462,-3.1293,1000.91,14373.8,-15.3763,12.406,0.0792615,2.59601
2.240272,1048,0.932162,2.49761,0.301822,-3.10604,1000.94,14804.8,-15.5404,11.9606,0.326897,2.15058
2.250272,1048,0.9352,2.46665,0.305991,-3.08595,1001,15692.7,-16.2504,11.6169,0.512901,1.80691
2.260272,1048,0.938287,2.43587,0.311572,-3.0713,1001.01,15876.3,-16.3103,10.929,0.593142,1.11896
2.270272,1048,0.941434,2.40521,0.317892,-3.0629,1000.98,15360.5,-15.6375,10.3556,0.662639,0.545613
2.280272,1048,0.944645,2.37459,0.324318,-3.06061,1000.97,15208.7,-15.4293,9.72156,0.655085,-0.0884398
2.290272,1048,0.947924,2.34397,0.331802,-3.06375,1000.99,15628.1,-15.6286,9.30254,0.84168,-0.507456
2.300272,1048,0.951285,2.31331,0.340593,-3.07038,1001,15696.9,-15.5715,9.01965,0.912856,-0.790346
