dx/h :,0.5
dy/h :,0.5
L2normdrhodt,dx,dy,Ncol,Nrow
26.2243,0.5,0.5,50,50

t,1
x,y,,rho,drhodt,pressure,,u,v,,dudt,dvdt
-1.5,-1.5,,1000.14,1.2401,3084.52,,0,0,,0,0
-1.5,-1,,1002.81,9.83061,64052.7,,0,0,,0,0
-1.5,-0.5,,1006.13,16.6662,140885,,0,0,,0,0
-1.5,0,,1007.19,17.7654,165670,,0,0,,0,0
-1.5,0.5,,1007.25,28.4156,167190,,0,0,,0,0
-1.5,1,,1007.39,36.1119,170509,,0,0,,0,0
-1.5,1.5,,1006.96,24.4234,160295,,0,0,,0,0
-1.5,2,,1005.69,8.33319,130707,,0,0,,0,0
-1.5,2.5,,1006.16,11.8902,141553,,0,0,,0,0
-1.5,3,,1006.81,18.3837,156934,,0,0,,0,0
-1.5,3.5,,1006.58,18.5607,151401,,0,0,,0,0
-1.5,4,,1006.18,8.42734,142070,,0,0,,0,0
-1.5,4.5,,1005.64,1.15283,129540,,0,0,,0,0
-1.5,5,,1004.72,4.13141,108080,,0,0,,0,0
-1.5,5.5,,1004.93,11.2217,112803,,0,0,,0,0
-1.5,6,,1005,8.85591,114594,,0,0,,0,0
-1.5,6.5,,1004.54,-1.46039,103789,,0,0,,0,0
-1.5,7,,1004.56,-6.26135,104341,,0,0,,0,0
-1.5,7.5,,1004.62,-5.96408,105725,,0,0,,0,0
-1.5,8,,1004.38,-0.853831,100033,,0,0,,0,0
-1.5,8.5,,1004.18,3.97349,95531.6,,0,0,,0,0
-1.5,9,,1004.07,4.23233,92988.8,,0,0,,0,0
-1.5,9.5,,1003.99,4.04325,91218.3,,0,0,,0,0
-1.5,10,,1004.08,2.84823,93213.7,,0,0,,0,0
-1.5,10.5,,1004.01,-0.704805,91460.5,,0,0,,0,0
-1.5,11,,1003.76,0.0476565,85738.4,,0,0,,0,0
-1.5,11.5,,1003.48,4.90575,79303.7,,0,0,,0,0
-1.5,12,,1003.26,6.44819,74248.7,,0,0,,0,0
-1.5,12.5,,1003.13,6.31922,71233.9,,0,0,,0,0
-1.5,13,,1002.95,7.21126,67223.1,,0,0,,0,0
-1.5,13.5,,1002.88,2.8805,65556.9,,0,0,,0,0
-1.5,14,,1002.94,-3.49545,66898.9,,0,0,,0,0
-1.5,14.5,,1002.71,-3.23237,61629.5,,0,0,,0,0
-1.5,15,,1002.32,0.67267,52716.7,,0,0,,0,0
-1.5,15.5,,1002.26,4.84608,51292.8,,0,0,,0,0
-1.5,16,,1002.15,5.39999,48800.9,,0,0,,0,0
-1.5,16.5,,1001.92,0.331515,43542.6,,0,0,,0,0
-1.5,17,,1001.89,-0.0742796,42898.7,,0,0,,0,0
-1.5,17.5,,1001.64,6.16931,37273,,0,0,,0,0
-1.5,18,,1001.2,8.55656,27137.1,,0,0,,0,0
-1.5,18.5,,1001.48,6.39873,33527,,0,0,,0,0
-1.5,19,,1002.05,10.0462,46603,,0,0,,0,0
-1.5,19.5,,1000.97,12.9939,22033.4,,0,0,,0,0
-1.5,20,,1000.33,-0.768711,7390.46,,0,0,,0,0
-1.5,20.5,,1002.31,-5.16306,52463.3,,0,0,,0,0
-1.5,21,,1002.52,18.6983,57345.2,,0,0,,0,0
-1.5,21.5,,998.99,26.4583,-22728.8,,0,0,,0,0
-1.5,22,,997.199,3.6125,-62680.3,,0,0,,0,0
-1.5,22.5,,998.705,-32.057,-29105.7,,0,0,,0,0
-1.5,23,,999.705,-51.6309,-6645.51,,0,0,,0,0
-1,-1.5,,1003.06,9.74751,69649.7,,0,0,,0,0
-1,-1,,1012.96,32.7915,304118,,0,0,,0,0
-1,-0.5,,1020.17,42.7761,483640,,0,0,,0,0
-1,0,,1019.09,34.0458,456086,,0,0,,0,0
-1,0.5,,1018.4,41.8716,438793,,0,0,,0,0
-1,1,,1019.56,60.175,468216,,0,0,,0,0
-1,1.5,,1018.48,42.4576,440929,,0,0,,0,0
-1,2,,1016.51,19.2837,391476,,0,0,,0,0
-1,2.5,,1016.64,8.77563,394781,,0,0,,0,0
-1,3,,1018.51,24.9869,441576,,0,0,,0,0
-1,3.5,,1017.48,28.3553,415665,,0,0,,0,0
-1,4,,1017.69,6.89044,421072,,0,0,,0,0
-1,4.5,,1016.73,-6.88144,396915,,0,0,,0,0
