time,ID,r,z,u_r,u_z,rho,pressure,pairAr,pairAz,totalAr,totalAz
0.68,858,4.58215,6.31394,0.966903,-4.07472,1001.84,43502.2,1.5209,7.29827,10.9973,-2.51173
0.69,858,4.59233,6.27314,1.06632,-4.07986,1002.64,62586.5,-5.2729,10.4367,8.31974,0.626666
0.7,858,4.60332,6.23236,1.12147,-4.0796,1003,71261.8,-13.4572,8.16378,1.97697,-1.64622
0.71,858,4.61451,6.19144,1.10485,-4.10781,1002.88,68319,-19.6968,6.36566,-4.93402,-3.44434
0.72,858,4.62525,6.15021,1.03984,-4.13352,1002.71,64307.6,-20.0591,8.674,-6.19312,-1.136
0.73,858,4.6354,6.10888,0.997985,-4.12695,1002.82,67055.6,-15.6685,11.8093,-1.24329,1.9993
0.74,858,4.64545,6.06771,1.02377,-4.10864,1003.32,78948.4,-10.6905,10.4296,6.24812,0.619596
0.75,858,4.6561,6.0266,1.11497,-4.11881,1003.7,88175.6,-7.55303,7.33151,11.3148,-2.47849
0.76,858,4.66784,5.98527,1.23613,-4.14752,1003.65,86795.9,-6.36511,7.42221,12.1618,-2.38779
0.77,858,4.68079,5.94372,1.3488,-4.15802,1003.13,74437.7,-5.90674,10.3142,9.94642,0.504155
0.78,858,4.69471,5.90221,1.42812,-4.14006,1002.43,57671.9,-6.66554,12.3684,5.58911,2.5584
0.79,858,4.70918,5.86094,1.4565,-4.11597,1001.74,41176.9,-8.72857,11.5042,0.00021274,1.6942
0.8,858,4.72365,5.81981,1.43052,-4.1165,1001.27,30075.5,-10.9908,7.45874,-4.6319,-2.35126
0.81,858,4.73768,5.77844,1.37301,-4.16557,1001.1,26030.2,-11.6353,2.44157,-6.14707,-7.36843
0.82,858,4.75113,5.73635,1.32174,-4.25628,1001.26,29822.6,-9.6157,-0.128776,-3.34667,-9.93878
0.83,858,4.76426,5.6933,1.31198,-4.35097,1001.55,36572.6,-6.1838,1.54198,1.48079,-8.26802
0.84,858,4.77753,5.64945,1.34753,-4.41216,1001.75,41491.9,-3.60501,5.83424,5.0646,-3.97576
0.85,858,4.79128,5.6052,1.40441,-4.43077,1001.8,42498.2,-3.07836,9.7577,5.77565,-0.052301
0.86,858,4.80559,5.56093,1.4544,-4.42084,1001.8,42643.5,-4.91544,11.5534,3.94232,1.74339
0.87,858,4.82029,5.51682,1.48049,-4.40095,1001.91,45120.2,-8.02035,11.9611,1.32233,2.15109
0.88,858,4.83513,5.47292,1.48453,-4.37905,1002.16,51245.7,-10.7189,12.1255,-0.143188,2.31552
0.89,858,4.84996,5.42923,1.4828,-4.35946,1002.54,60242.1,-12.3142,11.2097,0.0754957,1.39965
0.9,858,4.86481,5.38568,1.49008,-4.35652,1002.9,68957.9,-12.708,8.76606,1.42573,-1.04394
0.91,858,4.87981,5.342,1.51262,-4.38383,1003.28,77971.1,-12.8971,5.44083,3.02894,-4.36917
0.92,858,4.89511,5.2979,1.54895,-4.43958,1003.58,85174.7,-13.2248,3.57537,4.11307,-6.23463
0.93,858,4.91082,5.2532,1.59435,-4.49934,1003.8,90477.9,-13.3975,4.67316,4.95697,-5.13684
0.94,858,4.92703,5.208,1.64816,-4.53389,1003.84,91404.7,-12.6931,8.22308,5.78769,-1.58692
0.95,858,4.94381,5.16265,1.70878,-4.53035,1003.75,89343,-11.8028,11.8751,6.20129,2.06512
0.96,858,4.9612,5.11748,1.76879,-4.50129,1003.63,86375.9,-11.7587,12.9805,5.58857,3.17049
0.97,858,4.97915,5.07261,1.81814,-4.47435,1003.56,84674.2,-12.7286,11.832,4.21684,2.02204
0.98,858,4.99752,5.02794,1.85363,-4.46195,1003.52,83805.5,-13.6965,10.6642,3.01403,0.854246
0.99,858,5.01619,4.98335,1.88044,-4.45763,1003.48,82798.5,-13.9983,9.98047,2.45065,0.17047
1,858,5.03512,4.93878,1.90404,-4.45767,1003.29,78273.4,-13.2743,9.74693,2.22016,-0.0630679
1.01,858,5.05427,4.89419,1.92546,-4.46097,1003.04,72193.8,-12.2138,9.2441,2.02665,-0.565901
1.02,858,5.07362,4.84955,1.94409,-4.46779,1002.77,65829.7,-11.2731,9.29836,1.66594,-0.511643
1.03,858,5.09314,4.80485,1.95982,-4.46969,1002.63,62524.8,-10.7184,10.0696,1.52565,0.25961
1.04,858,5.11281,4.76019,1.97579,-4.46238,1002.63,62447.3,-10.4833,10.8209,1.69854,1.01092
1.05,858,5.13266,4.71562,1.99455,-4.45152,1002.73,64919.2,-10.574,10.7496,2.03979,0.939552
1.06,858,5.15271,4.67113,2.01588,-4.44758,1002.89,68592,-11.1251,9.50006,2.14835,-0.309936
1.07,858,5.17298,4.62662,2.03688,-4.45725,1003.06,72606,-11.9749,8.24862,2.01797,-1.56138
1.08,858,5.19345,4.58195,2.0565,-4.47639,1003.26,77562.6,-12.8836,7.69072,2.00258,-2.11928
1.09,858,5.21412,4.53709,2.07822,-4.49678,1003.51,83553.1,-13.5298,7.88263,2.43856,-1.92737
1.1,858,5.23503,4.49203,2.1071,-4.51419,1003.84,91429.8,-13.9822,8.18622,3.41602,-1.62378
1.11,858,5.25629,4.44682,2.14654,-4.5253,1004.17,99376.2,-14.4105,9.28994,4.41715,-0.520059
1.12,858,5.27799,4.40157,2.1938,-4.52115,1004.46,106485,-15.1737,11.0972,4.91188,1.28723
1.13,858,5.30018,4.35647,2.24272,-4.49459,1004.62,110391,-15.9659,13.6592,4.76598,3.84919
1.14,858,5.32283,4.31175,2.28772,-4.44708,1004.7,112197,-16.7238,14.7379,4.25602,4.92789
1.15,858,5.34591,4.26754,2.32701,-4.39466,1004.66,111162,-17.0647,14.8867,3.63285,5.07665
1.16,858,5.36936,4.22383,2.36181,-4.35014,1004.64,110805,-16.9529,12.9699,3.5883,3.15989
1.17,858,5.39316,4.18046,2.39901,-4.32607,1004.59,109464,-16.2657,11.1819,3.93846,1.37191
1.18,858,5.41736,4.13723,2.44153,-4.32176,1004.58,109373,-15.4073,9.08813,4.69006,-0.721866
1.19,858,5.44201,4.09397,2.48975,-4.33091,1004.49,107165,-14.7723,8.62958,4.83185,-1.18042
1.2,858,5.46714,4.05061,2.53531,-4.34112,1004.39,104688,-14.8009,8.9139,4.26402,-0.896097
1.21,858,5.49269,4.00718,2.57162,-4.34191,1004.23,100854,-15.3071,10.2785,2.97704,0.46854
1.22,858,5.51853,3.96381,2.59557,-4.33108,1004.14,98723.1,-15.7363,11.3613,2.07933,1.55128
1.23,858,5.54458,3.9206,2.61355,-4.30919,1004.11,97963.3,-15.9297,12.1299,1.66628,2.31993
1.24,858,5.5708,3.87762,2.63129,-4.28633,1004.16,99206,-15.6281,11.9443,2.10636,2.1343
1.25,858,5.59723,3.83486,2.65539,-4.2661,1004.26,101588,-15.3117,11.2283,2.76098,1.41829
1.26,858,5.62393,3.79226,2.68627,-4.2565,1004.36,103921,-14.9518,10.6412,3.44637,0.831185
1.27,858,5.65097,3.74974,2.72189,-4.2468,1004.46,106533,-15.1414,10.5902,3.62703,0.780198
1.28,858,5.67837,3.70731,2.75744,-4.23676,1004.55,108487,-15.5077,11.5784,3.51119,1.76837
1.29,858,5.70611,3.66506,2.79057,-4.21389,1004.68,111817,-16.3566,12.0223,3.1481,2.21231
1.3,858,5.73417,3.62302,2.82083,-4.19257,1004.81,114984,-16.9906,12.5827,2.9658,2.77269
1.31,858,5.76253,3.58124,2.85025,-4.16726,1005.04,120383,-17.7899,11.4839,2.99607,1.6739
1.32,858,5.79119,3.53962,2.88154,-4.15685,1005.18,123752,-18.0296,11.5933,3.22947,1.78332
1.33,858,5.82017,3.49813,2.91655,-4.14323,1005.39,128884,-18.1696,10.2676,3.85607,0.457567
1.34,858,5.84954,3.4567,2.95919,-4.14272,1005.46,130738,-17.7235,11.3683,4.50512,1.55825
1.35,858,5.87937,3.41536,3.00836,-4.12761,1005.66,135531,-17.599,10.8583,5.3233,1.04833
1.36,858,5.90973,3.37413,3.06417,-4.11596,1005.73,137163,-17.6252,13.3847,5.45231,3.57466
1.37,858,5.94065,3.33316,3.119,-4.07861,1005.91,141523,-18.2184,13.1974,5.46454,3.38739
1.38,858,5.97211,3.29254,3.17186,-4.04521,1005.86,140344,-18.7103,15.6517,4.65277,5.84169
1.39,858,6.00405,3.25237,3.21587,-3.99211,1005.88,140959,-19.1789,14.0897,4.1611,4.27966
1.4,858,6.03641,3.21263,3.25478,-3.95688,1005.69,136219,-19.2889,15.375,3.14969,5.56505
1.41,858,6.06911,3.1733,3.28516,-3.91408,1005.64,135019,-19.1231,12.4858,2.999,2.6758
1.42,858,6.10211,3.13425,3.31535,-3.89831,1005.45,130350,-18.6991,13.2584,2.54668,3.44845
1.43,858,6.1354,3.0954,3.34305,-3.87599,1005.44,130098,-18.0534,10.7914,3.03636,0.98138
1.44,858,6.16899,3.05667,3.37561,-3.87071,1005.34,127662,-17.6883,12.7446,2.89599,2.93463
1.45,858,6.2029,3.0181,3.40653,-3.84635,1005.39,128991,-17.4332,11.7614,3.25056,1.95141
1.46,858,6.23712,2.97973,3.43921,-3.82665,1005.41,129447,-17.8874,14.0482,2.75519,4.23819
1.47,858,6.27165,2.94166,3.46671,-3.78979,1005.52,132149,-18.2143,12.9842,2.74092,3.17425
1.48,858,6.30646,2.90391,3.49369,-3.76007,1005.64,135058,-18.984,14.2687,2.31171,4.45871
1.49,858,6.34151,2.8665,3.5176,-3.7229,1005.73,137296,-19.0293,13.0944,2.49763,3.28439
1.5,858,6.37682,2.82944,3.5435,-3.69019,1005.87,140632,-19.4561,14.0421,2.46892,4.23207
1.51,858,6.41238,2.79273,3.56927,-3.65205,1005.87,140734,-19.1511,13.7028,2.66799,3.89279
1.52,858,6.44821,2.75641,3.59617,-3.61029,1006.04,144887,-19.6646,13.9841,2.66974,4.17409
1.53,858,6.4843,2.7205,3.62261,-3.57262,1006.02,144304,-19.5152,13.7714,2.60596,3.96141
1.54,858,6.52065,2.68498,3.648,-3.53123,1006.26,150239,-20.219,12.4093,2.67805,2.59929
1.55,858,6.55727,2.64978,3.67381,-3.50819,1006.19,148505,-20.0208,12.7258,2.48716,2.91578
1.56,858,6.59412,2.61487,3.69781,-3.47212,1006.45,154745,-20.5353,10.8325,2.78141,1.02254
1.57,858,6.63124,2.58021,3.72436,-3.4558,1006.28,150701,-20.0341,13.1634,2.54986,3.35345
1.58,858,6.66861,2.54588,3.74936,-3.40687,1006.53,156778,-20.1945,10.994,3.16285,1.18401
1.59,858,6.70625,2.5119,3.77972,-3.38243,1006.3,151101,-19.4913,14.6604,2.89902,4.85042
1.6,858,6.74419,2.47839,3.80716,-3.31635,1006.52,156657,-19.6669,10.8863,3.41102,1.07626
1.61,858,6.78242,2.44531,3.83697,-3.29241,1006.22,149266,-19.3703,14.7469,2.50137,4.93692
1.62,858,6.8209,2.4127,3.85689,-3.22656,1006.41,153863,-19.9088,9.02139,2.50511,-0.788609
1.63,858,6.85957,2.38043,3.87513,-3.21962,1006.08,145704,-19.9293,13.4064,1.1835,3.59642
1.64,858,6.89836,2.34849,3.88237,-3.16336,1006.27,150365,-20.1277,6.9934,1.53378,-2.8166
1.65,858,6.93725,2.31678,3.89357,-3.16846,1005.98,143269,-19.7458,13.1515,0.783641,3.34153
1.66,858,6.97622,2.28537,3.90021,-3.10756,1006.21,148893,-19.3607,6.50443,1.85051,-3.30557
1.67,858,7.01531,2.25421,3.91705,-3.11109,1006.01,144175,-18.8831,13.9216,1.5456,4.11162
1.68,858,7.05455,2.22342,3.93246,-3.0408,1006.29,151033,-18.4804,5.90011,2.79491,-3.90989
1.69,858,7.09401,2.1929,3.95872,-3.04849,1006.22,149100,-18.434,13.803,2.45391,3.99296
1.7,858,7.13372,2.16274,3.98238,-2.97693,1006.5,156038,-18.2526,4.79536,3.47948,-5.01464
1.71,858,7.17371,2.13283,4.01409,-2.98882,1006.47,155382,-18.6635,14.1568,2.85724,4.34682
1.72,858,7.21398,2.1033,4.04045,-2.90866,1006.66,160017,-18.4456,4.58385,3.58919,-5.22615
1.73,858,7.25455,2.07407,4.07248,-2.91954,1006.63,159303,-18.97,14.4735,2.84442,4.66351
1.74,858,7.29541,2.04525,4.09899,-2.83773,1006.72,161346,-18.3614,3.55356,3.60708,-6.25644
1.75,858,7.33658,2.01667,4.13261,-2.85949,1006.74,161818,-18.7293,13.423,3.17951,3.61304
1.76,858,7.37806,1.9884,4.16455,-2.786,1006.76,162438,-17.6305,2.44327,4.23805,-7.36673
1.77,858,7.41992,1.96032,4.20631,-2.81149,1006.86,164847,-17.9204,13.8139,4.14511,4.00391
1.78,858,7.46219,1.93257,4.24847,-2.72849,1006.79,163151,-16.6377,3.35333,5.07852,-6.45667
1.79,858,7.50492,1.90511,4.29785,-2.743,1006.91,166021,-17.1726,14.8978,4.79727,5.08782
1.8,858,7.54814,1.87809,4.34488,-2.65305,1006.67,160295,-15.8994,3.6021,5.19626,-6.2079
1.81,858,7.59184,1.85137,4.39386,-2.67103,1006.77,162740,-16.6695,13.9165,4.62242,4.10646
1.82,858,7.636,1.82501,4.43816,-2.59514,1006.42,153995,-15.3555,2.27711,4.68292,-7.53289
1.83,858,7.68061,1.79881,4.48209,-2.62571,1006.58,157961,-16.2569,12.7431,4.17483,2.93308
1.84,858,7.72563,1.77284,4.52304,-2.55927,1006.21,148877,-14.8102,1.87246,4.34148,-7.93754
1.85,858,7.77108,1.747,4.56546,-2.59096,1006.5,155953,-15.6978,12.7824,4.24106,2.9724
1.86,858,7.81695,1.72138,4.60917,-2.52419,1006.11,146627,-14.0099,2.30142,4.63374,-7.50858
1.87,858,7.86327,1.6959,4.6564,-2.554,1006.5,156064,-14.8131,12.6032,4.90597,2.7932
1.88,858,7.91009,1.67063,4.70794,-2.49247,1006.06,145186,-12.9954,2.31707,5.24866,-7.49293
1.89,858,7.95744,1.64545,4.76206,-2.52554,1006.51,156264,-13.8457,11.8558,5.66479,2.04583
1.9,858,8.00535,1.62042,4.82127,-2.47426,1005.98,143292,-12.0951,2.12914,5.69805,-7.68086
1.91,858,8.05385,1.59541,4.88007,-2.51232,1006.51,156259,-13.1072,10.9237,6.16907,1.11374
1.92,858,8.10297,1.57046,4.94457,-2.47298,1005.9,141455,-11.4456,2.02024,5.90921,-7.78976
1.93,858,8.15272,1.54545,5.00658,-2.51353,1006.54,156952,-12.5014,10.4684,6.62505,0.658438
1.94,858,8.20313,1.52046,5.07693,-2.47827,1005.84,139875,-10.7685,3.11667,6.18396,-6.69333
1.95,858,8.25423,1.49545,5.14343,-2.50773,1006.54,157149,-11.6894,11.3872,7.22544,1.57719
1.96,858,8.30604,1.47056,5.22035,-2.46539,1005.7,136439,-9.953,5.11728,6.38043,-4.69272
1.97,858,8.35858,1.44577,5.28922,-2.47978,1006.42,153994,-10.8275,12.2082,7.47849,2.39824
1.98,858,8.41186,1.42118,5.36796,-2.43407,1005.42,129733,-9.31873,6.82935,6.02076,-2.98065
1.99,858,8.46586,1.39677,5.43306,-2.43577,1006.16,147711,-10.2591,12.9001,7.08193,3.09013
2,858,8.52055,1.37265,5.50718,-2.38535,1005.09,121769,-9.10135,9.03394,5.11739,-0.776065
2.01,858,8.5759,1.34883,5.56476,-2.36841,1005.89,141183,-9.85118,14.2236,6.51521,4.41363
2.02,858,8.63189,1.32543,5.63488,-2.30712,1004.83,115296,-8.63805,11.9986,4.6548,2.18864
2.03,858,8.6885,1.30253,5.69039,-2.26695,1005.65,135323,-8.97637,15.7595,6.51109,5.9495
2.04,858,8.74575,1.28021,5.76111,-2.19471,1004.61,110035,-7.80294,15.126,4.72083,5.31596
2.05,858,8.80363,1.25855,5.81652,-2.13241,1005.39,129003,-8.21271,16.9718,6.36214,7.16185
2.06,858,8.86213,1.23761,5.88399,-2.05487,1004.4,104952,-7.31144,17.6761,4.47949,7.86613
2.07,858,8.92121,1.21745,5.93516,-1.979,1005.1,121995,-7.84644,17.1545,5.75883,7.34445
2.08,858,8.98086,1.19802,5.99597,-1.90682,1004.21,100495,-6.89511,19.3259,4.24778,9.51592
2.09,858,9.04105,1.17938,6.04416,-1.82518,1004.83,115488,-7.32701,16.7759,5.38529,6.96586
2.1,858,9.10178,1.16146,6.10103,-1.76141,1004.08,97209.3,-6.27037,20.805,4.36651,10.995
2.11,858,9.16302,1.14432,6.14929,-1.67433,1004.58,109334,-6.61306,16.4341,5.26465,6.62409
2.12,858,9.22478,1.12786,6.20339,-1.61935,1003.91,93174.5,-5.64454,21.8736,4.41657,12.0636
2.13,858,9.28704,1.11216,6.24879,-1.53286,1004.26,101530,-6.25148,15.3731,4.63463,5.56313
2.14,858,9.34976,1.09705,6.29377,-1.49426,1003.67,87301,-5.50947,22.0824,3.79366,12.2724
2.15,858,9.41288,1.08257,6.33004,-1.41545,1003.92,93286.6,-6.35668,13.8807,3.5152,4.07074
2.16,858,9.47635,1.06854,6.36358,-1.39452,1003.43,81501,-5.39139,22.3284,3.17971,12.5184
2.17,858,9.54014,1.05505,6.39388,-1.31955,1003.63,86351.9,-6.05172,12.9933,2.96699,3.18334
2.18,858,9.60422,1.04193,6.42261,-1.30952,1003.2,76173,-4.84282,22.9272,3.06305,13.1172
2.19,858,9.66859,1.0293,6.4507,-1.23512,1003.36,79979.2,-5.61052,12.3239,2.63382,2.51393
2.2,858,9.73323,1.01698,6.47494,-1.235,1002.99,71086.5,-4.46822,23.35,2.81348,13.54
2.21,858,9.7981,1.00509,6.4992,-1.16286,1003.14,74578.5,-5.41253,11.508,2.17519,1.698
2.22,858,9.8632,0.99344,6.51906,-1.17279,1002.83,67290.9,-4.15683,23.7826,2.64631,13.9726
2.23,858,9.9285,0.982178,6.5421,-1.10103,1002.98,70728.1,-4.99363,11.0583,2.10897,1.24827
2.24,858,9.99403,0.971123,6.56196,-1.11607,1002.71,64419.8,-3.76838,24.4473,2.66,14.6373
2.25,858,10.0598,0.960446,6.58577,-1.04207,1002.85,67618.5,-4.46143,10.9279,2.24115,1.11787
2.26,858,10.1257,0.949971,6.60748,-1.05932,1002.59,61432.3,-3.42744,25.0133,2.62385,15.2033
2.27,858,10.1919,0.939874,6.63248,-0.984226,1002.7,64075.7,-3.75678,10.6747,2.51319,0.864688
2.28,858,10.2584,0.92996,6.65826,-1.00491,1002.44,57795.5,-2.90889,25.3401,2.71139,15.5301
2.29,858,10.3251,0.920411,6.68574,-0.930288,1002.51,59475.4,-2.88809,10.3429,2.85778,0.532908
2.3,858,10.3921,0.911017,6.71513,-0.954536,1002.27,53836.5,-2.64113,25.6329,2.52765,15.8229
2.31,858,10.4594,0.901976,6.74235,-0.879927,1002.33,55290.6,-2.30254,10.1295,2.97137,0.319457
2.32,858,10.527,0.893076,6.77439,-0.906169,1002.12,50122.3,-2.47325,25.9035,2.27802,16.0935
2.33,858,10.5948,0.884522,6.80226,-0.831594,1002.17,51442.2,-1.54221,9.9298,3.30268,0.119795
2.34,858,10.6631,0.876093,6.83933,-0.860257,1001.96,46515.1,-2.15591,25.9743,2.19781,16.1643
2.35,858,10.7316,0.867991,6.86855,-0.788004,1002,47405,-0.798409,9.50834,3.61011,-0.301658
2.36,858,10.8005,0.859977,6.90983,-0.820781,1001.84,43510.6,-1.84026,26.0662,2.18094,16.2562
2.37,858,10.8697,0.852264,6.94048,-0.750231,1001.84,43502.7,-0.121193,9.20029,3.87366,-0.609712
2.38,858,10.9393,0.844613,6.98511,-0.785681,1001.73,40975.3,-1.54965,26.3366,2.18957,16.5266
2.39,858,11.0093,0.837253,7.0168,-0.715612,1001.66,39377.7,0.462132,8.96786,4.03295,-0.842138
2.4,858,11.0797,0.829935,7.06321,-0.753736,1001.61,38176.8,-1.22268,26.6427,2.21741,16.8327
2.41,858,11.1505,0.822893,7.09488,-0.68515,1001.45,34171.1,0.872373,8.54849,3.93249,-1.26151
