time,ID,r,z,u_r,u_z,rho,pressure,pairAr,pairAz,totalAr,totalAz
0.73,666,13.8733,6.82725,0.488551,-1.83969,1000.53,4156.16,1.08631,8.13245,1.38573,-1.67755
0.74,666,13.8783,6.80873,0.499778,-1.86892,1000.44,3448.67,0.809783,6.83301,1.05817,-2.97699
0.75,666,13.8833,6.78985,0.508028,-1.91093,1000.27,2134.51,0.44695,4.38096,0.600654,-5.42904
0.76,666,13.8884,6.77043,0.512199,-1.97606,1000.16,1254.62,0.21907,2.97435,0.309391,-6.83565
0.77,666,13.8936,6.75031,0.514386,-2.05073,1000.1,793.838,0.10072,1.87255,0.157851,-7.93745
0.78,666,13.8987,6.7294,0.515926,-2.13121,1000.12,944.92,0.104836,2.28583,0.172814,-7.52417
0.79,666,13.9039,6.70772,0.518346,-2.20233,1000.2,1553.04,0.217948,3.24232,0.329625,-6.56768
0.8,666,13.9091,6.6854,0.522792,-2.26041,1000.38,2952.42,0.412923,5.70393,0.625109,-4.10607
0.81,666,13.9143,6.66262,0.530338,-2.29292,1000.48,3733.53,0.611312,7.35223,0.879507,-2.45777
0.82,666,13.9197,6.63959,0.540309,-2.31071,1000.69,5453.33,0.890047,10.2442,1.28155,0.434222
0.83,666,13.9252,6.61652,0.554076,-2.30259,1000.69,5452.32,1.06158,10.8033,1.45286,0.993264
0.84,666,13.9308,6.59354,0.569173,-2.29322,1000.85,6706.6,1.37177,12.8025,1.85278,2.99254
0.85,666,13.9366,6.57075,0.588051,-2.26635,1000.75,5937.31,1.47437,12.0253,1.90008,2.21528
0.86,666,13.9425,6.54817,0.607013,-2.24994,1000.87,6839.1,1.78944,13.317,2.27954,3.50695
0.87,666,13.9487,6.52583,0.629651,-2.22039,1000.75,5922.31,1.798,12.1271,2.22226,2.3171
0.88,666,13.9551,6.50372,0.651285,-2.20329,1000.87,6875.76,2.05062,13.451,2.54289,3.641
0.89,666,13.9618,6.48186,0.676033,-2.17146,1000.78,6137.1,1.94035,12.4692,2.37957,2.65917
0.9,666,13.9686,6.46026,0.698736,-2.1497,1000.92,7235.49,2.09351,14.0868,2.61102,4.27683
0.91,666,13.9758,6.43896,0.723829,-2.11074,1000.83,6567.91,1.91859,13.2283,2.38815,3.41833
0.92,666,13.9831,6.41801,0.746519,-2.08157,1000.97,7648.92,2.05513,14.8554,2.60161,5.04536
0.93,666,13.9907,6.39743,0.771619,-2.0363,1000.87,6814.77,1.91542,13.6658,2.40209,3.85575
0.94,666,13.9985,6.37723,0.794564,-2.00566,1000.95,7500.46,2.08124,14.5929,2.61654,4.78293
0.95,666,14.0066,6.35739,0.8197,-1.96708,1000.8,6284.26,1.93438,12.5634,2.38269,2.75336
0.96,666,14.0149,6.33781,0.841965,-1.95209,1000.78,6158.67,1.99575,12.1702,2.43484,2.3602
0.97,666,14.0235,6.31837,0.864511,-1.94155,1000.6,4689.31,1.7107,9.46034,2.04489,-0.34966
0.98,666,14.0322,6.29889,0.882672,-1.95888,1000.51,3995.58,1.58713,8.29319,1.87173,-1.51681
0.99,666,14.0411,6.27918,0.899283,-1.98508,1000.38,2961.88,1.23612,6.14547,1.44699,-3.66453
1,666,14.0502,6.25912,0.911903,-2.02967,1000.34,2649.58,1.10662,5.76483,1.29514,-4.04517
1.01,666,14.0593,6.23861,0.923828,-2.07325,1000.33,2575.14,0.92411,5.24859,1.10721,-4.56141
1.02,666,14.0686,6.21765,0.934532,-2.11846,1000.4,3163.14,0.985132,6.43885,1.20988,-3.37115
1.03,666,14.078,6.19631,0.946937,-2.1491,1000.46,3606.94,1.02082,7.05851,1.27691,-2.75149
1.04,666,14.0876,6.17469,0.960226,-2.17315,1000.6,4689.81,1.23725,9.14168,1.56995,-0.668316
1.05,666,14.0973,6.15294,0.976515,-2.17691,1000.61,4828.64,1.33184,9.61845,1.67416,-0.191549
1.06,666,14.1071,6.13116,0.993614,-2.17799,1000.75,5934.53,1.59853,11.7065,2.01889,1.89651
1.07,666,14.1172,6.10948,1.01407,-2.15966,1000.7,5531.96,1.66123,11.4255,2.05281,1.61549
1.08,666,14.1274,6.08795,1.03457,-2.147,1000.82,6467.9,1.95706,12.999,2.41451,3.18904
1.09,666,14.1379,6.06662,1.05857,-2.1202,1000.72,5642.91,1.95673,11.7987,2.35557,1.98872
1.1,666,14.1486,6.04549,1.08138,-2.10894,1000.76,6002.46,2.17166,12.2106,2.59558,2.40059
1.11,666,14.1595,6.02449,1.10615,-2.09511,1000.61,4827.29,1.97329,10.0184,2.314,0.20843
1.12,666,14.1707,6.00351,1.1272,-2.1058,1000.55,4341.08,1.91115,9.08423,2.21732,-0.725769
1.13,666,14.182,5.98237,1.14695,-2.12502,1000.41,3238.06,1.47949,6.67412,1.70771,-3.13588
1.14,666,14.1936,5.96093,1.1613,-2.16713,1000.32,2506.87,1.18382,5.58226,1.36039,-4.22774
1.15,666,14.2053,5.93902,1.17274,-2.21589,1000.28,2165.85,0.793337,4.41176,0.945763,-5.39824
1.16,666,14.217,5.91658,1.18082,-2.27197,1000.28,2191.3,0.611208,4.83654,0.765296,-4.97346
1.17,666,14.2289,5.89362,1.18837,-2.31901,1000.35,2716.3,0.596638,5.48917,0.787473,-4.32083
1.18,666,14.2408,5.87024,1.1974,-2.35616,1000.5,3896.24,0.880924,7.95313,1.15438,-1.85687
1.19,666,14.2528,5.84661,1.21116,-2.36708,1000.58,4593.96,1.2965,9.43616,1.61863,-0.373842
1.2,666,14.2651,5.82294,1.23017,-2.36412,1000.82,6449.23,2.0953,12.8716,2.54703,3.0616
1.21,666,14.2775,5.79947,1.25844,-2.32919,1000.83,6492.98,2.61522,13.5042,3.06961,3.69425
1.22,666,14.2902,5.77636,1.291,-2.29297,1001.03,8073.92,3.51585,16.144,4.08027,6.33404
1.23,666,14.3034,5.75374,1.33239,-2.23428,1000.91,7159.08,3.60344,14.9273,4.10351,5.11732
1.24,666,14.3169,5.73161,1.37189,-2.19337,1000.99,7766.22,4.02521,15.738,4.56712,5.92798
1.25,666,14.3308,5.70994,1.41466,-2.14614,1000.8,6311.83,3.46017,13.1433,3.90025,3.33332
1.26,666,14.3451,5.68859,1.44917,-2.12733,1000.77,6061.33,3.26219,12.6184,3.6844,2.80839
1.27,666,14.3598,5.66742,1.48153,-2.11187,1000.61,4831.18,2.42749,10.0679,2.76372,0.257862
1.28,666,14.3747,5.64627,1.50473,-2.12065,1000.57,4446.28,2.00246,9.56572,2.3116,-0.244283
1.29,666,14.3899,5.62503,1.52466,-2.13058,1000.49,3888.47,1.42908,8.11805,1.69917,-1.69195
1.3,666,14.4052,5.60362,1.53949,-2.15248,1000.5,3953.28,1.20499,8.56779,1.47929,-1.24221
1.31,666,14.4207,5.58203,1.55342,-2.16693,1000.5,3907.52,1.06328,8.17004,1.33412,-1.63996
1.32,666,14.4363,5.56027,1.56672,-2.18445,1000.56,4419.06,1.15993,9.43237,1.46586,-0.377626
1.33,666,14.452,5.53841,1.58189,-2.18889,1000.56,4379.11,1.26491,9.20966,1.56775,-0.600337
1.34,666,14.4679,5.51648,1.59811,-2.19725,1000.62,4873.6,1.51608,10.3746,1.85272,0.564643
1.35,666,14.484,5.49453,1.61696,-2.19537,1000.57,4475.66,1.58052,9.46695,1.88935,-0.34305
1.36,666,14.5003,5.47253,1.63556,-2.20554,1000.57,4468.46,1.73718,9.68866,2.04517,-0.121344
1.37,666,14.5167,5.45045,1.65526,-2.21456,1000.48,3810.75,1.60106,8.01412,1.86344,-1.79588
1.38,666,14.5334,5.42818,1.67256,-2.24189,1000.41,3253.47,1.57064,7.32965,1.79441,-2.48035
1.39,666,14.5502,5.40561,1.68919,-2.27479,1000.36,2805.19,1.32853,5.71453,1.52125,-4.09547
1.4,666,14.5671,5.38263,1.70316,-2.32242,1000.28,2225.74,1.2757,5.15853,1.42844,-4.65147
1.41,666,14.5842,5.35916,1.71685,-2.37215,1000.3,2372.91,1.16082,4.60727,1.32347,-5.20273
1.42,666,14.6015,5.33518,1.73012,-2.42418,1000.31,2456.68,1.35099,5.35575,1.51919,-4.45425
1.43,666,14.6188,5.31073,1.74612,-2.4654,1000.39,3088.27,1.48073,6.08485,1.6919,-3.72515
1.44,666,14.6364,5.28591,1.76431,-2.49716,1000.52,4112.59,2.01542,8.49339,2.29626,-1.31661
1.45,666,14.6542,5.26089,1.7888,-2.50375,1000.6,4704.34,2.26058,9.75324,2.58142,-0.0567632
1.46,666,14.6722,5.23587,1.81581,-2.49852,1000.81,6394.35,2.95905,13.188,3.39451,3.37796
1.47,666,14.6905,5.21107,1.8505,-2.46036,1000.82,6448.64,3.04668,13.8683,3.48528,4.05832
1.48,666,14.7092,5.18667,1.88496,-2.41922,1001.03,8147.12,3.57985,17.0988,4.13315,7.28875
1.49,666,14.7282,5.16284,1.92522,-2.34868,1000.95,7481,3.34129,16.3458,3.84875,6.53581
1.5,666,14.7477,5.13965,1.96139,-2.29114,1001.07,8432.65,3.5033,18.1227,4.07448,8.31267
1.51,666,14.7675,5.11712,1.99958,-2.21843,1000.92,7239.07,3.02548,15.7763,3.51524,5.96635
1.52,666,14.7877,5.09519,2.03155,-2.17371,1000.9,7054.18,2.88929,15.6094,3.36589,5.79944
1.53,666,14.8081,5.07369,2.06252,-2.13081,1000.74,5858.52,2.41743,12.4585,2.81277,2.64854
1.54,666,14.8289,5.05246,2.08809,-2.12054,1000.62,4846.95,2.23952,11.0765,2.56617,1.26651
1.55,666,14.8499,5.03127,2.11208,-2.12112,1000.54,4218.58,1.95148,8.45696,2.23541,-1.35304
1.56,666,14.8711,5.00996,2.13322,-2.14553,1000.4,3142.35,1.93407,7.2724,2.14529,-2.5376
1.57,666,14.8926,4.98835,2.15413,-2.17742,1000.41,3259.27,1.81618,6.06619,2.03494,-3.74381
1.58,666,14.9142,4.96638,2.17409,-2.21809,1000.34,2700.71,1.95015,6.03686,2.13117,-3.77314
1.59,666,14.936,4.94401,2.19518,-2.25605,1000.41,3227.24,1.8477,6.03989,2.06368,-3.77011
1.6,666,14.9581,4.92126,2.21521,-2.29243,1000.41,3230.71,1.95136,7.09263,2.16725,-2.71737
1.61,666,14.9804,4.89821,2.23612,-2.31763,1000.47,3697.79,1.73886,7.44217,1.98559,-2.36783
1.62,666,15.0028,4.87492,2.25477,-2.34,1000.51,3978.81,1.69435,8.91769,1.95942,-0.892309
1.63,666,15.0255,4.85148,2.27331,-2.34827,1000.54,4213.17,1.45406,8.95121,1.73431,-0.858788
1.64,666,15.0483,4.82795,2.28961,-2.35782,1000.57,4483.48,1.33991,10.2936,1.63768,0.483609
1.65,666,15.0712,4.80439,2.30554,-2.35451,1000.58,4583.53,1.25004,9.8858,1.55398,0.0757958
1.66,666,15.0944,4.78084,2.32107,-2.35676,1000.6,4707.96,1.25463,10.9175,1.56635,1.10746
1.67,666,15.1177,4.75732,2.33743,-2.34864,1000.61,4793.61,1.39865,10.2464,1.71554,0.436361
1.68,666,15.1411,4.73384,2.35575,-2.34806,1000.61,4820.03,1.67064,11.1181,1.98879,1.30807
1.69,666,15.1648,4.71042,2.37724,-2.33803,1000.63,4964,1.97429,10.4506,2.30142,0.64056
1.7,666,15.1887,4.68706,2.40187,-2.33488,1000.64,5046,2.49268,11.4702,2.82469,1.66019
1.71,666,15.2129,4.66378,2.43163,-2.32045,1000.67,5250.65,2.74468,10.9824,3.0896,1.17235
1.72,666,15.2373,4.64063,2.46334,-2.31103,1000.7,5483.92,3.29009,12.3369,3.64974,2.52685
1.73,666,15.2621,4.61764,2.50011,-2.28731,1000.72,5664.67,3.27084,11.9449,3.64173,2.1349
1.74,666,15.2873,4.59487,2.53564,-2.26842,1000.76,5949.78,3.58317,13.4319,3.97207,3.62187
1.75,666,15.3129,4.57235,2.57398,-2.23478,1000.76,5980.97,3.24409,12.7867,3.63438,2.97673
1.76,666,15.3388,4.55014,2.60793,-2.20961,1000.77,6025.98,3.1991,13.8645,3.59165,4.05449
1.77,666,15.365,4.52823,2.64143,-2.17422,1000.75,5875.67,2.69089,12.6989,3.07301,2.88888
1.78,666,15.3916,4.50661,2.66938,-2.15244,1000.7,5495.42,2.3773,13.0642,2.73409,3.25421
1.79,666,15.4184,4.48523,2.69458,-2.12666,1000.68,5371.79,1.95724,11.6304,2.3054,1.82039
1.8,666,15.4455,4.46402,2.71593,-2.11577,1000.6,4726.17,1.6434,11.5886,1.9492,1.77857
1.81,666,15.4727,4.44294,2.73473,-2.10378,1000.62,4879.65,1.51681,10.3986,1.83198,0.588553
1.82,666,15.5002,4.42191,2.75309,-2.10333,1000.53,4192.45,1.42583,10.3449,1.69617,0.534888
1.83,666,15.5278,4.40089,2.77076,-2.10209,1000.58,4557.81,1.54964,9.49692,1.843,-0.313083
1.84,666,15.5556,4.37984,2.79009,-2.1092,1000.49,3861.61,1.64031,9.49158,1.88843,-0.318422
1.85,666,15.5836,4.35872,2.80982,-2.11554,1000.54,4258.63,1.76644,8.83995,2.03957,-0.970055
1.86,666,15.6118,4.33751,2.8307,-2.12804,1000.46,3652.34,1.86017,9.04088,2.09401,-0.769117
1.87,666,15.6402,4.31618,2.85189,-2.13719,1000.53,4160.35,1.8553,8.75301,2.12116,-1.05699
1.88,666,15.6688,4.29476,2.87303,-2.14821,1000.49,3879.28,1.90172,9.54849,2.14918,-0.261515
1.89,666,15.6977,4.27326,2.89452,-2.1498,1000.58,4547.74,1.84746,9.73711,2.137,-0.0728874
1.9,666,15.7267,4.25177,2.91582,-2.14916,1000.59,4638.31,1.90824,11.1731,2.20299,1.3631
1.91,666,15.756,4.23035,2.93796,-2.13395,1000.66,5195.26,1.88053,11.4042,2.21005,1.59423
1.92,666,15.7855,4.20909,2.96002,-2.11773,1000.69,5455.08,1.96319,13.028,2.30852,3.21796
1.93,666,15.8152,4.18807,2.98309,-2.08624,1000.72,5652.37,1.92949,12.7477,2.28663,2.9377
1.94,666,15.8451,4.16735,3.0057,-2.06001,1000.74,5808.27,2.00826,13.9739,2.37456,4.16393
1.95,666,15.8753,4.14694,3.02922,-2.02261,1000.72,5660.2,1.95329,12.968,2.30958,3.15803
1.96,666,15.9057,4.12685,3.05187,-1.9978,1000.7,5474.57,2.03394,13.417,2.37789,3.607
1.97,666,15.9364,4.10703,3.07529,-1.96869,1000.66,5193.2,1.96248,11.9146,2.28814,2.10463
1.98,666,15.9672,4.08742,3.09762,-1.95575,1000.6,4682.93,2.03401,11.7694,2.32712,1.9594
1.99,666,15.9983,4.06794,3.12041,-1.94276,1000.59,4618.31,1.92575,10.4178,2.21426,0.607821
2,666,16.0296,4.04852,3.1419,-1.94257,1000.52,4064.76,1.96052,10.3272,2.21396,0.517215
2.01,666,16.0611,4.02911,3.16351,-1.94079,1000.56,4397.06,1.82197,9.6614,2.09559,-0.148601
2.02,666,16.0929,4.00969,3.18388,-1.94422,1000.52,4097.94,1.84669,10.219,2.1012,0.409017
2.03,666,16.1248,3.99027,3.20456,-1.93998,1000.59,4659.96,1.73929,10.2488,2.02811,0.438793
2.04,666,16.157,3.97089,3.22459,-1.93451,1000.62,4835.46,1.83721,11.7405,2.13631,1.93053
2.05,666,16.1893,3.95165,3.24598,-1.91317,1000.68,5334.67,1.80253,12.0769,2.13183,2.26685
2.06,666,16.2219,3.93264,3.26733,-1.88924,1000.76,5955.58,2.01058,14.2245,2.37743,4.41455
2.07,666,16.2547,3.91397,3.29117,-1.84464,1000.77,6077.27,1.99335,14.1386,2.36694,4.32859
2.08,666,16.2877,3.89573,3.31452,-1.80413,1000.85,6667.33,2.20041,15.952,2.60941,6.14203
2.09,666,16.321,3.87798,3.34001,-1.74755,1000.79,6232.72,2.06679,14.7505,2.44837,4.94052
2.1,666,16.3545,3.86072,3.36318,-1.70709,1000.79,6242.16,2.08712,15.307,2.46849,5.49696
2.11,666,16.3883,3.84389,3.38632,-1.662,1000.71,5558.38,1.78676,13.1636,2.12569,3.35357
2.12,666,16.4222,3.8274,3.40557,-1.64049,1000.62,4875.7,1.56955,12.4906,1.86626,2.6806
2.13,666,16.4564,3.8111,3.42249,-1.62406,1000.58,4520.82,1.23815,10.3776,1.51271,0.567644
2.14,666,16.4907,3.79485,3.43606,-1.62801,1000.44,3468.26,0.931041,9.31192,1.14126,-0.49808
2.15,666,16.5251,3.77852,3.44662,-1.63932,1000.48,3739.23,0.762773,8.10506,0.988942,-1.70494
2.16,666,16.5596,3.76203,3.45628,-1.66016,1000.36,2832.46,0.57386,7.66195,0.744845,-2.14805
2.17,666,16.5942,3.74532,3.46423,-1.6821,1000.46,3637.23,0.646866,7.64623,0.865952,-2.16377
2.18,666,16.6289,3.7284,3.47397,-1.70161,1000.42,3322.9,0.697914,8.49884,0.897656,-1.31116
2.19,666,16.6637,3.71133,3.48441,-1.71055,1000.55,4323.25,0.937279,9.34863,1.19658,-0.461371
2.2,666,16.6986,3.69422,3.49803,-1.71003,1000.6,4733.61,1.2238,11.4989,1.5071,1.68885
2.21,666,16.7336,3.67722,3.51467,-1.68795,1000.7,5485.38,1.47333,12.4372,1.80091,2.62718
2.22,666,16.7689,3.66048,3.53389,-1.65808,1000.81,6374.22,1.86518,15.2269,2.24499,5.41694
2.23,666,16.8043,3.64418,3.55712,-1.60188,1000.83,6566.97,1.96526,15.4261,2.35572,5.61612
2.24,666,16.84,3.62844,3.58061,-1.54736,1000.95,7440.09,2.24369,17.8698,2.68508,8.05978
2.25,666,16.876,3.61336,3.60685,-1.47045,1000.9,7069.43,2.09161,16.8756,2.51014,7.06558
2.26,666,16.9122,3.59898,3.63041,-1.40787,1000.94,7397.14,2.0895,18.1044,2.52648,8.29439
2.27,666,16.9486,3.58529,3.65393,-1.33418,1000.86,6727.79,1.74342,16.0385,2.14003,6.22854
2.28,666,16.9852,3.57222,3.6731,-1.28426,1000.8,6268.09,1.47877,15.8408,1.84751,6.0308
2.29,666,17.022,3.55964,3.6897,-1.23537,1000.73,5754.18,1.12805,13.4597,1.46584,3.64966
2.3,666,17.059,3.54743,3.70264,-1.21065,1000.6,4752.5,0.763903,12.4906,1.04233,2.68055
2.31,666,17.0961,3.53542,3.71202,-1.19266,1000.61,4776.07,0.56841,10.7393,0.847608,0.929258
2.32,666,17.1332,3.52352,3.71994,-1.19043,1000.47,3703.01,0.265777,9.94332,0.481805,0.133324
2.33,666,17.1705,3.51161,3.72475,-1.19302,1000.54,4239.44,0.251519,9.21033,0.498289,-0.599674
2.34,666,17.2077,3.49964,3.73025,-1.2006,1000.44,3475.8,0.0831585,9.2191,0.28506,-0.590901
2.35,666,17.245,3.48761,3.73379,-1.20602,1000.54,4254.48,0.18791,9.35055,0.434484,-0.459447
2.36,666,17.2824,3.47553,3.7391,-1.20854,1000.52,4066.6,0.158983,10.4494,0.394164,0.639409
2.37,666,17.3198,3.46349,3.744,-1.19892,1000.62,4844.18,0.308857,11.0574,0.588375,1.24735
2.38,666,17.3573,3.45157,3.75087,-1.18339,1000.66,5193.61,0.36864,12.9781,0.66766,3.16806
2.39,666,17.3948,3.4399,3.75833,-1.14921,1000.72,5639.42,0.487566,13.3358,0.811534,3.52583
2.4,666,17.4325,3.42859,3.76692,-1.11394,1000.78,6152.14,0.546661,15.2652,0.899298,5.45521
2.41,666,17.4702,3.41772,3.77607,-1.06093,1000.77,6088.71,0.562103,14.7609,0.910353,4.95088
