time,ID,r,z,u_r,u_z,rho,pressure,pairAr,pairAz,totalAr,totalAz
0,784,17.75,2.75,0,0,1006.46,51669.7,-2.89007,9.80214,0.00222378,-0.007865
0.01,784,17.75,2.75,0.017347,-0.00162795,1006.32,50545.3,2.23001,9.3407,5.05974,-0.469299
0.02,784,17.7506,2.74994,0.119048,-0.0118413,1005.15,41072.1,12.532,7.85191,14.834,-1.95809
0.03,784,17.7527,2.7497,0.305778,-0.0390551,1003.48,27585.1,19.6497,6.29564,21.1981,-3.51436
0.04,784,17.7568,2.7491,0.510928,-0.082685,1001.19,9373.26,18.4231,4.29717,18.9503,-5.51283
0.05,784,17.7627,2.74797,0.648752,-0.14697,998.906,-8554.74,8.33681,2.52273,7.85467,-7.28727
0.06,784,17.7694,2.74611,0.669892,-0.226959,998.685,-10278.2,-1.10965,1.58609,-1.68884,-8.22391
0.07,784,17.7759,2.74341,0.622124,-0.314017,999.135,-6769.61,-6.26233,0.725497,-6.64349,-9.0845
0.08,784,17.7818,2.73981,0.560227,-0.405811,1000.48,3803.47,-5.82579,1.11005,-5.612,-8.69995
0.09,784,17.7872,2.73533,0.534266,-0.488768,1001.94,15333.4,-0.16314,2.04322,0.697235,-7.76678
0.1,784,17.7927,2.73008,0.568849,-0.559222,1001.87,14787.8,4.35188,3.38076,5.18144,-6.42924
0.11,784,17.7987,2.72419,0.625002,-0.6158,1001.33,10514.6,4.70513,4.86415,5.29509,-4.94585
0.12,784,17.8051,2.7178,0.664814,-0.660579,1000.95,7497.89,3.54053,5.67413,3.96124,-4.13587
0.13,784,17.8119,2.71099,0.691292,-0.702687,1000.7,5474.06,1.3306,5.35405,1.63771,-4.45595
0.14,784,17.8189,2.70373,0.707769,-0.751786,1001.38,10913.1,1.31714,4.59274,1.92874,-5.21726
0.15,784,17.8261,2.69593,0.742851,-0.808028,1002.24,17699.1,4.35079,3.87127,5.34144,-5.93873
0.16,784,17.8339,2.68755,0.813349,-0.867928,1002.49,19672.4,5.96301,4.08984,7.06336,-5.72016
0.17,784,17.8424,2.6786,0.888926,-0.921658,1002.51,19855.4,6.52905,4.86199,7.63908,-4.94801
0.18,784,17.8517,2.66915,0.958949,-0.966898,1002.24,17688.7,5.876,5.86735,6.86466,-3.94265
0.19,784,17.8616,2.65929,1.01718,-1.00513,1001.98,15670.4,4.00077,5.97932,4.87636,-3.83068
0.2,784,17.872,2.64904,1.06206,-1.0458,1002.2,17350.4,4.10049,5.81642,5.06919,-3.99358
0.21,784,17.8828,2.63837,1.11987,-1.08978,1002.59,20498.8,5.56625,5.0179,6.70958,-4.7921
0.22,784,17.8944,2.62722,1.19737,-1.14024,1002.75,21762.2,6.58005,4.93739,7.79286,-4.87261
0.23,784,17.9068,2.61558,1.28078,-1.188,1002.87,22709.8,7.38875,5.2304,8.65334,-4.5796
0.24,784,17.92,2.60348,1.36506,-1.23072,1002.68,21190.7,6.78099,5.88317,7.96035,-3.92683
0.25,784,17.9341,2.59098,1.43673,-1.26726,1002.47,19514.2,5.26018,6.3851,6.34561,-3.4249
