time,ID,r,z,u_r,u_z,rho,pressure,pairAr,pairAz,totalAr,totalAz
0,858,19.75,7.75,0,0,1000.31,2452.88,3.5264,5.57847,3.65056,-4.23153
0.01,858,19.7502,7.74978,0.0367644,-0.044764,1000.37,2890.33,3.37366,4.71606,3.51995,-5.09394
0.02,858,19.7507,7.74904,0.0670057,-0.107675,1000.26,2032.96,2.21693,2.03363,2.31983,-7.77637
0.03,858,19.7515,7.74753,0.0823305,-0.199699,1000.19,1515.26,0.643527,-0.678712,0.720228,-10.4887
0.04,858,19.7523,7.74497,0.0821689,-0.313765,999.71,-2275.89,-2.02711,-3.13812,-2.14237,-12.9481
0.05,858,19.753,7.74119,0.0591797,-0.442779,999.66,-2662.79,-2.06411,-2.7077,-2.19896,-12.5177
0.06,858,19.7535,7.73616,0.0422141,-0.55931,999.898,-796.957,-0.709024,-0.413083,-0.749373,-10.2231
0.07,858,19.7539,7.73009,0.0418889,-0.651591,1000.04,306.395,0.643565,1.46839,0.659075,-8.34161
0.08,858,19.7544,7.72318,0.0531167,-0.730414,1000.27,2101.01,1.8888,2.45847,1.99512,-7.35153
0.09,858,19.755,7.71549,0.0717045,-0.807454,1000.25,1971.86,1.42529,1.5329,1.52508,-8.2771
0.1,858,19.7558,7.70698,0.0812737,-0.898132,999.978,-175.591,-0.047078,-0.419133,-0.0559662,-10.2291
0.11,858,19.7566,7.69747,0.0763686,-1.00552,999.88,-937.731,-0.761737,-1.27025,-0.809207,-11.0802
0.12,858,19.7573,7.68686,0.0678142,-1.11604,999.864,-1066.08,-0.753873,-0.941014,-0.807839,-10.751
0.13,858,19.758,7.67518,0.0630281,-1.21886,999.939,-479.007,-0.0454557,0.0717248,-0.069701,-9.73828
0.14,858,19.7586,7.66252,0.0669115,-1.31068,1000.15,1198.89,1.15233,1.48518,1.213,-8.32482
0.15,858,19.7593,7.64901,0.0813431,-1.39172,1000.22,1689.49,1.46005,1.76515,1.54553,-8.04485
0.16,858,19.7602,7.63468,0.0955889,-1.47431,1000.14,1129.14,1.14942,1.18233,1.20655,-8.62767
0.17,858,19.7612,7.61949,0.1048,-1.56445,1000.09,733.031,0.592311,0.418042,0.629402,-9.39196
0.18,858,19.7623,7.60337,0.108943,-1.6609,999.993,-58.3339,0.197366,0.00864989,0.194414,-9.80135
0.19,858,19.7634,7.58627,0.111255,-1.7583,1000.01,84.131,0.338206,0.218074,0.342463,-9.59193
0.2,858,19.7645,7.56822,0.116813,-1.85147,1000.11,833.614,0.971326,1.05623,1.0135,-8.75377
