time,ID,r,z,u_r,u_z,rho,pressure,pairAr,pairAz,totalAr,totalAz
0,858,3.375,3.375,0,0,1005.7,45501.2,-13.3948,9.80214,0.0106123,-0.00785758
0.01,858,3.375,3.375,0.000106247,-7.88591e-05,1005.7,45497.7,-13.3938,9.80177,0.0106604,-0.00823147
0.02,858,3.375,3.375,0.000213458,-0.000202408,1005.7,45488.9,-13.3913,9.78521,0.0105644,-0.0247904
0.03,858,3.375,3.37499,0.0003047,-0.000746554,1005.69,45436.5,-13.3809,9.71198,0.00550924,-0.098024
0.04,858,3.37501,3.37498,0.000295271,-0.00220176,1005.68,45311.9,-13.3587,9.6318,-0.00874432,-0.178202
0.05,858,3.37501,3.37495,0.000154286,-0.00402611,1005.67,45232.7,-13.3415,9.65099,-0.0148273,-0.159012
0.06,858,3.37501,3.3749,6.82315e-05,-0.00512067,1005.67,45302.8,-13.3472,9.76156,5.33247e-05,-0.0484381
0.07,858,3.37501,3.37485,0.000141864,-0.00487092,1005.68,45343.3,-13.3498,9.90634,0.00929293,0.0963397
0.08,858,3.37501,3.37481,0.000186771,-0.00343374,1005.66,45211.3,-13.3222,9.95752,-0.00170701,0.147521
0.09,858,3.37502,3.37478,0.000121647,-0.00253316,1005.65,45130.7,-13.3025,9.80877,-0.00568326,-0.00123032
0.1,858,3.37502,3.37475,0.00011788,-0.00335512,1005.67,45251.6,-13.3268,9.69842,0.00540666,-0.111576
0.11,858,3.37502,3.37471,0.00020429,-0.00401986,1005.68,45354.9,-13.3544,9.82127,0.0081615,0.011273
0.12,858,3.37502,3.37468,0.000276075,-0.00322879,1005.68,45333.2,-13.345,9.90462,0.0111224,0.0946244
0.13,858,3.37502,3.37465,0.000598142,-0.00278573,1005.68,45355.5,-13.2856,9.78293,0.0770904,-0.0270671
0.14,858,3.37504,3.37462,0.00243342,-0.00374069,1005.68,45344.8,-12.9934,9.67627,0.366123,-0.133726
0.15,858,3.37509,3.37457,0.00974031,-0.00535518,1005.6,44706.4,-11.878,9.59891,1.29418,-0.211087
0.16,858,3.37528,3.3745,0.0322368,-0.00865448,1005.31,42378,-8.94432,9.29439,3.54471,-0.515605
0.17,858,3.37584,3.37438,0.0858154,-0.0168212,1004.62,36773.1,-3.38895,8.61241,7.45396,-1.19759
0.18,858,3.37715,3.37414,0.183312,-0.0343775,1003.33,26371.5,4.06522,7.34548,11.8481,-2.46452
0.19,858,3.37963,3.37364,0.315502,-0.0689295,1001.46,11485.7,10.211,5.16517,13.6046,-4.64483
0.2,858,3.38342,3.37267,0.435861,-0.130282,999.456,-4265.24,10.182,2.10126,8.92072,-7.70874
0.21,858,3.38808,3.37093,0.479296,-0.221525,998.029,-15381.1,3.28845,-0.531042,-1.26028,-10.341
0.22,858,3.39259,3.36817,0.398564,-0.333127,997.774,-17350.7,-9.97405,-1.67857,-15.0998,-11.4886
0.23,858,3.39559,3.36428,0.180578,-0.442515,998.965,-8098.28,-24.7381,0.180523,-27.1255,-9.62948
0.24,858,3.39592,3.35945,-0.121664,-0.51347,1001.22,9576.19,-33.0238,5.80401,-30.2073,-4.00599
0.25,858,3.39334,3.35423,-0.37454,-0.518759,1003.58,28379.3,-27.2083,12.352,-18.8748,2.54204
0.26,858,3.38892,3.34925,-0.48303,-0.471254,1005.64,45023.3,-16.3713,15.8154,-3.16033,6.00542
0.27,858,3.38417,3.34485,-0.443564,-0.409955,1007.86,63126.8,-7.7902,15.4176,10.718,5.60756
0.28,858,3.38047,3.34099,-0.27856,-0.364393,1010.36,83913.8,-3.05941,13.337,21.5091,3.52704
0.29,858,3.37887,3.33749,-0.0334693,-0.338879,1012.58,102515,-4.1951,11.9491,25.7681,2.13913
0.3,858,3.37978,3.33421,0.208252,-0.317052,1013.72,112237,-11.9863,12.6188,20.7726,2.80879
0.31,858,3.38273,3.33121,0.362204,-0.279244,1013.44,109833,-22.764,14.4423,9.27412,4.63229
0.32,858,3.38661,3.32867,0.39504,-0.226187,1011.92,97002.6,-30.282,15.2765,-1.97654,5.46651
0.33,858,3.39034,3.32669,0.340915,-0.170714,1009.82,79374,-30.5443,15.3785,-7.36011,5.56847
0.34,858,3.39337,3.32527,0.266334,-0.11079,1007.86,63189.4,-25.0627,16.4468,-6.58655,6.63683
0.35,858,3.39575,3.32452,0.215793,-0.0369135,1006.34,50714.6,-18.2854,17.7459,-3.44472,7.93587
0.36,858,3.39778,3.32455,0.193651,0.0404412,1005.03,40063.4,-13.1184,16.6991,-1.38632,6.88912
0.37,858,3.39966,3.32524,0.181568,0.0898464,1003.74,29692.4,-10.0586,12.2449,-1.35719,2.43488
0.38,858,3.40139,3.32615,0.163801,0.0830324,1002.67,21084.5,-8.33419,5.9911,-2.15187,-3.8189
0.39,858,3.40291,3.32669,0.140483,0.0162899,1002.09,16518.4,-7.14205,0.894545,-2.29799,-8.91546
0.4,858,3.40421,3.32636,0.12031,-0.0854872,1002,15779.1,-6.31744,-0.734905,-1.69152,-10.5449
0.41,858,3.40534,3.325,0.106832,-0.18503,1002.06,16230.4,-5.86763,0.960091,-1.11124,-8.84991
0.42,858,3.40636,3.32275,0.0971983,-0.260366,1001.99,15718.1,-5.5013,3.4471,-0.89612,-6.3629
0.43,858,3.40729,3.31985,0.088541,-0.316469,1001.81,14312.7,-5.06781,4.65729,-0.874815,-5.15271
0.44,858,3.40813,3.31644,0.079743,-0.365732,1001.68,13273.9,-4.79601,5.20373,-0.907786,-4.60627
0.45,858,3.40888,3.31257,0.0710084,-0.406143,1001.73,13680.9,-4.78293,6.57565,-0.77657,-3.23435
0.46,858,3.40956,3.30838,0.065961,-0.428827,1002.08,16416.6,-4.9068,8.41854,-0.101916,-1.39146
0.47,858,3.41024,3.30404,0.0705942,-0.436452,1002.8,22122,-5.42149,9.38301,1.04736,-0.426993
0.48,858,3.41101,3.29966,0.0862728,-0.440185,1003.8,30143.5,-6.89397,9.35593,1.90971,-0.454072
